SYMBOL,FS1.A.A431,FS1.B.A431,FS2.A.A431,FS2.B.A431,FP1.A.A431,FP1.B.A431,FP2.A.A431,FP2.B.A431,FP3.A.A431,FP3.B.A431,markers
BBS9,0.148378718,0.173171345,0.093808127,0.093229996,0.078910767,0.085320486,0.081516548,0.081541684,0.088261416,0.075860913,unknown
BBX,0.036434039,0.038469158,0.063638001,0.062692481,0.09809095,0.10863575,0.110103557,0.115335434,0.187726249,0.178874381,unknown
BCAM,0.051330625,0.048306891,0.055784258,0.059645895,0.110129511,0.108635859,0.176232718,0.167644219,0.110639538,0.111650485,unknown
BCAP29,0.050199411,0.047228499,0.030951502,0.033823384,0.080637756,0.080025568,0.19006635,0.174842677,0.157116235,0.155108618,"ER, peroxisome"
BCAP31,0.044191976,0.039696197,0.031019974,0.033056139,0.085194562,0.084572901,0.210157397,0.192777923,0.144225312,0.135107619,"ER, peroxisome"
BCAR1,0.254458295,0.260149391,0.085414949,0.078543597,0.056361255,0.051834247,0.061155034,0.058519668,0.048568334,0.04499523,Cytosol_3
BCAR3,0.202859911,0.219130104,0.088016361,0.085217723,0.074072847,0.073410448,0.06872397,0.065296051,0.063010772,0.060261813,unknown
BCAS1,0.273541694,0.218980642,0.086074064,0.091261492,0.04479315,0.053080085,0.081275087,0.071474815,0.040868186,0.038650783,unknown
BCAS2,0.060074337,0.05914512,0.067490031,0.070052144,0.106562258,0.111460946,0.085848835,0.090125038,0.179302817,0.169938473,unknown
BCAS3,0.248853588,0.27352688,0.078801158,0.088676735,0.051381172,0.040848267,0.067133579,0.056498944,0.046521637,0.047758041,Cytosol_3
BCAS4,0.090846601,0.100878741,0.135916919,0.129117357,0.088905196,0.076160663,0.076104929,0.077674773,0.120181322,0.104213499,unknown
BCAT1,0.271131961,0.251871496,0.124853134,0.099390715,0.05068146,0.04737487,0.035978046,0.036540334,0.036590688,0.045587297,unknown
BCAT2,0.077106713,0.075800857,0.114558253,0.100224444,0.161232402,0.14903081,0.09877576,0.095347888,0.063170781,0.064752091,unknown
BCCIP,0.08043561,0.085885486,0.201293513,0.161679665,0.084392239,0.084040327,0.061698687,0.062126688,0.084306639,0.094141145,unknown
BCDIN3D,0.124364986,0.140120431,0.125439625,0.122348929,0.067426907,0.068164056,0.099337454,0.092436676,0.084718818,0.075642119,unknown
BCKDHB,0.051583892,0.0450308,0.078947849,0.085025682,0.146818506,0.13967134,0.155683916,0.136691831,0.07756777,0.082978412,unknown
BCKDK,0.045164888,0.040465546,0.06471196,0.066979347,0.228338682,0.207182497,0.097259936,0.087550399,0.07304095,0.089305796,unknown
BCL10,0.253455111,0.282184677,0.115367035,0.09725835,0.050278819,0.051284395,0.047129121,0.041195389,0.03014236,0.031704743,Cytosol_4
BCL2,0.0167153,0.017297215,0.025131985,0.020029686,0.357042859,0.292146676,0.041046098,0.048374855,0.061016749,0.121198576,unknown
BCL2L1,0.04895672,0.051617312,0.041257403,0.041895216,0.108455581,0.108437358,0.196820046,0.19538041,0.1003918,0.106788155,Mitochondria membrane
BCL2L11,0.023005626,0.023517061,0.027536765,0.032014069,0.118240303,0.102672924,0.276031619,0.238669909,0.076311563,0.082000162,Plasma Membrane
BCL2L12,0.061588303,0.058125782,0.042732992,0.033442466,0.198357874,0.211342327,0.072352971,0.077538182,0.09907609,0.145443014,unknown
BCL2L13,0.061289433,0.058052056,0.042950428,0.043989699,0.115460315,0.106998988,0.221438425,0.207164536,0.071838499,0.070817622,Mitochondria membrane
BCL3,0.182542177,0.194450877,0.116457162,0.130689712,0.063868674,0.064803176,0.081698644,0.075868343,0.047709229,0.041912008,unknown
BCL6,0.031216391,0.037104754,0.102262135,0.109351473,0.109692048,0.116987524,0.111860974,0.106313186,0.152039865,0.12317165,unknown
BCL7A,0.078743809,0.066705003,0.154185757,0.163655419,0.097896455,0.096106402,0.079374501,0.072594557,0.097479085,0.093259011,unknown
BCL7B,0.090529779,0.062289171,0.151415747,0.193344547,0.080140506,0.085242215,0.074890113,0.068394495,0.093689307,0.10006412,unknown
BCL7C,0.055852811,0.06138177,0.152342063,0.161531963,0.093616822,0.098422979,0.073472261,0.074889702,0.109959636,0.118529992,unknown
BCL9,0.072128763,0.070334998,0.205633393,0.202753672,0.087768459,0.074387938,0.082416251,0.082959228,0.068395792,0.053221506,unknown
BCL9L,0.075372926,0.068255386,0.217445178,0.228712215,0.075190425,0.07593964,0.082394414,0.075420953,0.052070426,0.049198436,Nucleosol
BCLAF1,0.035820515,0.035356613,0.067092971,0.069503443,0.1075707,0.108698618,0.123434331,0.126627068,0.167914351,0.157981389,unknown
BCOR,0.059852069,0.056498135,0.083741023,0.084760619,0.151579926,0.155783524,0.101968536,0.108229212,0.099562647,0.098024309,Nucleus (speckles)
BCORL1,0.037966144,0.041747668,0.055444595,0.060779562,0.153968381,0.149893922,0.085670155,0.096135922,0.155193381,0.16320027,unknown
BCR,0.171751089,0.165399899,0.092526073,0.092352543,0.076708834,0.073993094,0.088075034,0.09105107,0.075433391,0.072708973,unknown
BCS1L,0.03111213,0.02529695,0.036376978,0.039678973,0.146691126,0.148149507,0.182866315,0.203173584,0.087117634,0.099536803,Mitochondria membrane
BDH1,0.044653892,0.045182229,0.035700471,0.033804119,0.132414405,0.127442378,0.20577774,0.202673761,0.084835791,0.087515213,Mitochondria membrane
BDH2,0.166291612,0.193777143,0.122049042,0.14011808,0.081717555,0.08547917,0.05077765,0.054431315,0.047539173,0.05781926,Cytosol_5
BDNF,0.23863384,0.272246586,0.099998612,0.095509049,0.048337404,0.027381481,0.055810758,0.0476435,0.06272205,0.05171672,unknown
BDP1,0.06571057,0.059117838,0.070867351,0.078625099,0.096235821,0.100751391,0.093562604,0.088053609,0.174093274,0.172982443,unknown
BECN1,0.156015393,0.175896969,0.101769154,0.111178204,0.059031877,0.065358652,0.097938841,0.088565841,0.07529944,0.068945628,unknown
BEND3,0.06990906,0.063164786,0.056169396,0.063460745,0.184211942,0.18168284,0.117944073,0.125118832,0.064832918,0.073505408,Nucleus (Nucleolus)
BEND7,0.062051584,0.073090197,0.074328419,0.075610549,0.129178998,0.117411502,0.089397838,0.097477014,0.137767513,0.143686387,unknown
BET1,0.034005408,0.043224391,0.024374951,0.032085195,0.097235285,0.098156203,0.138402304,0.139225253,0.202200408,0.191090603,"Golgi, Endo/Lyosome"
BET1L,0.052853531,0.056877618,0.040260166,0.045191361,0.066730357,0.066054851,0.139993824,0.137533052,0.200596375,0.193908865,"Golgi, Endo/Lyosome"
BFAR,0.062215145,0.064759395,0.056879542,0.054426812,0.117666978,0.118746911,0.114729193,0.120888474,0.144683616,0.145003935,unknown
BHLHE40,0.057476008,0.046965959,0.101755187,0.094713366,0.145463645,0.134154586,0.125444504,0.133267774,0.076608336,0.084150635,unknown
BHLHE41,0.047556312,0.059587199,0.111169055,0.108223088,0.146895757,0.156611956,0.094216025,0.093584747,0.075863205,0.106292657,unknown
BICD1,0.13779373,0.147647881,0.106413874,0.118615122,0.064211805,0.067600026,0.090824406,0.08741792,0.09118058,0.088294656,unknown
BICD2,0.162170453,0.175478644,0.138766083,0.134669867,0.065539455,0.071016114,0.062192107,0.062282332,0.06429435,0.063590595,unknown
BID,0.192763698,0.210604033,0.090384698,0.092845732,0.06862398,0.074090065,0.070635983,0.070307845,0.06064505,0.069098916,Cytosol_3
BIK,0.202477328,0.2030835,0.071631958,0.0800067,0.073586064,0.073314882,0.060449684,0.061454653,0.078443415,0.095551816,unknown
BIN1,0.244846229,0.268568734,0.101298548,0.106646007,0.051461919,0.049786102,0.0503419,0.051141914,0.03835012,0.037558527,Cytosol_3
BIN3,0.181791307,0.194691296,0.097672627,0.088463468,0.065664529,0.071182857,0.090282008,0.09225284,0.062735156,0.055263912,Cytosol_1
BIRC2,0.191821175,0.218910645,0.099347311,0.100997599,0.065054336,0.064212689,0.07150696,0.065516416,0.060994628,0.06163824,Cytosol_1
BIRC5,0.07735297,0.073389981,0.069075508,0.080692073,0.150356317,0.154662004,0.112967145,0.120559212,0.076333664,0.084611126,Nucleus (Nucleolus)
BIRC6,0.212643486,0.227012987,0.080879765,0.079924592,0.056355258,0.057410976,0.062480101,0.058684541,0.085513196,0.079095098,Cytosol_1
BLM,0.058454616,0.053919267,0.074904111,0.08069731,0.090520945,0.09651788,0.085383246,0.08919223,0.179465148,0.190945248,"Nucleosol, Ribosome"
BLMH,0.250519998,0.293652054,0.104960226,0.099331544,0.045878916,0.043505184,0.042369921,0.040226417,0.040829774,0.038725965,unknown
BLOC1S2,0.190667249,0.188525198,0.085080615,0.098962753,0.055668608,0.050659505,0.079453612,0.080928332,0.087041416,0.083012712,unknown
BLOC1S3,0.128626089,0.14558628,0.140520836,0.136061437,0.077157562,0.070418713,0.075511293,0.069622715,0.077121381,0.079373694,unknown
BLOC1S4,0.148807582,0.150412925,0.13106296,0.13246227,0.072575245,0.074257851,0.06933022,0.068909569,0.075270848,0.07691053,unknown
BLOC1S5,0.276002544,0.22211756,0.121247253,0.130489739,0.032847861,0.034482203,0.050906134,0.046566674,0.043547569,0.041792463,unknown
BLOC1S6,0.136950744,0.138106371,0.152925071,0.104850969,0.087187647,0.084511925,0.067346413,0.062039416,0.073382344,0.092699101,unknown
BLVRA,0.246080154,0.282539026,0.096092215,0.100373893,0.045099762,0.049872497,0.047417209,0.047899652,0.041300527,0.043325063,unknown
BLVRB,0.217255823,0.221487195,0.114570563,0.092919902,0.066620692,0.064688053,0.060073559,0.059596785,0.053168846,0.049618581,Cytosol_5
BLZF1,0.065646625,0.070357935,0.053062351,0.056909773,0.074160826,0.080528664,0.176135301,0.160941549,0.126386007,0.135870969,"ER, Mitochondrion"
BMP1,0.04892509,0.049726993,0.062251095,0.068810481,0.091921504,0.094002847,0.174057989,0.155704323,0.127250284,0.127349395,unknown
BMP2K,0.074212646,0.079472091,0.051549706,0.056550197,0.115618498,0.11478806,0.163721437,0.158667369,0.090785702,0.094634294,Plasma Membrane
BMPR1A,0.05758051,0.057407231,0.03395396,0.036284558,0.107493437,0.106124535,0.173278693,0.173737881,0.127922995,0.1262162,"ER, peroxisome"
BMPR2,0.049451419,0.043607329,0.040927237,0.044770564,0.113364167,0.116332741,0.175406434,0.174289729,0.12382397,0.11802641,Plasma Membrane
BMS1,0.042529796,0.038104781,0.034415792,0.037297815,0.183518374,0.180255037,0.094512628,0.105579597,0.134967367,0.148818814,Nucleus (Nucleolus)
BNC1,0.084730033,0.076147683,0.086448341,0.09627118,0.138420259,0.139936413,0.109815489,0.11250781,0.074989892,0.0807329,unknown
BNIP1,0.039848603,0.037663207,0.035784697,0.032911133,0.100853699,0.106563628,0.16343972,0.168507979,0.158548153,0.15587918,"ER, peroxisome"
BNIP2,0.246557514,0.223637065,0.079494513,0.084138053,0.046122082,0.056204509,0.074746533,0.076096213,0.058839597,0.054163922,unknown
BNIP3,0.05844162,0.069106428,0.03117332,0.031822565,0.081422993,0.079790332,0.239428282,0.216389624,0.100642562,0.091782274,Mitochondria membrane
BNIP3L,0.0633861,0.061012088,0.055827248,0.057042742,0.10946091,0.103269488,0.197422773,0.166066833,0.0931562,0.093355617,unknown
BOD1,0.144525708,0.128251469,0.160808391,0.079386528,0.114789541,0.103582528,0.062157962,0.059218972,0.071177623,0.076101277,unknown
BOD1L1,0.062876981,0.059909622,0.232559493,0.259517853,0.066474661,0.071953608,0.062857586,0.061664824,0.063361843,0.058823529,unknown
BOK,0.04901287,0.041899345,0.06438255,0.056083438,0.169813914,0.148361656,0.072088868,0.073326002,0.135930171,0.189101187,unknown
BOLA1,0.202879723,0.218036159,0.100657056,0.106269934,0.060151065,0.061391894,0.096851292,0.094794347,0.029938125,0.029030404,unknown
BOLA3,0.075336435,0.072970497,0.089852262,0.10320291,0.10525754,0.102856025,0.200135196,0.160643606,0.047932473,0.041813055,unknown
BOP1,0.053711148,0.055174432,0.046515231,0.054683801,0.139468225,0.147559328,0.09853069,0.102757,0.138882911,0.162717233,unknown
BORA,0.352060402,0.309832649,0.086322466,0.086135021,0.026002459,0.02606994,0.030538644,0.029863839,0.027651981,0.025522598,Cytosol_5
BPGM,0.253803155,0.23801913,0.122131589,0.097519771,0.055906588,0.057844396,0.05026707,0.045364581,0.041563496,0.037580224,unknown
BPHL,0.03742349,0.035634765,0.10588882,0.118326051,0.137396473,0.139474003,0.175183298,0.146386681,0.053549968,0.050736452,unknown
BPNT1,0.244924367,0.251323011,0.11235554,0.101842845,0.062290839,0.064334479,0.051787069,0.0475927,0.032109232,0.031439918,Cytosol_3
BPTF,0.057775634,0.055609161,0.095306583,0.10409081,0.145936499,0.153719415,0.09494247,0.105310588,0.096180454,0.091128386,unknown
BRAF,0.208167111,0.203897669,0.076272769,0.090048721,0.075610708,0.071621369,0.085473713,0.083317772,0.055197175,0.050392992,Cytosol_3
BRAP,0.223181225,0.221823536,0.116205875,0.119979194,0.05674084,0.060196777,0.05458088,0.054501534,0.047254646,0.045535494,unknown
BRAT1,0.102914806,0.118751372,0.131797555,0.112585084,0.091981995,0.087709507,0.086748884,0.085303374,0.081753641,0.10045378,unknown
BRCA1,0.086656048,0.075922485,0.115104858,0.128838156,0.105663216,0.102858154,0.084665074,0.085001327,0.105725157,0.109565525,unknown
BRCA2,0.100981817,0.094203027,0.106865629,0.120015596,0.086139368,0.083445575,0.094282777,0.092829547,0.108823946,0.112412718,unknown
BRCC3,0.223062907,0.22567462,0.093414317,0.088407809,0.068104121,0.066455531,0.058472885,0.057735358,0.059835141,0.05883731,Cytosol_2
BRD1,0.062987527,0.051574463,0.047916891,0.044672706,0.228647687,0.200312736,0.098044502,0.107121032,0.07345699,0.085265466,Nucleus (Nucleolus)
BRD2,0.026743205,0.03500467,0.098112831,0.102855692,0.251698089,0.261528416,0.071206392,0.07830708,0.03570295,0.038840674,Nucleus (speckles)
BRD3,0.0579494,0.058199452,0.115800566,0.119274494,0.19364691,0.202488011,0.069103477,0.08371362,0.052510783,0.047313288,unknown
BRD4,0.05223838,0.048583882,0.172665499,0.191404317,0.128326164,0.128031139,0.077620008,0.081655183,0.060936846,0.058538582,Nucleosol
BRD7,0.049125432,0.049392612,0.043372163,0.048127961,0.125298351,0.117977628,0.072984575,0.076164013,0.201168466,0.2163888,unknown
BRD8,0.051668471,0.051376665,0.16086977,0.175958959,0.081865675,0.080792582,0.07576599,0.073243281,0.126775545,0.121683061,unknown
BRD9,0.051562859,0.051324184,0.103511268,0.116124294,0.109542388,0.105411484,0.096718226,0.095433056,0.13091293,0.139459311,unknown
BRE,0.118126533,0.112879872,0.118722745,0.083682543,0.136319501,0.117240733,0.060983919,0.061017989,0.087907127,0.103119038,unknown
BRF1,0.074341003,0.061836724,0.125574314,0.127358066,0.10216933,0.094610908,0.112034017,0.109142178,0.094133439,0.098800022,unknown
BRF2,0.082829189,0.068036981,0.143227717,0.162893816,0.082218831,0.085019298,0.113849744,0.112727762,0.075684409,0.073512252,unknown
BRI3,0.033948296,0.031767897,0.023544922,0.026198585,0.140855426,0.116583704,0.069772748,0.062276573,0.167839969,0.327211879,unknown
BRI3BP,0.0312865,0.035948528,0.032793922,0.028670973,0.140020565,0.135308622,0.148406225,0.154755368,0.145840613,0.146968684,unknown
BRIP1,0.110201551,0.120058947,0.137518309,0.151518147,0.077097954,0.076450978,0.086119673,0.084008015,0.076334163,0.080692264,unknown
BRIX1,0.045841282,0.046456116,0.039584445,0.041049196,0.170833371,0.160055697,0.074214053,0.080832557,0.150968815,0.190164468,Nucleus (Nucleolus)
BRK1,0.104849004,0.097417245,0.09759211,0.068555791,0.124495078,0.134952,0.06060818,0.072577684,0.096464231,0.142488677,unknown
BRMS1,0.08516657,0.078159468,0.103298529,0.115227904,0.08400737,0.079085097,0.076031385,0.077225188,0.156630362,0.145168127,unknown
BRMS1L,0.04495431,0.037665392,0.093149136,0.098355505,0.103660617,0.095554837,0.07805964,0.078490512,0.173533689,0.196576363,unknown
BROX,0.222638807,0.224433398,0.114373578,0.106091499,0.061698542,0.058210464,0.053610245,0.053247957,0.052573932,0.053121577,Cytosol_5
BRPF1,0.046164205,0.045760201,0.052358935,0.054576469,0.207245141,0.208537954,0.103047987,0.113417426,0.084742111,0.084149571,Nucleus (Nucleolus)
BRPF3,0.043995364,0.051620737,0.056826962,0.07099231,0.193614555,0.196907539,0.08984878,0.099479377,0.096591118,0.100123257,Nucleus (speckles)
BRWD1,0.035671883,0.038001439,0.039098759,0.042291779,0.23712898,0.237641662,0.115254542,0.129007016,0.064499011,0.061404929,Nucleus (Nucleolus)
BRWD3,0.053522259,0.056266991,0.045121983,0.045296807,0.20833734,0.204185278,0.092359333,0.110593439,0.089710754,0.094605816,unknown
BSCL2,0.032602725,0.033454186,0.024884641,0.025974145,0.098760346,0.107513001,0.188877902,0.17501648,0.14039039,0.172526185,"ER, peroxisome"
BSDC1,0.142675725,0.141521247,0.085671151,0.094267572,0.060450246,0.0594645,0.099871231,0.089587496,0.115962879,0.110527952,unknown
BSG,0.060747405,0.058064932,0.045592817,0.050367803,0.116977932,0.117558673,0.189211113,0.175734223,0.09375749,0.091987611,Plasma Membrane
BSPRY,0.062655131,0.060598539,0.043950784,0.047806893,0.093264662,0.092094532,0.127810084,0.118750443,0.173321041,0.17974789,unknown
BST2,0.065407718,0.069812523,0.04337459,0.045385876,0.098061522,0.096887514,0.162167819,0.151283218,0.133718602,0.133900619,unknown
BTAF1,0.053129272,0.053423591,0.15280837,0.147795458,0.117537597,0.118923743,0.091457162,0.092226189,0.08118449,0.091514127,unknown
BTBD1,0.118471092,0.122090353,0.072816961,0.081984531,0.056070989,0.061196745,0.079697231,0.076574011,0.173954181,0.157143907,unknown
BTBD10,0.086948011,0.092678109,0.091806138,0.074669229,0.110802659,0.098452696,0.083469023,0.082250042,0.132335015,0.146589079,unknown
BTBD2,0.06981694,0.074368857,0.075629801,0.074717629,0.0745656,0.077463088,0.077346831,0.076613516,0.194757693,0.204720044,unknown
BTBD6,0.055751005,0.053749641,0.058946008,0.07664417,0.102383688,0.108208285,0.121840896,0.130043797,0.14688936,0.14554315,unknown
BTBD7,0.167383371,0.17478456,0.082869331,0.099093697,0.068169748,0.06613956,0.109270332,0.099350683,0.066302318,0.066636399,unknown
BTBD8,0.160322892,0.166192858,0.116934281,0.105826095,0.052961306,0.071448627,0.09654295,0.084215144,0.075888392,0.069667456,unknown
BTBD9,0.070048729,0.069207632,0.058922482,0.061793182,0.087227215,0.096972966,0.113008658,0.122644701,0.159872373,0.160302063,"ER, Mitochondrion"
BTC,0.041727529,0.031654138,0.044844847,0.066033703,0.095452278,0.119491254,0.210436781,0.185720902,0.102916028,0.101722541,unknown
BTD,0.059873694,0.058210796,0.10192261,0.106191962,0.095308384,0.077296762,0.169540928,0.130406756,0.094009828,0.10723828,unknown
BTF3,0.184983869,0.192101833,0.150642003,0.128262015,0.059208519,0.069968662,0.059800142,0.062083437,0.047459257,0.045490261,Cytosol_5
BTF3L4,0.136227388,0.153051223,0.179409834,0.208547041,0.057770081,0.063993377,0.063365338,0.058217321,0.041564769,0.037853629,Cytosol_5
BTG3,0.128458068,0.108293929,0.08942515,0.091698824,0.08129065,0.082486367,0.11488849,0.111283222,0.092613729,0.09956157,unknown
BTN2A1,0.056139906,0.056237388,0.056110662,0.052845013,0.130957371,0.126161255,0.145482195,0.145296979,0.118733123,0.112036107,Plasma Membrane
BTN3A1,0.061132835,0.070149733,0.058046281,0.052610132,0.115164862,0.117566478,0.157604973,0.149108281,0.105610418,0.113006008,unknown
BTN3A2,0.036273671,0.035315674,0.031585997,0.032534693,0.099920012,0.110523085,0.183377358,0.18903233,0.143894862,0.137542319,unknown
BTN3A3,0.040479959,0.042973482,0.031699575,0.032177058,0.11738127,0.116081455,0.183539211,0.16988673,0.125242057,0.140539202,unknown
BTRC,0.155888752,0.151013133,0.076052671,0.074427464,0.082754463,0.078874938,0.104458832,0.090985347,0.084335981,0.10120842,unknown
BUB1,0.187530636,0.199337834,0.098860558,0.092488283,0.073405856,0.069346863,0.072090123,0.072614697,0.066061831,0.068263319,Cytosol_2
BUB1B,0.260977065,0.291596678,0.071882702,0.076662847,0.046325803,0.046435692,0.058366431,0.054653773,0.048115414,0.044983595,Cytosol_3
