"data","method","f1score","precision","recall","accuracy"
"LOPITDC2019","MAP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","MAP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",0.98960498960499,0.985714285714286,0.994736842105263,0.991666666666667
"LOPITDC2019","MAP",0.970117647058824,0.986425339366516,0.96078431372549,0.983333333333333
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",0.98578431372549,0.98578431372549,0.98578431372549,0.983333333333333
"LOPITDC2019","MAP",0.975662681912682,0.971428571428571,0.98297213622291,0.975
"LOPITDC2019","MAP",0.970117647058824,0.986425339366516,0.96078431372549,0.983333333333333
"LOPITDC2019","MAP",0.970117647058824,0.986425339366516,0.96078431372549,0.983333333333333
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","MAP",0.986057692307692,0.985714285714286,0.988235294117647,0.983333333333333
"LOPITDC2019","MAP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",0.98578431372549,0.98578431372549,0.98578431372549,0.983333333333333
"LOPITDC2019","MAP",0.962800982800983,0.985,0.95,0.975
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",0.977142857142857,0.994444444444444,0.966666666666667,0.991666666666667
"LOPITDC2019","MAP",0.992969696969697,0.992307692307692,0.994117647058824,0.991666666666667
"LOPITDC2019","MAP",0.992795031055901,0.994444444444444,0.991666666666667,0.991666666666667
"LOPITDC2019","MAP",1,1,1,1
"LOPITDC2019","MAP",1,1,1,1
