,Map1_01K,Map1_03K,Map1_06K,Map1_12K,Map1_24K,Map1_80K,Map2_01K,Map2_03K,Map2_06K,Map2_12K,Map2_24K,Map2_80K,Map3_01K,Map3_03K,Map3_06K,Map3_12K,Map3_24K,Map3_80K,Map4_01K,Map4_03K,Map4_06K,Map4_12K,Map4_24K,Map4_80K,Map5_01K,Map5_03K,Map5_06K,Map5_12K,Map5_24K,Map5_80K,markers
Q99MN1;Q3TIV6,0.05621434718699826,0.1933191674092346,0.23839879361162514,0.29255679697793563,0.2590155444360668,0.5897060951554065,0.0,0.22693658083335297,0.2540422388252945,0.232808584854647,0.18660939368321705,0.6988598715927522,0.0037623475830343587,0.221689096046489,0.2581396942902192,0.2811326646407875,0.34814662493050386,0.8073129679134209,0.01254369730619004,0.2940419341817661,0.2915590894204914,0.36554177043586844,0.2581092299373194,1.0,0.04060136632622739,0.1940274636141386,0.3327697428047005,0.2205771471656726,0.2610490399920792,0.9806551359090941,Large Protein Complex
B1AZI6,0.7004935904992768,0.08781605424882417,0.02544425707710354,0.08260849508715938,0.20336646147379958,0.30246385205611287,0.8102418747212945,0.0888924198235782,0.032409880010866025,0.12647295503354655,0.2314749796259359,0.5089517736966982,0.8102316236205829,0.1081234847591755,0.009750846997196302,0.08588884731498006,0.32704599156334313,0.42444169942747423,1.0,0.05562964823347883,0.0,0.10969190316810229,0.2804444877268686,0.5269322043454392,0.9679858124766082,0.08555056099148618,0.03504953844419026,0.18377660801328494,0.28404262407675873,0.454057129384266,unknown
Q9EP71,0.18622854106846715,0.5134959368476665,0.7856211731027728,0.8004279447329982,0.5570742980574088,0.42494563592180795,0.1683268638386695,0.8937686717745184,0.7829211147466736,0.6664992436933317,0.5137281999320635,0.5302188789241578,0.1839001036474024,0.8048699762220664,1.0,0.8645906217973096,0.9512828180480024,0.6405728768976625,0.0,0.6366534373484842,0.7616109767533674,0.7043581264498284,0.5777166796830763,0.5934815365364334,0.07757587018816207,0.5482483008503723,0.8473160548953802,0.9283468384639275,0.7996730897087129,0.7983666098589876,Actin binding proteins
A2ACG7;Q9DBG6,0.44830308456091844,0.11802718320175723,0.4204525107837545,0.5815089118580619,0.4086921136160161,0.0,0.6386424676487349,0.3252950272645883,0.6290388215186776,0.8293318141124763,0.3756246439326117,0.015618132986084075,0.8269715959957666,0.15770326361194864,0.4192968177748839,0.9818507365508258,0.6384796939855135,0.07430617726051883,0.7177504679742824,0.21517864409538517,0.4912427769186954,0.9421339627248295,0.4390331244404654,0.15212012696345845,0.9549116952877013,0.2947749654105969,0.44627655245381315,1.0,0.40446813705542484,0.07037519329372488,ER
A0A0R4J0H7;Q8K2Z4;Q8K2Z4-2,0.3555366212242719,0.09977696471531625,0.0,0.021205058807804676,0.0993384121892546,0.5602362336273725,0.5654779804865001,0.1380981021117346,0.05569199411921867,0.13747159850307367,0.24909365811280365,0.9106814688585938,0.5388515771184168,0.09977696471531625,0.030968073376102967,0.07563569232825443,0.3203480018711569,0.5943389133921408,0.4146159115209835,0.2720445736434109,0.18788425554664542,0.13720011360598738,0.2376495255279337,1.0,0.661667167869553,0.21874999999999958,0.15021050521251048,0.09990226543704812,0.25322858192996517,0.9583792769313014,unknown
P47911;Q3UCH0;E9PUX4,0.0,0.05628042282323813,0.059532724636846286,0.12436274086235279,0.20894659024357543,0.7009682498535891,0.04775963209385886,0.08871943316339836,0.10092456579970621,0.15629770442697158,0.2543948078381683,0.7038125138012838,0.02578199256891095,0.07383805217124202,0.09235577061551388,0.1885446969478777,0.3641449926553202,0.8245677198844085,0.1000244822719553,0.04768762541163878,0.0732259953723705,0.11250564052344135,0.1851723839972355,0.6450910644507833,0.07167785170463893,0.04881573009975387,0.06729744520291477,0.1614341810920056,0.220983707288037,1.0,Large Protein Complex
Q5SWP3,0.17345538425601537,0.17773787277116007,0.42254535544654664,0.9567857977108165,1.0,0.7736120844039557,0.07894864906953171,0.0998622790625251,0.2864546834851668,0.5728461029354512,0.5369802616211172,0.41911449817020996,0.05694979755508845,0.08616804874250648,0.2804932648135172,0.6793730047496689,0.8233960133925096,0.7421747255314189,0.08551837576890198,0.09612483454021628,0.30536089698668545,0.5907303589504015,0.7043136338861642,0.7614702561706772,0.0,0.12356439305458276,0.30837810480417294,0.6535564120532593,0.8240529860624461,0.6685694541773731,unknown
P13864;P13864-2,0.7972198964438473,0.08756451431499206,0.015946647338406953,0.007278506058826201,0.011367849272899163,0.02939228452531206,1.0,0.08357389518584683,0.017313371906541163,0.008922657802326863,0.009878656852576181,0.03561148531843717,0.9850872479307502,0.10354365312438793,0.00691193561690054,0.0,0.0008501934908753042,0.02295272490971114,0.6475925069669215,0.04215560082145095,0.0005719332008681064,0.0019853121888837415,0.007385144732840966,0.04368436618720903,0.8454155784106673,0.09492091659272772,0.01482277568804854,4.582130524072786e-05,0.0056593477545477736,0.052169638803147636,unknown
Q9QYR6;A2ARP8;Q9QYR6-2,0.006318343479081738,0.0963905628381558,0.09811908200111888,0.08480863400637116,0.145786240222067,0.8055894314128714,0.011956760232068042,0.06905210815554849,0.07286101600357862,0.053163764115176745,0.09810738845204643,0.5226586963436178,0.0017117229742946072,0.09755779164561847,0.10259452214630624,0.06431409468117852,0.12754430366828776,1.0,0.0,0.0979883268614856,0.10587934638588545,0.10227560717158993,0.13189217782358825,0.7795872304743221,0.003593959155070936,0.041872047910383986,0.13277450925363649,0.10374261605528524,0.12604540328712022,0.8699889953072713,unknown
Q8C1B7;A0A0J9YTY0;A0A0J9YUL3;Q8C1B7-3;Q8C1B7-2,0.26347119737086744,0.48241045038341535,0.9256939707736521,0.8679233583431517,0.6008040346416992,0.10365639403898268,0.259347677807404,0.41654781835844523,0.6706455013331682,0.7196213389553747,0.37314234926934114,0.0,0.3978007895661511,0.47105268597176503,0.676081519604803,1.0,0.6294103056985184,0.15392406109836376,0.2366528182551002,0.5080816849589727,0.6433413943490232,0.792480519212089,0.3582914780595698,0.04704326078419228,0.2764204956491188,0.4174469316467201,0.5821706868398754,0.4033918273702481,0.23239494843016942,0.09158553977801145,Large Protein Complex
F8VPM7;V9GXF0;V9GXP8;Q99MI1,0.00917284836882908,0.2755338933598657,0.2820409482668146,0.38157789784343576,0.3358186084977949,0.6288040033081045,0.0,0.2608825245693817,0.2066010923456061,0.637997842176632,0.5863192319156364,0.5839682959492553,0.11361317867533313,0.38518826379180876,0.3743151849472929,0.7408093097064284,1.0,0.8248552705045706,0.12125372056607303,0.6475695100397567,0.48573275735402294,0.6598699428638619,0.5818272649798711,0.38510430179300986,0.15328522310802173,0.46491018165178527,0.4605861387136201,0.8358542923472845,0.6256134473537281,0.6732199006729571,unknown
Q7TQH0-2;Q7TQH0;Q3TGG2;A0A0U1RPL0;Q7TQH0-3;E9Q5Q0,0.03334720218124458,0.13616847994476092,0.17162256668112522,0.34706939440347645,0.5930614448978873,1.0,0.0,0.08422226746810921,0.13415011995078024,0.3464143126510444,0.49159459291980534,0.8032984251480566,0.003239998937705304,0.08605472588369625,0.13958552800474527,0.3511680815842352,0.6841443658543055,0.8639377495286064,0.006975735417791732,0.2356612342094313,0.1442861822012514,0.29020121632747,0.5117162256668104,0.7443676247975003,0.04407637899135162,0.16500092950789233,0.13492028363269432,0.29059957685259813,0.5367155617326024,0.8767738108938326,unknown
D3YWX2;F6YTL8;E9Q803;Q9R0I7,1.0,0.13110300214713647,0.034479113468751175,0.038469300341015755,0.057623295607431055,0.06152012871836231,0.6966689181397305,0.07962801271807707,0.018395495955585574,0.04469860463583789,0.056423425204417114,0.07286672926860074,0.8656666831408576,0.10856081448411053,0.0,0.032510447384172615,0.10360482803688023,0.06797252104578182,0.7414924520738271,0.06510326573422734,0.01388843127241173,0.03651161705188818,0.08252472501825854,0.06848733958254358,0.8067714425352646,0.12089586662493197,0.024420932109849917,0.07544082195241132,0.11486905762123585,0.10068065874807115,unknown
Q99NH0;E9Q804;A0A0G2JDZ9;E9QKG6;Q99NH0-2;Q99NH0-3,0.026019393445719147,0.19679605019816931,0.17366133829459787,0.3092064301261668,0.5391836294284015,1.0,0.011532107455272536,0.11910928742470674,0.1498801474156774,0.2563644700696399,0.3616174041991279,0.8490009821862731,0.0,0.05264355258052101,0.14576730974393165,0.28153097303859476,0.447106552510794,0.7398845665612452,0.0028692891855919634,0.21114172650830093,0.15165026841961027,0.2661232241261028,0.4440742582692749,0.8738904227372211,0.0029761121400901603,0.14745739049377277,0.15291244165719653,0.23276798746939098,0.4991327176698567,0.8770766405443,unknown
E9Q9B7,0.04019913874197511,0.25219870033550645,0.6606384282993611,1.0,0.8001619593631262,0.432021558122589,0.03442992478280839,0.2329231603009947,0.4042737458403489,0.6435145764547475,0.4677485474423715,0.24511606004375547,0.0050871736298060835,0.30567711722195534,0.40799437333538263,0.7572402626583697,0.6648073241672906,0.3601641379474198,0.011351051738463222,0.3408885979129067,0.5943395359480975,0.8191461249552568,0.5082047680962022,0.3887860735568049,0.0,0.272617324720902,0.5582315185113547,0.6318820121781067,0.5269647995018842,0.5408162922243585,unknown
A8DUK4;P02088;E9Q223,0.6483288684781221,0.42888123485138446,0.04767827529021673,0.2302589616022457,0.2549751243781102,0.012724837351704507,0.2124314325806874,1.0,0.13649700216864372,0.24674703406046625,0.43012501594591096,0.1328613343538718,0.019613471106008723,0.7494578390100776,0.08422630437555866,0.2775226431942846,0.5390993749202705,0.006665390993750673,0.3327911723434118,0.37922566653910034,0.17160989922184017,0.20602117617043036,0.4082153335884681,0.0968554662584519,0.16204235234086045,0.311487434621764,0.0,0.3044393417527755,0.3982969766551851,0.03546370710549958,unknown
P97792;P97792-2,0.0,0.23335510378978788,0.4382600221851314,0.6645967454895408,0.6367720287646474,0.36121334010636413,0.026490153187989605,0.32698188905360737,0.39883821786352414,0.578696744452853,0.6589640718355956,0.4158813752017222,0.03399577722257354,0.31253736397784193,0.457639184057115,0.7728961272776905,0.8254216730077438,0.6305518983492467,0.02387562503671615,0.34875234550751155,0.5415487433608749,0.8968149476645146,1.0,0.5819865023169994,0.019844289401934494,0.21665059799642633,0.5129706997301161,0.918032503637049,0.8796750327420763,0.7514021210644712,Plasma membrane
Q8C7X2-2,0.32057404429048797,0.2793764691327501,0.7804775454657938,0.739230483731289,0.4887294321415327,0.07628355808487201,0.5237659284918972,0.043152294939998774,0.6638129407398239,1.0,0.4987009773598912,0.0,0.4150191760484991,0.01543981195101086,0.6182358035382903,0.8897191636768533,0.5134479772361754,0.007917852282569198,0.5135469503897067,0.13381170357540684,0.561994309043672,0.7019918347148343,0.4544104911542741,0.1051837189162452,0.4248670048249414,0.09736483978720996,0.4115056290981076,0.6223679326982566,0.5972287517011015,0.015588271681308984,unknown
O88844;A0A087WPT4;A0A087WRS9,0.12365781450223151,0.6379192258406603,0.4522115682029075,0.5304449648711939,0.40932791303963545,0.050086164994917845,0.0,0.8203128452123194,0.4024568070345992,0.479121558923601,0.3380539967301493,0.09879148071229764,0.04019928416773523,1.0,0.7443771817418587,0.7264261411338423,0.6359418496752242,0.15864301179797546,0.07103088683664026,0.7281936282090935,0.8400645132782463,0.8487251999469743,0.6420507268790585,0.2225376695682915,0.09409659316866217,0.5872807211347272,0.962219963766515,0.9439927533029919,0.6021717997437145,0.17837258627546348,unknown
Q4U2R1;Q4U2R1-2,0.0577876214730433,0.2727368919734604,0.4606488662515953,0.717314402656835,0.9731142069051754,0.9594308292030693,0.04143009333073609,0.18618291477588414,0.29923791522077337,0.6189816585023309,0.49357073632924775,0.7059636921552641,0.0,0.12152955633631765,0.2037693016186779,0.4497791180594134,0.791935704958481,0.9220600577635731,0.011519047309857491,0.2224426632806921,0.31042028891405904,0.533129886276462,0.6416590313900046,0.7742603400884478,0.03523529878581059,0.2523921862863218,0.4321518494203203,0.3943963081333124,0.6219155285896014,1.0,unknown
Q8BGD9,0.08174646963212567,0.2537018535363329,0.19400993125661736,0.21541581545160354,0.36886565962332857,1.0,0.04797125005591882,0.14468170769896074,0.1749675668421289,0.3110600796289949,0.4235844976961274,0.6655060318217746,0.03858427401917694,0.18854475775786217,0.16965896720895943,0.2615603704090311,0.2722073932688152,0.9947063121635531,0.0,0.2899375195717329,0.12795067177644254,0.21132998314966933,0.21257511817598895,0.42309986430264973,0.04093288200295206,0.2707460371900216,0.08800942425552885,0.19981062018162524,0.18659131238722906,0.6117117251457633,Large Protein Complex
Q5SQX6;F6QD74,0.03999999999999949,0.21027463651050135,0.42184168012924056,0.4707269789983852,0.47806138933764214,0.5802584814216482,0.0,0.18003231017770718,0.1511793214862691,0.4980613893376418,0.43825525040387675,0.4043295638126006,0.062035541195476884,0.18400646203554158,0.2831340872374802,0.5275928917609057,1.0,0.3652342487883682,0.003715670436188825,0.4051373182552519,0.5861389337641374,0.7643618739903081,0.7672051696284343,0.7907269789983861,0.13909531502423372,0.28465266558966174,0.559644588045234,0.7623909531502419,0.8980290791599376,0.8171890145395803,unknown
Q6P5B5;Q9WVR4,0.05154950217663034,0.14087286342605204,0.2891985540353395,0.6116640399682924,0.8709388463390819,1.0,0.03088416353867798,0.12032464867518816,0.2751343176737138,0.5435916367922667,0.5529146982045376,0.6888439966043446,0.01618089924909532,0.11704517983670061,0.23389733950747987,0.4927504998847496,0.5284686004913585,0.8221028703785255,0.0,0.09667499339421322,0.18764745897384505,0.4471190334749438,0.5754493340804282,0.7511913841794672,0.024583835404395914,0.06871517906836844,0.1605121968131058,0.4047108164378224,0.5650299930850056,0.7228474035039716,unknown
Q80U72-3,0.016707034592176616,0.3047718815962129,0.531252630363394,0.6462576555572911,0.43968275860846856,0.16182778248515436,0.011386501646958182,0.41894995745641017,0.45983964861741394,0.5023980053982069,0.43439618965374155,0.1801683373504371,0.014082947152916777,0.3788281478195564,0.5000205260638187,0.5185235174053634,0.42404455603009916,0.2145605694609379,0.006127989901767282,0.38498596696514553,0.519247098072351,0.7492571484601462,0.4924007786318658,0.252511637096829,0.0,0.3141193624575048,0.6836328120500691,1.0,0.581120628576002,0.25658731595578027,unknown
P18760;F8WGL3,0.1919396874351837,0.5622649676703728,0.4628412195979766,0.5475655836016192,0.3111354597841093,0.04215927639351108,0.10428446464482512,0.810914518121726,0.6117288459630801,0.4439709980250521,0.3649730811892982,0.13564465366267178,0.11555699843988108,1.0,0.8472571670769867,0.6242639035431831,0.5172424676929184,0.19714759804849888,0.13591519447375386,0.516521025530034,0.597097097097098,0.38501564627690804,0.3362732101470837,0.01773395016638216,0.06990098206314387,0.3869770671572477,0.5160250340430523,0.44243793342892446,0.2602286971656345,0.0,unknown
Q9JLM8,0.09252663886958437,0.6674195042853848,0.29579279592309526,0.1825631225388008,0.18563238359972123,0.8758397034978008,0.1800584896919162,0.03935024322446014,0.0,0.10645413481584565,0.27889738244151074,0.527710215427381,0.2553567292100996,0.26653347231874025,0.15735753995830457,0.18661686356265955,0.10169098911280951,0.45293317118369153,0.4740705350938153,0.9059242529534414,0.44484016678248806,0.39982916377113675,0.49270326615705434,0.7311211489460279,0.40699559879546027,0.7815033588139927,0.3234306231179068,0.19890838545286066,0.35470233958767716,1.0,unknown
Q9Z0H4;Q9Z0H4-9;S4R2U7;E9QA47;Q9Z0H4-11;Q9Z0H4-8;A0A0R4J2B0;Q9Z0H4-7;Q9Z0H4-5;Q9Z0H4-4;S4R2L5,0.6907093739767208,0.1248652993183104,0.052933646890721074,0.16022385616050958,0.2693061054386325,0.38781293721906396,0.5255559193879679,0.0421397314916803,0.0,0.14219629089393582,0.19130771291638152,0.48115976542732136,0.7200011907242573,0.06974667341410383,0.007942130801059724,0.13383145298127588,0.2880659661238944,0.3779358794987046,1.0,0.1006519215312712,0.09017354806060751,0.18999791623254883,0.23297710832613874,0.5359747566457297,0.7070818325246326,0.1247581341350877,0.06505521983746557,0.20564403298306141,0.49911588723841216,0.6418896793974935,unknown
Q9D0K2;Q3UJQ9,0.04089379377254935,0.6098899433041246,0.938726010368974,0.18700542703817086,0.002805627141254576,4.1639632537973984e-05,0.04706363884425295,0.7939241427401971,1.0,0.2186308098111144,0.0028796349634660177,0.0,0.05940939271746031,0.47712457932874336,0.9288118121456482,0.20149774126064854,0.00528423733438436,7.415941545644704e-05,0.05990965042597684,0.5545280902282979,0.6865961252766553,0.1636782584968008,0.0005914562047115163,0.0,0.06445441591122676,0.5910923809235046,0.6935694145468858,0.0833732528878511,0.00447109116817753,0.0,Mitochondrion
Q6A0A9,0.06994174087494577,0.12817277971734445,0.1450973228847077,0.266003263409762,0.6142514847723834,1.0,0.05060386395538325,0.1274654232727348,0.1482596222841409,0.25458153728943933,0.4102727712082624,0.7312773671527385,0.030857176620038704,0.13616174662117672,0.15618617538403684,0.2816899327990576,0.6132944731120293,0.8842327959990254,0.0,0.1321464585679483,0.1518068068078477,0.32555643466554174,0.44116760415667544,0.8542117563057182,0.0004110989219263626,0.10703530478428837,0.15279502537017095,0.34247057553224963,0.5624896367079715,0.8901309004709949,unknown
E9PWM3,0.018817366140169562,0.677815997771426,1.0,0.18001753063013323,0.11409705520107687,0.3028360233020643,0.021668389457540235,0.44706066026597924,0.5869587622028181,0.14045626577169984,0.11393787136517446,0.27097884793759985,0.008350008520416848,0.3299789081417423,0.6453057605160812,0.16903180513449495,0.153990973460177,0.34822382471818786,0.0,0.40869327417681023,0.5867750885460081,0.1400215714505829,0.10451541277082912,0.36508098477651524,0.007886742741574273,0.36430547378109546,0.5024484718861951,0.10790521214817532,0.13979708142559302,0.4157340976878543,unknown
G3X9G4;P39054;F8WIV5;P39054-2,0.11853810519411384,0.43957282827040656,0.6646988890255408,0.5806173902349047,0.26819169433853984,0.12505636863034406,0.0,0.413253802320337,0.47780100848604035,0.619153035706966,0.32187512811052293,0.05030131595129653,0.08352806132907002,0.3812364202845079,0.5348665600787118,0.7481244619358012,0.4078834091747625,0.018919362112081964,0.00428401590620146,0.6570327552986509,0.5804739064485717,0.8400975689747066,0.647009387939163,0.16191120403394485,0.03605542573689171,0.46980691181896533,0.47376296478497976,1.0,0.5450539089082944,0.01709506825728657,unknown
O35887;Q3TUF3;G3UWR0;G3V004;G3UXA8,0.3219600506909662,0.22220143624404187,0.5594713656387676,0.6534306921730743,0.4259248084002181,0.08418321163478457,0.0,0.25258584273731255,0.5744372699293953,0.8948765916359908,0.5036509564902545,0.10473115684026427,0.07478727898135337,0.24296662844728883,0.607386397924085,0.9437571661336084,0.5698509444209767,0.22077122684207365,0.07603644921851499,0.32634119847927157,0.5877738217367701,1.0,0.6462494719691031,0.20091726510168512,0.03248446080502183,0.303331120632431,0.49677146822762763,0.7579506366543967,0.6221109166616388,0.17990465270653558,unknown
Q9CPN8,0.036405400034200834,0.09413085978120644,0.1557016023552355,0.2956569564031815,0.5804389723111907,0.88417934177262,0.0071544444906616895,0.10965526484847604,0.17326419219019323,0.3614334770692663,0.46337044585869486,1.0,0.006978818592312201,0.06980205112562302,0.12926990465362356,0.291381852298619,0.7032384491308828,0.978370284098,0.005019203305464252,0.08756799726393333,0.10573141254061352,0.2995345913693741,0.6294755718240596,0.9247581677597061,0.0,0.08242862887012435,0.12292426364220331,0.3660136156288564,0.5992032130295935,0.8455416441357123,unknown
Q9ERD7,0.12504948727303714,0.943099339393423,0.7221726271337743,0.568688334976441,0.406564147149922,0.08846383741781258,0.03887564915658204,0.5390270219917558,0.46462921418091885,0.39616987913461393,0.3118590912972263,0.11235745724687726,0.05509971200347708,1.0,0.814083107567866,0.5714906731045407,0.0,0.12879111325016884,0.06820316563293267,0.822311579633756,0.9628942486085347,0.7345929623275713,0.31898525861466653,0.13439578950636996,0.02064104455018917,0.6433811257481312,0.9310671396744332,0.8676458030911115,0.3321197630821062,0.0998672576676165,unknown
Q99LE6,0.025269964165338915,0.05617434887267275,0.07656981040713597,0.10230180973278026,0.24378344050774478,0.7835596608446468,0.02939595716065777,0.0704220174648023,0.08266689990252303,0.13874491222599558,0.20055875198535775,1.0,0.01236783829656701,0.08551896879329621,0.09467094096724496,0.1285091538735537,0.22012394457606288,0.7793132471628289,0.021110380136417722,0.09304843066493763,0.10950169919926601,0.13007462279804446,0.23747719929370145,0.7794400057801917,0.0,0.06357705212694625,0.09978565117803129,0.15418411182138217,0.2612571159118835,0.8006086948806037,unknown
P98203;P98203-2;P98203-5;P98203-3;P98203-4,0.01153007068202949,0.28124957747464613,0.49435347059342877,0.701444579387444,0.6333474108839353,0.29582024001826096,0.039263640709094945,0.5876152549746649,0.5794709545136046,0.5838453346440573,0.4710499546257481,0.19815226183289775,0.0,0.5030386035069809,0.563595931349274,0.51086476723128,0.5481981132900822,0.2674424430992568,0.0011470420043886988,0.44734876773711696,0.6025040542550394,0.7600135526249855,0.5988932022928123,0.4032709228589992,0.003380202828076581,0.4032868296958371,0.6449434949388423,1.0,0.7434704423134584,0.4332075897881286,unknown
G3X972,0.11812987352432953,0.5867759594580857,0.6754795475336517,0.6523915663525357,0.8641947522035229,1.0,0.07872602262331746,0.33609348454266935,0.44057022957294484,0.6129677494300608,0.5758672513685801,0.5961599895450657,0.09709839255376314,0.2935114060435328,0.41227293188319586,0.480284461353043,0.6411742924768031,0.6825221078310372,0.038990009728897775,0.42508748747586034,0.4457976970101796,0.5497299141824091,0.7310576909114674,0.7203667939651789,0.0,0.34725630563259596,0.4884523792237207,0.5961781404736676,0.7002192632175073,0.6315179984608019,Large Protein Complex
G5E8T2;O88196;O88196-3;O88196-2;O88196-4;O88196-5;D6RFU5;D6RDD2;D6RD03;D6RHT6,0.061600654136317115,0.28827173631078257,0.46921864483857967,0.301289094102724,0.43529462150200804,1.0,0.042269971735615745,0.23883207439391746,0.34253890320965225,0.26640708339618185,0.36646980339281526,0.8955605926072301,0.0,0.1891294355519632,0.31413739529996393,0.25992658059932805,0.4421320215543399,0.9434036089074799,0.022815314498800785,0.2870132038835678,0.3306485893823815,0.2885534973019505,0.4161536581686921,0.9352513242296981,0.02861959091685216,0.26383366634351857,0.37588062049781173,0.29050704017404516,0.4754737388424994,0.9666582827118404,unknown
E9PUK3;Q8K012;E9PUI5;Q8K012-2;A0A0G2JFM9,0.11552960844756721,0.4829961641011405,0.7569606200874214,0.6509695473903672,0.39018789626883704,0.21930702719490242,0.0,0.5208925981359053,0.4725226073539551,0.5906722569688789,0.5096921699425448,0.19102512001638797,0.048558316565730314,0.6501105174994296,0.8542622750415482,1.0,0.780716100532929,0.28267700145704744,0.05622350636177656,0.738128041709206,0.8141521870570618,0.9182600019162972,0.6794827318472104,0.2158048284087794,0.12626748208427013,0.4627098428305698,0.7333042584754853,0.9752533312187974,0.6950113491064429,0.3469720848325052,unknown
Q3TPJ8;A2BFF5;A2BFF9;O88487;A2BFF8;A2BFF7,0.855598162158427,0.3140912702525316,0.11804332055135322,0.04839879780288128,0.0,0.8498635437178298,0.3997996338135219,0.12529795833765286,0.06059349846270718,0.324938681037758,0.22824472311465832,0.48422979928835574,0.5964003178222255,0.49455902166027693,0.2601996752685956,0.4303382043044165,0.16267661588420168,0.8037793208277187,0.4060524406674277,1.0,0.5148029156734701,0.4657822917746206,0.20323349569903496,0.4701350744464018,0.242443085639272,0.7391094068469962,0.4120979721560075,0.2759871489273481,0.12861436418281694,0.6007876463882265,Large Protein Complex
Q6ZQA6;A0A0A6YX40,0.0077257182182186,0.2433954576295343,0.5752047680592396,0.9452848593962521,0.7283177092037881,0.37143186839383674,0.00504050187649079,0.24105478267727587,0.324782365682903,0.45657578337694427,0.46355308196074596,0.28973187642965725,0.0,0.25465156966109626,0.44285972633186277,0.6692641201216493,0.6361964956368776,0.3596986761172281,0.0019251678763384202,0.1881286929924521,0.4908659259896465,0.7635471035489254,1.0,0.46410470599408143,0.0032946863547744665,0.20949294271593166,0.6076462247223883,0.9382031995088462,0.734996832634436,0.5170755219518788,unknown
Q8CGF7;Q8CGF7-2;Q8CGF7-3,0.7850354199484392,0.09758822491744598,0.02374080458525081,0.05848237358529086,0.09032164222293029,0.15429727998316412,0.6739941136966418,0.05845142561810859,0.009307910609891624,0.04521807485075341,0.08918894662404116,0.18455820229448197,0.7837975012611268,0.09293984024659349,0.0,0.05825335862813862,0.1499707541710121,0.22823197358281555,0.9015854643587756,0.06290793289242785,0.012729517861619247,0.05603748417785212,0.1273477901604036,0.24382355944949732,1.0,0.08878043345722846,0.016129461536318987,0.06500620506741987,0.1808506358259861,0.2911120533047785,unknown
Q9Z321;Q3UJF5;F6SDD7,0.04433969600984921,0.10488596085378754,0.22534050930411312,0.3889484250167733,0.6107128122186585,0.9140043472357882,0.03939006884661168,0.10640446165060458,0.1940346118002804,0.3989267679264163,0.4300481254028579,0.7991677244764669,0.022218619297877905,0.09648938960749683,0.18319947590632257,0.3265475328975552,0.5607815533788622,0.7223595287902219,0.018537045751427183,0.12973559368504053,0.2206083757445866,0.3339686782847798,0.5186009756894883,1.0,0.0,0.13516634306254705,0.17602877769912892,0.33054150634751833,0.6317635567717621,0.9675868623318216,unknown
G3X956;Q920B9,0.6103328704998718,0.18504092166235653,0.04324970559045508,0.017607772178560598,0.011219658893424722,0.0,0.8564425211805616,0.13530934302417652,0.03392819558364304,0.030173914633487117,0.027442821133995154,0.0016090887056834445,1.0,0.17397649158749307,0.018681535434771017,0.019195074383393382,0.034974725713790136,0.0066289319284671315,0.7965296438412834,0.11726545178394486,0.030352875176188572,0.015798714518640906,0.010289842160691813,0.002698413748215783,0.9384920395627295,0.2282170978124407,0.054590357372532455,0.04044080315935373,0.021280353750526684,0.001669001583022751,unknown
Q8BJW6;Q8BJW6-2,0.014725149944680606,0.04251586793221913,0.065706341349794,0.09822104466313404,0.2715236126477616,0.9433704070342979,0.011617073312758226,0.05974494846561474,0.04329470680719716,0.09865049787457073,0.21214988644965993,0.897440750014559,0.004949630233506092,0.05951930355791127,0.06091684621207767,0.10805479531823223,0.2849967972980854,1.0,0.042042741512839904,0.09035986723344813,0.07465934897804755,0.15552757235194856,0.24963605660047822,0.7987393000640575,0.0,0.035768357305072065,0.0834158271705586,0.14691667151924565,0.3005080649857343,0.9637512374075582,Large Protein Complex
O35841,0.9611860355797438,0.1647963135837288,0.02337775835700237,0.1357230818122226,0.4134622387298814,0.6078382690792565,0.9682205493872521,0.06595725663892582,0.007947345422766015,0.14889003648016114,0.36536271608371207,0.6508812176826152,0.978151627703736,0.12433544534265555,0.0,0.15202660204845034,0.5485993869214321,0.6637088605080733,1.0,0.2141372210194582,0.03906886209704637,0.24818426784780312,0.637317019882018,0.7108401030183851,0.9983448202805859,0.2355966260816603,0.011543223363192653,0.19334816374361877,0.541490390026549,0.6914248449096602,unknown
Q6P5D8,0.7038940696297302,0.0776739085744319,0.010160039340878127,0.005496180147642774,0.012735703039330849,0.02701871219676921,0.6486126950647909,0.0607556138736692,0.0029467500609335405,0.001973244577870192,0.01068518855050709,0.0602023231532611,0.8027709371647758,0.08357408634292454,0.0021430475920644946,0.0,0.015938588545832705,0.04677548368817887,0.917912643980791,0.03952451340227522,0.005537199976914422,0.007726991095358224,0.02263388323753293,0.050037991039552254,1.0,0.12476085678021966,0.014688437702565211,0.018356850573824447,0.021366084328183398,0.04376863480761456,unknown
O88809,0.7414843533647182,0.7824702298532269,0.3691221268346719,0.48352256992522935,0.5375519246746044,0.908335641096648,0.4837302686236493,0.15048463029631612,0.0,0.3196067571309873,0.26430351703129223,0.3765162004984773,0.7592079756300204,0.3275685405704799,0.27399612295763115,0.47963168097479897,0.31938521185267305,0.41258654112434184,0.8925505400166158,1.0,0.6237884242592097,0.4161035724176146,0.3936444198283039,0.41027416228191793,0.9545832179451659,0.8201329271669883,0.3951675436167263,0.18314871226806867,0.2516200498476892,0.4226530047078382,unknown
