data,method,result,Precision,Recall,F1-score,Accuracy
mulvey2021,WithoutAttention,Cross_validation_1,0.9344988344988345,0.9268398268398268,0.9292540792540792,0.9523809523809523
mulvey2021,WithoutAttention,Cross_validation_2,0.9235113371477008,0.8595656237701692,0.8629732336628888,0.9126984126984127
mulvey2021,WithoutAttention,Cross_validation_3,0.9329778725673155,0.9383497733937617,0.9292757798700073,0.944
mulvey2021,WithoutAttention,Cross_validation_4,0.9257893621529985,0.9207589087354484,0.9214992666246473,0.928
mulvey2021,WithoutAttention,Cross_validation_5,0.9484848484848485,0.9548387096774192,0.951226121121799,0.96
mulvey2021,WithoutAttention,Cross_validation,0.9330524509703395,0.920070568483325,0.9188456961066842,0.9394158730158729
mulvey2021,WithoutAttention,Test,0.9018595041322314,0.9182900432900433,0.906102786102786,0.9316770186335404
mulvey2021,WithAttention,Cross_validation_1,0.9441558441558442,0.9268398268398268,0.9317482517482517,0.9523809523809523
mulvey2021,WithAttention,Cross_validation_2,0.9227122253860223,0.8655057064147974,0.8710288144457423,0.9206349206349206
mulvey2021,WithAttention,Cross_validation_3,0.9264069264069263,0.9328401315204835,0.9280991396998967,0.944
mulvey2021,WithAttention,Cross_validation_4,0.9357067175248993,0.9321225450990848,0.9310272187363314,0.936
mulvey2021,WithAttention,Cross_validation_5,0.961489898989899,0.9524393495067982,0.9556913674560733,0.968
mulvey2021,WithAttention,Cross_validation,0.9380943224927183,0.921949511876198,0.9235189584172592,0.9442031746031745
mulvey2021,WithAttention,Test,0.9207988980716254,0.9228354978354979,0.9192562992562994,0.9440993788819876
