"data","method","f1score","precision","recall","accuracy","quadloss"
"E14TG2aR","NNET",0.361803822539117,0.517474682180565,0.408968253968254,0.631578947368421,1.60420726045211
"E14TG2aR","NNET",0.649120646443695,0.695238095238095,0.628095238095238,0.802631578947368,1.66828547974052
"E14TG2aR","NNET",0.600707919531449,0.646670407781519,0.633968253968254,0.789473684210526,1.73724965527634
"E14TG2aR","NNET",0.437151067323481,0.675793650793651,0.496428571428571,0.763157894736842,1.59942491005339
"E14TG2aR","NNET",0.491996044031648,0.636969759168035,0.543492063492063,0.697368421052632,1.63124792258438
"E14TG2aR","NNET",0.66613882092143,0.718186134852801,0.696349206349206,0.815789473684211,1.21442208915389
"E14TG2aR","NNET",0.74403631456263,0.864687100893997,0.741428571428571,0.868421052631579,1.65366336955337
"E14TG2aR","NNET",0.290749601275917,0.529027409372237,0.339285714285714,0.605263157894737,1.42098411604836
"E14TG2aR","NNET",0.51957375957376,0.601984126984127,0.579285714285714,0.763157894736842,1.67327948973571
"E14TG2aR","NNET",0.440578471448037,0.645299145299145,0.497222222222222,0.723684210526316,1.61186530951343
"E14TG2aR","NNET",0.756750841750842,0.78,0.751904761904762,0.855263157894737,1.55715363510329
"E14TG2aR","NNET",0.62072192513369,0.650833333333333,0.619206349206349,0.776315789473684,1.61809911453385
"E14TG2aR","NNET",0.511581920903955,0.623635549038775,0.543650793650794,0.736842105263158,1.43529134803088
"E14TG2aR","NNET",0.190093876979123,0.52264728735317,0.257777777777778,0.565789473684211,1.76501898763816
"E14TG2aR","NNET",0.215010683760684,0.499572192513369,0.258888888888889,0.552631578947368,1.5039702728399
"E14TG2aR","NNET",0.433763279472055,0.781691919191919,0.49,0.75,1.62593166441295
"E14TG2aR","NNET",0.254155781325593,0.550597826086957,0.337142857142857,0.552631578947368,1.55243678544558
"E14TG2aR","NNET",0.526595583787054,0.558553791887125,0.556984126984127,0.776315789473684,1.67846139819676
"E14TG2aR","NNET",0.544970272694058,0.764085121227978,0.590079365079365,0.776315789473684,1.61876867706495
"E14TG2aR","NNET",0.261088573360379,0.541468253968254,0.337142857142857,0.592105263157895,1.70665752560169
"E14TG2aR","NNET",0.627024087024087,0.740076692854471,0.644285714285714,0.776315789473684,1.57619560847867
"E14TG2aR","NNET",0.205026455026455,0.445344129554656,0.272857142857143,0.565789473684211,1.69326937576454
