,n113,n114,n115,n116,n117,n118,n119,n121,markers
Q9D024,0.0003304440679979558,0.0005066699547001813,0.00046319687347822744,0.0008640313353479562,0.0007289018189278525,0.0005998046942134885,0.0002849723740758328,6.901958484099868e-05,Endoplasmic reticulum
Q9D0L4,0.00028366678545452175,0.0007005624500708252,0.0006621535660888933,0.001204907576410387,0.0007485130185075993,0.00027768247341063547,0.0001451270925015476,9.446951949334092e-07,unknown
Q9D0M3,0.00010368489279617837,0.00013025508975103746,0.00017817259516965004,0.00040854670262269253,0.001350110542316595,0.0008325321803171051,0.0004211996455931299,3.6585673857831415e-05,unknown
Q9D0S9,0.00016160740636070225,0.00019198307215341086,0.00019380073573792221,0.0003204279616546611,0.0013095175654557207,0.0007993212326064344,0.0004888521676192888,5.8425809942921004e-05,Mitochondrion
Q9D1B9,0.0003812223667604412,0.000271850191558846,0.0003612370219161024,0.00034274155686042716,0.0011697696236703376,0.0007068556891085703,0.0004209956945298286,6.651691020017705e-05,Mitochondrion
Q9D1E6,0.0005379239073255687,0.0006241122258135008,0.0003017392935903237,0.0005906548654551837,0.00047918678151777713,0.0004971713666450131,0.0002185294000375088,0.0005087283272790507,unknown
Q9D1G5,0.001065580316867207,0.0009767389299350706,0.0007485394101964513,0.0006499695789772905,0.00032163441025212687,0.00021376353483132374,0.00023778063287189897,0.0001786820938098305,unknown
Q9D1L0,9.764726677095106e-05,0.00013860233898817313,6.438907508586322e-05,0.0004662750151684109,0.0013195957771635757,0.0009784088449763463,0.00019416482552001452,3.851020236766102e-05,unknown
Q9D1N9,0.00018891897967845668,0.00022719122081296637,0.0002547828373898116,0.000398528321075097,0.0012233068375307366,0.0007798125070690747,0.0003966536693685154,9.151155683217318e-05,unknown
Q9D2N9,0.00047070198134590836,0.0007190166200527562,0.0017799347048356757,0.0007045481773074506,0.00035803157618452455,0.0002663598786666449,0.0004700379376129723,0.00020823589464694453,unknown
Q9D4H1,0.0009722775184245162,0.0007868866820916056,0.0010736401772080942,0.000451909881241539,0.0003049871670334352,0.00029692429215454237,0.000495582308973233,0.00023850140976222736,unknown
Q9D554,0.0002317492780589358,0.00022187352918289047,0.00023714875695755847,0.0002714640392517356,0.00035813109072875527,0.00045786609853309447,0.0015277531840581604,0.0006319824406937357,unknown
Q9D6J6,0.00033578757569165487,0.0003606550661866823,0.0003654769639435214,0.00034856017224286584,0.0010322454754506862,0.0007480408623783475,0.0004530105250126571,9.923356738465543e-05,Mitochondrion
Q9D773,0.00022062027994534822,0.00023492162679667042,0.00022744720369413345,0.00039028000348596223,0.001201734137181508,0.0008519460131509599,0.0003144519248484456,8.018925855000438e-05,Mitochondrion
Q9D7N3,0.0001300548334156137,0.00014410410804915918,0.0002042470696714975,0.00037824511705565367,0.0013769439129668513,0.0007856467301055817,0.0004462992252445878,3.445816767076027e-05,unknown
Q9DAU1,0.0004943813423364293,0.00045702873934719263,0.0008925722779892971,0.0007130544206795837,0.0005537040534227803,0.00044830200585195914,0.0004542342700805599,0.0002341222169779912,unknown
Q9DB43,0.00040716017960631105,0.0005414978029738531,0.0005151268136593579,0.001008859409282454,0.0006232192168452525,0.0005257065479882642,0.0002104991288080618,7.654979806729556e-05,unknown
Q9DB73,0.0001538047619178857,0.0002397427231272296,0.00031468230647450674,0.000573460219881703,0.0010412538879122034,0.0008619133016454407,0.0003313861320246494,7.333263850393841e-05,unknown
Q9DBS1,0.0005518845149376415,0.0005977556304993289,0.0006900973156127617,0.0008072338481456615,0.0005815046251337558,0.0005231632113882718,0.00031109711473787337,5.615846926398402e-05,unknown
Q9DBX3,0.0013858371186082064,0.001062603523232007,0.0008554855541690969,0.000572894799004447,0.0002556941011213461,0.00016710633556895282,0.0002103589681266289,7.92216660762116e-05,unknown
Q9DBZ5,0.00022483618098967045,0.00023077714539519712,0.0002684543075930393,0.0001707873118236935,0.00016249243049031248,0.00021704437034895805,0.000667674599894975,0.0016540099551938053,unknown
Q9DC29,0.0005595621484209155,0.0006839537111960364,0.0005603131220324753,0.0006585140029281485,0.000556989395627414,0.0004740877073714324,0.0002829379523781182,0.00023967549063302096,unknown
Q9DCD0,0.00046190095705572905,0.000512196871061982,0.0008434038573970294,0.0005419418119398027,0.00042594649171496087,0.00031907065521317345,0.00043672790321633905,0.0006342904007036211,unknown
Q9DCL9,0.0006550698195626847,0.0004877943804015444,0.00039316269828802307,0.0003135263555301732,0.00019020971704002408,0.0002959991934305046,0.0005203758130805729,0.0010327032607729677,unknown
Q9DCU6,0.00028208876439401195,0.0004952410689369649,7.38275618075025e-05,0.00033050416328967813,0.0010654940929538342,0.0007163364270243248,0.0003264938579852847,0.00020369129781020346,Mitochondrion
Q9EQQ2,0.0005318443442523208,0.0005886760469672868,0.0006624263040112315,0.0009187910549599981,0.000611895494179358,0.0005526264074049952,0.0001935511626944662,0.0,unknown
Q9ERE7,0.0004437539343917578,0.0005469564049870329,0.0003316856807584219,0.00099007531508696,0.0006886201019406676,0.0005280914394354527,0.00017442100086822494,6.823832173485002e-05,unknown
Q9ERK4,0.0003976021756879122,0.00039951512833503425,0.0005062853288179661,0.000285779600788573,0.00019483047899110525,0.0002163221228331631,0.00022218530266556052,0.0015092408600117797,unknown
Q9ERS2,0.00020822799109884176,0.00020643707120472944,0.00022051630905235524,0.00032703785448792954,0.001284679502392633,0.0008324815127458434,0.0004622384969680423,1.3903855594779505e-05,Mitochondrion
Q9ESD7,0.0007626759093650384,0.0008294128296189463,0.0006882796985249777,0.0006372241217741287,0.00045519713329242496,0.0003252311048577995,0.0002280801612776605,0.0002706426893985891,unknown
Q9ESP1,0.0005216617149147619,0.000551888390476097,0.0009566513044662556,0.0006596911881214038,0.0005739107438339967,0.0004613240805505345,0.0004230111914622642,0.0001676801268391612,unknown
Q9EST5,0.0002279353509760529,0.0002466251077699905,0.000221522294235378,0.00026272682340746305,0.00031543560577420633,0.00038823876809237085,0.00022737326739713783,0.001528975593219991,unknown
Q9ET30,0.0006445989540761402,0.0007370568457191972,0.00041630061060039174,0.0007292762652270249,0.0009467561989677434,0.00031232857531217746,6.263289403201455e-05,4.2724303562580325e-05,unknown
Q9JHI5,0.00033607438442214685,0.0002934781620309176,0.0004174707502085787,0.0004385658598011447,0.0010550647518700286,0.0007381923877803576,0.0003033618682818036,0.0001344506739772987,Mitochondrion
Q9JHW2,0.00023994663530753314,0.0003092988903321893,0.0,0.00023341736194545967,0.00035027146520063006,0.00019695568612823367,6.928785716332185e-05,0.0018069598811668284,unknown
Q9JIF0,0.00038864315577155276,0.00025785087915921657,0.0002509794597456448,0.00016816665267376044,0.00010299792446356817,0.00012212617180082133,0.0001768455813649647,0.0019852024449961486,unknown
Q9JIF7,0.00021074001197364184,0.000394986123578699,0.0003722342442927588,0.0008828469599671688,0.0006855296521044544,0.0006059308120176863,0.00026230224768668226,0.00027890334879140374,unknown
Q9JIG7,0.00043347303593844143,0.000986984999556454,0.0008416748013512889,0.000935653656994087,0.00032814267637860077,0.0002464123042521062,0.00036915951619041456,0.00018814594115322458,unknown
Q9JJT0,0.00029761594835256585,0.0004709646611679731,0.0006445898328000341,0.00033631232417689324,0.00027106105525121426,0.0004969553637121464,0.0011150142137843445,0.0005558612190199425,unknown
Q9JKB1,0.00028842277830388703,0.0003208290285037556,0.00022044769560403764,0.00020671412530774678,0.00013343664209551173,0.0001263140028312077,7.000730291267172e-05,0.0020116057616734496,unknown
Q9JLN9,0.000803866154628527,0.0007332526400651471,0.001278008590087341,0.0005814790859137787,0.00027384751185755745,0.00023223064589630846,0.0007004109681858914,0.00018919649039470017,unknown
Q9JLQ0,0.0009540499413925547,0.0005823396904814772,0.0006309768400485504,0.0003998971172803328,0.0002933800011360424,0.0005399555639288702,0.0005557979606729302,0.0002850720388684358,unknown
Q9JLV5,0.00038096484893415883,0.00046646075555615933,0.0003551558600693707,0.0004541218955501447,0.00032417210456473617,0.000594553630506649,0.0007156881719901154,0.0005735735164264155,unknown
Q9JLV6,0.00044049192431914444,0.000472500876069561,0.0005950989342290893,0.00034548970810240217,0.00030212165485919885,0.0007322063399277897,0.0006654631313188354,0.0004830464292031717,unknown
Q9JM62,0.0006231588566545619,0.0006890612690387466,0.000910769805756517,0.0006650664222072783,0.0005017663685346219,0.0004714545094270447,0.0003477310227934993,0.00011882258201570708,unknown
Q9JMA1,0.0005085195623172371,0.0004523302358440902,0.00029717244725512595,0.00025972955339075276,0.00014345150709582462,0.00015969261400380493,0.0001300022114650265,0.0016361453483278465,unknown
Q9QUI0,0.0014187561156936844,0.0012263405380599846,0.0005511455575470353,0.00045845719967389423,0.00018061489126651255,0.00012139759439354769,8.617791880510475e-05,0.00030977032403228826,unknown
Q9QUR6,0.0002489382667785558,0.00023354931057185415,0.00024260980257406048,0.00012367949454882905,9.081107039403427e-05,8.404972858949126e-05,8.746380372402222e-05,0.002234851924627091,unknown
Q9QXV8,0.0009783721318847435,0.001026992575059458,0.00102439227638103,0.0005904397801486205,0.00034237148759918787,0.0002491189603420411,0.00027049881824175835,0.00010808359802333033,unknown
Q9QY76,0.0007471259369815452,0.0008430693241257777,0.0005471085552821968,0.00093565855737837,0.000515169795651963,0.0003524823704898629,0.0001121507878993506,3.594882941130067e-05,unknown
Q9QY93,0.0004577591595546894,0.0003544073907821451,0.0003289789716007373,0.0001777785907044867,0.00013349831399762504,0.00011741024986287737,0.00010903225178826441,0.0018629221603610711,unknown
Q9QYA2,0.0002084899581355305,0.00014975351289978132,0.0003545885342006622,0.00043081918796592113,0.0012295755444625038,0.0007241609567916671,0.0005931887993731685,8.970745976317854e-06,unknown
Q9QYB1,0.0012707026571768642,0.0012444803032069765,0.0007103891482204215,0.0005518638281574024,0.0002184206074416503,9.410022813945646e-05,8.782517035913421e-05,0.00026126759426404404,unknown
Q9QYF1,0.000556600442294478,0.000610643584359939,0.0005350004015390028,0.0008100998771480709,0.0004900279473212124,0.0006469347525858457,0.00020667733259577747,0.00011055417494942318,unknown
Q9QYJ0,0.0006389977164034909,0.0005227901796618216,0.00036672338732334165,0.00046744120981742534,0.00030843285427055813,0.000579869072831764,0.000636765119237272,0.00043258145711894987,unknown
Q9QZH6,0.000249975932226792,0.0002883818600881167,0.0002307241024663345,0.00044505505266313495,0.0012030223942466377,0.0007386861583442788,0.00029600159699826815,9.645927270580639e-05,unknown
Q9QZQ8,0.00021063056886910802,0.0002443481240409776,0.0001901952797656524,0.0002209653161492297,0.00021244421885253633,0.0016167314210819503,0.0007126502275333613,0.0001922990186703688,unknown
Q9R0M6,0.0007948185960246422,0.0008212108096240557,0.001020079396767951,0.0007255838501288039,0.00047159393200677164,0.00031727624534178423,0.0001692258652982361,0.00012546957901993393,unknown
Q9R0Q7,0.00029421762511763,0.00028939945029814873,7.51810964101995e-05,0.0001468737775816431,7.65917961227831e-05,6.641533589657559e-05,3.0103782702118694e-05,0.002254197070722093,unknown
Q9R0X4,0.0002648718407024509,0.0002615126938353574,0.0004908751775312198,0.000529033571667692,0.0011195976798512473,0.0006885003516678889,0.00041915127780436397,2.239043618000096e-05,Mitochondrion
Q9R190,0.0003234823635240713,0.0001761970104693413,9.126906424623971e-05,0.00014275684997542968,0.0001520914111438503,0.0015646356959652975,0.0005130366538904887,0.0004894700088434788,unknown
Q9R1C7,0.0004237072026545827,0.00040027403138625324,0.0008587734516264427,0.00033011590028402107,0.0004078475038243518,0.0005782358358782857,0.0008385362157437943,0.00043557195394201386,unknown
Q9R1J0,0.00048751004257114455,0.0006732888077057047,0.0003899571757064648,0.0008818468324142667,0.0006043582184027259,0.0005544185757045479,0.00022333557178700727,5.5965102848386915e-05,unknown
Q9R1P0,0.0002926935715450133,0.00024237752163257215,0.00018644508580245185,0.00018557496081745268,0.00012404799758250235,0.0001691541056851399,0.00026682665645817434,0.0019376013797360139,unknown
Q9R1P1,0.0003915770325411817,0.00044517854980409305,0.0007056516487771449,0.00042571761562653737,0.0002740192870976934,0.0002767375009693883,0.00019938012290712055,0.0011908683292897583,unknown
Q9R1P4,0.0003117722082281643,0.00029229987976185065,0.00010441389516020538,0.00016738483322116193,0.00014864449063530172,0.00012273237584438065,7.544261127492197e-05,0.002064862329060879,Proteasome
Q9WTP2,0.0010426104026996694,0.0009987366790653767,0.0018433749532036018,0.0005965582857078299,0.0002597439284430297,0.0001797557980379657,0.00022531333235156282,5.242142367101355e-05,unknown
Q9WU78,0.000492701914606685,0.0004358650322928105,0.00048379728123221856,0.0004349134297861574,0.00033185361416526054,0.0003061882619956871,0.00043402842639485723,0.0009530936555986266,unknown
Q9WVE8,0.0005092940224028862,0.000784522870031339,0.0008806384966589033,0.0006417982437740769,0.0004334110226818858,0.00031783190101765906,0.0005208699026108507,0.00026181930324103986,unknown
Q9WVK4,0.0005903525938071785,0.0008715086115348021,0.0005933887385042882,0.0006802085795387453,0.0003178022369783912,0.0006106354162718316,0.00029688479688019613,0.00014927045694980133,unknown
Q9WVR4,0.000535168462940856,0.0005270708656472172,0.0006226894686320334,0.0003813835923724171,0.0003128926797002026,0.0003196861489669829,0.0016509448777174392,0.00013794472481205053,unknown
Q9Z0M6,0.0006544510394107258,0.001007336838395831,0.0005792813693525189,0.0007753951616916831,0.0004079884176581164,0.0003084986923535253,0.000147901801225398,0.0002339431970696563,unknown
Q9Z0S9,0.0004990938383544639,0.000638696459335651,0.0004907473546529765,0.0009290352790556345,0.00047716694426377313,0.00045478896710411974,0.0003098581546094026,0.00017277013715283145,unknown
Q9Z1D1,0.00027180084553219487,0.0002614406203388984,0.00019969905870343777,0.0002721563504914732,0.00020487393601792062,0.00019274256366881746,0.00030334451812199175,0.0017374857289439581,unknown
Q9Z1F9,0.00017576522924802113,0.0004768444427684903,0.00020242467808966527,0.00010980130043381257,7.344230538406787e-05,0.00010311357155185352,0.00022037628071102495,0.002050947954853765,unknown
Q9Z1J3,0.00036162107906635195,0.00034585351345130694,0.00033859328875015886,0.00045631590346939516,0.0009191501817637396,0.000638745676193421,0.00048656549809125677,0.0002008526136272117,unknown
Q9Z1N5,0.0002765825877198207,0.0002979872609187761,0.00023541262472663666,0.0002549506346676759,0.0002093538331945709,0.0005401453218040894,0.0010719761328537491,0.0009044035960504387,unknown
Q9Z1P7,0.0009346131573383333,0.0007847386866837307,0.0006045560852060839,0.0004824070662031314,0.00035886877278796066,0.00031713017103940925,0.00036019846500898346,0.0003653994052640558,unknown
Q9Z1Q5,0.0007112450326857967,0.0008088635846160221,0.0007142977679288941,0.0004644402315867096,0.0001869853108474987,8.738572571375796e-05,8.919894108909817e-05,0.0010322006205909426,unknown
Q9Z204,0.00034567164765293647,0.0002668605705903987,0.00019890603758159977,0.00020242489163798243,0.00017406609472524456,0.0004263139315292552,0.00229240706005504,0.00033753188608761736,unknown
Q9Z2I0,0.0005075408255009119,0.0006040073392046368,0.000826651815426745,0.0006731850193551061,0.0005587884001589073,0.000485159773711952,0.0004159616184666,0.00015648853918266736,unknown
Q9Z2U1,0.0005488236772487314,0.00034964586082935847,0.0007734451080429922,0.00021353241155806018,0.0001257573599121557,0.00012958386345096465,0.00015218277192940917,0.0016364188010316784,unknown
B2RWW6,0.00037440399908578994,0.0004875273905063837,0.0007787007755540098,0.00046240180753311024,0.0005440723165173924,0.0005296288627319005,0.0008024081477601053,0.0002514790352345427,unknown
E9QMX3,0.0007133192959009081,0.0009213327650421846,0.0005201563201129488,0.0005640741586076341,0.00037175724536966394,0.0004493464439968879,0.00029986605554013063,0.0002578283555391483,unknown
Q3TDH6,0.00016384525265758347,0.0002323923708340123,0.00023119951160081636,0.00043209131848951027,0.00123775902206851,0.0009477705204298176,0.00019339492565875,2.7341490786115566e-05,unknown
Q3TF18,4.161934524952235e-05,0.00025506874056077536,0.0,2.66867340591296e-05,0.00024163698862067633,0.0017510886707638523,0.0010350231635949127,0.00015217458258651883,unknown
Q3TG52,0.00017492947364460983,0.00020855843787213709,0.00014020579948470637,0.00023631517998872652,0.0007224838043880237,0.0004076623807628594,0.00017045323205543372,0.0012594952218225855,unknown
Q3TIX6,0.0002952352366043352,0.00023104839501019147,0.00035257168596053293,0.00025493892437414837,0.00025575357646121796,0.0004200361559150233,0.002133170967704363,0.0003365251874175228,unknown
Q80UL3,0.00024458680986469514,0.0003730883621204098,0.00019258200513654815,0.00022371162286261454,0.00014296151789858894,0.00014306988936377987,0.00011867526334018173,0.0019403982660040058,unknown
Q8K354,0.0003524862823630361,0.0002925378390158129,0.00020163029757977563,0.00021039099361612367,0.00023114618544825988,0.00025950576737117343,0.00032331484512766837,0.0016147546173558038,unknown
Q9CX22,0.00088156574651014,0.001092852842648406,0.00040689989680478756,0.0007970272607117508,0.00025626002737901953,8.771974563392168e-05,7.767466868802741e-07,0.0005027203460607378,unknown
Q9CZK9,0.0002249720624674339,0.0002287502816514604,0.00010110920735918035,0.00014093247949652628,9.7229063026865e-05,0.00010070340350044549,6.45855556949275e-05,0.002265313113261284,unknown
Q9DAE2,0.0002713755283204695,0.00024671281727692567,0.000436830035483185,0.0003301329669626869,0.00026420201211205425,0.0005416819742103982,0.00190024234036813,0.0002705969908474672,unknown
A2A432,0.00025831360771112007,0.0004000979664866605,0.0003278962843728347,0.0002526383080389272,0.00029107516031689,0.00038110641235153603,0.0002870483453367926,0.001378756928294006,unknown
A2A8Z1,0.0004378645039230594,0.0007105636783125491,0.0012682898567256205,0.0006203022064465173,0.0005535506078604809,0.00018679489967066175,0.0001393671871532912,0.000526629750318927,unknown
A2AGH6,0.0007330761906588581,0.000924370592858973,0.00048494612336483846,0.0009645432097436779,0.0006230485088770358,0.00019361352006757226,9.063220733878238e-05,4.356009016979686e-05,unknown
A2APB8,0.00029505938418034067,0.00024965373688992274,0.00040132868490712147,0.00023350680618820812,0.00023463147251558356,0.0011968090455864782,0.001107981826040487,0.00021839431673497252,unknown
A2AQP0,0.00087383863625751,0.000956782801495414,0.001123986410108417,0.0008809474434208664,0.0004838888187401881,0.00016146233360735197,0.00010506257903759713,0.0,unknown
A2AR95,0.0006710215823494394,0.000668488982516778,0.0008787920365412451,0.0005634384167883065,0.0005140118506677368,0.00045624404099936717,0.00036507869737877394,0.00019057188590821802,unknown
A2ARI4,0.0007714774266795698,0.0007889994025922585,0.0008711515983737937,0.0006185739638898127,0.000372741186462389,0.0003229188725291341,0.00027769570196241593,0.00031466810322309456,unknown
A2ARZ3,0.0012797648363279755,0.0011415938128501273,0.0007130503285728639,0.0007583934715288031,0.0003599156557715876,0.00016311823890606688,0.0,0.0,unknown
A2ASQ1,0.0004911051088110396,0.0006143417925210606,0.0006965439698508278,0.0009255206625563957,0.0007179819832431097,0.0004280648075886397,0.0002163174570486041,0.0,unknown
A2ATU0,0.00010506255318754012,0.00012853570943114563,0.0,0.0003991527784981698,0.00140809916746809,0.0009479998402780522,0.00024947159970076916,2.5982880524120156e-05,unknown
A2BDX3,0.0003253755567431629,0.0002539564602934065,0.00026761785735012633,0.0002027959880758141,0.00019645750001170663,0.0007797823213347942,0.0016349485246113932,0.0003770749518680129,unknown
A3KGS3,0.0,0.00031647582547709475,0.00036509970524057267,0.0007068130887415078,0.000551889281715124,0.0003944762637891995,0.0013035040533574637,0.0003208426146571841,unknown
A3KGW5,0.00043150674690123954,0.0005198500698349134,0.00021282390399883716,0.0006036474754639029,0.0006088183600953705,0.0005961435542049952,0.00029189615466495243,0.00039547385547157804,unknown
A4QPC6,0.0003973790016889463,0.00043633584285426256,0.0003976950501514115,0.00035777632889824737,0.0005334729465823099,0.00042047397945990986,0.0002743851026724249,0.0008949139305894494,unknown
B1AY10,0.00042640761832686135,0.000536373171613071,0.00025298763000418243,0.00047677462847814806,0.00040936580905299053,0.0006189340123122899,0.0006533622883033144,0.0004345438460953117,unknown
B1AZI6,0.00037348505288688937,0.0006051474077653232,0.000717860400800986,0.0005574768743861569,0.0002626837414409336,0.0004700204867625156,0.0008757607647904273,0.0003852225817519135,unknown
B2RY56,0.00018480841427853767,0.00023201438575201673,0.00030239488224373195,0.0002464737980483619,0.0003194789652861264,0.0005509966288679923,0.001490059012799741,0.0006294235815788203,unknown
B9EKX1,0.0009902075817790857,0.001200245843703564,0.0003536432568639402,0.000640145247858103,0.0002860830512990484,0.00031008404123641166,0.00017159975036606852,0.00015779402098423743,unknown
O08582,0.00035169741757244,0.000465584377762123,0.0003825195810512163,0.0003994336380796136,0.00034257712766427336,0.00039769104781807343,0.0005985683238548142,0.000878553218471468,unknown
O08585,0.00028494651202358163,0.0003188616204628017,0.0007489984163653175,0.0006080560359710876,0.0005611087566865688,0.0002539241742306434,0.00036715310467349264,0.0008253257310699382,unknown
O08602,0.001152096304883391,0.0012743411572112458,0.0004989820319583501,0.0007490670150056674,0.00032671174921727083,0.0001570664605672649,7.534514677515036e-05,4.175842124310698e-05,unknown
O08688,0.0013495055420897136,0.00083786606114176,0.0005662995461771181,0.0004448979523295238,0.000241800298194536,0.00018512324225456616,0.00038887486108465827,0.0003279749462125982,unknown
O08712,0.0009205903871497687,0.0005262564481056359,0.0003251717974138915,0.00043138147396558065,0.00039771283531411745,0.0006148987449181055,0.0006380872312047628,0.00017157892676146098,unknown
O08738,0.00034912884002479596,0.00033622694032614336,0.0002172954933552165,0.00017032885478993138,8.456752411235567e-05,6.18648800206055e-05,3.355197765284292e-05,0.002125790786256237,unknown
O08784,0.00037550384140776287,0.0005010065072209961,0.00046772344437756786,0.0007478477118219526,0.0004557393111300108,0.0004558449710215105,0.0005452187504177204,0.0003854658975137843,unknown
O08912,0.00035636265612250506,0.0004364279578171819,0.000741212425049415,0.0011692613204456956,0.0006525519260485675,0.00047741225550643727,0.0002222059214858001,0.0,unknown
O09012,0.0007120316302100554,0.000621686634298091,0.00032163459721878235,0.00040144599961472195,0.00029076437128938416,0.0003200472374781374,0.00028052045954038565,0.0008717044606588902,unknown
O09043,0.0005581956698587549,0.0008285785150797843,0.0015113829645299695,0.0009789642460229422,0.00041362733943288297,0.00018470836237282305,0.0002191727143862809,8.548403797689434e-05,unknown
O09044,0.00048287681416904943,0.0007314142435786307,0.0004935378824421153,0.0006847886788102175,0.0005610269750858897,0.0004587371127183549,0.0003765749373533974,0.00020355099918828638,unknown
O09118,0.000425439817058162,0.0005286282211615376,0.0011090510761945706,0.00047956759505997674,0.00037571638142199507,0.0003193620232462757,0.0005788709215318372,0.0005950756480347113,unknown
O09172,0.0005180065933278087,0.0005946161324972256,0.00045498813267897477,0.000475715535191265,0.00031948510078832793,0.0006056655429119583,0.00036306585831846603,0.0005617824411970376,unknown
O35083,0.00037257460478594135,0.0005903944992224747,0.00045729804906012643,0.0010388684865500308,0.0006054837990370946,0.0005992979277367259,0.00020776819082771178,0.0,Endoplasmic reticulum
O35114,0.0009966608960521259,0.0010972683307712895,0.0008716702797768833,0.00077798694603278,0.0003377575023156878,0.00016428260704392416,0.00014889460448051052,8.484092188469684e-05,unknown
O35143,0.00020489730259562442,0.00023295056901559728,0.0003230129679837752,0.00034195995360628353,0.0010478682104444958,0.0007743951837190862,0.00044895066209128386,0.0002499581820697694,unknown
O35153,0.00033969419227513015,0.0005138124251463774,0.0006183635405572459,0.0010211799061868366,0.0006885266840214306,0.0004263909412757998,0.0002731033815597337,9.895471651848867e-05,unknown
O35166,0.0007354501859303449,0.0006799342118500423,0.0005934448346503895,0.0007074040822698695,0.0004691597639959804,0.00040783096548085865,0.000337042783683316,0.00019524075121018323,unknown
O35326,0.00036597286158843764,0.0002754690389935552,0.00042164034033949875,0.0002430859839954605,0.0002438898012450982,0.0002894885451568522,0.0004582877973427728,0.0014118261387831908,unknown
O35387,0.0005598583735014508,0.00046274850096466214,0.0006576444747334681,0.00043645199514396026,0.0007585724768994722,0.0006139843366976237,0.0003554256530366162,0.00018803007886070472,unknown
O35566,0.001632106640418185,0.0010331237544767165,0.0005083489131520267,0.0005889397350611021,0.0002751251637757843,0.0002003657174478217,0.0,9.192115130787639e-05,unknown
O35593,0.00045322216221913583,0.00040757536817657736,0.0003664993390211208,0.0003010162625013096,0.00015812497545513896,0.00023465971588347903,0.0003892839093460757,0.001405058779839837,unknown
O35604,0.0008617220697809949,0.001220852682788356,0.0004952232134859899,0.0011116734380327853,0.0003251969774948535,9.006901275925603e-05,3.783166874811142e-05,4.273893367215173e-05,unknown
O35632,0.0009588115133958836,0.0011150688977735253,0.00033370870922342554,0.0007492715838994113,0.00044743372947073854,0.0002607906575867323,0.0,0.0001466969356249493,unknown
O35658,9.452493340284879e-05,0.00013678785252367395,0.0,0.0004912407527399379,0.001440631412558703,0.0009266027785013964,0.00014677022667506487,0.0,unknown
O35737,0.00038652864904015227,0.0003016798753462566,0.0004271660163022651,0.00024040075779271553,0.00020258172720581511,0.00031912036219723303,0.0014095349325451939,0.0008126714658289047,unknown
O35943,0.0006592226960450017,0.000515462779756264,0.00038154925366247,0.0006085762375047316,0.0006046526666609789,0.0005776371694944292,0.0004561307343838528,0.00012904179483298826,unknown
O35972,9.34002198701797e-05,0.00015048606896709082,0.00010780746008476119,0.00040852732344156563,0.0013530217435408433,0.0010079948769513769,0.00019247362283924166,1.2218064274545136e-05,unknown
O54782,0.0010272625020427107,0.0008881900824644812,0.0011807736065917542,0.0008571120614994143,0.00032973736729831343,0.00015098444233824275,0.00013117345678799057,9.772798191927646e-05,unknown
O54825,0.00019136968612623505,0.0002761417355210964,0.00029065375257998285,0.0002722306358700862,0.0002442297932266579,0.0004609577080533999,0.00031863532852923333,0.0014480344092361558,unknown
O54879,0.0,0.00029189168125250684,0.0006824301329113267,0.0002778732674206369,0.00022301563329825698,0.0014646263422836913,0.0007027909988576174,0.000266638055455663,unknown
O54931,0.0009721939413422102,0.0008070921515673741,0.0009008208224787284,0.0005290840338238362,0.0003099628343864133,0.00040418672031033277,0.0002406018548415853,0.0002469781726421712,unknown
O54946,0.0004130836504317706,0.0003495171111775685,0.0005367504817567687,0.0003535767584063757,0.0002593601712161464,0.0006299589133673596,0.0011973505406461468,0.00041022468509260054,unknown
O55100,0.0006614583843802895,0.0010115473636189414,0.001686225869377621,0.0009319176371989427,0.0003342827253620926,0.000145123575486944,0.00010338498344344307,7.393052518154424e-05,unknown
O55102,0.0003900067781131219,0.0007952945900940079,0.001241861350757052,0.0010973159155230371,0.0004521628727463754,0.00018487887008050962,0.0003271252786464461,7.830787469801987e-05,unknown
O55126,0.0002826896665328898,0.0003051290842119789,0.000396042082999996,0.00041223638239995525,0.0011233429471380547,0.0007066832323921416,0.0003917965913399917,0.00010004216262654248,unknown
O55142,0.0001364878299198922,0.00019462727634318573,0.00024259038376327446,0.00042203843823656104,0.0004981081161526344,0.000423457178772582,0.0017686206249344215,0.00033403934720951716,60S Ribosome
O55236,0.0007341594836891329,0.0006028929066888991,0.0005771618469131008,0.00030502675205046136,0.00030771614307092656,0.0003508837521915113,0.0007916022320385097,0.0005329247830159743,unknown
O70251,0.0003637995595123457,0.00035085916370662516,0.0,0.00033458380624082747,0.00023809991094155878,0.0009148786129248046,0.00030523170695450426,0.0008763624778044045,unknown
O70281,0.0004178313522626352,0.0004576809622689052,0.0010212421262853254,0.00064893016659153,0.0004158081533197285,0.000454421485166585,0.000443199146256432,0.00043824296113104426,unknown
O70309,0.00134193805273718,0.0011130024402634256,0.0006590400362912427,0.00068635500069719,0.0004966134004412102,8.623546353423652e-05,0.0,0.0,Plasma membrane
O70310,0.0005185064370045481,0.0004552619216990703,0.0005718220209236161,0.0003907380253861252,0.00031636263125178987,0.00043566834784098394,0.001151442939044444,0.00039117362722978713,unknown
O70496,0.0006014109630692222,0.0006737645428817759,0.0010535604649854684,0.0005818536213438057,0.00030025915767635953,0.00019588619768435382,0.0002342117262287083,0.0007093208973201281,Lysosome
O70551,0.00044925156131343384,0.00044105473716816307,0.0003340623830189896,0.000394899631155641,0.0002881010539191027,0.00042781973350519443,0.0013299026133644011,0.0004265815981765332,unknown
