"data","method","f1score","precision","recall","accuracy","quadloss"
"itzhak2017","NB",0.730802510511882,0.75673508309872,0.792422390047551,0.831395348837209,1.81413094201504
"itzhak2017","NB",0.6986624590934,0.677455357142857,0.781526733500418,0.767441860465116,1.82906638243749
"itzhak2017","NB",0.788772724937774,0.801164596273292,0.816219526087947,0.843023255813954,1.83647406684946
"itzhak2017","NB",0.695566022609786,0.713539408934146,0.753709083314346,0.813953488372093,1.85413179827867
"itzhak2017","NB",0.711410351521867,0.703702601148422,0.778441391727656,0.790697674418605,1.72975792554044
"itzhak2017","NB",0.779869198346151,0.770502109975794,0.845785889335312,0.837209302325581,1.81403600512441
"itzhak2017","NB",0.757844959315548,0.788678451178451,0.77892838155996,0.819767441860465,1.82721647119503
"itzhak2017","NB",0.74609793398898,0.742292490118577,0.776968011306907,0.808139534883721,1.8194908601731
"itzhak2017","NB",0.68973431252843,0.684082427304748,0.71501860712387,0.779069767441861,1.73962014568034
"itzhak2017","NB",0.774435809474819,0.760752078609221,0.829132559780827,0.837209302325581,1.86127736612899
"itzhak2017","NB",0.663790189824937,0.661689443130418,0.711805196657571,0.761627906976744,1.87027404674811
"itzhak2017","NB",0.68062011506456,0.727589852008457,0.733255510357564,0.784883720930233,1.85931109663988
"itzhak2017","NB",0.724614159427067,0.74062057838335,0.776494289122659,0.773255813953488,1.74884305189698
"itzhak2017","NB",0.661419950502431,0.639294733044733,0.719303038638725,0.773255813953488,1.84290543136761
"itzhak2017","NB",0.628521457965902,0.619633307868602,0.684089982902563,0.784883720930233,1.79347424790652
"itzhak2017","NB",0.723875918320363,0.692708333333333,0.798271269452271,0.819767441860465,1.7716395144451
"itzhak2017","NB",0.718361819449769,0.750478494159204,0.793560629215315,0.831395348837209,1.81781359785207
"itzhak2017","NB",0.732708492808592,0.704413735713444,0.791942948650266,0.837209302325581,1.80754112248753
"itzhak2017","NB",0.736155768100213,0.771600503515397,0.797733941283364,0.848837209302326,1.78573579219498
"itzhak2017","NB",0.705762685702445,0.728571428571429,0.743892876129718,0.767441860465116,1.83319207921596
"itzhak2017","NB",0.752021440530969,0.74780701754386,0.826267419287317,0.796511627906977,1.78394698205814
"itzhak2017","NB",0.740443450978441,0.730609049175226,0.797491881959148,0.790697674418605,1.82372572396166
"itzhak2017","NB",0.735831140967496,0.707497242036716,0.820835301483569,0.784883720930233,1.74614976271373
"itzhak2017","NB",0.656071958042433,0.70744425567042,0.727548059913272,0.784883720930233,1.77652942857053
"itzhak2017","NB",0.693531300181716,0.66346382972997,0.745315038334936,0.784883720930233,1.77676758855963
"itzhak2017","NB",0.736515242559096,0.709011243386243,0.785597562827986,0.831395348837209,1.79033319508713
"itzhak2017","NB",0.685269567597154,0.678007688117982,0.72766480595428,0.802325581395349,1.83332914357627
"itzhak2017","NB",0.698007708922208,0.676877289377289,0.77705724955404,0.813953488372093,1.73238544883035
"itzhak2017","NB",0.782541800659455,0.74893979018693,0.845432710564289,0.837209302325581,1.82895498711484
"itzhak2017","NB",0.718118463898515,0.740476190476191,0.794728298017772,0.819767441860465,1.73997034289088
"itzhak2017","NB",0.642980964183496,0.629974037487335,0.673082396493821,0.744186046511628,1.82904817777659
"itzhak2017","NB",0.7497478149777,0.76724537037037,0.780345797049905,0.813953488372093,1.79336513316548
"itzhak2017","NB",0.689403854436534,0.670689363395313,0.733819420132,0.779069767441861,1.82484045121974
"itzhak2017","NB",0.708111392670164,0.767705627705628,0.74324074691533,0.831395348837209,1.82046279460741
"itzhak2017","NB",0.74601080693186,0.725212423575337,0.79095845674793,0.819767441860465,1.82238631581189
"itzhak2017","NB",0.719520459699031,0.720849802371542,0.767508733956102,0.808139534883721,1.8374191380132
"itzhak2017","NB",0.702790462835437,0.736597626971959,0.76647209764989,0.802325581395349,1.83537230457291
"itzhak2017","NB",0.707665757464275,0.68004768017605,0.766046745652009,0.802325581395349,1.85243683070796
"itzhak2017","NB",0.738482906355272,0.722792790233803,0.776518972042079,0.825581395348837,1.81563182358744
"itzhak2017","NB",0.74216727680232,0.744121034910509,0.808418774208248,0.813953488372093,1.81319273364397
"itzhak2017","NB",0.738525204714964,0.730018245643246,0.805682767524873,0.784883720930233,1.7817426425915
"itzhak2017","NB",0.686430265668009,0.680996272587311,0.732320407448777,0.790697674418605,1.86935809634066
"itzhak2017","NB",0.678305271518497,0.654920208318702,0.729542629670999,0.802325581395349,1.8158383943617
"itzhak2017","NB",0.680666115955971,0.710998413144291,0.746782722697357,0.784883720930233,1.86398286495638
"itzhak2017","NB",0.822074751078019,0.831664523419843,0.846783648885703,0.866279069767442,1.84931105856623
"itzhak2017","NB",0.686284084467815,0.719674923592347,0.756608423312531,0.796511627906977,1.82312799099674
"itzhak2017","NB",0.711864794648671,0.708273208273208,0.75732515416405,0.819767441860465,1.78394313277452
"itzhak2017","NB",0.793081325761064,0.763138749651908,0.85197275802218,0.854651162790698,1.76510792996926
"itzhak2017","NB",0.706126626801971,0.70342156186146,0.754887241199821,0.755813953488372,1.83770864218815
"itzhak2017","NB",0.729700802986668,0.731807359307359,0.77831707409692,0.796511627906977,1.78878089462687
"itzhak2017","NB",0.677172717786934,0.711674072199701,0.721647892828894,0.796511627906977,1.90455364951333
"itzhak2017","NB",0.70995282026388,0.697500962316008,0.746518759018759,0.808139534883721,1.80223789442619
"itzhak2017","NB",0.747997550694919,0.736491264130493,0.807783710014134,0.808139534883721,1.80985154714066
"itzhak2017","NB",0.644215599113783,0.664969500196773,0.742973981516985,0.75,1.79435980350994
"itzhak2017","NB",0.748225524475524,0.739029203656863,0.792696703880914,0.843023255813954,1.81306647523329
"itzhak2017","NB",0.685397184068911,0.669261294261294,0.748251310093415,0.779069767441861,1.82545782747067
"itzhak2017","NB",0.77381363698925,0.743058031293325,0.841145500484397,0.837209302325581,1.80762938653246
"itzhak2017","NB",0.778163308122988,0.783014670514671,0.815102218776802,0.843023255813954,1.79414510182112
"itzhak2017","NB",0.691400041772321,0.678158068783069,0.771747573849628,0.784883720930233,1.83395122816599
"itzhak2017","NB",0.737313612313612,0.750174825174825,0.775910419989367,0.784883720930233,1.81016622882737
"itzhak2017","NB",0.760116078034876,0.734200752950753,0.820931161977375,0.819767441860465,1.79328401033583
"itzhak2017","NB",0.784575085748624,0.770377817874609,0.827731283122811,0.831395348837209,1.83504249491745
"itzhak2017","NB",0.74560451736743,0.794831431195068,0.792954971501185,0.831395348837209,1.72870499584459
"itzhak2017","NB",0.698259577364241,0.685830882583709,0.748183906736538,0.790697674418605,1.76992799412636
"itzhak2017","NB",0.758665685122452,0.72727874348943,0.836710192887985,0.813953488372093,1.87876465136
"itzhak2017","NB",0.645191452451484,0.680715118215118,0.711499461884571,0.75,1.83930525544227
"itzhak2017","NB",0.725775428275428,0.696427246310967,0.791155017069651,0.796511627906977,1.82323326324303
"itzhak2017","NB",0.709970862470862,0.692760150651594,0.75112596717218,0.813953488372093,1.81021018860319
"itzhak2017","NB",0.710764579493921,0.683829365079365,0.772639956320958,0.808139534883721,1.82577895871726
"itzhak2017","NB",0.684269711266081,0.686443381180223,0.755901116427432,0.761627906976744,1.79603465017051
"itzhak2017","NB",0.687925502197533,0.665908628408628,0.736273471928157,0.773255813953488,1.75577789148248
"itzhak2017","NB",0.698850990731163,0.673531086760143,0.775971201099571,0.784883720930233,1.75412629715386
"itzhak2017","NB",0.729149892899893,0.708873767105101,0.782955541107017,0.802325581395349,1.86874517391568
"itzhak2017","NB",0.694536103488249,0.676475376475376,0.730945781860416,0.802325581395349,1.79993718623018
"itzhak2017","NB",0.696629536609695,0.664850303264937,0.761611438055597,0.796511627906977,1.79299338151016
"itzhak2017","NB",0.754721245507111,0.746189582381443,0.819315403253144,0.825581395348837,1.83456915101129
"itzhak2017","NB",0.677947749474005,0.652597633256201,0.725297190685509,0.796511627906977,1.86959378995246
"itzhak2017","NB",0.750506923986936,0.753161884411884,0.783390317071318,0.813953488372093,1.76368568091723
