"data","method","f1score","precision","recall","accuracy","quadloss"
"nikolovski2014","MAP",0.609730848861284,0.653571428571429,0.59494671994672,0.618181818181818,0.808529763203168
"nikolovski2014","MAP",0.669438894438894,0.723651960784314,0.670038295038295,0.690909090909091,0.819149565010677
"nikolovski2014","MAP",0.548315911730546,0.782074175824176,0.510010822510823,0.6,0.827487350472647
"nikolovski2014","MAP",0.508333333333333,0.634920634920635,0.525974025974026,0.618181818181818,0.822750735898587
"nikolovski2014","MAP",0.594169719169719,0.745833333333333,0.561667499167499,0.636363636363636,0.791295492545332
"nikolovski2014","MAP",0.498443635943636,0.65625,0.474671162171162,0.545454545454545,0.808296319672896
"nikolovski2014","MAP",0.565361721611722,0.706582633053221,0.535943223443223,0.6,0.826423975366668
"nikolovski2014","MAP",0.466720085470085,0.649589490968801,0.447365134865135,0.545454545454545,0.808587435033509
"nikolovski2014","MAP",0.491724386724387,0.624718045112782,0.469801032301032,0.527272727272727,0.827487034039576
"nikolovski2014","MAP",0.480992384524993,0.644387755102041,0.479416416916417,0.545454545454545,0.808356144556061
"nikolovski2014","MAP",0.632936507936508,0.696590909090909,0.614031801531801,0.654545454545455,0.808319828360423
"nikolovski2014","MAP",0.522435897435897,0.598424145299145,0.514985014985015,0.545454545454545,0.790145036311883
"nikolovski2014","MAP",0.530555555555556,0.648418338907469,0.495504495504495,0.563636363636364,0.808611942206573
"nikolovski2014","MAP",0.589691166321601,0.700407608695652,0.588994338994339,0.636363636363636,0.792196856057054
"nikolovski2014","MAP",0.627446813452248,0.698229949874687,0.600212287712288,0.618181818181818,0.789888237022382
"nikolovski2014","MAP",0.525631313131313,0.601948051948052,0.546661671661672,0.6,0.79015905455734
"nikolovski2014","MAP",0.447916666666667,0.559563624781016,0.459644522144522,0.490909090909091,0.808547219643907
"nikolovski2014","MAP",0.5478578892372,0.63202614379085,0.540521978021978,0.563636363636364,0.789305797941577
"nikolovski2014","MAP",0.576186313686314,0.714583333333333,0.54541292041292,0.581818181818182,0.827408544095201
"nikolovski2014","MAP",0.587549019607843,0.73125,0.553280053280053,0.618181818181818,0.827186290227065
"nikolovski2014","MAP",0.44229797979798,0.532901337792642,0.417832167832168,0.454545454545455,0.807942744058052
"nikolovski2014","MAP",0.550955013455013,0.730654761904762,0.511467698967699,0.563636363636364,0.808217632037458
"nikolovski2014","MAP",0.506493506493507,0.604578754578755,0.525661838161838,0.527272727272727,0.796731902284343
"nikolovski2014","MAP",0.598212204462204,0.710416666666667,0.592116217116217,0.654545454545455,0.809173545374412
