,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,markers
AT4G31500,0.8835652451029347,0.9927641273693187,1.0,0.7947473485710231,0.6533731357165788,0.40869595900174466,0.1993738323835183,0.10966664725557543,0.09602512468749114,0.0,0.814516707237878,0.9513972507904012,0.8917733544746688,0.7560872378100167,0.5854706916300408,0.3677031157035237,0.36757359109367016,0.13647502267264533,0.12879060660235353,0.1384238522270013,ER
AT1G69840,0.9048206026853276,1.0,0.8065064325283083,0.5849609416264027,0.4345757543156711,0.3915740822915065,0.11079508594604319,0.05594835927192728,0.0,0.04713098134924186,0.9922369989199603,0.8280995403578928,0.6033720208584745,0.5815851989980483,0.4508935566689654,0.35409973232954844,0.3692417770700615,0.03421212977992155,0.06949585558421131,0.05307543650149509,unknown
AT4G39260,0.012983376354435399,0.0,0.11536249536912517,0.19112488018530258,0.12445109945681813,0.14821489118507788,0.9297097676315147,1.0,0.7760611195644321,0.9665322977913752,0.12505452170327627,0.13893859643157605,0.1396541665816625,0.27834177510149327,0.28148886456321054,0.31625649689929713,0.5030467189358848,0.6407183356163706,0.9555511495788412,0.8853893103394239,unknown
AT3G11730,0.541488243403418,0.3323776083963981,0.7358903894825424,1.0,0.6543253291604763,0.3917124868197218,0.5418779185620395,0.1337308742093929,0.2012912662415824,0.12434562365105792,0.5358771144065244,0.5530870222843425,0.6735821759084484,0.8749671462002644,0.8635191850687205,0.44071990643286163,0.0,0.5211827461863853,0.17749065224582683,0.016613818038707547,unknown
AT4G27450,0.007687028637964434,0.017715772383334268,0.0299000320794755,0.018655331413999096,0.16607876500481264,0.39031511000584523,0.7163442617106242,0.9627638144122374,0.705990514259409,0.857954455405287,0.07725233197244516,0.0006438302458879428,0.0,0.07679541549648991,0.19213364460515928,0.32578526266438446,0.4807463040972337,1.0,0.9187434535290092,0.801304842702379,unknown
AT2G37620,0.14700092419973562,0.24007155109668296,0.08678587038960156,0.09258250480354514,0.1482992924914738,0.1626188626041613,0.6116914707945048,0.6249531945526171,0.6179294734212476,0.6763758988551155,0.28212791877655324,0.12123262422967476,0.0,0.031183911969419748,0.04956619165809592,0.08262061348632777,1.0,0.548611388395639,0.6103587753114816,0.6826076049066071,unknown
AT1G79550,0.059951829173110885,0.0,0.0937591787674977,0.35281682691724353,0.5995532556286701,0.5106415156868201,0.825859967096568,0.7926720524120512,0.8200611112653647,0.7098339814098065,0.06218620609107266,0.002061775705964402,0.07189979020917074,0.19233675779040968,0.32077454002971745,0.42345751484476873,1.0,0.8201768263574638,0.9920261619578058,0.8802301379268814,unknown
AT5G59150,0.6400696910942444,0.8461888244891627,0.8735726172336196,0.5116464408603922,0.685378872746355,0.5154623938513562,0.567333013140343,0.5505164297175,0.462734819257541,0.44532833067219946,0.5644207687789058,0.8464241453210238,0.8565547393898031,0.8737062009541567,1.0,0.6188314141873905,0.41755007202387306,0.6275957515763119,0.2931483506061437,0.0,unknown
AT3G14990,0.05307717647410008,0.04099380332566468,0.15813926339555243,0.33942158066887185,0.4827263272474838,0.6377455231835912,0.77835946072815,0.7792409516387959,0.7314336283926169,0.7088613610710831,0.0867258639003068,0.0,0.06300369735012915,0.2267015107630857,0.36052821388044853,0.5204314572805834,0.7147557839215837,0.8449523003854841,0.8929002565663785,1.0,unknown
AT3G57330,0.8324173049033337,0.49360043972895684,0.26627230133049645,0.1700572164842395,0.1124612072993851,0.09144135393652954,0.028592911778806695,0.015487266043232006,0.009688125481914906,0.0499026751599073,1.0,0.5017268233859414,0.24378363140774323,0.14613903081639168,0.08117417629558298,0.03993172589897032,0.03377998749665739,0.0,0.018201643326688693,0.005183780495686422,Vacuole
AT2G41840,0.705211239719909,0.8383744330654054,0.6522019505051095,0.6304406237296732,0.40466427781525727,0.22793367846645554,0.19169364883675793,0.13963891416737448,0.09503644015909721,0.13244568345609348,1.0,0.7056846216304408,0.6289357480532987,0.5985651496252359,0.3911032515495607,0.28324391204456506,0.0,0.13347512948076845,0.06911928783881058,0.2075137990063672,Ribosome
AT1G72370,0.6787520677764873,0.5251858911221735,0.4540380674133132,0.4607854654528719,0.0759278385978091,0.2191436946161699,0.4475257512242625,0.4067837284002205,0.16641178536081944,0.32494632202806,1.0,0.7598754379496676,0.4651997428004143,0.4931008046976805,0.09000167812035816,0.0,0.18663455978703167,0.27090776523849674,0.30067113680368057,0.19310948659485827,Ribosome
AT2G32720,0.8055533413179946,0.9765515713501894,0.8781966182221812,0.5946825380072228,0.4920028156888733,0.35103762799840726,0.13793926517843644,0.08814305645856824,0.05753925920538137,0.08528932057255566,0.6636951730571994,1.0,0.9476500561172723,0.7776630910448331,0.5353024154958418,0.34853480633482153,0.0018785457038456178,0.08713110646475099,0.10508023083018223,0.0,unknown
AT5G17770,0.5912461826284023,0.6778259758873204,0.7137575144725289,1.0,0.6312573723577782,0.6169522084122762,0.03976472956778792,0.1585809323208036,0.074166907649127,0.023174103694293402,0.574363109047396,0.7813608215077573,0.7665460493842854,0.7478701430542865,0.6192299351688751,0.5334842699731505,0.3777502314215725,0.06659049585115248,0.0,0.059530871581842476,ER
AT5G02870,0.8770203862895867,0.7474456357060946,0.5325669540239809,0.4815423686765047,0.5034764359502846,0.4635205999240418,0.0811455849656064,0.24682189954509925,0.1500216082122808,0.1425008237407948,1.0,0.8013036345619944,0.7625025679555559,0.5459625435077137,0.5175467300851797,0.4006056200665034,0.043133351387956737,0.10533691828367257,0.049670951303515516,0.0,Ribosome
AT5G58070,0.4015718716042528,0.8062001748215504,0.254917774710058,0.09871234993648138,0.4700132144405311,0.9566990863601755,0.6806426639122911,0.6087120596864878,0.5847829133783967,0.642593411057478,0.45288306370256065,0.5166638209261976,0.7801121134514454,0.6481836211558143,0.8119188764053511,1.0,0.7112862999051496,0.3169483447857808,0.2668493915247648,0.0,unknown
AT2G45470,0.6107238394914979,0.8248658366740294,0.7443651664037536,1.0,0.8866611311498875,0.5124950330718642,0.15482812814051572,0.08030966928179395,0.25774347711564166,0.0,0.7138232744082181,0.8182395038666963,0.7554089964281607,0.6738207936895109,0.6230756680310402,0.36217415641266326,0.040985863447873264,0.5148339280817291,0.4863968089189665,0.08323327717141005,unknown
AT3G07390,0.5777657117965449,0.4927129857116736,1.0,0.46119970677827377,0.4913438727866697,0.2892774879714697,0.45747765091966125,0.10888287945067969,0.3209227896367342,0.14133755097588252,0.4876023431083675,0.6713172522474884,0.7275399792060966,0.46153718118011006,0.6022464142465181,0.7106027968655997,0.0,0.2873583545300211,0.31679242981971445,0.07592388482367324,unknown
AT2G47000,1.0,0.7941464830399585,0.6885829367384679,0.71116784641485,0.6964801618216737,0.4167158879151205,0.2882905111350642,0.08315323567129437,0.04846850305753989,0.08476159160401091,0.8691570531213362,0.9126518854084427,0.7657503388881879,0.49106464847888653,0.38197703639834674,0.36500486044534564,0.6558446385666957,0.1723037483186218,0.19801294777211703,0.0,PM
AT3G01290,1.0,0.8526286601866006,0.6517949398660182,0.5274356181979182,0.40693877678925006,0.3543129101155876,0.1327816694341327,0.08782762493159671,0.24789078055425198,0.03657386726498732,0.7190100015128627,0.6890902593002722,0.6274380046025468,0.5487466534592159,0.3808260262413713,0.26119878291221255,0.23320946393437528,0.09565612353905198,0.0,0.7430095318384342,PM
AT1G65980,0.11371603374599855,0.0,0.11898929635694695,0.2621365151111482,0.289529661363897,0.45671753394230813,0.6668841220582286,0.6364631102355711,0.8475115367809182,0.6499848098190074,0.07026250915223821,0.04899422980619443,0.10357747735293057,0.2244495735455431,0.3335221965963227,0.34372650671592747,0.5698188859390798,1.0,0.765459071581072,0.5821221687247158,unknown
AT3G11130,0.22809768477303496,0.4119947502755248,0.5459063796559062,0.5080579138162125,0.434580410745455,0.07336852971253859,0.5578852771946721,0.18201020567096082,0.5380252236272425,0.7254654348964427,0.13576269894229917,0.23494837881557917,0.18037933321397945,0.11418608767095333,0.701205553576931,0.0,1.0,0.5226156542843169,0.6010272591604677,0.7152668333378644,unknown
AT3G44330,0.6624601449812745,0.865277194219673,1.0,0.9590254654231491,0.7647261662089201,0.5344640830917933,0.2671140435710313,0.08247715390319092,0.02149529437148783,0.0,0.5436682769802955,0.8797652939828299,0.8968437602070041,0.7703535714351444,0.6265190809877365,0.4489614337770926,0.6045727297322255,0.21748823227490297,0.07634894575755109,0.09251822063573814,ER
AT3G60600,0.8389319737755929,1.0,0.9532844665787197,0.866280036893642,0.6413121494818299,0.5564797049483108,0.19929602057168128,0.12033230162339795,0.1062321154574715,0.10240922635762902,0.7182466199910117,0.9705847330304518,0.977926884848904,0.9153396448156699,0.6565845209301598,0.5056061294531302,0.4116982979674804,0.05317492372269018,0.175396240928777,0.0,ER
AT3G02090,0.1909905015796707,0.012748024465129475,0.2459914639096638,0.5072836164769521,0.713051728598534,0.6000550339554774,0.6899009157144844,0.7848206850485584,0.9766271311716558,0.9655457920410494,0.0,0.23460946083942621,0.33054609498573173,0.45086147699778156,0.5060104726436173,0.5430784352559688,1.0,0.8478751875552376,0.8632969466161313,0.9107368180672816,unknown
AT1G09080,0.32443548459982896,0.30636090790234477,0.48120544422750056,0.5039104639814006,0.3911698385737105,0.5667415129374105,0.8333810832338362,0.6020423371061004,0.4689166596088057,0.06576741451276265,0.3682531943143044,1.0,0.5092998571383504,0.4950644296948137,0.5766605965653597,0.5717352251136423,0.0,0.0,0.35904105095093186,0.6638767974502294,unknown
AT3G54840,0.6694345430075982,1.0,0.6747681993738239,0.4824172190236689,0.41771668250010996,0.2617562789501718,0.13140952563852415,0.17392152288219814,0.038902199028078746,0.0,0.8437291142742842,0.6126390406758252,0.361298063029277,0.42163614982186853,0.38772846678981016,0.3717564871361446,0.4871168918866152,0.20687913908896816,0.09743180820278027,0.06011102957439347,unknown
AT2G32920,1.0,0.8480082750186789,0.7955717320468254,0.7572664630865923,0.5243151961516439,0.39164466066042486,0.07249480553369682,0.14340660807949795,0.03333036599086594,0.009099471773488674,0.8670465595576554,0.9275265177325049,0.8855749213932275,0.7475795789529495,0.5347778074481002,0.3588011700980048,0.10663847789039733,0.08745982972349403,0.059732736484758985,0.0,unknown
AT1G51980,0.028338898662805034,0.0689591913681041,0.12845285227743286,0.3003864755857484,0.40257609598706445,0.47967626321598994,0.8144052668886556,0.8256760801448852,1.0,0.9273471835680986,0.0,0.1663541875291147,0.2950879599673038,0.26440583930614514,0.40802742708936,0.4957243180793519,0.8136814380545833,0.9449257198370293,0.8194418028570181,0.7681696149788774,Mitochondrion
AT5G42080,0.6556226151884637,0.9136878822182636,1.0,0.5357795615705244,0.3527228731881653,0.6184144546971814,0.42177094682150157,0.5463852694259608,0.3135005121143237,0.2533652245109629,0.7617132450626748,0.8385335407208843,0.9686378902090848,0.8598198002924154,0.7471962129657639,0.5743448593843387,0.3562113784517255,0.43078454959369805,0.0,0.07400786305476255,PM
AT3G17020,0.5026128031259727,0.5271044805691705,0.5312113895747904,0.4434485087121503,0.3075784413646458,0.34823000404764687,0.939719075400926,0.9044602664589643,1.0,0.4469340857081651,0.7314781087233161,0.689473000313738,0.757327409123651,0.8235166580090307,0.7462350473732468,0.3137049259317023,0.0,0.3886379000540696,0.9321926026066357,0.5687334028270418,unknown
AT2G29960,0.8091352764007792,1.0,0.9617052976160275,0.7945647536661703,0.6287722355932593,0.4759504366916273,0.12450081930236533,0.08114260241334592,0.08377239434719337,0.0,0.6587621950259889,0.7228592265860508,0.7197658085076482,0.6675612969024327,0.4989990660756436,0.4179054311344143,0.6603734511586505,0.2704974853046684,0.2090159041727137,0.13380394428413753,ER
AT2G16600,0.1869368739631404,0.026896319447196636,0.3022853973660157,0.6590744678850639,0.44307954327106286,1.0,0.19420549815537236,0.1216957032345349,0.2346851223680586,0.031243724022821003,0.0012615665872569516,0.0,0.049691552760924886,0.22011736908718096,0.25709532592482537,0.4094501791575654,0.6889041794341038,0.5575707268058302,0.5297220160016994,0.48628973395387914,unknown
AT1G73260,0.32899907120139193,0.0,0.22040478539636324,0.7369267412032442,0.8966466883758349,0.9188783241140613,0.5443633052041953,0.5897296615737713,0.7951228859397185,0.5659153971485191,0.18736800633455203,0.06992127191050025,0.23975844603494373,0.37986493272854793,0.5287111218122886,0.8608932144793843,1.0,0.9584441758661605,0.6496539890426123,0.7223717019481104,unknown
AT5G19550,0.20089453097192778,0.045052535197755914,0.01916854228974858,0.06701727351779853,0.1506555926230532,0.28230963905528744,0.6680435308923708,0.8861496167752617,0.8834977629374718,0.9559628019422458,0.14476803980013422,0.038548208041393084,0.0,0.02454403741536786,0.11964620436024599,0.23225518356068142,0.8298153020355683,0.8918171283739735,0.8773577226155574,1.0,Cytosol
AT2G20990,1.0,0.6184157334615327,0.6529077915349755,0.89190143476786,0.35232826864933847,0.16292801640859997,0.20790770487451238,0.14252698553414725,0.3240585126061265,0.0,0.5599040069545224,0.7169558336184094,0.641848345697536,0.49561727386181037,0.33658274017440215,0.24538623239988153,0.18203451678614957,0.13276004168354816,0.962150273084577,0.07973517460054799,unknown
AT2G45140,0.7893766477109647,0.8006504475261257,0.8667542552938653,0.9090134515030097,0.6165805731439343,0.5190387526147406,0.0,0.393188856548565,0.1383601210586204,0.17503401235492352,0.7203401657298845,1.0,0.9241126449346484,0.9130645311582081,0.7191634742997334,0.5862749503921522,0.12440955601282302,0.07045844723575996,0.04331158384793528,0.1068617876207745,ER
AT3G08530,0.7216275866417087,0.9659163440272397,0.3681464677277918,0.3164253435240105,0.13954534078681344,0.20369807638856052,0.0892495120523172,0.0,0.18377255736869227,0.20862938311956652,0.2371091814896273,0.4387448413252186,0.2787996314010335,0.20165645023202736,0.17313534786431337,0.09356208920417902,0.2689957292804361,0.24097521106596523,0.26403212977390056,1.0,unknown
AT3G09630,0.8007970443947231,0.7423751277706335,0.5334609613187871,0.532898996435372,0.4587313915272742,0.41480797926372426,0.15630700918370413,0.22102044311043373,0.13324329863987713,0.10835649691438254,1.0,0.7534001035846539,0.6659843854311284,0.48253694331600583,0.5385683758304256,0.5008999227028633,0.08754818662266367,0.060253687586316544,0.0,0.012807156211805192,Ribosome
AT5G67500,0.1211451082636097,0.09621215259968091,0.20872114143954731,0.47884657558154636,0.6578478176188169,0.8013817782126262,0.7778049421264104,0.7351911310938868,0.8079739720764887,0.731762783577859,0.0,0.10252370980653844,0.2216668686524513,0.34320061616530706,0.5041110435537499,0.612671276199599,0.8160336226287975,0.861922661878527,1.0,0.9547575887859563,Mitochondrion
AT4G38220,0.8413554732776923,0.9239432744094989,0.640726862763727,0.5658839210962356,0.29278818109060356,0.20693369554899604,0.14184205684227005,0.10841522635160708,0.05698078409611015,0.08117642110880353,0.9255722684380495,1.0,0.7394149983454299,0.6008259688372085,0.21563269155356815,0.16626174110962838,0.04630784276253225,0.08050025403790333,0.08553014357111016,0.0,unknown
AT4G37370,0.9121990202070367,0.767956947216494,0.923552942790354,0.9138082858129671,0.7686266434197064,0.578217147911603,0.08028843054262633,0.056510900819408294,0.07592871607624285,0.053520371762564405,0.7314804355195911,1.0,0.9977885234014945,0.8253608339287047,0.589115314209382,0.47946282764430526,0.26044019658150985,0.16721406424558977,0.0,0.07974719599663807,unknown
AT1G32400,0.7971767175803781,0.658967908747806,0.34575694793249806,0.1680640606344141,0.14213346329335946,0.07751797548153258,0.03299066732998981,0.04742436576442126,0.0,0.023254021931747516,1.0,0.5519394877034135,0.2659425622956403,0.17855803914418034,0.09070908254497455,0.07352130804303882,0.06300520373679407,0.035769631145374695,0.02395630014532181,0.009884516955935105,Vacuole
AT1G67730,0.7360068157768511,0.677201348418019,0.8114921484864881,0.7602274408106758,0.6348915368163764,0.6391222874318396,0.09029951506673096,0.3623765960241225,0.3806435208833446,0.17076628403979746,0.6639038510697575,0.6649714992031543,1.0,0.9369783223924554,0.822887199716074,0.6566068559295668,0.19044320861784264,0.17128940163975945,0.0,0.1559471551856354,ER
AT4G34670,0.7793301680836304,0.7126530690988234,0.6144149246277479,0.4309481621371708,0.3854584953003461,0.37428664470165096,0.12239118550427858,0.16311007654732612,0.13038351483553307,0.12243484782402457,0.5895774391454979,0.5242392476503649,0.4696389069776464,0.4169794990949293,0.33912757706783936,0.27425664986929205,0.0,0.05990566921508638,0.16168608813364274,1.0,Ribosome
AT4G12420,0.6759580844106416,1.0,0.9157847782849123,0.760641076036257,0.6226696409993239,0.38106802126748246,0.1264767610159991,0.10588964415387285,0.0,0.027819831311269815,0.8089435057438699,0.8824783797591832,0.7511322070940369,0.7381004227699852,0.6205979119924766,0.43318218243710777,0.0644650879030735,0.1455324432000383,0.07674575589118449,0.09512994068880304,PM
AT1G13280,0.003937593466626106,0.061970553331785534,0.12605636164859238,0.2054582147946469,0.37062051443737914,0.47765877525515327,0.60725478524096,0.8101382536407591,0.6675279378926251,0.8306989226858204,0.0007807045462553283,0.0,0.10506640486969067,0.21179721681027647,0.3330318321935675,0.4648462187474173,0.4128385434998134,1.0,0.8464174683582502,0.7865435321979795,unknown
AT5G12110,0.2924019291114291,0.3270949960828275,0.2648117461462248,0.0399288687183005,0.08342622501123419,0.1398083816347033,0.2635819832332076,0.4463037927967071,0.402186227530609,0.4979696494850587,1.0,0.21725143593463642,0.11980678564086789,0.0,0.09944704099756524,0.1740148439339154,0.4189037183476952,0.3442338129479838,0.11374201182377243,0.2701141446088381,unknown
AT5G52240,0.6913168296623672,0.5892566651508364,0.7008414737008599,1.0,0.7497448513521576,0.2714432977862273,0.19650999677606248,0.23074579120386235,0.1764785195068323,0.11324511792749992,0.6169362422273995,0.9963541735101453,0.8020454259330977,0.8417130029658076,0.3758640436264322,0.3339903247959911,0.6218994384414767,0.0,0.028909202695284617,0.10187069637505634,unknown
AT5G05670,0.7015303520741748,0.8314952313995224,1.0,0.9275465407077171,0.8373862097303519,0.6434806667401757,0.13594411250995095,0.028781091797692386,0.1643174246170826,0.0,0.5275976314346087,0.7185885625211054,0.8211712084919895,0.8558510509896595,0.8713614370058322,0.7189260106710473,0.44649367559934994,0.06334962760271579,0.14348776709560887,0.1036546493224643,unknown
AT5G20010,0.3868610351439734,0.0,0.19407441761853905,0.46851703157475355,0.5301387876500437,0.6069973603675872,0.7012036286444271,0.719602255213909,1.0,0.9654711651180248,0.4550328087420252,0.38747933901845144,0.47134759036588403,0.5199759147432692,0.6725938291413105,0.7288466752734748,0.6455958194234142,0.5872511870120309,0.7112421207620601,0.3935003968493381,unknown
AT1G06400,0.4805737089170459,0.519156669975062,0.6467216478367646,0.5654012428392116,0.40821655017119574,0.42637866443512334,0.5134117726235947,0.4977127859103633,0.5376695589665795,0.3914613296993161,0.44953591514177793,0.43789053527634,0.48230668327884013,0.5251279586980834,0.5130468406435578,0.4221884119263387,0.0,0.9331482072692171,1.0,0.22345937415339792,unknown
AT4G38740,0.16342595803010893,0.33355329169651005,0.5443926928435738,0.6010275700269403,0.7693594325337275,1.0,0.08286985148672686,0.0,0.10779409009615834,0.01733438201843703,0.1297511000904515,0.09712574988786382,0.14730638132816398,0.4036095032918941,0.2981878409595076,0.5447066924830682,0.667665496249069,0.25652541030038667,0.26065553705328376,0.8142235496995718,unknown
AT2G03510,0.7882541734944238,0.9017929505123543,1.0,0.8105229983134995,0.6396335066741814,0.5100297627992059,0.1337632155035601,0.05501489488074512,0.08478341394269992,0.0,0.6842931221321095,0.9683641790373881,0.9638441735182084,0.8939677733487198,0.5960853439887254,0.35935274994646765,0.29715582468109597,0.14327969825583,0.013785835319546969,0.0036661966338031025,unknown
AT2G44790,0.3961113967584586,0.5262458700127641,0.9327896891170558,0.7770651643680059,0.5469473946189146,0.31635898936201995,1.0,0.20643777642034075,0.6333097544478592,0.0792375845526981,0.6278606598625245,0.8704367317071178,0.9328076294061898,0.8765147862940068,0.8407277167360563,0.8529227176877568,0.0,0.08864722582329132,0.14516022108804733,0.17942595412745355,unknown
AT3G54960,0.805182408729091,1.0,0.7113073098509364,0.515123435213151,0.3780880004531322,0.34254565438178614,0.1368535691247193,0.06824515487638383,0.04595460507356156,0.06033462893904918,0.7742220959388006,0.8214577075062484,0.7940415724106111,0.6342662993006367,0.45221971480661616,0.30477192529683017,0.17891028453040048,0.07990003244337394,0.023845127569182143,0.0,ER
AT3G16640,0.0,0.09606169522660404,0.21481112847295755,0.22019088033280376,0.31091717221301285,0.5010802197825709,0.6298846910066265,0.7705227488341605,0.695225270136367,0.7721349125781228,0.1522537910205018,0.07042275419669246,0.17829095918047627,0.3260353639030697,0.37198176642052005,0.5224816776758532,0.2690730678225367,1.0,0.773979325675829,0.5463100126877458,unknown
AT2G02040,0.926240646185203,0.6285672039331978,0.33119526286406403,0.2397014138561594,0.19470151207030165,0.1614187143774195,0.0,0.06816014121624389,0.08850655629453356,0.06713230180886641,1.0,0.4900966053783364,0.2843288378312434,0.19885998543183947,0.17157614813008662,0.1552811475870679,0.24290975873574217,0.07289259371753083,0.08967867849976625,0.0,Vacuole
AT2G39960,0.7006576640358485,0.9602987069033232,1.0,0.7927766906314565,0.5926760316413784,0.3761743649775977,0.2214109299779428,0.1724242276967831,0.19011392775669633,0.0,0.6241665301671523,0.783923456389668,0.7545788674994243,0.6228837322990515,0.45357912223770835,0.3266047334344146,0.8116451776790337,0.16014693337964492,0.24756895314426022,0.22143503739066894,unknown
AT3G44300,0.24363390708474528,0.11010137101217445,0.011157004721442524,0.6260348277584583,0.14022301456445888,0.24625124973824494,0.4584271569019018,0.5517730026519461,0.5805941520488423,0.6617892284089552,0.2456019957774016,0.1135474192578277,0.029768179514261885,0.008412500330631558,0.0,0.01681183651543859,0.5759014213023895,0.6833429625943181,0.9565986057103888,1.0,unknown
AT1G52760,0.906047139074914,0.7465727483442757,0.7231673294575827,0.9441178191021963,0.8806997928670676,0.9788381259787132,0.3704885499203525,0.2652966647184083,0.38211251150507075,0.18255039745450008,0.8452640469537203,0.693524486247133,0.6095968515555007,0.8039642347137395,1.0,0.43404031505809,0.0,0.824970129864747,0.3880911318246418,0.7804398394774252,PM
AT1G26630,0.46685000645010083,0.5255501098911294,0.5555690468299108,0.4019698819796036,0.48355908244007406,1.0,0.0,0.08095948417151996,0.04034133764558697,0.141650258318923,0.3114705850104632,0.27713680678024116,0.37127207406784823,0.35247703695255067,0.4623954254140785,0.4897904587794653,0.5742990383093416,0.2226426689407647,0.30129440428329823,0.3336707036595862,unknown
AT4G27090,0.7950645023556125,1.0,0.25018825607198375,0.749969282861535,0.5479721404642032,0.4636046245210216,0.1025226365576739,0.05435260034468623,0.048551475302875395,0.03696557696730803,0.7632352567732069,0.8702576100736842,0.7150322963577056,0.4905974527572748,0.366469742891579,0.20479453116532825,0.428380972854099,0.0,0.1580679213315129,0.052355304751144124,Ribosome
AT2G45960,0.5041804482886577,1.0,0.602689465868903,0.391173363875982,0.3867282851255719,0.32404474191246835,0.19036765083418333,0.039199004212705564,0.010548343424214183,0.01971250533213919,0.6277781196949394,0.6615628756734424,0.6753821094843095,0.5131382407974218,0.3832756618296913,0.40374044829570394,0.001061499699895331,0.035163862562409186,0.0,0.1675409824486944,PM
AT3G62150,0.44694823416951074,1.0,0.27406887346563313,0.7823587854291388,0.6850976599142682,0.5357338896756969,0.15224411394991563,0.4589264984892282,0.0,0.61958300827014,0.534547032964752,0.9474047081477821,0.8351382513809822,0.45975939003777505,0.6376069715716778,0.5442662982659836,0.241577793150924,0.23653186518390926,0.1651499466893551,0.35297880597038983,unknown
AT5G11560,0.7202966385541254,0.9704915747022975,1.0,0.7983482978000788,0.6368541495831722,0.465010128090897,0.23427266426256163,0.1381276637405309,0.08477438716250268,0.0,0.724292469656065,0.8767306013212964,0.9405482231022744,0.7944999161722434,0.6651336306781885,0.44635450537329213,0.19625804263652954,0.2898228387121694,0.11230866506941309,0.002226623586265983,unknown
AT3G03270,0.9847655545272285,0.8121672670112939,0.9475789549928737,0.9904508080703915,0.6557861276008133,0.7841988278428605,0.164916487211,0.10041367443683219,0.10925844895442308,0.0,0.7692303335236926,0.8960760870679713,0.915360822843876,1.0,0.7300377199352287,0.5031198427315129,0.6210302987224344,0.07490118267982092,0.01419957447584224,0.02558026554818672,unknown
AT1G65930,0.1781931963666755,0.09501421217803885,0.02924464320440094,0.0,0.07658914228732372,0.2112831943141672,0.6476631043149367,0.8532210535708393,0.9869406032207079,1.0,0.26868675255066715,0.08163604077470397,0.0031685775395312163,0.008259268848453474,0.08166277606806,0.2373095508917861,0.7581355535048325,0.9287067251163826,0.8367272956857804,0.8738566084768928,Cytosol
AT1G52600,0.41009482849822576,1.0,0.8309523945231809,0.6938554459628191,0.6731597253485819,0.4264524039689043,0.22334693771054434,0.0,0.030407956156255165,0.014710893603257134,0.34214484733913564,0.6872845047820836,0.7266644914584558,0.6291676936003645,0.39570032755351275,0.4772495245539677,0.5064420406609581,0.17967501855826748,0.14906823852117712,0.2095839091638386,unknown
AT5G65270,0.707495886530339,0.631357146250437,0.6241008478170891,0.712903881466535,0.5010858655923347,0.489848196525989,0.4336214131408518,0.5135867077783713,0.37712049731797587,0.30255951577469176,0.5873978647859077,0.7766121206331505,0.6740933781978176,0.7463252415832128,0.46699434432350595,0.2841327159954704,1.0,0.26988321545710703,0.48824107721844273,0.0,unknown
AT4G23630,0.07402690418139109,1.0,0.1744121441043987,0.059939104531535246,0.4668851183311223,0.3776427930435563,0.12630488423429562,0.04098370315994739,0.10899223181031169,0.06756454939799776,0.49776153866970907,0.8022517478073233,0.709519183056286,0.09194417488035372,0.0,0.19754868636044778,0.055241402114276306,0.08986942010285348,0.049794206966125985,0.002821062947239003,ER
AT3G60900,0.723678347601099,0.6584340638967369,1.0,0.5670718456636809,0.581606368805921,0.7186735744500733,0.009951587411414319,0.2332950252564056,0.0,0.33422105806894964,0.6625756326971682,0.6290296969894044,0.638209409858008,0.5320226712641197,0.8059281604086094,0.38537143853102146,0.27522246113085874,0.24840832624339187,0.558347928084916,0.09181615661864656,unknown
AT5G57655,0.7001635265172481,0.6412958516212715,0.6080385216953332,0.47913076403478133,0.3097201100791834,0.29603564468794624,0.3705995452489846,0.3101521974115141,0.2479528735465518,0.039774238636764686,0.6188110539898506,0.6842861008205599,0.4775497724193044,0.4106890618728946,0.13743301779088182,0.0985411416707271,1.0,0.0,0.22987736605541664,0.3456757643316198,unknown
AT3G12500,0.19344830277076455,0.0,0.0686230007165443,0.17079653331571998,0.169521979215343,0.2657859483284732,0.847611631741098,0.6603588463307432,0.6541792730113987,1.0,0.2509760625846624,0.12834809897019292,0.11628916525888347,0.18472745074401437,0.2705547875733348,0.35540458428617766,0.8060823267044742,0.608297966901653,0.5859185763984446,0.7237264896737059,unknown
AT5G07340,0.7076315253839689,1.0,0.7009721719841882,0.6757556375154059,0.43543916177899544,0.3678888841695889,0.21602363570965855,0.1433352975912203,0.05889761790558057,0.12263114152880857,0.61265642459576,0.8180775086418061,0.8446250816822796,0.6742703152178058,0.506300506710519,0.40667684214479316,0.44364586572073567,0.057972856194253734,0.06434967265946222,0.0,unknown
AT3G55360,0.5168401827763436,0.8363457148627037,0.9406325889607893,0.8719636043709882,0.9535900555660319,0.9124897459524522,0.2250899868499886,0.25963228333100197,0.13783761468587283,0.20134323226998788,0.6697631624755536,0.8613622530518156,0.996829321105344,1.0,0.9547328783005389,0.8014481480545448,0.0,0.3151870417166813,0.13986121241597324,0.1165809822196454,ER
AT1G07810,0.6950591868851425,1.0,0.8544508555170877,0.6547846489130474,0.6296128572934385,0.5900328515848896,0.049066753324399706,0.059202229436979247,0.0,0.043984400874881424,0.5623839055840939,0.8521014764288135,0.8324354586172032,0.6923892665297561,0.598592827372326,0.5230220912935517,0.26440002806487206,0.13018181378753219,0.05275806429419172,0.06792885840372652,ER
