Protein_ID,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,markers,DeepSP classification,DeepSP score,Curated DeepSP predictions
AT3G18820,0.21754675699999998,0.204423005,0.164643169,0.131318596,0.107761459,0.080100083,0.025932471000000002,0.021539562999999998,0.021411574,0.025323323,0.225009722,0.160287995,0.12550803,0.12797029199999999,0.10673683199999999,0.08720971400000001,0.0,0.048963705,0.038962958,0.079350752,unknown,Ribosome,0.9138602614402772,Ribosome
AT4G36750,0.16959047,0.187455906,0.14929731599999999,0.123079976,0.104941949,0.081633365,0.051659128,0.051875288,0.041134013999999997,0.039332587999999995,0.195804723,0.153296515,0.131029199,0.122158136,0.102029199,0.079165933,0.073146399,0.04676393,0.046416332000000005,0.050189633,unknown,Ribosome,0.4863935261964798,unknown
AT2G30930,0.297007627,0.219925868,0.13192831800000002,0.112257397,0.072478367,0.051727647,0.031435529,0.036518447999999995,0.01946294,0.027257859,0.355339478,0.180577,0.116288405,0.072953936,0.064624454,0.038187564,0.061387629000000006,0.039065089,0.037139913,0.034436533,unknown,Vacuole,0.9487901329994202,Vacuole
AT1G52280,0.220113207,0.153265848,0.12259239699999999,0.08897537800000001,0.089927511,0.075205023,0.035388716,0.044691395,0.066625645,0.10321488,0.27297869,0.172827769,0.129962608,0.098814294,0.103518575,0.08620857400000001,0.029204935,0.03469173,0.037446676,0.034346149,unknown,Ribosome,0.4893729984760285,unknown
AT1G77120,0.069231405,0.064744596,0.050734829,0.054284350999999995,0.073632213,0.100173304,0.110615288,0.136603217,0.154507372,0.185473424,0.059070450999999996,0.041030535,0.035545924,0.03668696,0.04935802,0.076593415,0.198080299,0.177826526,0.154408092,0.171399778,unknown,Cytosol,0.9089106023311616,Cytosol
AT5G20290,0.151152344,0.170790003,0.130503697,0.112613788,0.110195529,0.07790894799999999,0.070034106,0.067204237,0.054804352,0.054792996,0.153353417,0.143191464,0.112488189,0.112754891,0.08762016,0.081920639,0.095507349,0.08355470200000001,0.073386279,0.056222909,Ribosome,Ribosome,1.0,Ribosome
AT3G25220,0.18214418699999999,0.158810995,0.163160961,0.132870859,0.09115547,0.076317016,0.05517266,0.04825519,0.045911596,0.046201065,0.153532006,0.199253232,0.161486973,0.12461708199999999,0.085834729,0.08420878300000001,0.0544679,0.045808592999999995,0.046513824,0.044276878,unknown,ER,0.6868272870779037,unknown
AT4G39080,0.29206354100000004,0.206194505,0.124410367,0.081166534,0.074899248,0.05223296400000001,0.05392638599999999,0.038661376000000004,0.045988996,0.030456082000000002,0.343426305,0.20575085699999998,0.10936118800000001,0.07340348299999999,0.058981368,0.055962766,0.048231665,0.036438972,0.037292376,0.031151018,Vacuole,Vacuole,1.0,Vacuole
AT4G20260,0.111267675,0.146568779,0.135129441,0.117100522,0.105857739,0.09415644699999999,0.08319784599999999,0.07939682099999999,0.065410553,0.061914177,0.111102224,0.12322345800000001,0.144225042,0.125927575,0.100610794,0.08714167099999999,0.100135904,0.066525488,0.075494105,0.06561374,PM,PM,1.0,PM
AT1G07920,0.096272065,0.11283542699999999,0.12220501,0.094867828,0.09957560900000001,0.09917449800000001,0.094257416,0.089743467,0.09311580300000001,0.097952877,0.098791091,0.095846136,0.09950494300000001,0.09908745199999999,0.097375461,0.104225283,0.102245689,0.108123018,0.092328565,0.10247236300000001,unknown,PM,0.5839997492730618,unknown
AT2G31390,0.057429557,0.02838397,0.033865488,0.047712628,0.065643335,0.092668951,0.15006754,0.165552496,0.180529982,0.178146053,0.065909733,0.042085947,0.03782709,0.05302351,0.07502433900000001,0.10516421699999999,0.117643866,0.17730554,0.180124891,0.145890869,unknown,Cytosol,0.9508491456508636,Cytosol
AT5G62690,0.135243432,0.099287835,0.127217939,0.11584962300000001,0.113866805,0.095528604,0.071708389,0.075366346,0.08461383199999999,0.081317196,0.09781353300000001,0.11234245,0.110064334,0.105214219,0.091791296,0.10182049300000001,0.1063188,0.082122822,0.08541810300000001,0.10709395,unknown,PM,0.6245920285582542,unknown
AT3G19820,0.224207495,0.188731562,0.119522327,0.109777326,0.10000714,0.076914233,0.055873179,0.044403273,0.041299944,0.039263523,0.242637532,0.183622222,0.132958978,0.105640416,0.082948068,0.07327441,0.054474247999999996,0.042053834000000005,0.045132742,0.03725755,unknown,Vacuole,0.4618906378746033,unknown
AT3G16420,0.070223765,0.065401115,0.066584404,0.082888205,0.09347150300000001,0.09711250099999999,0.131472862,0.139184906,0.123395466,0.13026527300000001,0.063219943,0.049969645,0.057684728,0.07217375,0.080505631,0.09084097699999999,0.142114766,0.164233259,0.147382859,0.13187444199999998,unknown,Cytosol,0.551263727247715,unknown
AT3G42050,0.328682546,0.18183760899999998,0.12088011,0.082883658,0.074583382,0.069493721,0.043198003,0.035048986000000004,0.027478758,0.035913227,0.34578611299999995,0.184104233,0.11789899599999999,0.089720386,0.07710278599999999,0.056690779000000004,0.066389941,0.022203349,0.020008346,0.020095072,unknown,Vacuole,0.94466595351696,Vacuole
AT4G21150,0.10015589,0.13271019,0.13708842599999999,0.11952191300000001,0.11211074900000001,0.103391245,0.083065005,0.073538205,0.06957166299999999,0.068846715,0.09305066099999999,0.115088454,0.132484329,0.12191435800000001,0.111814236,0.102839856,0.083343707,0.08464299,0.074080946,0.080740464,unknown,ER,0.4977029487490654,unknown
AT5G41290,0.144842107,0.138346994,0.160367098,0.181007296,0.159940748,0.132083334,0.017506058999999997,0.031559462,0.01341745,0.020929451,0.154422545,0.16810879899999998,0.165765449,0.154910247,0.145981896,0.12456829300000001,0.025090981000000002,0.023397274,0.015767192,0.021987324,unknown,ER,0.6729090213775635,unknown
AT2G29550,0.104733878,0.09032435,0.108441965,0.093912984,0.09121701,0.078433102,0.114779602,0.101166885,0.106690225,0.11029999900000001,0.10928532,0.112545101,0.097578626,0.097132665,0.0795844,0.075983729,0.09403729,0.103396404,0.127237839,0.103218627,unknown,Ribosome,0.3707946464419365,unknown
AT5G62200,0.312425734,0.20882449399999997,0.135100882,0.082389697,0.067516545,0.058528642,0.041088532000000004,0.030910008,0.034249511,0.028965956,0.35297274799999995,0.19009442399999998,0.111792185,0.07351513,0.058443453,0.05406471,0.049994496,0.036501386000000004,0.041055447,0.03156602,unknown,Vacuole,0.8814029693603516,Vacuole
AT5G02490,0.10481225400000001,0.09854401199999999,0.0,0.09295730599999999,0.104220823,0.11606232,0.096433861,0.11383996800000001,0.133092169,0.14003728699999998,0.07503491400000001,0.05546287900000001,0.07975529099999999,0.079805735,0.07537544,0.105033006,0.31739549,0.043445709000000006,0.073433736,0.0952578,unknown,Cytosol,0.3653724193572998,unknown
AT1G75780,0.18600294,0.10164911800000001,0.161272331,0.197726455,0.128189539,0.107450067,0.030259737999999998,0.024583234,0.053493579000000006,0.009372998,0.069676022,0.124659344,0.162735472,0.160033886,0.08486298800000001,0.058295880999999994,0.056611232000000004,0.156515199,0.073636937,0.05297304,unknown,ER,0.8412557989358902,ER
AT5G54500,0.132086935,0.12134439699999999,0.11022921699999999,0.096200599,0.082492058,0.07209027900000001,0.125906545,0.121206609,0.130335213,0.008108149,0.14568256599999999,0.11980649199999999,0.111380656,0.093166899,0.080391264,0.069082915,0.050927808,0.102302987,0.120838001,0.10642041099999999,unknown,ER,0.4124492108821869,unknown
AT2G36530,0.049713314,0.030385548999999998,0.027833119,0.037809302,0.049585730999999994,0.071444306,0.17385104,0.165863935,0.2026103,0.190903404,0.050177723,0.03167139,0.024643327000000003,0.029323823,0.041924081,0.063793096,0.158894216,0.202464851,0.204685402,0.19242209,Cytosol,Cytosol,1.0,Cytosol
AT1G56330,0.226915571,0.074991908,0.126882952,0.134485451,0.092633799,0.06294531,0.260062912,0.021082097,0.0,0.0,0.17219897,0.19072566100000002,0.135172402,0.123136207,0.059111098,0.018114388000000002,0.107704374,0.19383689899999998,0.0,0.0,unknown,ER,0.9885399341583252,ER
AT5G44340,0.09954639300000001,0.140920897,0.104760275,0.08622035800000001,0.086275826,0.076798153,0.098815851,0.102599623,0.105131986,0.09893063699999999,0.09589715,0.10608309199999999,0.101741822,0.086312145,0.079148487,0.090272407,0.11006015300000001,0.103818539,0.100387689,0.126278518,unknown,PM,0.3939779959619045,unknown
AT3G55440,0.054083832000000005,0.057908093,0.055839743,0.071518736,0.126226361,0.18336601,0.09487253,0.12005888199999999,0.11181049,0.124315325,0.060619295999999996,0.04481575,0.057889655,0.08567468800000001,0.126668892,0.167255879,0.104635953,0.110338319,0.109623054,0.132478514,unknown,Cytosol,0.3702937252819538,unknown
AT4G20890,0.09069651699999999,0.13711078699999998,0.10565373199999999,0.089006134,0.093476401,0.09101316699999999,0.119350299,0.068035162,0.1042375,0.10142030199999999,0.113436281,0.105080879,0.093506615,0.098916904,0.098476027,0.11759583800000001,0.06691570599999999,0.09373580000000001,0.092074671,0.12026128,unknown,PM,0.5033737830817699,unknown
AT3G12580,0.070332433,0.087443175,0.10305288300000001,0.050222341,0.08548488,0.126503525,0.107048296,0.137010716,0.106680864,0.126220887,0.071955713,0.062458065,0.046287685,0.038019103,0.075867348,0.09243248,0.252602128,0.11299939199999999,0.099261819,0.148116266,Cytosol,Cytosol,1.0,Cytosol
AT1G11580,0.104255351,0.124707048,0.079161097,0.089604901,0.101295682,0.097957454,0.100244625,0.109257354,0.092032017,0.10148447099999999,0.116241082,0.104507511,0.097408965,0.09471258099999999,0.09775844,0.09935822,0.092474717,0.097906147,0.09661455099999999,0.103017786,unknown,PM,0.4639329239726066,unknown
AT4G34180,0.24624233199999998,0.171380852,0.169256555,0.149995301,0.098919126,0.056582785999999996,0.036082759,0.008999181,0.034433337,0.028107772000000003,0.22070646600000002,0.22366830899999998,0.180585574,0.148988644,0.097010648,0.068320785,0.021781985,0.010059914,0.012226156,0.016651518,unknown,PM,0.360428617335856,unknown
AT2G47470,0.13648015800000002,0.13595612199999998,0.141043909,0.11938197,0.093015844,0.083247483,0.086914023,0.077030501,0.066010654,0.060919337000000004,0.11076993199999999,0.157098305,0.158541257,0.142222955,0.113449609,0.08439327,0.046901310999999994,0.062539153,0.071841192,0.052243015999999996,ER,ER,1.0,ER
AT5G48580,0.12490748199999999,0.187589657,0.18019477600000003,0.12186025699999999,0.111458209,0.090021975,0.053355992000000005,0.051985300000000005,0.04514931,0.033477042,0.09806254199999999,0.12644317900000002,0.11900317099999999,0.103180174,0.087729389,0.074955704,0.27780338,0.03801004,0.034727915,0.040084505,unknown,ER,0.8071935325860977,ER
AT3G52930,0.085285465,0.045859344,0.044692617000000004,0.029075569,0.03320896,0.039255605,0.085245603,0.18192264600000002,0.205597145,0.249857045,0.06623076900000001,0.043665617000000004,0.032585833,0.019834429,0.033138368,0.037512351,0.194918843,0.151165676,0.209862825,0.21108528899999998,unknown,Cytosol,0.9108434021472932,Cytosol
AT1G49300,0.21041586199999998,0.168156781,0.127582698,0.10884135699999999,0.105327252,0.076842406,0.035651085,0.065938443,0.047392979,0.053851137,0.24562406,0.153595445,0.10197581300000001,0.09935571800000001,0.07204139700000001,0.06529995599999999,0.123879554,0.044308605,0.042630883,0.051288569000000006,unknown,Ribosome,0.5370762310922146,unknown
AT3G03520,0.284824092,0.208248245,0.11880441800000001,0.090174048,0.08385511799999999,0.06191934,0.040462491,0.036564265,0.036039705,0.039108278999999996,0.317926439,0.190159143,0.11888476199999999,0.092351379,0.06821970299999999,0.057969263,0.060957829000000005,0.035190437000000005,0.028169327,0.030171719,unknown,Vacuole,0.9189163446426392,Vacuole
AT3G09260,0.171042558,0.134358423,0.11314659099999999,0.165617113,0.08490934800000001,0.092665026,0.053393900999999994,0.074907405,0.067803001,0.042156633,0.158333222,0.189095399,0.137704351,0.131350599,0.085984201,0.064196777,0.09463724300000001,0.046704953,0.052255844,0.039737411,ER,ER,1.0,ER
AT1G09630,0.095714905,0.094487534,0.0425371,0.100573889,0.109420965,0.13515312599999998,0.095960023,0.124100612,0.09466816,0.10738368699999999,0.12975794300000001,0.125001721,0.132964896,0.131983325,0.11165503,0.094866844,0.073013412,0.065325827,0.081034106,0.054396897,unknown,Ribosome,0.4906876422464848,unknown
AT1G02130,0.166402619,0.131357815,0.072153258,0.134931565,0.133294759,0.11308301300000001,0.07046652,0.071761883,0.063542617,0.043005952,0.141306402,0.15057741300000002,0.135396412,0.122209692,0.139629954,0.117627204,0.063250439,0.065229146,0.023210902999999998,0.041562435,unknown,ER,0.4012426910921931,unknown
AT4G34870,0.07009135,0.071040879,0.084471614,0.105152675,0.119516126,0.13715402699999998,0.104273554,0.111094415,0.10540889199999999,0.09179646699999999,0.071957977,0.078958637,0.085805391,0.107482479,0.116713946,0.12174162699999999,0.103385147,0.09952071900000001,0.10293055400000001,0.11150352300000001,unknown,Golgi,0.5104213133454323,unknown
AT2G31610,0.19171471899999998,0.138430061,0.132124279,0.132803432,0.11804689300000001,0.10764683,0.04342373,0.048758862,0.039181042,0.047870152,0.21772407,0.166391473,0.150244952,0.144132748,0.13071555099999999,0.098591735,0.019605569,0.0,0.046228109,0.026365793999999998,unknown,Ribosome,0.9262870997190475,Ribosome
AT5G19770,0.204031264,0.127111313,0.135295394,0.123040901,0.12087810800000001,0.10231177400000001,0.042623500999999994,0.041939676,0.052858589000000004,0.049909482000000005,0.146652895,0.139740203,0.14524272400000002,0.114347276,0.107487524,0.10953157699999999,0.04340954599999999,0.063654846,0.061661840999999995,0.068271567,unknown,Ribosome,0.5646862909197807,unknown
AT1G56070,0.0594181,0.03773809,0.041017789,0.059085812,0.06640341599999999,0.07791709200000001,0.154182668,0.15327655699999998,0.17525069199999999,0.17570978399999998,0.065486018,0.048382629,0.043056158,0.053576381,0.069158404,0.082608196,0.135101685,0.16093317699999998,0.17473247600000003,0.16696487599999998,unknown,Cytosol,0.934616968035698,Cytosol
AT2G21660,0.053681575999999995,0.051723202,0.052309453,0.068471303,0.074450898,0.08597444800000001,0.14782455,0.166122055,0.15313702099999998,0.146305495,0.081630829,0.064343348,0.064297498,0.07389321,0.088398395,0.095604324,0.093683889,0.135581165,0.160690495,0.141876849,unknown,Cytosol,0.8618281483650208,Cytosol
AT1G54270,0.08337253900000001,0.039106768,0.046028574,0.036141446,0.034157051,0.0,0.181992457,0.17559092,0.22510242,0.178507825,0.076470069,0.072716345,0.080517031,0.050089260999999996,0.087892165,0.12214926699999999,0.10931312,0.146921319,0.12796738,0.125964043,unknown,Cytosol,0.6863165646791458,unknown
AT2G24180,0.115743632,0.136238539,0.130612932,0.126901038,0.11368991699999999,0.09138181699999999,0.084547796,0.072127459,0.066548506,0.062208364,0.120236372,0.129103285,0.124667969,0.12295197599999999,0.109383823,0.09162560800000001,0.082813435,0.07361501200000001,0.070595563,0.075006958,unknown,PM,0.6207591593265533,unknown
AT5G15090,0.036683268,0.039629978999999996,0.062688877,0.07265624799999999,0.097223255,0.11532450699999999,0.150164928,0.143741867,0.138048262,0.143838809,0.030646764,0.040807685,0.047502790999999996,0.065379805,0.081895565,0.09920312699999999,0.15852327900000002,0.16344846,0.150982109,0.161610414,Mitochondrion,Mitochondrion,1.0,Mitochondrion
AT5G56030,0.042760484,0.04813695,0.042455879,0.050293446,0.08534626,0.116398296,0.126166149,0.179554502,0.143877737,0.165010298,0.068615451,0.039736925,0.048584605999999995,0.071127988,0.103074239,0.148239945,0.136913316,0.14383534,0.129449529,0.11042266199999999,unknown,Cytosol,0.8838528692722321,Cytosol
AT3G53870,0.11526878,0.158847718,0.125737464,0.073679523,0.126452042,0.15182072,0.064619039,0.0804181,0.046364073,0.05679254,0.178498949,0.15913474800000002,0.135310086,0.127904034,0.130988956,0.121783844,0.016434977,0.066452788,0.024099033,0.039392586,unknown,Ribosome,0.6962385885417461,unknown
AT5G62390,0.121292031,0.138875542,0.110573531,0.108857162,0.127077912,0.12256383400000001,0.053911771,0.075465847,0.064250345,0.077132023,0.130957994,0.12788218,0.124404349,0.117350963,0.116299068,0.11452866199999999,0.079838047,0.074807031,0.06244005,0.051491655,ER,ER,1.0,ER
AT1G53240,0.050570722,0.052939578,0.074757185,0.099163587,0.12114287,0.167449105,0.083332075,0.107430569,0.14128154099999998,0.101932769,0.054713295,0.061221421,0.08385005599999999,0.096748759,0.129845133,0.161332324,0.104129006,0.099871696,0.087096479,0.121191831,unknown,Plastid,0.3793202340602875,unknown
AT5G61790,0.12397457099999999,0.153091547,0.144528653,0.09997222800000001,0.107615175,0.10171518800000001,0.079375511,0.07196499,0.058321379000000007,0.059440757000000004,0.125515214,0.14202414300000002,0.142746772,0.132799854,0.110720549,0.089749259,0.066258586,0.07071886299999999,0.066164391,0.053302367999999996,ER,ER,1.0,ER
AT3G15950,0.090646072,0.101407333,0.079803051,0.087780502,0.103245806,0.127086062,0.08477913,0.10238652699999999,0.109012184,0.11385333199999999,0.090600454,0.09141533,0.09533700199999999,0.094036914,0.11206513,0.1267835,0.08661698400000001,0.11473393400000001,0.10662737,0.081783381,ER,ER,1.0,ER
AT3G01280,0.038977925,0.044357364,0.065779209,0.072625832,0.114393729,0.12675541,0.147593847,0.126335256,0.138921254,0.124260173,0.029172737999999997,0.040714107,0.047727423,0.064761652,0.08703353400000001,0.101323748,0.156339675,0.150916569,0.16408932,0.157921233,Mitochondrion,Mitochondrion,1.0,Mitochondrion
AT5G06320,0.080148837,0.108826479,0.12851212,0.11549374800000001,0.122370245,0.103362526,0.097176736,0.09314638199999999,0.073093986,0.07786894,0.081828125,0.095799729,0.11385874800000001,0.138123933,0.138947655,0.12104244300000001,0.068181891,0.08812941699999999,0.078427804,0.07566025400000001,unknown,PM,0.4783645272254944,unknown
