Protein_ID,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,B_1,B_2,B_3,B_4,B_5,B_6,B_7,B_8,B_9,B_10,markers,DeepSP classification,DeepSP score,Curated DeepSP predictions
AT3G07390,0.110004276,0.104081889,0.139405272,0.101887558,0.103986555,0.089916279,0.101628384,0.077355051,0.09211980300000001,0.079614933,0.103726025,0.116518452,0.12043335,0.101911057,0.111708915,0.119253981,0.069773324,0.089782646,0.091832198,0.075060052,unknown,PM,0.4815427735447884,unknown
AT2G47000,0.148058275,0.128990193,0.119211908,0.121303934,0.11994342300000001,0.094029034,0.082133072,0.063131335,0.05991851,0.063280316,0.135938375,0.139967274,0.126359876,0.10091591300000001,0.090811196,0.089239074,0.11617938,0.071389291,0.073770718,0.055428903,PM,PM,1.0,PM
AT3G01290,0.185154332,0.163145011,0.133151297,0.114578729,0.096583007,0.088723544,0.055638738,0.048925030999999994,0.072829824,0.041270487,0.143189598,0.13872120400000001,0.129513686,0.11776144699999999,0.092683172,0.07481732099999999,0.070637228,0.050094186,0.035808326,0.146773832,PM,PM,1.0,PM
AT1G65980,0.064442301,0.050522172000000004,0.065087808,0.082610647,0.08596387800000001,0.106429565,0.13215633300000001,0.128432457,0.15426717199999998,0.130087666,0.059123098,0.05651962,0.063201227,0.077997339,0.091349062,0.092598185,0.12027445,0.172933485,0.144223022,0.121780511,unknown,Mitochondrion,0.6478786394000053,unknown
AT3G11130,0.083068072,0.09924822,0.11103040900000001,0.107700319,0.101235415,0.069454257,0.11208437,0.079013074,0.110336987,0.126828878,0.074943996,0.083670829,0.07886958200000001,0.073045582,0.124694377,0.062998941,0.150983749,0.108981179,0.115880209,0.125931556,unknown,Mitochondrion,0.31184935569763184,unknown
AT3G44330,0.110844598,0.125831832,0.13578721900000001,0.132759392,0.11840158,0.10138628599999999,0.081630365,0.06798656,0.063480285,0.061891882999999995,0.10206643300000001,0.126902435,0.128164454,0.11881741900000001,0.108188721,0.09506803900000001,0.106566988,0.077963249,0.06753371400000001,0.068728548,ER,ER,1.0,ER
AT3G60600,0.13552159,0.154562675,0.149040074,0.138754614,0.11215943699999999,0.10213074400000001,0.059905325,0.050570419000000005,0.048903527999999995,0.048451595,0.12125445,0.151085271,0.15195324300000002,0.14455432599999998,0.113964901,0.096116589,0.085015025,0.042631231,0.057079949000000005,0.036345016,ER,ER,1.0,ER
AT3G02090,0.068368721,0.053441865,0.072974758,0.094856581,0.11208856199999999,0.10262569199999999,0.110149805,0.118098829,0.134161595,0.13323359199999998,0.052374286,0.07202157599999999,0.080055757,0.090131528,0.094749962,0.097854206,0.13611894800000002,0.123379307,0.12467079699999999,0.128643633,unknown,Mitochondrion,0.8749440759420395,Mitochondrion
AT1G09080,0.07139973599999999,0.067421996,0.10590069,0.110897469,0.086086216,0.12472493400000001,0.18340530600000002,0.132493719,0.103196251,0.014473682,0.081042864,0.22007375699999998,0.11208353300000001,0.108950689,0.126907864,0.125823919,0.0,0.0,0.079015513,0.146101861,unknown,ER,0.8002874702215195,ER
AT3G54840,0.12833282099999999,0.161264567,0.128864173,0.109701694,0.10325606699999999,0.087718907,0.074733442,0.078968592,0.065517634,0.061642101,0.145696476,0.122674713,0.097635505,0.103646534,0.10026856699999999,0.098677399,0.110169887,0.082251911,0.071348498,0.06763051,unknown,Ribosome,0.4315650537610054,unknown
AT2G32920,0.177722402,0.155946436,0.148433814,0.14294579,0.109570691,0.090562886,0.044838052,0.054997638,0.039226934,0.035755356,0.158674065,0.167339073,0.161328637,0.14155794300000002,0.11106967699999999,0.085857375,0.049729841,0.046982102000000005,0.043009621,0.034451668,unknown,ER,0.6450105383992195,unknown
AT1G51980,0.054216602,0.058179869,0.063984585,0.080759916,0.090730419,0.098252978,0.130912034,0.132011712,0.149020261,0.141931624,0.05145161400000001,0.067682567,0.080242947,0.077249334,0.091262298,0.099818765,0.130841411,0.143646738,0.13140344199999998,0.126400884,Mitochondrion,Mitochondrion,1.0,Mitochondrion
AT5G42080,0.105224629,0.119492654,0.124264716,0.098598694,0.088477776,0.10316744800000001,0.09229533599999999,0.09918506699999999,0.08630923300000001,0.082984447,0.111090214,0.115337488,0.122530754,0.11651437199999999,0.11028759,0.10073090900000001,0.08867065,0.092793684,0.06897628,0.073068059,PM,PM,1.0,PM
AT3G17020,0.0951214,0.09641289199999999,0.09662945699999999,0.092001556,0.08483687300000001,0.086980506,0.11817083199999999,0.116311569,0.12134955800000001,0.092185357,0.10718989599999999,0.104974888,0.10855297800000001,0.11204326099999999,0.10796805699999999,0.085159934,0.068617686,0.08911129,0.11777394699999999,0.09860806300000001,unknown,PM,0.5371666476130486,unknown
AT2G29960,0.145530935,0.173279273,0.167711904,0.14341264,0.119309355,0.09709178199999999,0.045997255,0.039693741,0.040076066,0.027897049,0.12366936199999999,0.132987931,0.13253820300000002,0.124948595,0.10044264300000001,0.08865307,0.12390361,0.067222575,0.058284246,0.047349764,ER,ER,1.0,ER
AT2G16600,0.08645486699999999,0.070164829,0.09819584,0.134512307,0.112526845,0.16921407300000002,0.087194718,0.079814168,0.091315015,0.07060733799999999,0.067555546,0.067427135,0.07248508599999999,0.08983220800000001,0.093596081,0.109103815,0.137548582,0.12418055199999999,0.121345917,0.116925078,unknown,Golgi,0.3910851776599884,unknown
AT1G73260,0.07600029900000001,0.041774497,0.064703226,0.11843705,0.13505273,0.137365489,0.098404659,0.103124125,0.12449120000000001,0.100646725,0.061266407,0.049048413,0.066716589,0.081291879,0.09677636099999999,0.13133329300000002,0.14580458400000001,0.141481528,0.10935805800000001,0.116922888,unknown,Plastid,0.5492835864424706,unknown
AT5G19550,0.059934137,0.030889923,0.026065933,0.034983482999999996,0.050571125,0.07510744,0.14699652,0.187644869,0.18715064399999998,0.200655926,0.049473864000000006,0.029677713999999997,0.022493499,0.027067762000000002,0.044791917,0.06577881,0.177145864,0.18870112100000003,0.186006327,0.20886312199999998,Cytosol,Cytosol,1.0,Cytosol
AT2G20990,0.16291454,0.12040154199999999,0.124244365,0.150871082,0.09075625300000001,0.069654826,0.074666095,0.06738191,0.08760666800000001,0.051502719,0.113882644,0.131380074,0.123012212,0.106720342,0.089002015,0.078841646,0.07178351599999999,0.06629375700000001,0.158697633,0.06038616,unknown,ER,0.5264799520373344,unknown
AT2G45140,0.134319758,0.135760366,0.144207356,0.149607393,0.11223923400000001,0.09977497800000001,0.033450279,0.083693411,0.051130449,0.055816775,0.12549802,0.161233992,0.15153682400000001,0.150125055,0.125347658,0.108366669,0.049347794,0.04245372099999999,0.038984793999999996,0.047105475,ER,ER,1.0,ER
AT3G08530,0.12613729199999998,0.142023396,0.103150406,0.09978698,0.088284469,0.092456323,0.08501373,0.07920983200000001,0.091160566,0.092777006,0.09462904800000001,0.10774142,0.097340179,0.092323556,0.090468828,0.085294177,0.096702631,0.094880456,0.096379848,0.144239857,unknown,PM,0.4931696802377701,unknown
AT3G09630,0.161381107,0.15220028800000002,0.119370089,0.119281778,0.107626574,0.100724149,0.060101540999999994,0.070271052,0.056477152,0.05256627,0.19268522,0.153932828,0.140195725,0.111367541,0.120172703,0.114253225,0.04929631,0.045007066,0.03553839,0.037550994,Ribosome,Ribosome,1.0,Ribosome
AT5G67500,0.043625143,0.040282822,0.055364915,0.091575861,0.11557139599999999,0.134812459,0.131651929,0.125939448,0.135696158,0.12547987,0.027385358,0.041128901,0.05710032,0.073392203,0.094962622,0.109515375,0.136776573,0.142928106,0.161437696,0.155372845,Mitochondrion,Mitochondrion,1.0,Mitochondrion
AT4G38220,0.175452393,0.18913732800000002,0.142207901,0.12980630199999998,0.084553887,0.070327657,0.059541865,0.054002984000000004,0.045480212,0.049489469,0.189407255,0.201740053,0.158560688,0.135596257,0.071769095,0.063588247,0.043711688,0.049377427,0.050210887999999995,0.036038402000000004,unknown,Ribosome,0.6348972767591476,unknown
AT4G37370,0.15310587,0.133914264,0.154616525,0.153319985,0.134003368,0.108669123,0.042419023,0.03925539,0.041838957,0.038857496,0.129061014,0.164787911,0.164493671,0.14155193,0.110119139,0.095529725,0.066388463,0.053984597999999995,0.031736537,0.042347011,unknown,ER,0.7588035315275192,ER
AT1G32400,0.28812098399999997,0.24233413199999998,0.138571253,0.07970381900000001,0.071113336,0.049707032000000005,0.034955691000000004,0.039737395,0.024026295,0.031730062,0.355313804,0.206876953,0.112129744,0.083180343,0.054077081,0.048382985999999996,0.044899132,0.035876327,0.031962718,0.027300912000000004,Vacuole,Vacuole,1.0,Vacuole
AT1G67730,0.128743443,0.12068317199999999,0.139089968,0.132063284,0.114883906,0.11546380099999999,0.040238478,0.077531184,0.080034971,0.051267792,0.11886052800000001,0.11900686699999999,0.16492811599999999,0.15628994300000001,0.14065185,0.117860353,0.053964843,0.051339494000000006,0.027861422,0.049236583,ER,ER,1.0,ER
AT4G34670,0.203193387,0.18580878399999998,0.160195325,0.11236035800000001,0.100499917,0.09758710000000001,0.031910838999999996,0.042527404000000005,0.033994665,0.031922223,0.15371949099999999,0.136683979,0.122448128,0.10871833300000001,0.08842013800000001,0.071506455,0.0,0.0156191,0.04215613,0.260728245,Ribosome,Ribosome,1.0,Ribosome
AT4G12420,0.118730332,0.147048762,0.13968908800000002,0.126130885,0.11407338800000001,0.092959519,0.070710469,0.068911335,0.059657506,0.062088715999999995,0.130352095,0.1367784,0.125299893,0.124161029,0.113892337,0.09751384099999999,0.065291191,0.072375769,0.06636441400000001,0.067971031,PM,PM,1.0,PM
AT1G13280,0.053313043,0.05988610900000001,0.067144747,0.076138147,0.094845149,0.106968769,0.12164737800000001,0.144626844,0.128474178,0.146955635,0.05295548,0.052867054000000004,0.064767333,0.07685613,0.090587691,0.10551756300000001,0.099626947,0.166131413,0.148735986,0.141954403,unknown,Mitochondrion,0.808906264603138,Mitochondrion
AT5G12110,0.10603824699999999,0.11861953199999999,0.09603279099999999,0.014480025,0.030254146000000003,0.050700882,0.095586823,0.161850067,0.14585103,0.180586458,0.36264551100000003,0.078785258,0.043447393,0.0,0.036064023,0.063105702,0.151913553,0.124834847,0.04124803,0.09795568199999999,unknown,Cytosol,0.8451301231980324,Cytosol
AT5G52240,0.129232275,0.115631481,0.13050155300000002,0.17036817,0.13701854,0.073278873,0.06329307299999999,0.067855421,0.060623628,0.052196985999999994,0.119320131,0.169882318,0.143988246,0.149274447,0.087194244,0.081614047,0.119981539,0.037105657,0.04095817,0.050681202,unknown,ER,0.7452918514609337,unknown
AT5G05670,0.119732702,0.13443081099999998,0.153487509,0.145293535,0.135097039,0.11316769300000001,0.055768897000000005,0.043649517,0.058977718,0.040394579,0.100062141,0.121661865,0.13326323699999998,0.137185282,0.138939397,0.121700028,0.09088985699999999,0.047558974000000004,0.056622030999999996,0.052117187,unknown,ER,0.702721431851387,unknown
AT5G20010,0.06941869,0.0,0.034824887,0.084071115,0.095128578,0.10892014900000001,0.125824606,0.12912607199999998,0.179440894,0.17324500899999998,0.081651494,0.069529639,0.08457903300000001,0.093304943,0.12069083800000001,0.130784899,0.11584629099999999,0.10537687800000001,0.127625922,0.070610063,unknown,Plastid,0.5211256444454193,unknown
AT1G06400,0.096371013,0.10410818,0.129689201,0.113381755,0.08186099599999999,0.08550310400000001,0.10295613699999999,0.09980796800000001,0.10782063,0.078501017,0.09014690300000001,0.087811617,0.096718532,0.10530562199999999,0.102882956,0.084662819,0.0,0.18712725300000002,0.20053326100000002,0.044811037000000005,unknown,PM,0.533102841116488,unknown
AT4G38740,0.073128724,0.09615337199999999,0.124687899,0.132352735,0.155134388,0.18634876,0.062226443,0.051011025,0.065599633,0.053357021,0.068571245,0.064155804,0.07094713700000001,0.105634621,0.091367092,0.124730395,0.141371361,0.085728593,0.086287555,0.161206196,unknown,Golgi,0.8273064494132996,Golgi
AT2G03510,0.130726221,0.14251708300000002,0.152715764,0.133038811,0.11529214800000001,0.101832959,0.062758142,0.054580225999999996,0.05767165,0.048866997,0.119929994,0.149430423,0.148961026,0.141704448,0.110769725,0.08618533699999999,0.07972626299999999,0.063746417,0.050298639000000006,0.049247727000000005,unknown,ER,0.7777820527553558,ER
AT2G44790,0.087402539,0.09868212900000001,0.13391989099999999,0.120422247,0.100476463,0.080489886,0.13974544,0.070962309,0.10796204300000001,0.059937052000000005,0.107489735,0.12851536,0.133921446,0.129042184,0.125940289,0.126997308,0.053069022,0.060752645999999993,0.06565099,0.06862102099999999,unknown,ER,0.8580395877361298,ER
AT3G54960,0.158314442,0.18680024899999997,0.144588228,0.115902646,0.095865621,0.090668696,0.06059284400000001,0.05056107,0.047301794,0.04940441,0.153787492,0.160694181,0.156685453,0.133323458,0.106705,0.08514550300000001,0.066742286,0.052265220999999994,0.04406899400000001,0.040582411,ER,ER,1.0,ER
AT3G16640,0.051386323,0.062476567999999996,0.07618609400000001,0.076807182,0.087281459,0.109235629,0.124106001,0.140342551,0.13164951800000002,0.140528674,0.0689639,0.059516572999999996,0.07196987,0.089026842,0.094331317,0.11170641,0.08245059099999999,0.166835514,0.14074161,0.11445737199999999,unknown,Mitochondrion,0.758080504834652,Mitochondrion
AT2G02040,0.34233904299999995,0.232318778,0.122409948,0.08859377199999999,0.071961784,0.05966044400000001,0.0,0.025192025,0.032712071,0.024812135,0.36960054,0.18113997,0.105088092,0.073498758,0.063414637,0.057391995999999994,0.08977957800000001,0.026941142,0.033145287999999995,0.0,Vacuole,Vacuole,1.0,Vacuole
AT2G39960,0.12229239,0.151231849,0.155656935,0.13255993,0.110256812,0.086125646,0.068875792,0.063415759,0.065387444,0.044197442,0.113766727,0.131573153,0.12830242,0.113623747,0.094753141,0.08060064,0.134663002,0.062047338,0.071791352,0.068878479,unknown,ER,0.6192620247602463,unknown
AT3G44300,0.080468819,0.058619389,0.042429492,0.14303965300000002,0.06354808099999999,0.080897085,0.11561463599999999,0.130888468,0.135604365,0.148890012,0.08079085,0.059183253,0.045474769000000005,0.041980419000000005,0.040603913,0.04335477099999999,0.134836511,0.152416769,0.19712856899999998,0.20423017699999998,unknown,Cytosol,0.919374093413353,Cytosol
AT1G52760,0.11254715900000001,0.10508254199999999,0.10398699,0.11432915699999999,0.11136071,0.115954332,0.087478935,0.08255515299999999,0.088023025,0.078681997,0.109702047,0.10259947900000001,0.098671026,0.107768901,0.116944869,0.09045364199999999,0.070137247,0.108752137,0.08830287,0.10666778,PM,PM,1.0,PM
AT1G26630,0.117580282,0.128196644,0.13362579800000002,0.10584621599999999,0.120602246,0.21400453,0.033146893,0.047789034,0.040442932,0.058765424000000004,0.089478727,0.083269201,0.10029428300000001,0.09689505699999999,0.11677463699999999,0.121729238,0.13701326,0.07341352,0.087638287,0.09349378800000001,unknown,ER,0.7832570523023605,ER
AT4G27090,0.16010221300000002,0.191672692,0.076163587,0.15315525800000002,0.122037435,0.109040551,0.053415579000000005,0.045994945999999995,0.045101278,0.043316460999999994,0.155198892,0.171685772,0.147773187,0.113198818,0.094076844,0.069170647,0.10361431900000001,0.037621884,0.061972375,0.04568726099999999,Ribosome,Ribosome,1.0,Ribosome
AT2G45960,0.118754185,0.177862525,0.130497781,0.105282225,0.10475231199999999,0.09727959300000001,0.08134349099999999,0.063322161,0.059906617999999995,0.060999109,0.133488685,0.137516281,0.139163719,0.119822074,0.104340713,0.10678039,0.058775659,0.062841118,0.058649114,0.07862224599999999,PM,PM,1.0,PM
AT3G62150,0.09222993,0.18074567100000002,0.064560649,0.145912271,0.130345662,0.10644004300000001,0.045062639,0.094147047,0.020696021999999998,0.119860065,0.106250087,0.172327813,0.15435960599999998,0.094280351,0.122744794,0.10780565199999999,0.059360462999999995,0.058552864,0.047128212999999995,0.077190156,unknown,ER,0.5404360983520746,unknown
AT5G11560,0.117361144,0.13751934300000002,0.139896836,0.12364976400000001,0.110638185,0.09679271699999999,0.078202206,0.070455806,0.066157134,0.05932686400000001,0.117683088,0.129965024,0.135106808,0.1233397,0.11291666199999999,0.095289634,0.075139369,0.08267788200000001,0.06837557,0.059506263,unknown,ER,0.5067234039306641,unknown
AT3G03270,0.137182329,0.12225113300000001,0.133965377,0.137674151,0.10872285599999999,0.11983162900000001,0.066258525,0.060678492,0.061443639,0.051991869,0.11853672900000001,0.129509948,0.131178239,0.138500236,0.11514624,0.095515945,0.10571618599999999,0.058471447999999995,0.053220250999999996,0.054204775999999996,unknown,ER,0.6793753877282143,unknown
AT1G65930,0.063128662,0.049772258,0.039211357999999995,0.034515421,0.046813666,0.068442064,0.13851344599999998,0.171520762,0.19299268,0.195089683,0.077659598,0.047624068,0.035024213,0.035841647000000004,0.047628360999999994,0.072621227,0.156252478,0.183641818,0.16887228899999998,0.17483430100000003,Cytosol,Cytosol,1.0,Cytosol
AT1G52600,0.09806110900000001,0.15467392900000002,0.138450539,0.125293433,0.123307278,0.099630935,0.080139034,0.058704572000000003,0.061622804,0.060116367000000004,0.09153999300000001,0.124662824,0.128442096,0.119085391,0.096679678,0.104505902,0.107307489,0.075947868,0.073010555,0.078818205,unknown,ER,0.6312294974923134,unknown
AT5G65270,0.11891662,0.110830926,0.11006033,0.119490932,0.096996527,0.09580312199999999,0.089832015,0.098324077,0.083831796,0.075913655,0.106162589,0.126256546,0.11536937900000001,0.123040175,0.093376115,0.073956787,0.149979634,0.072443535,0.095632451,0.043782789,unknown,ER,0.4305162839591503,unknown
AT4G23630,0.046719127,0.327602416,0.077169835,0.042445755,0.165888148,0.138817515,0.062577051,0.036695852,0.057325457,0.044758846,0.175254155,0.267617758,0.23948840100000002,0.052154125,0.024263917000000003,0.084188039,0.041020761,0.051524772,0.039368417,0.025119653999999998,ER,ER,1.0,ER
AT3G60900,0.12258135699999999,0.116467684,0.148473897,0.107906647,0.109268595,0.122112388,0.055702057,0.076630308,0.05476955,0.086087516,0.116855767,0.113712367,0.114572546,0.104622387,0.130288522,0.090880529,0.080559091,0.07804649,0.10708917800000001,0.063373123,unknown,ER,0.4267766401171684,unknown
AT5G57655,0.154805362,0.144046744,0.137968656,0.11440955800000001,0.083448177,0.080947213,0.09457446300000001,0.083527145,0.072159637,0.034113045,0.139937437,0.151903614,0.114120617,0.101901197,0.051961099999999996,0.044853246,0.209603281,0.026843931,0.06885616900000001,0.09001940900000001,unknown,Ribosome,0.9430786073207856,Ribosome
AT3G12500,0.066914062,0.036375419,0.047208562999999995,0.06333814900000001,0.063136942,0.07833361700000001,0.170183308,0.140622718,0.13964718199999998,0.19424004,0.07599566,0.056637043,0.05473336400000001,0.065537348,0.079086448,0.092481229,0.1636273,0.132404147,0.128871233,0.150626227,unknown,Cytosol,0.8897343575954437,Cytosol
AT5G07340,0.12927408699999998,0.161599087,0.128537812,0.12574980800000002,0.09917980900000001,0.091711279,0.07492067200000001,0.066884065,0.057548420999999995,0.06459496099999999,0.118773399,0.141485275,0.14442044199999998,0.125585587,0.107014419,0.09599977400000001,0.100087163,0.057446177,0.05815121400000001,0.051036551,unknown,ER,0.6254089772701263,unknown
AT3G55360,0.09331752900000001,0.12437951400000001,0.134518172,0.127842247,0.13577788300000002,0.131782155,0.064953888,0.068312053,0.056471306,0.062645254,0.108184537,0.126811595,0.139981558,0.14028980800000002,0.135888987,0.12098681,0.043070881,0.073713027,0.056668038,0.054404759000000004,ER,ER,1.0,ER
AT1G07810,0.136271391,0.18285426,0.16062012,0.13011903800000002,0.126273786,0.12022753,0.037589353,0.039137652,0.030093897999999997,0.036812971,0.116003867,0.160261228,0.15725704,0.135863533,0.121535155,0.109990942,0.070483742,0.049980519,0.038153239,0.040470735,ER,ER,1.0,ER
AT1G11910,0.08969363400000001,0.072859258,0.100129804,0.10192098699999999,0.105922929,0.102212653,0.10346641699999999,0.12479172300000001,0.08469466699999999,0.114307929,0.09546857800000001,0.094293196,0.09936402,0.103288394,0.103843049,0.095220826,0.066591497,0.118572367,0.11450289300000001,0.10885517900000001,unknown,PM,0.7673132419586182,PM
AT1G07670,0.126853692,0.130418117,0.153321091,0.169888467,0.145491597,0.11389665199999999,0.041489377,0.020099564,0.068695517,0.029845926000000002,0.10189606400000001,0.129656308,0.13308439,0.119140719,0.11494295199999999,0.10410134300000001,0.134337386,0.034560363,0.073227737,0.055052737000000004,unknown,PM,0.5443738494068384,unknown
AT1G07890,0.060865175,0.031117501000000002,0.042397437,0.05528769099999999,0.07509235,0.09129480400000001,0.183159336,0.157303835,0.152804555,0.150677318,0.061185320999999994,0.040608527,0.036988685,0.054753854000000005,0.064588117,0.085128607,0.155021033,0.180567058,0.170608163,0.15055063400000002,Cytosol,Cytosol,1.0,Cytosol
AT3G54110,0.048223777999999995,0.06635279200000001,0.077343019,0.084126349,0.104285671,0.117023222,0.120951746,0.13094197300000002,0.118209236,0.13254221300000002,0.044047684000000004,0.06622591,0.075762603,0.089276416,0.09691904,0.10705899699999999,0.13443164900000001,0.11895088699999999,0.123778124,0.14354869,unknown,Mitochondrion,0.8196098953485489,Mitochondrion
AT4G35790,0.148299563,0.159298896,0.158929318,0.137624466,0.114316639,0.092785218,0.055259838,0.053163779,0.042009424000000004,0.038312859,0.146719743,0.15319011400000002,0.138686249,0.131257279,0.10937654699999999,0.08785360099999999,0.08448289,0.047322563,0.054849305999999994,0.04626171,unknown,ER,0.6006871834397316,unknown
AT4G39990,0.0,0.20855964600000002,0.136925692,0.14687905199999998,0.105942214,0.107245249,0.084442785,0.08693876699999999,0.05746779,0.065598805,0.110775821,0.14438237,0.146166872,0.162918321,0.14375514,0.121692232,0.0,0.0,0.101785351,0.068523893,unknown,ER,0.5705373212695122,unknown
AT1G59870,0.12250533599999999,0.101568035,0.11370474900000001,0.133749313,0.128375613,0.11605959199999999,0.09114214400000001,0.069059237,0.061482651,0.062353329000000006,0.115564075,0.128601461,0.128640248,0.123464023,0.10840189,0.101498218,0.075707558,0.077299904,0.069091213,0.071731411,PM,PM,1.0,PM
AT4G36130,0.129209654,0.133906771,0.158967827,0.143529616,0.12374728,0.10329616800000001,0.061289117000000004,0.053746722999999996,0.043141273,0.049165573,0.102883227,0.12180839,0.11282752900000001,0.12431059300000001,0.10465436,0.087128027,0.142423264,0.069595744,0.067598996,0.06676986900000001,unknown,ER,0.6380765587091446,unknown
AT3G16110,0.12490024400000001,0.164292142,0.138977855,0.105987434,0.09436789300000001,0.092654801,0.085352789,0.068048836,0.070608743,0.054809264,0.136825114,0.138235586,0.128927227,0.11663034,0.10121797,0.08711529800000001,0.07369124,0.076049767,0.066736108,0.07457134900000001,unknown,PM,0.5697187781333923,unknown
AT4G18100,0.148177775,0.18806441899999998,0.157238439,0.125317034,0.097163495,0.11377895800000001,0.049793599,0.045620420999999994,0.039379617,0.035466244,0.164438893,0.181594096,0.127079425,0.127878513,0.080540019,0.071162203,0.070020145,0.058643970999999996,0.040638401,0.078004333,Ribosome,Ribosome,1.0,Ribosome
AT4G38540,0.144882352,0.159041365,0.14940175,0.14683359099999999,0.13130185,0.11322638300000001,0.043924595999999996,0.037179447000000004,0.032230417000000004,0.04197825,0.137575409,0.137764962,0.124023337,0.119382906,0.113952045,0.102913869,0.103144196,0.059958337,0.056845230999999996,0.044439707,unknown,PM,0.4353880360722542,unknown
AT1G74790,0.11872312199999999,0.149099325,0.144206607,0.11562620800000001,0.107382826,0.09382974599999999,0.070625921,0.072204744,0.065146846,0.063154655,0.126960885,0.13235032800000002,0.122028965,0.12508208699999998,0.11381996800000001,0.10643533599999999,0.073379779,0.061848855999999994,0.068899664,0.069194132,unknown,PM,0.5256237983703613,unknown
AT3G02880,0.119193997,0.143672717,0.132571463,0.12026604,0.10748363,0.097767793,0.08263205,0.071622348,0.061115174,0.06367478900000001,0.12096846900000001,0.136221774,0.130956152,0.121752129,0.100314393,0.092451064,0.096561917,0.07097041700000001,0.061837765999999995,0.067965919,unknown,PM,0.5205565989017487,unknown
AT2G27710,0.187097874,0.107232618,0.12372039,0.10350255400000001,0.072828147,0.074623877,0.080786321,0.095060165,0.078474927,0.076673126,0.18573246399999999,0.164369689,0.127314873,0.11319079300000001,0.075020284,0.057359404,0.10077251699999999,0.042311139000000005,0.071889178,0.062039660999999996,Ribosome,Ribosome,1.0,Ribosome
AT1G51760,0.2224433,0.16885352399999998,0.158150111,0.124269176,0.102010455,0.07324314700000001,0.047686545,0.039122264,0.027526444,0.036695034,0.181448845,0.18180107,0.135911981,0.110554212,0.083182453,0.064582559,0.106296691,0.04614796400000001,0.048350146,0.04172408,unknown,Ribosome,0.4371588174253702,unknown
AT1G78850,0.0779716,0.104500298,0.089518679,0.106085039,0.116178846,0.09673809400000001,0.138830927,0.09142906599999999,0.08755005800000001,0.091197393,0.064117007,0.089810592,0.101916595,0.112230069,0.120989055,0.12872973699999998,0.07373956400000001,0.086543951,0.110943587,0.11097984400000001,unknown,ER,0.467088159173727,unknown
AT5G19760,0.053497728,0.06364041,0.081980149,0.09979929,0.108232816,0.107920401,0.10628421099999999,0.126498984,0.132149149,0.11999686300000001,0.045032599000000006,0.07150379400000001,0.080076646,0.088112577,0.09912201699999999,0.114067573,0.130949473,0.11711064300000001,0.10911909800000001,0.14490558,unknown,Mitochondrion,0.7917402312159538,Mitochondrion
AT2G30870,0.04273282900000001,0.034804306,0.036212457999999996,0.047438891,0.040431055,0.068644316,0.19007874100000002,0.183886776,0.196264679,0.159505949,0.067420077,0.051094074,0.048948252000000005,0.078713565,0.06720048299999999,0.076560179,0.113535821,0.17077323100000003,0.218308855,0.107445463,unknown,Cytosol,0.9323358684778214,Cytosol
AT2G30860,0.068192055,0.059676899000000005,0.055388646,0.068652477,0.057149992999999996,0.077145607,0.15561024099999998,0.14509665900000002,0.175970795,0.137116629,0.08541322400000001,0.07048711099999999,0.055632769000000006,0.07745319999999999,0.06429143799999999,0.06573783700000001,0.13748576099999998,0.147365724,0.178769189,0.11736374699999999,unknown,Cytosol,0.836160734295845,Cytosol
AT5G63840,0.130667063,0.137952005,0.133403557,0.125538872,0.107969737,0.083681175,0.079341622,0.071881412,0.069057385,0.060507174000000004,0.12014839599999999,0.149415321,0.139469581,0.118425297,0.101725836,0.085551201,0.08699412,0.066757471,0.065707285,0.06580549200000001,unknown,ER,0.5961023420095444,unknown
AT3G53990,0.095702687,0.112386319,0.114825719,0.106333367,0.078708764,0.10150588599999999,0.085115604,0.09760160699999999,0.128941657,0.07887839099999999,0.104805316,0.11641238599999999,0.102869686,0.11016849999999999,0.078189467,0.06478476700000001,0.240993835,0.07326413799999999,0.070932464,0.037579441,unknown,ER,0.4093479020521045,unknown
AT1G22780,0.18117864,0.136512796,0.135856038,0.126341906,0.07378945599999999,0.06440293,0.074068507,0.090565479,0.066471084,0.050813163,0.21106272199999998,0.198528642,0.142462919,0.129018358,0.075005003,0.053105784,0.044098745999999994,0.059974730999999996,0.040908607,0.045834487,Ribosome,Ribosome,1.0,Ribosome
AT1G54990,0.100859423,0.154019799,0.137720406,0.12055604199999999,0.115349545,0.10632664900000001,0.074629401,0.076176101,0.06287498799999999,0.051487646,0.089254241,0.121103269,0.13362184,0.117010364,0.105369266,0.093018035,0.127353468,0.066400942,0.076112615,0.07075595900000001,ER,ER,1.0,ER
AT3G28510,0.198253575,0.13970176199999998,0.124635013,0.124598006,0.100504959,0.079238267,0.066389141,0.05206631900000001,0.054296393,0.060316565,0.1543995,0.186813303,0.16750468699999999,0.134296879,0.105062134,0.087858702,0.059365136,0.035704337,0.036549353,0.03244597,unknown,ER,0.5897280946373941,unknown
AT1G22530,0.09933928300000001,0.146958395,0.11199182099999999,0.093103505,0.08947573699999999,0.09615728300000001,0.08505309900000001,0.106681518,0.084295483,0.08694387599999999,0.100027039,0.11294089999999998,0.116656741,0.108918057,0.106879059,0.097279514,0.084930097,0.097917638,0.09535113699999999,0.079099817,unknown,PM,0.6004948168992996,unknown
