"data","method","f1score","precision","recall","accuracy"
"hirst2018","MCMC",0.546759214429737,0.66736498207021,0.546798075290722,0.814102564102564
"hirst2018","MCMC",0.593738964346276,0.685756352233625,0.592212699473729,0.833333333333333
"hirst2018","MCMC",0.533653176588956,0.732693743038571,0.513240201383584,0.801282051282051
"hirst2018","MCMC",0.561610896539027,0.691642567958357,0.562656899881165,0.826923076923077
"hirst2018","MCMC",0.541762445688556,0.655253598992256,0.537444295900178,0.814102564102564
"hirst2018","MCMC",0.68291539615069,0.872803666921314,0.654853816526611,0.846153846153846
"hirst2018","MCMC",0.578047037640061,0.745446944359988,0.555061778499279,0.826923076923077
"hirst2018","MCMC",0.519724983656816,0.54000444000444,0.517137631567779,0.801282051282051
"hirst2018","MCMC",0.493599869915659,0.69407044618909,0.505913122824888,0.801282051282051
"hirst2018","MCMC",0.505756628692408,0.757001044932079,0.51668536732875,0.82051282051282
"hirst2018","MCMC",0.573425680322232,0.884303350970018,0.587522281639929,0.852564102564103
"hirst2018","MCMC",0.557797727164854,0.739423076923077,0.555798133647398,0.83974358974359
"hirst2018","MCMC",0.55329411459145,0.723574670943092,0.537039778032425,0.807692307692308
"hirst2018","MCMC",0.586360937327832,0.654304029304029,0.569587550929463,0.807692307692308
"hirst2018","MCMC",0.553069423721598,0.615202270847432,0.525318574399457,0.801282051282051
"hirst2018","MCMC",0.50660863195001,0.879167599463437,0.498538961038961,0.833333333333333
"hirst2018","MCMC",0.575538014888154,0.821810699588477,0.561363636363636,0.846153846153846
"hirst2018","MCMC",0.495016590931155,0.611014621365788,0.503218768568033,0.814102564102564
"hirst2018","MCMC",0.525600397568361,0.66126602211348,0.527216094771242,0.82051282051282
"hirst2018","MCMC",0.484702129577621,0.609929266136163,0.479290409345556,0.794871794871795
"hirst2018","MCMC",0.544646409540027,0.675942826790284,0.540563858119005,0.801282051282051
"hirst2018","MCMC",0.515726237744586,0.666568144499179,0.521624464179611,0.82051282051282
"hirst2018","MCMC",0.569128884035696,0.75706428035982,0.559405637254902,0.83974358974359
"hirst2018","MCMC",0.519663180919629,0.612069084557123,0.522386814574315,0.814102564102564
"hirst2018","MCMC",0.507426040642124,0.699590695817111,0.511163366861896,0.788461538461538
"hirst2018","MCMC",0.556267675242882,0.573617354867355,0.551019517655547,0.801282051282051
"hirst2018","MCMC",0.551094734262808,0.765666742562234,0.530657016594517,0.826923076923077
"hirst2018","MCMC",0.498593173801507,0.660412020899637,0.476137689924455,0.782051282051282
"hirst2018","MCMC",0.515000097261127,0.623720193740686,0.506999220142602,0.807692307692308
"hirst2018","MCMC",0.488295218089316,0.638341852748632,0.506296420083185,0.794871794871795
"hirst2018","MCMC",0.604445039586549,0.758572354561659,0.582735575290722,0.83974358974359
"hirst2018","MCMC",0.586838725633931,0.878820199408435,0.564996604702487,0.852564102564103
"hirst2018","MCMC",0.512719768722594,0.521845986822402,0.51801218593498,0.775641025641026
"hirst2018","MCMC",0.525431093912261,0.603611037273318,0.518479835115864,0.788461538461538
"hirst2018","MCMC",0.534111669151842,0.6244542685922,0.55883745543672,0.814102564102564
"hirst2018","MCMC",0.445330685535908,0.706226053639847,0.459868511798659,0.775641025641026
"hirst2018","MCMC",0.524919813001836,0.762448241154811,0.514387573211103,0.807692307692308
"hirst2018","MCMC",0.556283525373199,0.713413461538462,0.550827205882353,0.826923076923077
"hirst2018","MCMC",0.591405111762902,0.725339912280702,0.588698566547831,0.846153846153846
"hirst2018","MCMC",0.584520208185964,0.770030421555845,0.587847222222222,0.858974358974359
"hirst2018","MCMC",0.538820911430201,0.741583533998395,0.545910655929038,0.833333333333333
"hirst2018","MCMC",0.573441083147946,0.73109243697479,0.551638894194041,0.801282051282051
"hirst2018","MCMC",0.469111000881834,0.638008879781421,0.467154342797725,0.801282051282051
"hirst2018","MCMC",0.563014033552812,0.781069958847737,0.571924337916985,0.826923076923077
"hirst2018","MCMC",0.580941402651929,0.690925058548009,0.551766085221968,0.801282051282051
"hirst2018","MCMC",0.546318212237899,0.704417399143565,0.549399324123589,0.82051282051282
"hirst2018","MCMC",0.507590567346271,0.707526547526548,0.534789067142008,0.788461538461538
"hirst2018","MCMC",0.545077679500876,0.673716931216931,0.54554672247687,0.794871794871795
"hirst2018","MCMC",0.531197212332957,0.579553278511612,0.52696741575418,0.826923076923077
