Majority protein IDs,R1_C2_03,R1_C2_06,R1_C2_12,R1_C2_24,R1_C2_80,R1_C6_03,R1_C6_06,R1_C6_12,R1_C6_24,R1_C6_80,R1_Con_03,R1_Con_06,R1_Con_12,R1_Con_24,R1_Con_80,markers
P56537;P56537-2,0.105957643,0.106810105,0.055747079,0.047743472,0.024289554,0.083423487,0.089665526,0.06072669,0.048345243,0.021243686,0.107965415,0.117819201,0.061281912,0.04494549,0.024035498,unknown
Q15717;Q15717-2,0.131898302,0.105978843,0.034852669,0.023471265,0.021678048,0.155104632,0.107288799,0.034137345,0.021985667,0.022017557,0.127041164,0.124661656,0.038937572,0.0258807,0.02506578,unknown
Q96JJ3;Q96JJ3-3,0.132214066,0.116503552,0.036166913,0.024754791,0.023008821,0.149464512,0.10514455,0.034599081,0.024538021,0.021877213,0.132085292,0.115435795,0.035879853,0.024910931,0.023416608,unknown
Q9NYP7;Q9NYP7-2,0.023039481,0.01202314,0.023898208,0.08015914,0.196851889,0.022902855,0.012561123,0.023274986,0.078218116,0.200914156,0.02334269,0.013635139,0.023295443,0.084869226,0.181014407,unknown
Q8N766;Q8N766-2;Q8N766-4,0.021138547,0.011598111,0.022032437,0.073599382,0.214890526,0.019368731,0.011147461,0.020511859,0.069021033,0.188482498,0.01869938,0.011992851,0.022154137,0.077728654,0.217634392,unknown
Q15006,0.025700611,0.013535184,0.025267852,0.074682682,0.163516149,0.024361415,0.013476913,0.023035426,0.074843251,0.169962215,0.026493874,0.014289599,0.023424417,0.077578103,0.249832309,unknown
Q9NPA0,0.028768979,0.014439082,0.027215856,0.086172625,0.203793606,0.024596306,0.013948496,0.025466797,0.070058072,0.202896192,0.0291782,0.013004717,0.0258473,0.096872784,0.137740989,unknown
P50402,0.036860138,0.023326537,0.035749578,0.08605841,0.156526731,0.035151646,0.021798222,0.034998176,0.078640063,0.136340534,0.037012012,0.022875696,0.036774035,0.092870853,0.16501737,unknown
Q92979,0.14529343,0.105619405,0.038220706,0.02965281,0.023739952,0.121817106,0.096517518,0.035536804,0.025799422,0.021972011,0.141651713,0.111714589,0.04460261,0.032101949,0.025759974,unknown
Q9HC35;Q9HC35-2,0.16237658,0.104315808,0.035393761,0.02181097,0.010466077,0.144964377,0.117755926,0.034121086,0.020625037,0.009844141,0.14667579,0.122468172,0.036391806,0.022106029,0.010684441,unknown
Q8N8S7;Q8N8S7-2;Q8N8S7-3,0.04115361,0.074802719,0.064157014,0.057816518,0.074247085,0.040342705,0.075236068,0.068148867,0.056981157,0.073177088,0.042884712,0.084850755,0.082970617,0.071700493,0.091530592,unknown
O94919,0.056008123,0.036613817,0.053428019,0.086756411,0.107010163,0.052025022,0.042391107,0.048503705,0.082062106,0.088985912,0.053067417,0.04553241,0.055249269,0.085126934,0.107239584,unknown
P06733;P06733-2,0.090173976,0.075707133,0.039101371,0.046170516,0.095163447,0.08249491,0.073634449,0.040667243,0.043208291,0.082365586,0.076318802,0.082865407,0.040737148,0.043323634,0.088068087,unknown
Q9H4G0,0.018144176,0.026856797,0.042498495,0.09107513,0.147907591,0.018086751,0.023434395,0.032380072,0.072359683,0.216422758,0.017449479,0.029683691,0.036438255,0.078985973,0.148276754,unknown
O43491;O43491-3;O43491-2,0.013607243,0.018897187,0.032673482,0.070048746,0.199157805,0.013650764,0.018045885,0.026570474,0.065963303,0.215746113,0.014434394,0.022131832,0.030198066,0.060572229,0.198302478,unknown
P58107,0.067478434,0.072379351,0.044344036,0.053861968,0.112905147,0.061840093,0.071160738,0.042659872,0.052480954,0.087524796,0.047612517,0.0789921,0.049454271,0.054072489,0.103233234,unknown
O75616,0.003668196,0.007052415,0.085557398,0.12257512,0.116966929,0.003425754,0.006851234,0.072723513,0.120159847,0.12523741,0.002808487,0.007261281,0.081083653,0.106766059,0.137862703,unknown
Q9NZ08;Q9NZ08-2,0.022509387,0.010500706,0.024524873,0.08568834,0.204312933,0.020511996,0.011313764,0.023821845,0.086039854,0.180343411,0.018218626,0.011998281,0.023403772,0.089436438,0.187375774,unknown
Q8IUD2;Q8IUD2-3;Q8IUD2-2;Q8IUD2-4;Q8IUD2-5,0.103998672,0.100577457,0.050346662,0.037703825,0.038117189,0.087479762,0.102800856,0.048740962,0.035298797,0.037069686,0.094251733,0.126694558,0.053561978,0.039330663,0.044027201,unknown
P19447,0.091716851,0.116281092,0.037127717,0.032414239,0.025353029,0.076437955,0.153186457,0.04216292,0.024727588,0.025744318,0.116380467,0.147385446,0.047677608,0.034106098,0.029298214,unknown
P84090,0.08629575,0.136277647,0.043923024,0.025343167,0.015665887,0.097412783,0.11542202,0.04219326,0.022614929,0.014757817,0.106023561,0.190296405,0.054560289,0.02914999,0.020063471,unknown
Q96HE7,0.017636989,0.008966083,0.021411857,0.076743964,0.198608316,0.016784021,0.009418481,0.020386832,0.07549929,0.202693004,0.01583568,0.009731769,0.019776055,0.077707334,0.228800325,unknown
Q9BSJ8,0.042819748,0.033170861,0.049770422,0.093123951,0.119357746,0.041882491,0.031564284,0.044651352,0.09230758,0.114951431,0.037986408,0.035493335,0.047738388,0.095698663,0.119483341,unknown
A0FGR8-6;A0FGR8,0.042551172,0.035287325,0.05167556,0.088411858,0.11744627,0.041790973,0.032943794,0.046770228,0.088027263,0.106927352,0.038803121,0.037501492,0.052080134,0.099744919,0.120038539,unknown
P62495;P62495-2,0.112093485,0.10433196,0.04909337,0.036644185,0.035287016,0.104231568,0.102600205,0.049961757,0.036199952,0.035417525,0.095026914,0.113574261,0.05126622,0.036919007,0.037352573,unknown
O95571,0.00306281,0.005526066,0.069305468,0.082773846,0.129135215,0.002733749,0.005758489,0.069206827,0.109638163,0.171227268,0.002327085,0.005941129,0.063484866,0.143661674,0.136217345,unknown
Q01844;Q01844-6;Q01844-3;Q01844-5;Q01844-2,0.147177739,0.108601696,0.041381037,0.028299823,0.029243579,0.112923672,0.080953923,0.035174767,0.024114049,0.023147771,0.147102668,0.114720026,0.043477142,0.031103745,0.032578364,unknown
P15311,0.051965091,0.055054311,0.059732671,0.08718007,0.102380255,0.050709597,0.046071115,0.049634883,0.074512142,0.081344582,0.057690915,0.056392219,0.053536951,0.078832264,0.094962937,unknown
O60427;O60427-2,0.030726498,0.017041843,0.029302398,0.073927119,0.173143692,0.028399203,0.017034943,0.026137767,0.064060971,0.180598185,0.027286831,0.018543718,0.026988589,0.081325162,0.205483082,unknown
Q96CS3,0.017312639,0.014959072,0.030024989,0.080233865,0.191146262,0.015717019,0.014482339,0.029458224,0.07647803,0.179038099,0.016546014,0.015238116,0.029908382,0.079254907,0.210202042,unknown
Q9NRY5,0.084630407,0.104746578,0.051862003,0.033187491,0.039650649,0.08332118,0.095752973,0.062475798,0.035448046,0.049766569,0.094202352,0.115600929,0.061606612,0.040762068,0.046986346,unknown
Q9NZB2;Q9NZB2-6;Q9NZB2-4,0.168976609,0.088731633,0.035588894,0.023817709,0.02291449,0.157499807,0.092673889,0.036080904,0.023578909,0.023022568,0.138627416,0.097063894,0.039564087,0.025802218,0.026056972,unknown
Q96TA1;Q96TA1-2,0.051624686,0.06592167,0.063891954,0.071102807,0.075678604,0.049008696,0.064382899,0.06066983,0.070225779,0.075871646,0.04937333,0.07971897,0.065815219,0.075128079,0.081585832,unknown
Q9NUQ9;Q9NUQ9-2,0.039456683,0.041337203,0.043388934,0.062769962,0.15181829,0.035071597,0.040219792,0.0428767,0.059753163,0.139819579,0.035253989,0.049971104,0.043883697,0.062707767,0.151671539,unknown
Q658Y4,0.10633583,0.109748373,0.055342867,0.040742903,0.023877233,0.096620339,0.107572799,0.057988987,0.037962519,0.024671007,0.091914884,0.12162079,0.062917594,0.036059203,0.026624672,unknown
Q8NCA5;Q8NCA5-2,0.116370721,0.113101232,0.036710651,0.025904928,0.029721966,0.151143987,0.088276207,0.036660211,0.025010377,0.028117607,0.133939668,0.115021601,0.040068866,0.027526303,0.032425675,unknown
Q52LJ0-2;Q52LJ0,0.156650355,0.107198606,0.033406837,0.020127093,0.016351843,0.156765953,0.093199368,0.028432165,0.017764124,0.013618962,0.153931825,0.128085851,0.033499315,0.023433576,0.017534125,unknown
Q9NVI1;Q9NVI1-2;Q9NVI1-1,0.141277198,0.091772178,0.041193983,0.030421935,0.030292737,0.119362179,0.092320922,0.042763112,0.030758128,0.030019755,0.122223982,0.116743491,0.042341483,0.032917677,0.03559124,unknown
Q9Y285;Q9Y285-2,0.087153364,0.115414403,0.034419523,0.024347013,0.022326585,0.158369935,0.108994984,0.034115965,0.023327702,0.022234582,0.173984458,0.110809055,0.035534475,0.025613223,0.023354731,unknown
Q9NSD9;Q9NSD9-2,0.183729682,0.098989071,0.029120316,0.020503555,0.018255273,0.158733443,0.101455067,0.028020102,0.019035597,0.017981944,0.150887091,0.100648876,0.031221155,0.021769749,0.019649078,unknown
P49327,0.075993406,0.076187196,0.044266745,0.051180355,0.085811256,0.06755435,0.075498454,0.048496093,0.050223187,0.07186619,0.056332827,0.093099353,0.053355261,0.058663552,0.091471774,unknown
Q9NYY8;Q9NYY8-2,0.004484099,0.008707904,0.079096005,0.05948903,0.073246623,0.003695736,0.008278073,0.090104218,0.08437456,0.135010413,0.003202515,0.008304049,0.112401781,0.163177668,0.166427325,unknown
P62861,0.054801677,0.112491628,0.041173062,0.030683418,0.029690535,0.186153124,0.110473674,0.043698599,0.030499574,0.030487812,0.111061728,0.111965474,0.043509184,0.031560547,0.031749962,unknown
P14324;P14324-2,0.070892306,0.071752691,0.04321199,0.047694598,0.112713913,0.064577078,0.073778038,0.04397085,0.044099908,0.098483141,0.064053963,0.078647818,0.043332444,0.047328074,0.095463188,unknown
P22830;P22830-2,0.004499635,0.008249883,0.067169563,0.08286002,0.099171431,0.00394502,0.007973662,0.041189908,0.119119558,0.01486045,0.003096798,0.008673684,0.073992806,0.124811631,0.340385949,unknown
P39748;P39748-2,0.062558249,0.125369316,0.060219308,0.047211148,0.044759262,0.06867824,0.109714046,0.052169523,0.041285632,0.038503886,0.072103999,0.130223722,0.055717203,0.046201372,0.045285093,unknown
Q96AC1;Q96AC1-3;Q96AC1-2,0.048529454,0.060161066,0.062418051,0.079956621,0.099075158,0.045594673,0.05348516,0.053924559,0.068625732,0.080642208,0.039922217,0.06129696,0.064458452,0.077801695,0.104107992,unknown
Q14192,0.08238791,0.113428938,0.055637313,0.043017843,0.052934232,0.067646151,0.101187201,0.054503387,0.040606614,0.047703473,0.06157914,0.112955863,0.064149032,0.044855559,0.057407343,unknown
Q9Y3D6,0.008626618,0.012780265,0.040982717,0.096053242,0.163086818,0.00744373,0.018167297,0.051833379,0.095704401,0.141070805,0.009570928,0.015242887,0.050596579,0.094621287,0.194219046,unknown
Q5T1M5;Q5T1M5-2,0.09735014,0.030824442,0.020610588,0.064371152,0.098169147,0.075185766,0.029598258,0.022883332,0.056702269,0.133819215,0.096084402,0.034563023,0.02799468,0.060667007,0.151176578,unknown
P26885,0.027566109,0.015242664,0.02757797,0.084462325,0.18537577,0.024625098,0.01413351,0.026360134,0.076807754,0.164753943,0.02591079,0.016698825,0.02519995,0.076639492,0.208645665,unknown
Q00688,0.145777592,0.096927209,0.032890838,0.024458055,0.02228805,0.159453879,0.090111817,0.032651187,0.022968578,0.023124301,0.165409763,0.103343182,0.0329778,0.023680959,0.023936789,unknown
Q02790,0.075447528,0.072703708,0.039347225,0.050478357,0.107482002,0.070542284,0.070396001,0.043823192,0.048085888,0.092021185,0.057536824,0.073973768,0.041840861,0.050742212,0.105578964,unknown
Q14318-2;Q14318,0.012802379,0.014691715,0.034001254,0.086535458,0.15690672,0.012023523,0.01419167,0.03542704,0.093342509,0.189275914,0.010691128,0.016067406,0.033878849,0.111061696,0.179102739,unknown
Q8NFF5;Q8NFF5-3;Q8NFF5-2;Q8NFF5-4,0.013202346,0.02174113,0.076660546,0.093423021,0.118539412,0.01117215,0.020820742,0.091322399,0.081210881,0.126856902,0.008799237,0.021157995,0.090338871,0.099029737,0.125724631,unknown
Q13045;Q13045-3,0.070666343,0.110935235,0.063950704,0.059823887,0.045182997,0.069267182,0.09720966,0.063080282,0.048922405,0.039803336,0.046904721,0.111367536,0.066786436,0.055293034,0.050806242,unknown
O75955;O75955-2,0.020420413,0.015178715,0.019230443,0.071866771,0.196826017,0.021953863,0.013129046,0.016057856,0.062394874,0.207529261,0.02107846,0.015331511,0.020695347,0.07971349,0.218593932,unknown
Q14254,0.016991986,0.012062413,0.015815513,0.057417,0.235483283,0.018334071,0.011115909,0.012759659,0.054853161,0.221102304,0.016192227,0.012744356,0.017439767,0.074867039,0.222821313,unknown
Q96CP2,0.103693479,0.087946665,0.059783735,0.059537057,0.049648018,0.080640617,0.115105342,0.060239815,0.040196421,0.034699344,0.065562573,0.100292615,0.058089881,0.045843698,0.03872074,unknown
Q06787-7;Q06787-6;Q06787-4,0.175292162,0.082588208,0.026772162,0.021703105,0.028301215,0.157561648,0.086629423,0.027879302,0.022490507,0.02854928,0.169441296,0.090208059,0.02931279,0.021813413,0.03145743,unknown
Q53EP0;Q53EP0-2,0.026216286,0.012761909,0.028318686,0.099792921,0.141157266,0.02234841,0.013485007,0.024470167,0.087707799,0.141314088,0.020391316,0.012935148,0.02715722,0.098393772,0.243550007,unknown
Q5VW36,0.170540371,0.104466595,0.037276414,0.019014313,0.015296021,0.180353974,0.108414034,0.035763432,0.01890249,0.013550227,0.100415275,0.119999707,0.037804979,0.021241622,0.016960545,unknown
Q16658,0.040866026,0.03418915,0.043951097,0.07503982,0.153018135,0.042920878,0.033788509,0.040068235,0.06246292,0.124212504,0.041325994,0.041453027,0.045883803,0.070000405,0.150819498,unknown
P02794,0.081668235,0.020922894,0.021592159,0.046642578,0.137836765,0.084485989,0.015341797,0.019988954,0.053171995,0.162112204,0.083374434,0.0214126,0.019600687,0.053622835,0.178225872,unknown
Q8IY81,0.102736307,0.12197357,0.049413363,0.037369549,0.017064584,0.103779157,0.09253856,0.053913152,0.038197173,0.014778745,0.112414847,0.14315453,0.055989978,0.038394649,0.018281835,unknown
Q96AE4,0.13388905,0.116750119,0.043256326,0.028939062,0.030719646,0.106793721,0.097374391,0.035922705,0.025173691,0.025167789,0.124481524,0.123460506,0.045083535,0.030199695,0.03278824,unknown
Q96I24;Q96I24-2,0.156764361,0.094440551,0.036023815,0.023815816,0.024034599,0.150334594,0.097350529,0.036546434,0.024211658,0.024367321,0.135110702,0.106150003,0.039006542,0.025464981,0.026378094,unknown
P35637;P35637-2,0.113913506,0.117469182,0.040946717,0.028508711,0.02798591,0.095691988,0.093623998,0.037701767,0.026098342,0.023724903,0.136872409,0.140037699,0.048192593,0.034966957,0.034265318,unknown
P51114;P51114-3,0.173171594,0.085991916,0.027695367,0.020908302,0.027438369,0.161409591,0.086811787,0.02798022,0.02061031,0.027183473,0.164368486,0.093444338,0.02988537,0.022143365,0.03095751,unknown
P51116,0.178271727,0.080588106,0.026004317,0.020094154,0.026890565,0.16181572,0.081700951,0.028414307,0.020789556,0.026761153,0.178820596,0.08928441,0.029078992,0.021283035,0.030202412,unknown
Q13283,0.185482252,0.086748553,0.024003533,0.017921566,0.024787419,0.167814494,0.090553432,0.025378141,0.018510042,0.024799548,0.170581679,0.092381751,0.025554234,0.018907151,0.026576206,unknown
Q9UN86,0.173033254,0.087825225,0.026674236,0.019042991,0.025336772,0.155088138,0.091399815,0.028344623,0.01984547,0.025654299,0.1747556,0.095070626,0.028449022,0.021061215,0.028418713,unknown
P11413-3;P11413;P11413-2,0.070422663,0.047162869,0.043360565,0.061460016,0.123894518,0.061241563,0.051535972,0.043428013,0.055969477,0.110203404,0.053668162,0.053716483,0.045750469,0.056828192,0.121357635,unknown
P04406;P04406-2,0.07878817,0.058763384,0.055547189,0.066192841,0.088630001,0.080750548,0.054479357,0.052875342,0.060586953,0.080557305,0.073164138,0.056400909,0.051537151,0.060374657,0.081352054,unknown
P41250,0.035975489,0.053632968,0.071808277,0.080352466,0.106351617,0.030066592,0.051156614,0.070037743,0.073416454,0.093405875,0.025197626,0.055390684,0.073195992,0.07407015,0.105941454,unknown
P22102,0.076134522,0.077395785,0.041271819,0.051381865,0.099552267,0.064882896,0.069090173,0.046062161,0.047874267,0.092197972,0.055736442,0.079585348,0.045166082,0.049813726,0.103854676,unknown
Q92538;Q92538-3;Q92538-2,0.05912026,0.08493593,0.061143642,0.06614294,0.08279323,0.050921451,0.074213408,0.061485552,0.049569856,0.069928009,0.045180179,0.085363066,0.067415325,0.058324142,0.083463012,unknown
Q92616,0.167216107,0.079017372,0.03667021,0.027808302,0.033779491,0.15391544,0.080038191,0.034922808,0.027072112,0.032799505,0.134742063,0.085784799,0.037583542,0.029864952,0.038785106,unknown
P50395;P50395-2,0.079102865,0.070767679,0.045112195,0.052724654,0.099777358,0.070588983,0.064002372,0.045310746,0.047260521,0.091260828,0.062919605,0.076092827,0.048979975,0.05135465,0.094744742,unknown
P57678,0.088940116,0.116764125,0.047023958,0.033944654,0.020510907,0.10415936,0.121020625,0.04857936,0.035815175,0.019145214,0.093286953,0.159105933,0.052873057,0.039693319,0.019137243,unknown
Q8TEQ6,0.103823398,0.124829218,0.044557542,0.033506312,0.023079137,0.102229937,0.115123039,0.046833829,0.033271231,0.021891008,0.101872469,0.138267611,0.050111633,0.036571453,0.024032184,unknown
Q96RP9,0.003874714,0.007054946,0.076142712,0.111530824,0.129355879,0.00339444,0.007060908,0.070327209,0.111612134,0.135942025,0.002739529,0.007016368,0.075037794,0.130674916,0.128235602,unknown
Q06210;Q06210-2,0.091015721,0.07330124,0.043287562,0.078531497,0.06309018,0.067565469,0.083107559,0.047462186,0.053490362,0.064015304,0.066898058,0.081888377,0.047939616,0.059690348,0.078716522,unknown
Q6Y7W6;Q6Y7W6-4;Q6Y7W6-5;Q6Y7W6-3,0.18635287,0.079335897,0.028712352,0.021284537,0.031009583,0.163886336,0.081662463,0.027515688,0.021040754,0.027460558,0.156168207,0.08657354,0.031107703,0.022909593,0.034979918,unknown
Q04760;Q04760-2,0.079452663,0.079368667,0.037458427,0.042606211,0.112275284,0.079458663,0.071746987,0.042440218,0.040772288,0.096639941,0.065729239,0.080384624,0.03642247,0.040918281,0.094326038,unknown
O76003,0.063338794,0.067963536,0.041915423,0.045029426,0.118069712,0.060594891,0.064961776,0.045352506,0.040061886,0.104823444,0.049042895,0.076835336,0.045252397,0.051117886,0.125640092,unknown
O94925-3,0.003099319,0.006059811,0.070956668,0.109801441,0.110685214,0.002848474,0.006162108,0.06592358,0.114978879,0.150477098,0.002334045,0.006809693,0.071438324,0.138266299,0.140159047,unknown
P00367;P00367-3;P00367-2;P49448,0.006563817,0.011850493,0.092341069,0.118691695,0.138733293,0.005802786,0.011850797,0.072222032,0.088608798,0.112727349,0.00470087,0.011756655,0.087592977,0.10272553,0.13383184,unknown
P49915;P49915-2,0.085512891,0.08801572,0.048768704,0.056693896,0.05785025,0.07479448,0.08363642,0.048575979,0.048185319,0.054284825,0.068284781,0.100986938,0.056736868,0.055484152,0.072188777,unknown
P29992,0.021655125,0.025521801,0.038684193,0.078959008,0.173192866,0.021708495,0.021800584,0.030666903,0.066642156,0.17691478,0.021384789,0.027937034,0.034258708,0.067444443,0.193229115,unknown
Q14344;Q14344-2,0.020517773,0.027912524,0.037988931,0.076334887,0.210067896,0.022604388,0.023852894,0.034871631,0.074639918,0.160264675,0.022197234,0.029312135,0.035172759,0.069973346,0.154289009,unknown
P04899;P04899-4;P04899-6;P04899-3;P04899-5;P04899-2,0.020833924,0.026650471,0.038859434,0.071829202,0.122879047,0.022971157,0.02262629,0.032263298,0.072775041,0.20470504,0.021881623,0.03072631,0.038077298,0.076816684,0.19610518,unknown
P08754,0.022623499,0.026288821,0.037839448,0.075062204,0.186868322,0.022541515,0.022828458,0.031500587,0.065837229,0.179435379,0.021929177,0.029796706,0.034174851,0.068510767,0.174763036,unknown
P62873;P62873-2,0.020880807,0.023445298,0.036497658,0.073395716,0.201823688,0.020058697,0.020625068,0.029555903,0.064461006,0.191503727,0.020226284,0.02635045,0.030962143,0.063285642,0.176927913,unknown
P62879;P62879-2,0.022120428,0.026207413,0.037023445,0.073387814,0.189449831,0.021567957,0.02214888,0.030497162,0.068053989,0.17901988,0.022215507,0.02917325,0.035719701,0.065813855,0.177600888,unknown
P63244,0.173888535,0.098720008,0.038827904,0.02770886,0.026485635,0.085262829,0.095152977,0.036633811,0.027670864,0.026058045,0.158072238,0.10714705,0.041342973,0.02876706,0.028261211,unknown
Q9HAV0,0.022118256,0.025369574,0.037302516,0.077244714,0.173632497,0.022706641,0.021791694,0.030760894,0.070620469,0.1848744,0.021436517,0.028297547,0.034007919,0.068474385,0.181361976,unknown
Q9UBI6,0.022011881,0.02573567,0.035455053,0.072821523,0.175176181,0.020951914,0.021600058,0.031240899,0.067358345,0.189289391,0.022755596,0.027882018,0.031820927,0.067528635,0.18837191,unknown
Q9BVP2;Q9BVP2-2,0.140975086,0.116755532,0.034263131,0.023020479,0.020276713,0.145987396,0.083084444,0.035026219,0.02454401,0.018502787,0.146234265,0.126484792,0.038466947,0.024278185,0.022100013,unknown
Q5T7V8;Q5T7V8-3;Q5T7V8-4;Q5T7V8-2,0.054101542,0.056057984,0.05159038,0.07563325,0.095536736,0.041795966,0.052436702,0.053486467,0.068105866,0.109838765,0.040473588,0.058724441,0.060625275,0.079566477,0.102026561,unknown
P43304;P43304-2,0.003629171,0.007026629,0.066877424,0.118175931,0.148886094,0.003222418,0.006761966,0.065283718,0.106554417,0.139556651,0.002539542,0.006786498,0.071166102,0.114710965,0.138822472,unknown
P06744,0.088065855,0.073857094,0.040006525,0.047742656,0.081722772,0.091546075,0.076926276,0.045281232,0.048036939,0.078288935,0.083886714,0.08195468,0.043010134,0.04291737,0.076756743,unknown
Q92917,0.115207564,0.121102929,0.053183176,0.0361913,0.030705488,0.082602152,0.079204511,0.051970126,0.032491545,0.027723829,0.099973278,0.135409751,0.058219949,0.039225301,0.036789101,unknown
Q8NFJ5,0.066975176,0.0118491,0.014072971,0.054886135,0.187342607,0.055658497,0.01100047,0.012824601,0.054341365,0.197245306,0.046470051,0.012142307,0.015537311,0.060946393,0.19870771,unknown
P62993;P62993-2,0.058776928,0.060860117,0.048387363,0.074104484,0.107976298,0.077179393,0.048941341,0.041924283,0.070815238,0.105247625,0.051402917,0.069071691,0.045470733,0.057675567,0.082166022,unknown
Q9UBQ7,0.013068945,0.021501343,0.0529328,0.080713236,0.181556933,0.011229009,0.020732632,0.068555546,0.078816453,0.137248209,0.009357936,0.021487346,0.068915477,0.081735899,0.152148235,unknown
Q12849;Q12849-5,0.005298012,0.010885029,0.100093308,0.113045847,0.098641707,0.005056649,0.010574178,0.07565299,0.105444357,0.098173194,0.004239384,0.010536145,0.110811199,0.125579883,0.125968117,unknown
Q9BQ67,0.108135318,0.126239258,0.038961751,0.026864727,0.024889149,0.13935753,0.112005691,0.039327689,0.026612731,0.024684176,0.125196307,0.108418663,0.044046288,0.028271203,0.026989519,unknown
P49841;P49841-2,0.108324811,0.082291714,0.054360467,0.047220246,0.045925527,0.099886019,0.081297555,0.053245313,0.050089436,0.049870567,0.081914088,0.087879042,0.058223045,0.05026746,0.049204711,unknown
P15170-3;P15170-2;P15170,0.083327103,0.086989465,0.052209301,0.053960138,0.060020555,0.0764532,0.080029638,0.05758456,0.050621385,0.062384017,0.055970978,0.095019433,0.058801999,0.058036496,0.068591731,unknown
Q9Y2Q3;Q9Y2Q3-3;Q9Y2Q3-2;Q9Y2Q3-4,0.011931438,0.01119051,0.027299561,0.076052025,0.214929242,0.011583986,0.011135936,0.025696915,0.07432386,0.183076419,0.00991385,0.011002049,0.028603871,0.080872698,0.222387641,unknown
P35269,0.155735699,0.107198697,0.036078414,0.027515224,0.022398041,0.12217174,0.083926615,0.037946199,0.02391942,0.020837875,0.167050745,0.112107233,0.036866187,0.025071655,0.021176257,unknown
P13984,0.199360797,0.100358361,0.036524014,0.025963005,0.024364997,0.140844325,0.080733814,0.037139803,0.023510433,0.020554514,0.124956842,0.104578267,0.037406358,0.021268856,0.022435613,unknown
P78347;P78347-2;P78347-4;P78347-3,0.023815088,0.039528093,0.057314687,0.090043325,0.04842721,0.026880779,0.038908903,0.044686462,0.064744973,0.156729669,0.026412895,0.046408556,0.053003632,0.075317766,0.207777963,unknown
O00178,0.164821456,0.1002564,0.038206645,0.024576305,0.020697478,0.151662222,0.10310164,0.032972499,0.026091943,0.021604671,0.123932078,0.108803062,0.038537678,0.022497092,0.022238832,unknown
A4D1E9;A4D1E9-2,0.005224917,0.0095582,0.098976863,0.117186759,0.095766979,0.004823652,0.009510687,0.085975322,0.117499888,0.100295878,0.003825384,0.009150406,0.096298937,0.127476522,0.118429606,unknown
Q9BZE4;Q9BZE4-2;Q9BZE4-3,0.102845639,0.121234477,0.045469796,0.029519069,0.012226262,0.091583163,0.131170572,0.05157194,0.033788607,0.011293478,0.108998797,0.162454357,0.051112807,0.0317645,0.014966536,unknown
P08236;P08236-3;P08236-2,0.041453792,0.014402214,0.021755847,0.081110512,0.229129591,0.034606326,0.013526493,0.020821257,0.074217978,0.148340186,0.031913533,0.014094064,0.020905758,0.078164214,0.175558233,unknown
P46976-2;P46976;P46976-3,0.102979231,0.123231043,0.02075444,0.008711983,0.007653778,0.222225537,0.137397616,0.020734305,0.009458468,0.008363474,0.173856843,0.125271884,0.022353307,0.009311558,0.007696534,unknown
P16104;Q96QV6,0.005920168,0.051801471,0.063823282,0.075640316,0.074408124,0.009305341,0.055575719,0.060931692,0.080519653,0.030499034,0.012312735,0.128063179,0.111366808,0.123084984,0.116747495,unknown
P40939,0.003738455,0.007429011,0.07752656,0.112134086,0.125301664,0.003364675,0.007260619,0.077176171,0.113988543,0.119682379,0.002615344,0.007329486,0.085391695,0.123484482,0.133576829,unknown
P55084;P55084-2,0.003361116,0.006732937,0.09170451,0.136336804,0.100601092,0.003014713,0.006531602,0.075288158,0.111149185,0.130768141,0.002580922,0.006178145,0.078972106,0.113954264,0.132826306,unknown
P12081;P12081-2;P12081-4;P12081-3,0.090980087,0.139650045,0.059356508,0.042771118,0.034763851,0.08167537,0.120349694,0.052053749,0.039759403,0.030601363,0.064323177,0.097407875,0.062913028,0.048810973,0.03458376,unknown
Q9Y450;Q9Y450-4,0.110143684,0.08587379,0.058664122,0.042814637,0.033047297,0.108543855,0.092252147,0.066336315,0.042009832,0.033955497,0.085468593,0.099741303,0.059831508,0.045834751,0.03548267,unknown
P51610;P51610-4;P51610-2,0.09636481,0.130968096,0.041839872,0.030002246,0.031251072,0.09970537,0.097666075,0.036849748,0.029057049,0.028345562,0.101317385,0.158229917,0.049811252,0.032586649,0.036004897,unknown
P51858;P51858-3;P51858-2,0.097996831,0.088749973,0.039102335,0.039670496,0.055286892,0.10832743,0.083943242,0.037066302,0.037327744,0.054591662,0.118539724,0.105924795,0.040789291,0.036753741,0.055929542,unknown
Q00341;Q00341-2,0.114659407,0.063922355,0.053387292,0.051808056,0.062066657,0.101540759,0.060273068,0.050950648,0.048466285,0.060582098,0.092444053,0.065560671,0.054114423,0.052044373,0.068179856,unknown
Q9H583,0.108536837,0.125396198,0.039792056,0.031758745,0.028597359,0.116245536,0.113197593,0.037706334,0.028874134,0.028055426,0.088656869,0.142440076,0.043776934,0.03465019,0.032315712,unknown
Q9UII4,0.081714605,0.102532585,0.030346531,0.021715106,0.025390372,0.2348989,0.09162581,0.023214023,0.019567678,0.025057217,0.146854917,0.123022417,0.026560028,0.019565453,0.027934359,unknown
P31937,0.004103184,0.007071436,0.052441752,0.146950418,0.098553747,0.003734845,0.007676322,0.069895722,0.132645936,0.122862709,0.002985952,0.007526062,0.091015756,0.13313654,0.11939962,unknown
