"data","method","f1score","precision","recall","accuracy"
"hirst2018","RF",0.765323597186958,0.822734099636274,0.751641414141414,0.903846153846154
"hirst2018","RF",0.772896942652114,0.803213453213453,0.773611111111111,0.916666666666667
"hirst2018","RF",0.766315971961133,0.856225779810685,0.748677160258043,0.891025641025641
"hirst2018","RF",0.728827741546914,0.835053204371386,0.733482142857143,0.884615384615385
"hirst2018","RF",0.82449770404059,0.870208333333333,0.827634803921569,0.91025641025641
"hirst2018","RF",0.865178932656589,0.911132154882155,0.853835227272727,0.923076923076923
"hirst2018","RF",0.731854747004203,0.808622685185185,0.710369318181818,0.858974358974359
"hirst2018","RF",0.817882184481761,0.888877909530083,0.782070707070707,0.916666666666667
"hirst2018","RF",0.674754103920771,0.780777874438161,0.677658942364825,0.871794871794872
"hirst2018","RF",0.753601290773153,0.878142690642691,0.709452322595705,0.891025641025641
"hirst2018","RF",0.793402935091694,0.821248350415017,0.775523751167133,0.891025641025641
"hirst2018","RF",0.749053529407993,0.828894389722938,0.746775793650794,0.903846153846154
"hirst2018","RF",0.799227797124993,0.853273809523809,0.773243596681097,0.884615384615385
"hirst2018","RF",0.821126956722613,0.857748917748918,0.801336102622867,0.897435897435897
"hirst2018","RF",0.76094788866528,0.888442746504496,0.741161616161616,0.91025641025641
"hirst2018","RF",0.824444999444999,0.883564814814815,0.802777777777778,0.923076923076923
"hirst2018","RF",0.72130095645802,0.862719735145904,0.67281746031746,0.891025641025641
"hirst2018","RF",0.743613560815326,0.863911845730028,0.74832702020202,0.884615384615385
"hirst2018","RF",0.773113118765293,0.916582491582492,0.758600713012478,0.903846153846154
"hirst2018","RF",0.827517555791681,0.855982330038934,0.814646464646465,0.923076923076923
"hirst2018","RF",0.72819739846291,0.858467794831431,0.704292929292929,0.897435897435897
"hirst2018","RF",0.698368510678925,0.763134057971015,0.682875631313131,0.884615384615385
"hirst2018","RF",0.774067869333487,0.880185786435786,0.734848484848485,0.897435897435897
"hirst2018","RF",0.793912786933382,0.847299382716049,0.779679144385027,0.891025641025641
"hirst2018","RF",0.799611315550236,0.840849549001723,0.775650013793396,0.897435897435897
"hirst2018","RF",0.789554767967306,0.885802342539422,0.754643069348952,0.903846153846154
"hirst2018","RF",0.754868032649363,0.874576493025691,0.74114039555216,0.891025641025641
"hirst2018","RF",0.762374669583447,0.901702338065974,0.749494949494949,0.91025641025641
"hirst2018","RF",0.803807155627544,0.842995199245199,0.784181096681097,0.903846153846154
"hirst2018","RF",0.701331009883516,0.795654345654346,0.694124278499278,0.891025641025641
"hirst2018","RF",0.711141173641174,0.802621452621453,0.702425117774382,0.865384615384615
"hirst2018","RF",0.835178031386939,0.887896825396825,0.825299873737374,0.916666666666667
"hirst2018","RF",0.821420688580486,0.894058833678399,0.801656268568033,0.91025641025641
"hirst2018","RF",0.69142367808078,0.714923872774916,0.680621604702487,0.858974358974359
"hirst2018","RF",0.778658054908055,0.80167834810692,0.802973670528818,0.884615384615385
"hirst2018","RF",0.864196572348746,0.890572390572391,0.856313131313131,0.92948717948718
"hirst2018","RF",0.741230449767035,0.795195894252498,0.72790404040404,0.903846153846154
"hirst2018","RF",0.798662664482725,0.873161976911977,0.778230042016807,0.891025641025641
"hirst2018","RF",0.740766043832124,0.861991808341494,0.741057635175282,0.884615384615385
"hirst2018","RF",0.814828681474651,0.898748353096179,0.811075036075036,0.92948717948718
"hirst2018","RF",0.670675501320663,0.696191077441077,0.65523538961039,0.858974358974359
"hirst2018","RF",0.766684434903967,0.819249076442171,0.754047831253714,0.897435897435897
"hirst2018","RF",0.736726494316283,0.788488594738595,0.727086251167134,0.871794871794872
"hirst2018","RF",0.741413378842962,0.883092781260885,0.691666666666667,0.884615384615385
"hirst2018","RF",0.746441843180974,0.867378978463884,0.70898334712673,0.884615384615385
"hirst2018","RF",0.782719335680501,0.88474580974581,0.759477124183007,0.903846153846154
"hirst2018","RF",0.899436883861592,0.950803825803826,0.890451388888889,0.948717948717949
"hirst2018","RF",0.761978613799002,0.85545843045843,0.724506222943723,0.903846153846154
"hirst2018","RF",0.698396048396048,0.776408164275811,0.669570707070707,0.884615384615385
"hirst2018","RF",0.761275055323177,0.784254022121669,0.75821449792038,0.897435897435897
"hirst2018","RF",0.854503579239912,0.892962962962963,0.84863339275104,0.923076923076923
"hirst2018","RF",0.746085858585859,0.916202686202686,0.758506944444444,0.916666666666667
"hirst2018","RF",0.710688653543117,0.813010273838822,0.697533369408369,0.884615384615385
"hirst2018","RF",0.773987094190107,0.88815438034188,0.753463866607249,0.897435897435897
"hirst2018","RF",0.789733414733415,0.873866413746345,0.788268849206349,0.916666666666667
"hirst2018","RF",0.733247020810959,0.865774054017973,0.7214479352347,0.897435897435897
"hirst2018","RF",0.792171623773566,0.856168137418137,0.766350081699346,0.897435897435897
"hirst2018","RF",0.859138492932967,0.915634539072039,0.827915313852814,0.923076923076923
"hirst2018","RF",0.82534632034632,0.920243536420007,0.796133207070707,0.916666666666667
"hirst2018","RF",0.792920738852343,0.855166245791246,0.767609126984127,0.891025641025641
"hirst2018","RF",0.70020862252045,0.760646949527908,0.689387838468721,0.858974358974359
"hirst2018","RF",0.726670894816056,0.829141969141969,0.71773538961039,0.878205128205128
"hirst2018","RF",0.835142525582695,0.927697654599829,0.803835227272727,0.916666666666667
"hirst2018","RF",0.813327875827876,0.903174433009339,0.785992275698158,0.91025641025641
"hirst2018","RF",0.83278490689205,0.845609020609021,0.845026552287582,0.91025641025641
"hirst2018","RF",0.845470029790418,0.917672605172605,0.829292929292929,0.942307692307692
"hirst2018","RF",0.805399738021689,0.900539275539275,0.809895833333333,0.916666666666667
"hirst2018","RF",0.831483787174173,0.842281356987239,0.83343545751634,0.923076923076923
