Protein_ID,lps_rep1_set1_126_cyto,lps_rep1_set1_127N_F1.4,lps_rep1_set1_127C_F8,lps_rep1_set1_128N_F10,lps_rep1_set1_128C_F12,lps_rep1_set1_129N_F14,lps_rep1_set1_129C_F16,lps_rep1_set1_130N_F18,lps_rep1_set1_130C_F20,lps_rep1_set1_131_F22,lps_rep1_set2_126_F5.7,lps_rep1_set2_127N_F9,lps_rep1_set2_127C_F11,lps_rep1_set2_128N_F13,lps_rep1_set2_128C_F15,lps_rep1_set2_129N_F17,lps_rep1_set2_129C_F19,lps_rep1_set2_130N_F21,lps_rep1_set2_130C_F23,lps_rep1_set2_131_F25,markers
P41218,0.006588547,0.00056494,0.002077763,0.00182965,0.003804979,0.005929872,0.051337956,0.071572044,0.230616989,0.133271541,0.001373822,0.003316524,0.005740722,0.007497405,0.023888458,0.091942884,0.068875765,0.199515387,0.055444097,0.034810654,unknown
P41223,0.053743,0.002498405,0.004086141,0.003975246,0.01115748,0.013224595,0.05340679,0.081879086,0.159334894,0.116290264,0.002455629,0.003937365,0.006146535,0.008190266,0.020053292,0.067029858,0.050201123,0.102874232,0.120288332,0.119227466,Nucleus
P41226,0.340769846,0.002385688,0.001656193,0.004330336,0.005895938,0.007876831,0.021835723,0.030061239,0.05490639,0.029850473,0.006090664,0.011027717,0.015182688,0.013546808,0.030694127,0.132966559,0.061460052,0.152373057,0.04626243,0.03082724,unknown
P41227,0.282945554,0.004753243,0.011231589,0.010216126,0.006738593,0.011050932,0.02954444,0.034744252,0.061867264,0.039612853,0.006018885,0.010469646,0.022352632,0.023934194,0.022150057,0.150698253,0.049242019,0.129530644,0.035125047,0.057773778,unknown
P41229,0.336064314,0.003572098,0.000760423,0.0107143,0.017137029,0.023905989,0.020010314,0.024920518,0.038198402,0.024716613,0.005091391,0.014965175,0.013032265,0.015901685,0.041409529,0.107282221,0.081923587,0.107583605,0.066790355,0.046020186,unknown
P41231,0.014187921,0.038360149,0.03174469,0.038254913,0.050109731,0.057010651,0.077082001,0.078671189,0.068242274,0.037392629,0.03235459,0.039775077,0.056367065,0.055526579,0.093870054,0.098872659,0.053142391,0.043627827,0.019275591,0.016132018,unknown
P41240,0.137375428,0.012744384,0.013864805,0.011269247,0.02476153,0.023313294,0.054267701,0.059079396,0.091453656,0.04894692,0.012034919,0.020720082,0.02856425,0.025754157,0.048155194,0.127131838,0.068721023,0.125513575,0.037759746,0.028568855,unknown
P41250,0.203504302,0.001782682,0.005076982,0.004142442,0.006437258,0.008915988,0.043413345,0.083535648,0.092800268,0.046103774,0.004507096,0.008634482,0.011690709,0.015956405,0.026661236,0.190899917,0.070742952,0.118482581,0.035810153,0.020901779,unknown
P41252,0.306481335,0.00188225,0.005528278,0.002831383,0.003136695,0.004940904,0.025328554,0.038408693,0.075877122,0.035041504,0.003144616,0.007092501,0.007716099,0.010205301,0.018472444,0.147838732,0.060231369,0.179029682,0.042114258,0.024698278,unknown
P41440,0.00408791,0.024228559,0.022340136,0.033152693,0.051628561,0.062141684,0.104348653,0.087165893,0.072865449,0.036987635,0.018002132,0.025335335,0.040535544,0.050266948,0.075360424,0.135188824,0.054793819,0.059973676,0.026174384,0.015421742,unknown
P41567,0.141141584,0.002148415,0.006161585,0.004385421,0.013444118,0.011731961,0.055267415,0.060907145,0.122116328,0.082696028,0.001609945,0.004435855,0.005013552,0.007958089,0.019372553,0.087248792,0.074993763,0.146306312,0.046875259,0.106185879,unknown
P42126,0.009697549,0.001729232,0.006632146,0.005064578,0.011790911,0.012172158,0.074023496,0.155846092,0.130991113,0.083758039,0.003388124,0.009143876,0.012392027,0.019031455,0.039745778,0.157086107,0.100409142,0.106529815,0.039170195,0.021398166,Mitochondria
P42166,0.01974461,0.000992944,0.002146486,0.003215291,0.006489981,0.011895704,0.05849201,0.072619922,0.190309121,0.13626525,0.001966445,0.003126476,0.005225769,0.009615905,0.022648083,0.075220716,0.075762991,0.187107746,0.073517519,0.043637028,Chromatin
P42167,0.000944847,0.001522211,0.003482695,0.003125804,0.007699748,0.012814282,0.069624756,0.083980244,0.178851336,0.135700736,0.001519177,0.005700903,0.012476527,0.011615117,0.026684334,0.08832179,0.092239018,0.146468172,0.065131909,0.052096393,unknown
P42167-2,0.000197365,0.001518129,0.006017227,0.009659301,0.01516145,0.018653539,0.063619819,0.090627101,0.177092944,0.126528398,0.003637557,0.00538453,0.013613705,0.017023333,0.035263416,0.071712578,0.080992427,0.159558367,0.05989601,0.043842804,unknown
P42226,0.291775893,0.002490342,0.007444498,0.00360158,0.005058443,0.006990404,0.02914016,0.038393081,0.081670043,0.04219602,0.003251935,0.006797073,0.005416607,0.007246664,0.026138825,0.112900977,0.066733053,0.177450357,0.048849515,0.036454531,unknown
P42285,0.230787789,0.002107359,0.003419025,0.004568449,0.005052106,0.007423508,0.027764894,0.049579264,0.111817259,0.052222555,0.001971843,0.005569003,0.00965477,0.012150625,0.028099214,0.04455778,0.05452869,0.10022395,0.110925737,0.13757618,Nucleus
P42331-4,0.238413596,0.002069361,0.000982095,0.002708752,0.008906694,0.012595777,0.046071601,0.058034639,0.084150395,0.04606709,0.016214017,0.037367767,0.020918084,0.027851666,0.038193493,0.092967393,0.066777242,0.089505212,0.040862575,0.069342551,unknown
P42345,0.028571905,0.005024007,0.007993809,0.013378717,0.02273753,0.032082559,0.091380035,0.101825029,0.107959372,0.093812506,0.003174599,0.007763989,0.011929814,0.018205983,0.041244851,0.104139722,0.065717986,0.102399936,0.055655221,0.085002431,unknown
P42356,0.020216791,0.018177016,0.02295634,0.03089542,0.039287897,0.040106342,0.072841543,0.090413819,0.100443433,0.051634146,0.016582657,0.024185764,0.041681256,0.043083306,0.064394784,0.134593727,0.05632518,0.066076985,0.031431349,0.034672246,unknown
P42566,0.268671761,0.004209806,0.007922439,0.00726141,0.016888086,0.020428229,0.044747597,0.046473243,0.04024414,0.02641859,0.00905214,0.023857122,0.034070952,0.039521623,0.079912688,0.151556721,0.063969017,0.065248389,0.027328551,0.022217498,unknown
P42574,0.432730508,0.001500453,0.001170467,0.00209671,0.005120145,0.004495829,0.00694421,0.0081876,0.024778937,0.006019175,0.018592063,0.036776069,0.034544699,0.028934744,0.052701632,0.05794156,0.080074562,0.106467161,0.05106661,0.039856865,unknown
P42677,0.030572946,0.001364166,0.005330981,0.005211603,0.012557966,0.015937358,0.086550386,0.118369938,0.14373635,0.073181635,0.002548522,0.005150259,0.011425299,0.012079157,0.02942248,0.141888387,0.057621079,0.093618886,0.043415082,0.11001752,40S/60S Ribosome
P42694,0.026531356,0.003290758,0.014016653,0.007509409,0.01500949,0.020852127,0.093135775,0.126427562,0.10736643,0.090389421,0.003577852,0.006463888,0.014174283,0.018119453,0.034522113,0.088005668,0.059443348,0.081966929,0.054184373,0.135013111,unknown
P42695,0.029224427,0.004343127,0.011783238,0.013354939,0.026722097,0.025581301,0.062535524,0.070230489,0.141233201,0.106820275,0.003336696,0.006275475,0.011104909,0.013931499,0.034560398,0.046059155,0.061646577,0.107589913,0.080915189,0.142751571,unknown
P42696,0.019158215,0.004912739,0.013919655,0.013838212,0.024295652,0.038487823,0.089857382,0.087196417,0.095731308,0.108416826,0.002081241,0.004295047,0.007462385,0.009547266,0.021787193,0.06124109,0.043636948,0.062027925,0.085029856,0.207076818,unknown
P42704,0.004007728,0.000737135,0.002403199,0.002826057,0.00687205,0.009322972,0.063441623,0.161189255,0.174862423,0.070291309,0.001319171,0.003080466,0.004929431,0.008069653,0.016971132,0.237205683,0.069942016,0.119575475,0.028668399,0.014284824,unknown
P42765,0.00958338,0.001592655,0.005996867,0.006949293,0.015479348,0.017247535,0.064890313,0.150517143,0.162944366,0.059883192,0.002577917,0.006118067,0.009490263,0.014611547,0.030550217,0.185807172,0.093308727,0.101191447,0.037732411,0.023528138,Mitochondria
P42766,0.000922882,0.001659131,0.005327624,0.009611085,0.0159568,0.025047881,0.124933506,0.133376457,0.081732968,0.102665448,0.000970518,0.002190558,0.004290511,0.008008072,0.042035896,0.069340162,0.071798708,0.084733204,0.047139056,0.168259534,40S/60S Ribosome
P42768,0.030899227,0.018151307,0.022993082,0.022574385,0.026703246,0.022258147,0.051629497,0.090099481,0.125389002,0.06549215,0.018021166,0.026942153,0.033770487,0.033278084,0.042719403,0.079582363,0.057380502,0.082582037,0.056607806,0.092926476,unknown
P42785,0.012158234,0.002832216,0.006963008,0.003821936,0.024728533,0.030217756,0.095522871,0.117899231,0.155416473,0.044547005,0.003321979,0.004660536,0.011815619,0.016461478,0.032299183,0.261737305,0.054007471,0.081333414,0.027553807,0.012701945,Lysosome
P43007,0.00226839,0.013375916,0.012396589,0.016456115,0.027944146,0.041708517,0.122125956,0.122800954,0.116283498,0.040500988,0.013206929,0.016810755,0.026365248,0.040637807,0.074408737,0.202116603,0.037098782,0.051362464,0.01582863,0.006302978,unknown
P43155,0.003710265,0.001623291,0.006582904,0.007753125,0.0142084,0.016663301,0.073067854,0.153679113,0.151211517,0.074426813,0.001612504,0.004168827,0.006756717,0.010041123,0.015000383,0.222365884,0.074951003,0.114282308,0.028340861,0.019553806,unknown
P43234,0.025906531,0.006563265,0.01550518,0.014218696,0.022430045,0.023309048,0.070697514,0.131835313,0.135224905,0.054309503,0.003401833,0.011185864,0.009523893,0.014860049,0.023285431,0.252300713,0.044886307,0.095929668,0.032109125,0.012517116,unknown
P43243,0.077707018,0.002203363,0.00599336,0.006973655,0.012903856,0.016881657,0.048895379,0.060501582,0.13539407,0.122581854,0.003189429,0.005111863,0.008639284,0.013097571,0.029588383,0.050134463,0.057696164,0.116036725,0.093470605,0.132999719,unknown
P43246,0.155663958,0.001470239,0.003568252,0.003718276,0.008030799,0.008932515,0.040292694,0.058072962,0.136786381,0.073583809,0.002159518,0.003040768,0.004481704,0.010225628,0.028949467,0.097405116,0.079080876,0.193152485,0.055040518,0.036344036,Nucleus
P43251-2,0.114378837,0.004450051,0.013568265,0.012390296,0.028613354,0.036194293,0.079555222,0.086056326,0.082225569,0.068396725,0.004929167,0.016139408,0.025393805,0.038144858,0.046978564,0.158473428,0.058084569,0.065686096,0.035866689,0.024474477,unknown
P43304,0.001673383,0.00095533,0.004283094,0.004807473,0.010715983,0.013382235,0.081741693,0.152236178,0.149964294,0.076693353,0.002107438,0.004588272,0.008074193,0.012631589,0.024877189,0.193556674,0.086774052,0.118146911,0.034818473,0.017972192,Mitochondria
P43307,0.001572406,0.001950855,0.002927315,0.004670434,0.008363525,0.010769427,0.078943957,0.128828335,0.202917685,0.053610253,0.00268759,0.004368026,0.008281454,0.007956053,0.022832936,0.273754047,0.062783416,0.088295019,0.025865367,0.008621899,unknown
P43308,0.000966285,0.008407537,0.04975739,0.063063134,0.119647231,0.151397318,0.048269157,0.016320888,0.008627589,0.03354347,0.00969878,0.024529982,0.043361375,0.058089311,0.100545574,0.020761303,0.102832407,0.026530219,0.072472616,0.041178433,unknown
P43353,0.006980593,0.021283373,0.019828461,0.023423082,0.040104925,0.046188876,0.114546456,0.09637492,0.076952873,0.056869541,0.011497611,0.023145334,0.034435722,0.034384846,0.06512185,0.137407716,0.06529805,0.078327954,0.027109033,0.020718785,unknown
P43405,0.076840206,0.003438029,0.005303682,0.005869535,0.012376297,0.013474111,0.06474087,0.082794613,0.14932014,0.083800025,0.003874508,0.00788774,0.009627252,0.010998022,0.02954886,0.107074668,0.064062639,0.143777325,0.052500098,0.072691379,unknown
P43487,0.353090065,0.003701615,0.017269132,0.004449256,0.005337516,0.007046786,0.02128085,0.02965697,0.048436575,0.029777542,0.0134687,0.028367488,0.026443875,0.030025509,0.044249005,0.073505351,0.068579355,0.111077248,0.051453679,0.032783484,unknown
P43490,0.377366446,0.0013788,0.001651002,0.001573432,0.004777388,0.004204592,0.015299632,0.029136676,0.045274712,0.022106926,0.007295939,0.013056627,0.012415565,0.019094971,0.033252567,0.133451081,0.053815469,0.132577123,0.047127039,0.045144012,unknown
P43686,0.267318865,0.005662637,0.006990417,0.007013568,0.012800606,0.014978141,0.03550438,0.039911607,0.064637585,0.055916037,0.004928995,0.012819088,0.017147201,0.016334662,0.036277349,0.085584995,0.070736303,0.138749201,0.061785329,0.044903034,unknown
P43897,0.005480723,0.001546518,0.011636643,0.009973999,0.01901902,0.021575109,0.063728308,0.147509973,0.134314095,0.077777158,0.002769581,0.00567778,0.010406179,0.01153358,0.028825876,0.166538091,0.09433865,0.112390124,0.044470008,0.030488584,Mitochondria
P45877,0.035710577,0.012573458,0.013197298,0.016671094,0.024209571,0.027426125,0.085056378,0.111129026,0.132449219,0.051878669,0.009543931,0.012273804,0.022202278,0.02668081,0.04475108,0.174398932,0.062310867,0.081024251,0.031747965,0.024764666,unknown
P45954,0.004462486,0.001156976,0.004888329,0.004494839,0.012212351,0.015166823,0.08833738,0.152554835,0.144132216,0.082055851,0.001966603,0.003686182,0.005069284,0.01029811,0.020500756,0.204480594,0.078780887,0.116020336,0.030186513,0.01954865,Mitochondria
P45973,0.037040147,0.000729837,0.003275943,0.005003735,0.007030994,0.010815928,0.048950928,0.0672737,0.174861337,0.155479805,0.001586176,0.002562361,0.004377959,0.007183892,0.020512513,0.072129022,0.081385984,0.202619546,0.063005031,0.034175162,Chromatin
P45974,0.310975264,0.003128197,0.002995348,0.004799633,0.006776426,0.008496736,0.026047944,0.034492232,0.054675981,0.044596787,0.006095494,0.012480693,0.016671336,0.015448193,0.027788073,0.105874522,0.070281474,0.166442551,0.046128556,0.035804558,unknown
P46013,0.005201614,0.000807741,0.002016774,0.003306741,0.00516599,0.007927744,0.048955075,0.08761343,0.223943816,0.125081774,0.001570203,0.003339967,0.003656599,0.006378532,0.020807954,0.108836182,0.05685799,0.190939319,0.049816659,0.047775897,unknown
P46060,0.102581896,0.00122876,0.001641969,0.003119637,0.007294848,0.009738592,0.056764193,0.075593856,0.154258518,0.083469381,0.002154973,0.004190329,0.007136746,0.008365264,0.024336827,0.117255918,0.080476201,0.169325975,0.048870384,0.042195735,unknown
P46063,0.084471464,0.001740954,0.002834374,0.002509126,0.008257413,0.00746859,0.036962127,0.060082327,0.221405855,0.074678804,0.002357091,0.003661137,0.008781021,0.009807145,0.029935904,0.090229821,0.06384736,0.179524618,0.063682781,0.047762087,unknown
P46100,0.107603409,0.002000817,0.003861309,0.006664228,0.013946807,0.012881637,0.051641066,0.064142334,0.121218382,0.111942264,0.005121275,0.005186239,0.005735082,0.007548561,0.026902148,0.067874291,0.068258354,0.192215052,0.081559374,0.04369737,unknown
P46109,0.268828579,0.002200245,0.0014205,0.005917356,0.009775816,0.013707702,0.038747826,0.039277723,0.059727436,0.043316688,0.011983277,0.012284483,0.02221545,0.024610297,0.036098814,0.14294623,0.063109598,0.12437705,0.04061673,0.038838199,unknown
P46199,0.023832537,0.002227803,0.0087695,0.008341449,0.013994532,0.021978318,0.066243114,0.140669189,0.155552314,0.066281211,0.004375653,0.007768256,0.01256497,0.018990969,0.032755638,0.146371537,0.10643533,0.100935114,0.039916696,0.02199587,unknown
P46379-3,0.232777271,0.00377151,0.00441873,0.004674592,0.009796075,0.014819415,0.039452756,0.052382759,0.084029612,0.056230618,0.02295044,0.033495935,0.039065272,0.046135704,0.059918441,0.067920683,0.064343431,0.065065725,0.051302934,0.047448098,unknown
P46459,0.073547598,0.009636976,0.011138495,0.011531925,0.019390276,0.01766441,0.068158054,0.074844333,0.128701907,0.07692597,0.009347365,0.016157402,0.019801632,0.020960188,0.036141884,0.146474345,0.059765337,0.129362097,0.043156111,0.027293694,unknown
P46531,0.012291716,0.007704308,0.015996338,0.016511248,0.030790868,0.030446014,0.103976676,0.124638549,0.103462417,0.057336388,0.007896438,0.018380427,0.027971123,0.032938828,0.056478968,0.151415931,0.06976423,0.079907425,0.03102648,0.021065626,unknown
P46734-3,0.187800457,0.001727374,0.010376402,0.005341395,0.013026493,0.014827354,0.039478008,0.060312186,0.103444868,0.037615138,0.005820499,0.006436643,0.011216392,0.020507282,0.041321609,0.096209295,0.09561929,0.144837656,0.056335096,0.047746563,unknown
P46776,0.002591225,0.001869485,0.006205956,0.008317507,0.014086105,0.019886929,0.07730397,0.132995199,0.142530615,0.072067908,0.00173344,0.005016465,0.008892032,0.012552674,0.036198738,0.09594334,0.060054134,0.076085996,0.052469999,0.173198284,40S/60S Ribosome
P46777,0.023440186,0.002413993,0.006290611,0.008212387,0.014474315,0.018644968,0.086516051,0.121016271,0.125248615,0.079945777,0.002612753,0.006225594,0.009212786,0.013138956,0.028571072,0.141114271,0.055993403,0.093237304,0.039590639,0.124100048,40S/60S Ribosome
P46778,0.002286426,0.002239631,0.007641922,0.006537927,0.023058568,0.028468926,0.101089339,0.127405964,0.11188762,0.085360306,0.001868532,0.003300598,0.007067872,0.008922796,0.03178555,0.089690793,0.062625943,0.08627807,0.050594505,0.161888712,40S/60S Ribosome
P46779,0.00224118,0.001512309,0.007280066,0.008372397,0.017442734,0.02151117,0.099369379,0.128263849,0.116594792,0.080790973,0.002743352,0.006128654,0.010531746,0.015290263,0.034721706,0.110026477,0.057604168,0.076092365,0.046259581,0.157222839,40S/60S Ribosome
P46781,0.017689854,0.001721334,0.004153221,0.004701722,0.009110203,0.015749231,0.097731056,0.132517386,0.127924163,0.0825701,0.001873435,0.005196494,0.007528164,0.012312698,0.02748964,0.140031611,0.060489942,0.106474506,0.04213088,0.10260436,40S/60S Ribosome
P46782,0.023615354,0.00259319,0.005104061,0.006468695,0.013828672,0.019990453,0.092607177,0.124037496,0.126247743,0.080798804,0.001647401,0.00546809,0.007765276,0.009758247,0.026057385,0.12541152,0.058520762,0.088329239,0.041075133,0.140675301,40S/60S Ribosome
P46783,0.037522594,0.00259506,0.004295462,0.005947979,0.012326162,0.014432119,0.071203159,0.122401827,0.161679294,0.063037797,0.00244193,0.005364209,0.007767619,0.012177253,0.024427825,0.173405368,0.049161163,0.079535052,0.038631396,0.111646731,40S/60S Ribosome
P46821,0.163701866,0.008336101,0.008896299,0.010545759,0.013211107,0.019984581,0.061338095,0.070627195,0.098018599,0.058140313,0.011622188,0.019614571,0.029171334,0.028095316,0.049672383,0.102821253,0.064298402,0.09618021,0.048081933,0.037642497,unknown
P46939,0.011315788,0.018246232,0.019405166,0.020306819,0.03915596,0.061501155,0.120340645,0.092458176,0.074082248,0.042614331,0.011284151,0.019819522,0.028153641,0.040543166,0.075344856,0.171370303,0.050679364,0.06425,0.022965651,0.016162828,unknown
P46940,0.27214533,0.007123556,0.008451691,0.008226937,0.011707806,0.013333236,0.048526158,0.048456949,0.05162751,0.02847997,0.012430682,0.019642723,0.024334563,0.025044392,0.044189737,0.173405919,0.053824551,0.091301205,0.029213198,0.028533887,unknown
P46977,0.000986853,0.000883836,0.002363099,0.002879569,0.008370272,0.010772203,0.072173146,0.151814196,0.186600569,0.065652814,0.00130222,0.003009206,0.004884524,0.008020858,0.014206899,0.289074429,0.040244182,0.103329021,0.023275799,0.010156307,unknown
P47755,0.391272256,0.002614954,0.007085721,0.003988344,0.004269603,0.005525664,0.01414774,0.020768799,0.0368878,0.012486303,0.012309476,0.017290644,0.027894221,0.033061899,0.044885785,0.146543934,0.056621612,0.105020811,0.030759716,0.026564718,unknown
