"data","method","f1score","precision","recall","accuracy"
"mulvey2021","MAP",0.85020908378821,0.922498845028489,0.836147186147186,0.900621118012422
"mulvey2021","MAP",0.874715900130447,0.939786018075492,0.867834358623832,0.925465838509317
"mulvey2021","MAP",0.862904017984232,0.938102832839675,0.853873319662793,0.919254658385093
"mulvey2021","MAP",0.880838506001312,0.932083997873472,0.865561631351105,0.919254658385093
"mulvey2021","MAP",0.846325696424959,0.872564935064935,0.833310549100023,0.881987577639752
"mulvey2021","MAP",0.845930264532805,0.918639280341408,0.830844155844156,0.900621118012422
"mulvey2021","MAP",0.836802202777936,0.931278866061475,0.837662337662338,0.91304347826087
"mulvey2021","MAP",0.846248021343257,0.937070707070707,0.846861471861472,0.919254658385093
"mulvey2021","MAP",0.915006895051241,0.955599225336067,0.898051948051948,0.944099378881988
"mulvey2021","MAP",0.845110943486587,0.925451802997146,0.830194805194805,0.900621118012422
"mulvey2021","MAP",0.889291101055807,0.943795093795094,0.875108225108225,0.925465838509317
"mulvey2021","MAP",0.911744859236048,0.952245485932216,0.891991341991342,0.937888198757764
"mulvey2021","MAP",0.887098427887902,0.934855216553781,0.876817042606516,0.925465838509317
"mulvey2021","MAP",0.880159155039538,0.959154083555997,0.868939393939394,0.93167701863354
"mulvey2021","MAP",0.913939758553926,0.965218030321873,0.893181818181818,0.944099378881988
"mulvey2021","MAP",0.865015593817993,0.890105601469238,0.858982683982684,0.906832298136646
"mulvey2021","MAP",0.928700924608654,0.953769993806992,0.921189336978811,0.950310559006211
"mulvey2021","MAP",0.847867932847976,0.886742424242424,0.834501025290499,0.900621118012422
"mulvey2021","MAP",0.814505594832506,0.907711732711733,0.810281385281385,0.888198757763975
"mulvey2021","MAP",0.839695525236476,0.925418060200669,0.844805194805195,0.91304347826087
"mulvey2021","MAP",0.888635191308988,0.955633255633256,0.879437229437229,0.937888198757764
"mulvey2021","MAP",0.874440434481002,0.938383838383838,0.866125541125541,0.925465838509317
"mulvey2021","MAP",0.856205249511241,0.874554954800031,0.857120072909547,0.906832298136646
"mulvey2021","MAP",0.866320002424884,0.92451730220869,0.852876509455457,0.91304347826087
"mulvey2021","MAP",0.85251761752862,0.917834358623832,0.843916609706083,0.906832298136646
"mulvey2021","MAP",0.879537526130796,0.898952984999497,0.870021645021645,0.925465838509317
"mulvey2021","MAP",0.867202211444453,0.877074314574315,0.862856003645477,0.906832298136646
"mulvey2021","MAP",0.857582129112827,0.904712711530893,0.843722943722944,0.900621118012422
"mulvey2021","MAP",0.865405694098394,0.917193399760948,0.848894964684438,0.91304347826087
"mulvey2021","MAP",0.899770555576538,0.939869626497533,0.890367965367965,0.937888198757764
"mulvey2021","MAP",0.847186147186147,0.91401023219205,0.838852813852814,0.906832298136646
"mulvey2021","MAP",0.860600584899514,0.927822476566496,0.855604921394395,0.91304347826087
"mulvey2021","MAP",0.87742878572419,0.903102453102453,0.872619047619048,0.919254658385093
"mulvey2021","MAP",0.881568296202443,0.921138072453862,0.86461038961039,0.91304347826087
"mulvey2021","MAP",0.906513840078615,0.928409090909091,0.899003189792663,0.93167701863354
"mulvey2021","MAP",0.857639419404125,0.93015873015873,0.848593073593074,0.91304347826087
"mulvey2021","MAP",0.86066731570677,0.939262757444576,0.846536796536797,0.91304347826087
"mulvey2021","MAP",0.9162436329103,0.944373614190687,0.90487012987013,0.950310559006211
"mulvey2021","MAP",0.898449459739782,0.932601546968314,0.88474025974026,0.93167701863354
"mulvey2021","MAP",0.871817977647748,0.917507527708373,0.86058327637275,0.91304347826087
"mulvey2021","MAP",0.857082865397721,0.91347687400319,0.84004329004329,0.900621118012422
"mulvey2021","MAP",0.925303503461807,0.961466399177897,0.908851674641148,0.950310559006211
"mulvey2021","MAP",0.829149271956106,0.936436735778841,0.825,0.91304347826087
"mulvey2021","MAP",0.892826433421309,0.920741758241758,0.883071314650262,0.919254658385093
"mulvey2021","MAP",0.886493614951409,0.906361658197643,0.8853668261563,0.93167701863354
"mulvey2021","MAP",0.833850888977931,0.919738417610758,0.844155844155844,0.91304347826087
"mulvey2021","MAP",0.851040440289933,0.938888888888889,0.847619047619048,0.906832298136646
"mulvey2021","MAP",0.916608628928801,0.946031746031746,0.903030303030303,0.944099378881988
"mulvey2021","MAP",0.878461788755906,0.917968007602154,0.866666666666667,0.925465838509317
"mulvey2021","MAP",0.882629727724549,0.915943526170799,0.87097288676236,0.925465838509317
"mulvey2021","MAP",0.893040225494587,0.955699855699856,0.885930735930736,0.944099378881988
