,P1rep1,P2rep1,P3rep1,P4rep1,P5rep1,P6rep1,P7rep1,P8rep1,P9rep1,SNrep1,P1rep2,P2rep2,P3rep2,P4rep2,P5rep2,P6rep2,P7rep2,P8rep2,P9rep2,SNrep2,P1rep3,P2rep3,P3rep3,P4rep3,P5rep3,P6rep3,P7rep3,P8rep3,P9rep3,SNrep3,markers
P08670,0.12375690607734806,0.08867924528301886,0.24838709677419354,0.100418410041841,0.34285714285714286,0.43824701195219123,0.32824427480916024,0.23140495867768598,0.26706827309236947,0.2596899224806202,0.3894230769230769,0.19963369963369965,0.43589743589743596,0.17191977077363899,0.19702602230483277,0.1686182669789227,0.13399503722084363,0.06936416184971099,0.10831721470019341,0.2215568862275449,0.07674418604651163,0.11148648648648647,0.3778625954198473,0.22546419098143236,0.4954954954954955,0.5265486725663717,0.2445054945054945,0.21917808219178084,0.1833688699360341,0.3083511777301927,unknown
P62937-2,0.13480662983425412,0.19999999999999998,0.25161290322580643,0.04741980474198047,0.1928571428571429,0.2151394422310757,0.19465648854961834,0.18181818181818182,0.11044176706827308,0.49612403100775193,0.052884615384615384,0.15934065934065936,0.31623931623931617,0.1346704871060172,0.15985130111524165,0.1686182669789227,0.18610421836228286,0.21772639691714837,0.17408123791102514,0.5848303393213572,0.12093023255813953,0.1081081081081081,0.4198473282442748,0.22281167108753316,0.4504504504504504,0.4601769911504425,0.2142857142857143,0.21643835616438356,0.15138592750533048,0.33832976445396146,unknown
O43768,0.07845303867403314,0.09811320754716979,0.22903225806451616,0.08089260808926081,0.32857142857142857,0.32270916334661354,0.34351145038167935,0.25068870523415976,0.21285140562248994,0.37596899224806196,0.08012820512820513,0.12271062271062273,0.44444444444444436,0.20630372492836677,0.27137546468401497,0.22482435597189696,0.2009925558312655,0.15414258188824662,0.17214700193423596,0.3992015968063872,0.053488372093023255,0.10979729729729729,0.41221374045801523,0.2281167108753316,0.5405405405405405,0.4955752212389381,0.2335164835164835,0.21917808219178084,0.1833688699360341,0.3490364025695931,unknown
P10809,0.22209944751381216,0.8415094339622641,0.7193548387096773,0.03486750348675035,0.053571428571428575,0.10358565737051792,0.026717557251908396,0.01928374655647383,0.016064257028112452,0.015503875968992248,0.3573717948717949,0.6758241758241759,0.7948717948717948,0.15472779369627507,0.0780669144981413,0.05620608899297423,0.019851116625310174,0.023121387283236993,0.019342359767891684,0.0279441117764471,0.3197674418604651,0.6925675675675674,0.6793893129770993,0.06896551724137932,0.04504504504504505,0.10176991150442478,0.013736263736263738,0.013698630136986302,0.014925373134328358,0.01284796573875803,unknown
P63244,0.024309392265193377,0.09056603773584905,0.1935483870967742,0.08368200836820085,0.37142857142857144,0.41035856573705176,0.5381679389312977,0.5757575757575758,0.3654618473895582,0.025193798449612406,0.03365384615384616,0.0860805860805861,0.20512820512820512,0.14899713467048709,0.24163568773234206,0.1522248243559719,0.3622828784119107,0.466281310211946,0.3984526112185687,0.03992015968063872,0.022093023255813957,0.07432432432432431,0.22900763358778625,0.15384615384615385,0.38738738738738737,0.3938053097345133,0.4450549450549451,0.5506849315068493,0.43710021321961623,0.036402569593147756,unknown
P62937,0.12265193370165746,0.11886792452830189,0.25806451612903225,0.100418410041841,0.38571428571428573,0.45019920318725093,0.31297709923664124,0.23140495867768598,0.1827309236947791,0.2965116279069767,0.09294871794871794,0.11721611721611723,0.5,0.20630372492836677,0.31598513011152424,0.26463700234192034,0.22332506203473942,0.1445086705202312,0.1102514506769826,0.3852295409181637,0.07441860465116279,0.10135135135135133,0.3816793893129771,0.22546419098143236,0.5405405405405405,0.4734513274336284,0.23076923076923078,0.24109589041095894,0.20469083155650322,0.31905781584582443,unknown
P07355,0.09171270718232044,0.23396226415094337,0.3903225806451613,0.14644351464435143,0.38571428571428573,0.4541832669322709,0.29770992366412213,0.13774104683195593,0.10642570281124498,0.21511627906976744,0.19551282051282054,0.2142857142857143,0.5299145299145299,0.31518624641833815,0.30111524163568776,0.20374707259953162,0.1836228287841191,0.08863198458574181,0.09090909090909091,0.20958083832335328,0.13604651162790699,0.17736486486486483,0.4961832061068702,0.29177718832891253,0.49999999999999994,0.420353982300885,0.18956043956043958,0.12876712328767123,0.08955223880597016,0.24197002141327625,unknown
P27816,0.04309392265193371,0.05660377358490566,0.13225806451612904,0.0613668061366806,0.27499999999999997,0.32669322709163345,0.4427480916030534,0.6473829201101929,0.5140562248995985,0.040697674418604654,0.046474358974358976,0.0750915750915751,0.17521367521367523,0.10601719197707735,0.14498141263940525,0.11943793911007027,0.2630272952853598,0.48554913294797686,0.5261121856866536,0.08982035928143713,0.03255813953488372,0.05912162162162162,0.18320610687022898,0.12466843501326262,0.32882882882882886,0.33185840707964603,0.3351648351648352,0.6328767123287671,0.5884861407249468,0.051391862955032126,unknown
Q02790,0.04530386740331491,0.12264150943396226,0.28064516129032263,0.11576011157601115,0.3607142857142857,0.4621513944223108,0.2900763358778626,0.14049586776859505,0.14056224899598393,0.46511627906976744,0.07051282051282051,0.13553113553113552,0.48717948717948717,0.20343839541547276,0.26394052044609667,0.2459016393442623,0.1836228287841191,0.10404624277456646,0.12379110251450677,0.46506986027944114,0.039534883720930225,0.10979729729729729,0.41221374045801523,0.2493368700265252,0.5810810810810811,0.5000000000000001,0.1978021978021978,0.1643835616438356,0.12366737739872068,0.46466809421841543,unknown
P02795,0.06187845303867402,0.11320754716981131,0.2870967741935484,0.10878661087866108,0.35357142857142865,0.5776892430278885,0.35114503816793896,0.14049586776859505,0.14859437751004015,0.3565891472868217,0.03846153846153847,0.11172161172161174,0.5,0.17765042979942694,0.27509293680297403,0.31381733021077285,0.17121588089330023,0.07321772639691715,0.11605415860735009,0.5349301397205589,0.037209302325581395,0.09459459459459457,0.3358778625954198,0.21485411140583557,0.5945945945945946,0.5752212389380532,0.18681318681318684,0.17534246575342466,0.13432835820895522,0.524625267665953,unknown
Q99623,0.2453038674033149,0.9056603773584905,0.4483870967741936,0.01534170153417015,0.0642857142857143,0.13147410358565736,0.05725190839694656,0.046831955922865015,0.052208835341365466,0.034883720930232565,0.34455128205128205,0.8315018315018317,0.6495726495726496,0.14040114613180518,0.014869888475836434,0.03747072599531616,0.017369727047146403,0.057803468208092484,0.0038684719535783366,0.053892215568862284,0.3523255813953488,0.777027027027027,0.5458015267175572,0.04774535809018568,0.03153153153153153,0.06637168141592921,0.013736263736263738,0.07123287671232878,0.017057569296375266,0.032119914346895075,unknown
P04406-2,0.06519337016574586,0.11320754716981131,0.19032258064516128,0.10320781032078101,0.22500000000000003,0.4900398406374502,0.2900763358778626,0.25344352617079896,0.26907630522088355,0.3352713178294574,0.025641025641025637,0.03663003663003663,0.6282051282051282,0.35243553008595985,0.2936802973977696,0.11007025761124122,0.12655086848635233,0.12138728323699421,0.32688588007736946,0.42514970059880236,0.026744186046511628,0.055743243243243236,0.40839694656488545,0.27320954907161804,0.23873873873873877,0.17699115044247787,0.07967032967032966,0.1232876712328767,0.11513859275053306,1.0,unknown
O75506,0.049723756906077346,0.13962264150943396,0.24838709677419354,0.10320781032078101,0.3785714285714286,0.402390438247012,0.3320610687022901,0.20385674931129477,0.16265060240963852,0.44379844961240306,0.07692307692307693,0.15934065934065936,0.39316239316239315,0.1805157593123209,0.24163568773234206,0.19906323185011712,0.19106699751861042,0.13487475915221578,0.13926499032882012,0.48103792415169666,0.056976744186046514,0.12837837837837834,0.43129770992366406,0.24137931034482762,0.5315315315315315,0.5132743362831859,0.23076923076923078,0.17534246575342466,0.1279317697228145,0.35117773019271953,unknown
Q9Y281-3,0.059668508287292824,0.20943396226415092,0.5387096774193548,0.16596931659693165,0.33571428571428574,0.402390438247012,0.22900763358778625,0.0881542699724518,0.0963855421686747,0.29263565891472865,0.1266025641025641,0.21245421245421248,0.5811965811965812,0.27793696275071633,0.2676579925650558,0.20374707259953162,0.15632754342431762,0.07321772639691715,0.09671179883945842,0.38922155688622756,0.08488372093023255,0.18243243243243243,0.564885496183206,0.2838196286472149,0.48648648648648646,0.4247787610619469,0.1620879120879121,0.12602739726027398,0.09808102345415778,0.3404710920770878,unknown
P22626,0.31160220994475135,0.022641509433962263,0.054838709677419356,0.04741980474198047,0.2285714285714286,0.3426294820717132,0.5763358778625953,0.578512396694215,0.1827309236947791,0.029069767441860465,0.16346153846153846,0.04761904761904763,0.14102564102564102,0.09742120343839543,0.1784386617100372,0.12412177985948479,0.44665012406947885,0.5761078998073217,0.230174081237911,0.053892215568862284,0.2127906976744186,0.03716216216216216,0.12213740458015267,0.08488063660477455,0.31081081081081086,0.33185840707964603,0.5054945054945055,0.6027397260273972,0.23667377398720685,0.03854389721627409,unknown
P05387,0.017679558011049725,0.08113207547169811,0.17419354838709677,0.08228730822873082,0.38571428571428573,0.402390438247012,0.5343511450381678,0.5922865013774106,0.3855421686746988,0.03294573643410853,0.032051282051282055,0.0860805860805861,0.19658119658119663,0.15186246418338112,0.2267657992565056,0.14988290398126464,0.38213399503722084,0.4643545279383429,0.4003868471953578,0.04590818363273453,0.023255813953488375,0.07094594594594594,0.2480916030534351,0.1671087533156499,0.39639639639639646,0.3805309734513274,0.4175824175824176,0.5780821917808219,0.4584221748400853,0.049250535331905786,RIBOSOME
P62829,0.02099447513812155,0.09622641509433963,0.2032258064516129,0.10460251046025103,0.4,0.5737051792828685,0.5572519083969465,0.37741046831955927,0.3353413654618474,0.015503875968992248,0.030448717948717948,0.053113553113553126,0.17521367521367523,0.16045845272206302,0.25278810408921937,0.13114754098360654,0.4019851116625309,0.4797687861271676,0.46228239845261127,0.023952095808383235,0.020930232558139538,0.06587837837837837,0.19465648854961834,0.13527851458885942,0.35585585585585583,0.3141592920353983,0.45054945054945056,0.6328767123287671,0.49253731343283585,0.025695931477516063,RIBOSOME
Q09666,0.17237569060773483,0.35660377358490564,0.41935483870967744,0.1324965132496513,0.3964285714285714,0.41035856573705176,0.35114503816793896,0.13774104683195593,0.030120481927710843,0.009689922480620155,0.5881410256410257,0.2820512820512821,0.44444444444444436,0.27793696275071633,0.19702602230483277,0.09367681498829042,0.13399503722084363,0.04431599229287091,0.03288201160541586,0.023952095808383235,0.3488372093023256,0.25337837837837834,0.4809160305343511,0.26525198938992045,0.3648648648648648,0.3185840707964602,0.17857142857142858,0.07945205479452054,0.03411513859275053,0.014989293361884369,unknown
P17980,0.023204419889502767,0.07358490566037734,0.17741935483870966,0.0697350069735007,0.25,0.35856573705179284,0.2480916030534351,0.2644628099173553,0.6967871485943775,0.2306201550387597,0.04006410256410256,0.07875457875457875,0.32478632478632485,0.11747851002865328,0.18215613382899631,0.17096018735362997,0.14640198511166252,0.19267822736030826,0.6576402321083172,0.2335329341317365,0.023255813953488375,0.07770270270270269,0.29770992366412213,0.16180371352785147,0.42792792792792794,0.3893805309734514,0.17857142857142858,0.29041095890410956,0.5309168443496802,0.28479657387580304,unknown
Q9UK76,0.049723756906077346,0.10566037735849056,0.25161290322580643,0.10878661087866108,0.32857142857142857,0.5258964143426295,0.29770992366412213,0.1652892561983471,0.14457831325301204,0.4244186046511627,0.0641025641025641,0.11721611721611723,0.5384615384615385,0.24068767908309457,0.3234200743494424,0.297423887587822,0.19602977667493796,0.08863198458574181,0.11218568665377175,0.4231536926147704,0.0430232558139535,0.10979729729729729,0.4198473282442748,0.259946949602122,0.5765765765765766,0.5000000000000001,0.2087912087912088,0.1643835616438356,0.13646055437100213,0.42184154175588867,unknown
P07237,0.0707182320441989,0.3169811320754716,0.6516129032258065,0.21059972105997207,0.6035714285714285,0.38247011952191234,0.17938931297709923,0.06060606060606061,0.016064257028112452,0.036821705426356585,0.07051282051282051,0.2893772893772894,0.7179487179487181,0.5358166189111749,0.5539033457249071,0.17096018735362997,0.17866004962779158,0.0558766859344894,0.023210831721470017,0.0499001996007984,0.08255813953488374,0.27027027027027023,0.7251908396946565,0.46419098143236076,0.5810810810810811,0.43362831858407086,0.2142857142857143,0.06849315068493152,0.017057569296375266,0.027837259100642393,ER
P23528,0.05303867403314917,0.20754716981132074,0.46129032258064523,0.1617852161785216,0.3607142857142857,0.4143426294820717,0.22519083969465647,0.11019283746556473,0.10441767068273092,0.31976744186046513,0.11698717948717947,0.17948717948717952,0.611111111111111,0.2808022922636103,0.2788104089219331,0.22950819672131145,0.15632754342431762,0.06936416184971099,0.09090909090909091,0.3552894211576847,0.0813953488372093,0.16891891891891891,0.5496183206106869,0.27320954907161804,0.5225225225225225,0.4292035398230089,0.16483516483516483,0.12602739726027398,0.09808102345415778,0.34261241970021417,unknown
P51858,0.1756906077348066,0.07169811320754718,0.15806451612903227,0.08228730822873082,0.30000000000000004,0.5418326693227092,0.3091603053435114,0.1652892561983471,0.1566265060240964,0.42248062015503873,0.07371794871794872,0.10073260073260075,0.47435897435897445,0.17765042979942694,0.28624535315985133,0.2622950819672131,0.1935483870967742,0.11753371868978804,0.1470019342359768,0.46506986027944114,0.08604651162790697,0.08783783783783783,0.3396946564885496,0.21485411140583557,0.5405405405405405,0.5088495575221239,0.1978021978021978,0.20000000000000004,0.15991471215351813,0.40899357601713066,unknown
Q9H910-2,0.14033149171270717,0.09622641509433963,0.1709677419354839,0.100418410041841,0.3392857142857143,0.38247011952191234,0.35877862595419846,0.3415977961432507,0.3875502008032128,0.1763565891472868,0.1266025641025641,0.13919413919413923,0.4700854700854702,0.20343839541547276,0.3122676579925651,0.2459016393442623,0.2183622828784119,0.16377649325626203,0.19342359767891681,0.25149700598802394,0.10116279069767443,0.09797297297297296,0.40076335877862596,0.18832891246684355,0.509009009009009,0.43362831858407086,0.23626373626373626,0.27671232876712326,0.15565031982942432,0.24197002141327625,unknown
Q06323,0.027624309392265196,0.08490566037735849,0.20967741935483872,0.07810320781032078,0.2642857142857143,0.4302788844621514,0.25190839694656486,0.22589531680440772,0.5220883534136547,0.32558139534883723,0.03846153846153847,0.0805860805860806,0.3675213675213675,0.12893982808022922,0.20817843866171004,0.2224824355971897,0.16129032258064516,0.14258188824662812,0.4912959381044487,0.33932135728542917,0.02558139534883721,0.09290540540540539,0.3740458015267175,0.20424403183023876,0.509009009009009,0.4513274336283187,0.17857142857142858,0.23835616438356166,0.3390191897654585,0.35974304068522484,unknown
O95721,0.05524861878453039,0.16981132075471697,0.3870967741935484,0.14504881450488144,0.5785714285714285,0.5816733067729083,0.3969465648854961,0.22314049586776857,0.14658634538152612,0.04457364341085271,0.15865384615384615,0.1776556776556777,0.5,0.2722063037249284,0.3977695167286246,0.2388758782201405,0.29280397022332505,0.15028901734104047,0.13152804642166344,0.07784431137724551,0.09186046511627907,0.15033783783783783,0.5267175572519083,0.31299734748010616,0.5315315315315315,0.6415929203539823,0.282967032967033,0.189041095890411,0.11300639658848614,0.07494646680942185,unknown
O00161,0.1016574585635359,0.37169811320754714,0.6709677419354838,0.20641562064156202,0.40357142857142864,0.33864541832669326,0.22137404580152673,0.1349862258953168,0.050200803212851405,0.04844961240310078,0.28525641025641024,0.2765567765567766,0.6153846153846154,0.4183381088825216,0.24907063197026022,0.10538641686182669,0.14392059553349873,0.0770712909441233,0.06769825918762089,0.03992015968063872,0.25581395348837205,0.26689189189189183,0.6755725190839694,0.350132625994695,0.34684684684684686,0.2699115044247788,0.1620879120879121,0.07397260273972601,0.021321961620469086,0.025695931477516063,PM
Q9Y224,0.038674033149171276,0.06981132075471697,0.14838709677419354,0.07252440725244072,0.3642857142857143,0.4820717131474103,0.6221374045801525,0.6225895316804407,0.2951807228915663,0.04457364341085271,0.04326923076923077,0.07875457875457875,0.23076923076923078,0.15472779369627507,0.2676579925650558,0.17798594847775176,0.4218362282878411,0.4605009633911368,0.3133462282398452,0.06986027944111776,0.031395348837209305,0.06925675675675674,0.21374045801526717,0.15915119363395225,0.40090090090090086,0.4424778761061947,0.5082417582417583,0.5945205479452055,0.30490405117270797,0.051391862955032126,unknown
P06454-2,0.04088397790055249,0.09056603773584905,0.24193548387096772,0.10599721059972106,0.3464285714285714,0.47808764940239046,0.3053435114503817,0.1322314049586777,0.10843373493975904,0.5445736434108528,0.04807692307692307,0.10439560439560441,0.4273504273504274,0.18911174785100288,0.2973977695167287,0.25995316159250587,0.1836228287841191,0.1021194605009634,0.11411992263056092,0.5548902195608783,0.04186046511627907,0.11824324324324324,0.41221374045801523,0.26259946949602125,0.5630630630630631,0.5486725663716815,0.1978021978021978,0.15342465753424658,0.12366737739872068,0.4453961456102784,unknown
P62820,0.056353591160221,0.19999999999999998,0.435483870967742,0.17294281729428174,0.5071428571428571,0.45019920318725093,0.4007633587786259,0.27272727272727276,0.11646586345381527,0.05232558139534884,0.09615384615384615,0.2692307692307693,0.5042735042735043,0.36103151862464183,0.36802973977695175,0.1686182669789227,0.2630272952853598,0.17148362235067435,0.10444874274661507,0.07385229540918165,0.09186046511627907,0.19087837837837834,0.5916030534351144,0.3474801061007958,0.518018018018018,0.43362831858407086,0.293956043956044,0.21095890410958903,0.0746268656716418,0.06423982869379015,unknown
P17844,0.09834254143646409,0.0490566037735849,0.11935483870967742,0.0613668061366806,0.30000000000000004,0.34661354581673304,0.5534351145038168,0.6721763085399449,0.3795180722891566,0.023255813953488372,0.08653846153846155,0.04212454212454213,0.13675213675213677,0.11174785100286531,0.18215613382899631,0.117096018735363,0.3895781637717121,0.5452793834296724,0.4061895551257253,0.031936127744510975,0.07674418604651163,0.05236486486486486,0.1679389312977099,0.10610079575596817,0.31981981981981983,0.3230088495575222,0.4615384615384615,0.6438356164383562,0.4136460554371002,0.036402569593147756,NUCLEUS/CHROMATIN
P30086,0.04530386740331491,0.11132075471698112,0.25483870967741934,0.11436541143654114,0.35714285714285715,0.5179282868525896,0.32824427480916024,0.15977961432506887,0.14457831325301204,0.4418604651162791,0.041666666666666664,0.1208791208791209,0.4615384615384615,0.19197707736389683,0.27137546468401497,0.28337236533957844,0.18610421836228286,0.10789980732177264,0.10638297872340426,0.5449101796407186,0.033720930232558136,0.09797297297297296,0.40076335877862596,0.24137931034482762,0.5990990990990991,0.5221238938053098,0.1978021978021978,0.16986301369863013,0.13646055437100213,0.4710920770877945,unknown
P20962,0.04309392265193371,0.10943396226415093,0.23870967741935484,0.11576011157601115,0.3464285714285714,0.5896414342629481,0.3015267175572519,0.1349862258953168,0.12048192771084337,0.5077519379844961,0.05608974358974359,0.10256410256410257,0.5384615384615385,0.21489971346704873,0.3048327137546468,0.30210772833723654,0.19602977667493796,0.08863198458574181,0.09671179883945842,0.49500998003992014,0.037209302325581395,0.10304054054054053,0.3931297709923664,0.24403183023872682,0.5855855855855856,0.5088495575221239,0.20604395604395603,0.1643835616438356,0.13859275053304906,0.45610278372591007,unknown
P78371,0.026519337016574586,0.09056603773584905,0.2032258064516129,0.08089260808926081,0.27142857142857146,0.3904382470119521,0.27099236641221375,0.2975206611570248,0.5803212851405622,0.22480620155038758,0.05128205128205128,0.08791208791208792,0.3504273504273504,0.14899713467048709,0.20817843866171004,0.18032786885245902,0.1662531017369727,0.19653179190751446,0.5338491295938105,0.25349301397205587,0.03023255813953488,0.08277027027027026,0.31679389312977096,0.17241379310344826,0.4324324324324324,0.3805309734513274,0.18956043956043958,0.31232876712328766,0.4797441364605544,0.29978586723768735,unknown
P07437,0.051933701657458566,0.12452830188679245,0.3,0.1199442119944212,0.3785714285714286,0.5099601593625498,0.29770992366412213,0.15702479338842976,0.19678714859437751,0.38953488372093026,0.0673076923076923,0.11904761904761907,0.5470085470085471,0.23209169054441264,0.31598513011152424,0.2997658079625293,0.1836228287841191,0.09248554913294797,0.1218568665377176,0.4291417165668663,0.046511627906976744,0.10979729729729729,0.42748091603053434,0.2864721485411141,0.5495495495495496,0.45575221238938063,0.20604395604395603,0.16986301369863013,0.13219616204690832,0.45396145610278377,unknown
O15511,0.09171270718232044,0.15660377358490563,0.2838709677419355,0.1115760111576011,0.32142857142857145,0.3944223107569721,0.35114503816793896,0.3498622589531681,0.28514056224899603,0.1356589147286822,0.13621794871794873,0.14652014652014655,0.43589743589743596,0.20916905444126074,0.24535315985130116,0.19906323185011712,0.2655086848635235,0.2350674373795761,0.2263056092843327,0.21756487025948104,0.10813953488372093,0.14358108108108106,0.3587786259541984,0.18832891246684355,0.39639639639639646,0.3539823008849558,0.2664835164835165,0.32054794520547947,0.28358208955223885,0.19914346895074947,unknown
P04075,0.06408839779005525,0.14528301886792452,0.29354838709677417,0.12273361227336123,0.35714285714285715,0.4581673306772909,0.282442748091603,0.17079889807162535,0.18072289156626506,0.39922480620155043,0.12179487179487182,0.1776556776556777,0.4786324786324786,0.23209169054441264,0.2676579925650558,0.24824355971896955,0.1687344913151365,0.09633911368015413,0.13539651837524178,0.3992015968063872,0.07093023255813953,0.13682432432432431,0.43511450381679384,0.2493368700265252,0.5135135135135135,0.4424778761061947,0.18406593406593408,0.18082191780821918,0.16631130063965885,0.37473233404710926,unknown
P62258,0.057458563535911604,0.15471698113207544,0.3419354838709677,0.13947001394700137,0.35000000000000003,0.47808764940239046,0.2862595419847328,0.162534435261708,0.13654618473895583,0.3372093023255814,0.09615384615384615,0.15018315018315018,0.5299145299145299,0.24068767908309457,0.2899628252788105,0.24824355971896955,0.17866004962779158,0.10597302504816954,0.1218568665377176,0.3912175648702595,0.06627906976744187,0.13513513513513511,0.47328244274809156,0.2811671087533157,0.5495495495495496,0.4734513274336284,0.2005494505494506,0.16712328767123288,0.12153518123667378,0.3468950749464668,unknown
Q00688,0.024309392265193377,0.0830188679245283,0.17741935483870966,0.08089260808926081,0.38571428571428573,0.4621513944223108,0.5458015267175573,0.5702479338842976,0.3654618473895582,0.015503875968992248,0.02724358974358974,0.06043956043956044,0.20085470085470086,0.15186246418338112,0.25278810408921937,0.14754098360655737,0.4119106699751861,0.47398843930635837,0.437137330754352,0.0279441117764471,0.01744186046511628,0.06925675675675674,0.21755725190839692,0.13527851458885942,0.3738738738738739,0.3893805309734514,0.44230769230769235,0.5808219178082191,0.4690831556503199,0.023554603854389723,unknown
