,P1rep1,P2rep1,P3rep1,P4rep1,P5rep1,P6rep1,P7rep1,P8rep1,P9rep1,SNrep1,P1rep2,P2rep2,P3rep2,P4rep2,P5rep2,P6rep2,P7rep2,P8rep2,P9rep2,SNrep2,P1rep3,P2rep3,P3rep3,P4rep3,P5rep3,P6rep3,P7rep3,P8rep3,P9rep3,SNrep3,markers
Q99623,0.48541666666666666,1.0,0.2833333333333334,0.03958333333333333,0.03958333333333333,0.06666666666666667,0.025,0.02916666666666667,0.04791666666666668,0.02916666666666667,0.4666666666666667,0.9541666666666667,0.325,0.13333333333333333,0.03125,0.03333333333333333,0.01041666666666667,0.05625,0.0,0.04791666666666668,0.6583333333333333,0.9500000000000001,0.29583333333333334,0.07500000000000001,0.008333333333333333,0.025,0.004166666666666667,0.04791666666666668,0.008333333333333333,0.025,unknown
P04406-2,0.1045454545454546,0.08181818181818183,0.07272727272727274,0.13181818181818183,0.09090909090909094,0.22272727272727277,0.11136363636363639,0.1477272727272728,0.24318181818181825,0.32954545454545464,0.0022727272727272752,0.0,0.2886363636363637,0.2590909090909091,0.15000000000000002,0.052272727272727276,0.05681818181818183,0.08181818181818183,0.32500000000000007,0.4204545454545455,0.027272727272727285,0.011363636363636374,0.1863636363636364,0.2204545454545455,0.05909090909090912,0.029545454545454545,0.0045454545454545504,0.040909090909090916,0.05909090909090912,1.0,unknown
O75506,0.0,0.09944751381215469,0.09944751381215469,0.14364640883977897,0.281767955801105,0.24309392265193375,0.15469613259668513,0.08287292817679556,0.12154696132596679,0.9337016574585634,0.005524861878453043,0.19337016574585636,0.22099447513812157,0.12154696132596679,0.11049723756906078,0.16022099447513816,0.10497237569060774,0.060773480662983395,0.07734806629834261,1.0,0.03314917127071826,0.08839779005524862,0.3093922651933701,0.292817679558011,0.3259668508287293,0.3149171270718231,0.138121546961326,0.027624309392265213,0.0,0.580110497237569,unknown
Q9Y281-3,0.22222222222222224,0.5061728395061729,0.8333333333333334,0.6049382716049383,0.40740740740740744,0.43827160493827166,0.1728395061728395,0.0,0.09876543209876543,0.728395061728395,0.3641975308641975,0.5617283950617283,0.6851851851851852,0.5123456790123456,0.33333333333333326,0.35802469135802467,0.19753086419753085,0.03703703703703703,0.11728395061728397,1.0,0.3518518518518518,0.462962962962963,0.728395061728395,0.5925925925925926,0.4691358024691358,0.39506172839506165,0.16666666666666663,0.08641975308641975,0.0802469135802469,0.7839506172839507,unknown
P22626,0.9894736842105263,0.003508771929824565,0.010526315789473694,0.10877192982456141,0.18947368421052635,0.25964912280701763,0.48070175438596496,0.6877192982456142,0.27017543859649124,0.0,0.3508771929824562,0.06666666666666668,0.09122807017543859,0.13333333333333333,0.16842105263157897,0.1473684210526316,0.5859649122807017,1.0,0.37192982456140355,0.04210526315789476,0.6491228070175439,0.02456140350877194,0.07017543859649125,0.13684210526315793,0.19298245614035092,0.21403508771929827,0.5964912280701754,0.7228070175438598,0.33684210526315794,0.014035087719298248,unknown
P05387,0.06222222222222222,0.13333333333333333,0.1688888888888889,0.24,0.4266666666666667,0.3866666666666667,0.5511111111111111,0.8844444444444446,0.7822222222222223,0.0,0.07111111111111112,0.1688888888888889,0.16444444444444448,0.2444444444444445,0.26222222222222225,0.2266666666666667,0.6177777777777779,1.0,0.8533333333333334,0.02666666666666666,0.08888888888888892,0.11111111111111113,0.2266666666666667,0.3022222222222223,0.32000000000000006,0.3111111111111111,0.6044444444444446,0.8666666666666668,0.8800000000000001,0.03111111111111111,RIBOSOME
P62829,0.10743801652892564,0.19421487603305787,0.23140495867768596,0.3264462809917355,0.4504132231404958,0.5743801652892562,0.5743801652892562,0.5371900826446281,0.6611570247933884,0.0,0.09917355371900827,0.11983471074380167,0.1694214876033058,0.2768595041322314,0.3099173553719009,0.21487603305785125,0.6446280991735536,1.0,0.962809917355372,0.01652892561983471,0.11157024793388431,0.128099173553719,0.1900826446280992,0.26859504132231404,0.29752066115702486,0.2644628099173554,0.6487603305785125,0.9256198347107437,0.9214876033057852,0.020661157024793392,RIBOSOME
Q09666,0.4426666666666667,0.5013333333333333,0.336,0.27199999999999996,0.296,0.2693333333333333,0.2346666666666667,0.12266666666666666,0.029333333333333333,0.0,1.0,0.4186666666666667,0.28533333333333327,0.296,0.168,0.10400000000000002,0.13599999999999998,0.050666666666666665,0.03733333333333333,0.018666666666666668,0.832,0.38666666666666666,0.33066666666666666,0.312,0.20533333333333328,0.18133333333333332,0.16266666666666668,0.06666666666666667,0.029333333333333333,0.008,unknown
P17980,0.0,0.022435897435897415,0.06410256410256408,0.08333333333333333,0.125,0.18269230769230776,0.09615384615384617,0.1955128205128205,1.0,0.2660256410256411,0.006410256410256395,0.04807692307692306,0.15384615384615388,0.07692307692307691,0.08974358974358974,0.13141025641025642,0.08012820512820512,0.20833333333333334,0.9807692307692311,0.25961538461538464,0.0032051282051282085,0.03205128205128204,0.14423076923076925,0.15064102564102566,0.19230769230769235,0.1698717948717949,0.09615384615384617,0.2275641025641026,0.6826923076923078,0.31410256410256415,unknown
Q9UK76,0.0755813953488372,0.0755813953488372,0.186046511627907,0.25,0.2906976744186046,0.5116279069767443,0.186046511627907,0.0813953488372093,0.1511627906976744,1.0,0.03488372093023255,0.1453488372093024,0.5058139534883722,0.3255813953488373,0.31976744186046513,0.4883720930232559,0.19767441860465118,0.0,0.0755813953488372,0.9593023255813953,0.04069767441860469,0.1046511627906977,0.3837209302325582,0.4244186046511628,0.4767441860465117,0.3895348837209303,0.1744186046511628,0.0813953488372093,0.09883720930232559,0.8779069767441863,unknown
P07237,0.3585858585858586,0.8282828282828282,0.9848484848484849,0.7828282828282828,0.8383838383838382,0.45959595959595956,0.20202020202020202,0.07575757575757575,0.005050505050505054,0.05555555555555555,0.2474747474747475,0.7979797979797979,0.8484848484848485,1.0,0.7878787878787877,0.3484848484848485,0.3333333333333333,0.1111111111111111,0.030303030303030293,0.08585858585858586,0.4040404040404041,0.7676767676767676,0.9343434343434343,0.9545454545454544,0.6161616161616161,0.45959595959595956,0.3585858585858586,0.09090909090909091,0.0,0.030303030303030293,ER
P23528,0.18439716312056734,0.5460992907801417,0.7588652482269503,0.6453900709219857,0.48936170212765945,0.49645390070921974,0.16312056737588645,0.028368794326241058,0.11347517730496448,0.9078014184397163,0.3475177304964538,0.48936170212765945,0.8085106382978722,0.5673758865248225,0.3758865248226949,0.46099290780141833,0.1985815602836879,0.0,0.08510638297872337,1.0,0.3546099290780141,0.44680851063829785,0.780141843971631,0.6241134751773049,0.5673758865248225,0.43262411347517726,0.17021276595744675,0.0709219858156028,0.0638297872340425,0.8794326241134751,unknown
P51858,0.6910994764397904,0.0,0.041884816753926704,0.15183246073298423,0.2460732984293194,0.5078534031413613,0.20942408376963342,0.0994764397905759,0.19371727748691098,0.9214659685863874,0.08900523560209425,0.10994764397905758,0.40314136125654454,0.20418848167539266,0.2617801047120419,0.3874345549738219,0.19895287958115182,0.10471204188481674,0.18848167539267013,1.0,0.25654450261780104,0.052356020942408384,0.2617801047120419,0.3193717277486911,0.4136125654450261,0.3874345549738219,0.16230366492146592,0.16753926701570684,0.1727748691099476,0.7853403141361256,unknown
Q9H910-2,0.6285714285714287,0.007142857142857102,0.0,0.21428571428571433,0.3285714285714287,0.3214285714285715,0.2928571428571429,0.5071428571428572,1.0,0.2642857142857143,0.27142857142857146,0.21428571428571433,0.4571428571428573,0.2571428571428572,0.3214285714285715,0.3928571428571429,0.2571428571428572,0.22857142857142854,0.34285714285714286,0.5142857142857145,0.35714285714285726,0.028571428571428505,0.3857142857142859,0.2785714285714287,0.42857142857142866,0.3214285714285715,0.2357142857142857,0.34285714285714286,0.13571428571428568,0.42857142857142866,unknown
Q06323,0.013392857142857123,0.053571428571428555,0.1294642857142857,0.13839285714285715,0.18749999999999997,0.33035714285714285,0.13392857142857142,0.20535714285714285,1.0,0.5848214285714286,0.0,0.06696428571428571,0.2544642857142857,0.12053571428571426,0.15178571428571422,0.2767857142857143,0.13392857142857142,0.1696428571428571,0.9776785714285714,0.59375,0.008928571428571406,0.08035714285714284,0.28571428571428564,0.2767857142857143,0.34375,0.29464285714285715,0.1294642857142857,0.22767857142857145,0.5446428571428571,0.5892857142857142,unknown
O95721,0.2916666666666667,0.49305555555555564,0.6805555555555556,0.6458333333333334,1.0,0.8750000000000001,0.5694444444444444,0.4097222222222222,0.35416666666666674,0.0,0.6180555555555556,0.5694444444444444,0.7083333333333335,0.6319444444444444,0.6875000000000001,0.5763888888888888,0.6736111111111112,0.38888888888888895,0.32638888888888895,0.11111111111111112,0.5069444444444445,0.45833333333333337,0.8194444444444444,0.8125000000000002,0.6666666666666667,0.8541666666666667,0.5625000000000001,0.32638888888888895,0.20833333333333334,0.09027777777777782,unknown
O00161,0.4273127753303965,0.841409691629956,0.8766519823788547,0.6607929515418502,0.47577092511013225,0.34361233480176223,0.21585903083700445,0.1762114537444934,0.07048458149779736,0.06607929515418504,0.7973568281938327,0.6563876651982379,0.6255506607929515,0.682819383259912,0.31718061674008813,0.17180616740088106,0.22026431718061673,0.13656387665198236,0.11894273127753306,0.04405286343612335,1.0,0.6519823788546256,0.748898678414097,0.6343612334801763,0.2995594713656388,0.2290748898678414,0.22026431718061673,0.07929515418502202,0.0,0.01321585903083701,PM
Q9Y224,0.12442396313364057,0.08294930875576034,0.11059907834101383,0.18894009216589863,0.3870967741935484,0.4654377880184332,0.6497695852534562,0.9400921658986174,0.5760368663594472,0.0,0.0783410138248848,0.12903225806451613,0.17972350230414746,0.23041474654377878,0.29493087557603687,0.26267281105990786,0.6866359447004609,1.0,0.6497695852534562,0.05529953917050693,0.09677419354838712,0.08294930875576034,0.16589861751152077,0.2718894009216589,0.3087557603686636,0.3594470046082949,0.7511520737327191,0.8986175115207373,0.5529953917050693,0.00921658986175116,unknown
P06454-2,0.03781512605042019,0.03781512605042019,0.13865546218487393,0.18907563025210086,0.2478991596638655,0.33613445378151263,0.15966386554621848,0.025210084033613463,0.0504201680672269,1.0,0.0,0.09243697478991597,0.273109243697479,0.17647058823529413,0.21848739495798317,0.3025210084033613,0.13865546218487393,0.04621848739495801,0.07563025210084033,0.9873949579831933,0.04201680672268908,0.11344537815126053,0.2857142857142857,0.32773109243697474,0.34873949579831925,0.34453781512605036,0.1260504201680672,0.05882352941176472,0.0630252100840336,0.6974789915966384,unknown
P62820,0.29770992366412213,0.6335877862595419,0.8320610687022901,0.8320610687022901,0.916030534351145,0.6793893129770991,0.6030534351145037,0.5572519083969466,0.24427480916030533,0.0,0.35114503816793885,0.9770992366412213,0.7557251908396947,0.9007633587786259,0.66412213740458,0.3740458015267175,0.618320610687023,0.4809160305343511,0.22137404580152664,0.07633587786259544,0.5267175572519084,0.6564885496183205,1.0,0.9618320610687022,0.6793893129770991,0.549618320610687,0.618320610687023,0.3893129770992366,0.061068702290076333,0.030534351145038142,unknown
P17844,0.33823529411764713,0.0661764705882353,0.09558823529411765,0.16176470588235295,0.28308823529411775,0.286764705882353,0.4926470588235294,0.8566176470588236,0.6544117647058824,0.0,0.20220588235294124,0.06985294117647059,0.10294117647058824,0.16911764705882354,0.19117647058823534,0.15441176470588241,0.5404411764705883,1.0,0.7352941176470589,0.014705882352941178,0.26102941176470595,0.06985294117647059,0.12867647058823534,0.18382352941176475,0.22058823529411772,0.2279411764705883,0.5772058823529411,0.823529411764706,0.6691176470588235,0.022058823529411773,NUCLEUS/CHROMATIN
P30086,0.07264957264957263,0.10256410256410256,0.1752136752136752,0.23504273504273504,0.28205128205128205,0.40170940170940167,0.2051282051282051,0.08547008547008549,0.14529914529914528,0.8076923076923076,0.0,0.1495726495726496,0.329059829059829,0.2008547008547008,0.20940170940170943,0.3675213675213675,0.16239316239316237,0.07692307692307693,0.07692307692307693,1.0,0.02991452991452991,0.08119658119658117,0.2948717948717949,0.3162393162393163,0.405982905982906,0.34188034188034194,0.14529914529914528,0.10256410256410256,0.10683760683760683,0.7777777777777777,unknown
P20962,0.03255813953488375,0.0697674418604651,0.13023255813953485,0.22325581395348834,0.25581395348837205,0.4837209302325581,0.15348837209302324,0.013953488372093033,0.06511627906976743,1.0,0.004651162790697678,0.07906976744186046,0.4046511627906977,0.21860465116279068,0.23255813953488363,0.39999999999999997,0.15813953488372093,0.0,0.02325581395348839,0.9348837209302325,0.009302325581395356,0.06511627906976743,0.27441860465116275,0.3116279069767442,0.39069767441860465,0.32093023255813946,0.13488372093023254,0.06511627906976743,0.08372093023255814,0.7767441860465114,unknown
P78371,0.0,0.05179282868525898,0.09960159362549802,0.12350597609561756,0.16733067729083667,0.24701195219123503,0.1314741035856574,0.27888446215139445,1.0,0.3067729083665338,0.023904382470119515,0.06772908366533863,0.20318725099601592,0.12749003984063742,0.12749003984063742,0.16733067729083667,0.11952191235059763,0.2549800796812749,0.952191235059761,0.35059760956175295,0.015936254980079667,0.03984063745019921,0.18725099601593623,0.19123505976095614,0.23107569721115534,0.19123505976095614,0.12350597609561756,0.302788844621514,0.7410358565737052,0.4063745019920318,unknown
P07437,0.07831325301204818,0.1265060240963856,0.27108433734939763,0.2951807228915663,0.3734939759036145,0.4939759036144579,0.1807228915662651,0.05421686746987949,0.30120481927710846,0.9156626506024099,0.036144578313253004,0.14457831325301201,0.5240963855421688,0.30722891566265065,0.30722891566265065,0.5000000000000001,0.16265060240963855,0.0,0.09638554216867472,1.0,0.04819277108433736,0.09638554216867472,0.3975903614457832,0.48795180722891573,0.4457831325301206,0.33132530120481934,0.16265060240963855,0.08433734939759037,0.07831325301204818,0.9879518072289156,unknown
O15511,0.38356164383561636,0.23287671232876692,0.2602739726027397,0.3013698630136985,0.3424657534246574,0.4383561643835614,0.31506849315068497,0.7945205479452053,1.0,0.0,0.38356164383561636,0.2465753424657534,0.5479452054794519,0.3013698630136985,0.15068493150684925,0.2602739726027397,0.5342465753424656,0.726027397260274,0.6712328767123287,0.5342465753424656,0.5479452054794519,0.20547945205479448,0.36986301369862984,0.31506849315068497,0.2602739726027397,0.15068493150684925,0.38356164383561636,0.6575342465753424,0.8630136986301369,0.3287671232876711,unknown
P04075,0.14193548387096772,0.1935483870967742,0.264516129032258,0.31612903225806455,0.3483870967741935,0.43225806451612897,0.15483870967741933,0.0774193548387097,0.2580645161290322,1.0,0.2451612903225807,0.3483870967741935,0.4451612903225806,0.31612903225806455,0.232258064516129,0.38064516129032255,0.12258064516129037,0.0,0.13548387096774198,0.9612903225806452,0.17419354838709677,0.1935483870967742,0.42580645161290315,0.4193548387096774,0.41290322580645156,0.32258064516129026,0.10967741935483874,0.10322580645161293,0.17419354838709677,0.8064516129032259,unknown
P62258,0.07857142857142864,0.21428571428571425,0.36428571428571427,0.3999999999999999,0.3357142857142858,0.47857142857142865,0.14285714285714288,0.028571428571428595,0.09285714285714293,0.8428571428571427,0.12142857142857143,0.24285714285714285,0.5428571428571429,0.3357142857142858,0.2642857142857144,0.38571428571428573,0.12857142857142867,0.0,0.06428571428571433,1.0,0.12857142857142867,0.17142857142857146,0.5071428571428571,0.5142857142857143,0.47857142857142865,0.37142857142857155,0.12857142857142867,0.04285714285714289,0.007142857142857198,0.7642857142857143,unknown
Q00688,0.12133891213389124,0.1673640167364017,0.200836820083682,0.2594142259414226,0.43933054393305443,0.46443514644351475,0.5690376569037657,0.8368200836820084,0.7322175732217573,0.0,0.09205020920502092,0.13807531380753135,0.19665271966527198,0.2677824267782427,0.3138075313807532,0.2468619246861925,0.6694560669456068,1.0,0.9205020920502093,0.025104602510460244,0.10041841004184102,0.13807531380753135,0.2175732217573222,0.27196652719665276,0.31799163179916323,0.3389121338912135,0.6443514644351465,0.8577405857740585,0.8870292887029289,0.01673640167364017,unknown
P37802,0.328,0.744,0.712,0.552,0.48000000000000004,0.6320000000000001,0.2,0.03200000000000003,0.15999999999999998,0.952,0.544,0.536,0.8559999999999999,0.5920000000000001,0.416,0.5759999999999998,0.20800000000000002,0.0,0.03200000000000003,1.0,0.752,0.696,0.76,0.5840000000000001,0.49599999999999994,0.416,0.15999999999999998,0.07200000000000001,0.055999999999999994,0.8,unknown
