,P1rep1,P2rep1,P3rep1,P4rep1,P5rep1,P6rep1,P7rep1,P8rep1,P9rep1,SNrep1,P1rep2,P2rep2,P3rep2,P4rep2,P5rep2,P6rep2,P7rep2,P8rep2,P9rep2,SNrep2,P1rep3,P2rep3,P3rep3,P4rep3,P5rep3,P6rep3,P7rep3,P8rep3,P9rep3,SNrep3,markers
P06576,0.5399515738498789,1.0,0.48910411622276023,0.08232445520581114,0.031476997578692496,0.050847457627118633,0.012106537530266345,0.058111380145278446,0.031476997578692496,0.050847457627118633,0.648910411622276,0.8740920096852299,0.4213075060532687,0.1719128329297821,0.06053268765133172,0.029055690072639223,0.0,0.0024213075060532706,0.0,0.0,0.6900726392251815,0.9322033898305083,0.387409200968523,0.11138014527845037,0.026634382566585953,0.050847457627118633,0.016949152542372878,0.029055690072639223,0.009685230024213074,0.026634382566585953,MITOCHONDRION
Q9UHD8,0.5991902834008097,0.7692307692307693,0.6275303643724697,0.4817813765182186,0.4817813765182186,0.3360323886639676,0.2591093117408907,0.13360323886639677,0.04048582995951417,0.02024291497975709,0.7287449392712552,0.7368421052631579,0.5708502024291497,0.6599190283400809,0.41700404858299595,0.21052631578947367,0.24696356275303646,0.14574898785425103,0.0688259109311741,0.02024291497975709,1.0,0.6477732793522267,0.6275303643724697,0.5748987854251013,0.30364372469635625,0.2388663967611336,0.2550607287449393,0.10526315789473685,0.03643724696356275,0.0,unknown
Q9UKS6,0.6390977443609022,0.849624060150376,0.8270676691729323,0.819548872180451,0.7894736842105262,0.6842105263157894,0.6616541353383459,0.6766917293233082,0.4135338345864661,0.03007518796992481,0.7142857142857143,0.6466165413533834,0.6165413533834586,0.9097744360902253,0.7293233082706767,0.46616541353383456,1.0,0.7518796992481201,0.45864661654135336,0.0225563909774436,0.9473684210526315,0.6090225563909774,0.8270676691729323,0.9774436090225563,0.706766917293233,0.6390977443609022,0.7744360902255639,0.46616541353383456,0.30075187969924805,0.0,unknown
P04843,0.41880341880341876,0.6623931623931624,0.8333333333333331,0.7478632478632478,0.7692307692307692,0.40170940170940167,0.1923076923076923,0.04273504273504273,0.0,0.017094017094017092,0.3205128205128205,0.517094017094017,0.5641025641025641,1.0,0.8333333333333331,0.3162393162393162,0.36324786324786323,0.1111111111111111,0.029914529914529916,0.012820512820512817,0.43589743589743585,0.4957264957264957,0.7264957264957264,0.8675213675213674,0.5811965811965812,0.45299145299145294,0.3675213675213675,0.09401709401709402,0.017094017094017092,0.02564102564102564,ER
P27635,0.08300395256916995,0.1699604743083004,0.18181818181818182,0.25691699604743085,0.3557312252964427,0.37549407114624506,0.5217391304347825,0.83399209486166,0.766798418972332,0.0,0.075098814229249,0.14229249011857706,0.1383399209486166,0.20948616600790512,0.22924901185770752,0.18577075098814227,0.6007905138339921,1.0,0.9209486166007904,0.01185770750988142,0.09881422924901186,0.11857707509881422,0.17391304347826086,0.2490118577075099,0.2845849802371542,0.25691699604743085,0.6047430830039525,0.8853754940711462,0.9130434782608695,0.01976284584980236,RIBOSOME
Q99615,0.01652892561983467,0.04132231404958676,0.4958677685950414,0.4545454545454546,1.0,0.6446280991735536,0.19834710743801653,0.008264462809917305,0.396694214876033,0.07438016528925621,0.05785123966942148,0.22314049586776852,0.7107438016528925,0.487603305785124,0.5537190082644629,0.4214876033057851,0.30578512396694213,0.0,0.07438016528925621,0.3388429752066116,0.04132231404958676,0.09090909090909094,0.6198347107438018,0.5619834710743802,0.6280991735537191,0.7520661157024794,0.23966942148760334,0.008264462809917305,0.01652892561983467,0.3553719008264462,unknown
Q9NUQ6,0.10931174089068828,0.1659919028340081,0.15789473684210525,0.2510121457489879,0.45344129554655876,0.5384615384615385,0.6882591093117408,0.8340080971659919,0.582995951417004,0.0,0.07692307692307694,0.12145748987854253,0.1659919028340081,0.2753036437246964,0.34817813765182193,0.27125506072874495,0.8299595141700404,1.0,0.6680161943319838,0.008097165991902841,0.12145748987854253,0.12955465587044535,0.2105263157894737,0.3319838056680163,0.3603238866396761,0.34817813765182193,0.7449392712550608,0.8178137651821862,0.659919028340081,0.016194331983805675,unknown
P24844,0.430622009569378,0.3732057416267942,0.17703349282296652,0.12440191387559812,0.14832535885167464,0.1100478468899521,0.05741626794258371,0.0,0.1626794258373205,1.0,0.11961722488038273,0.07655502392344497,0.2966507177033493,0.10526315789473686,0.15789473684210525,0.2296650717703349,0.09569377990430623,0.02392344497607654,0.5645933014354066,0.7655502392344499,0.44976076555023914,0.1674641148325359,0.2870813397129187,0.277511961722488,0.27272727272727265,0.23923444976076555,0.07655502392344497,0.02392344497607654,0.10047846889952154,0.5933014354066984,unknown
P14854,0.44756554307116103,0.8764044943820224,0.2827715355805243,0.04307116104868913,0.00749063670411985,0.04119850187265917,0.011235955056179775,0.026217228464419474,0.02059925093632959,0.009363295880149811,0.2940074906367041,1.0,0.299625468164794,0.1142322097378277,0.05056179775280898,0.0299625468164794,0.02059925093632959,0.016853932584269662,0.00749063670411985,0.026217228464419474,0.49625468164794007,0.7640449438202246,0.301498127340824,0.09550561797752807,0.05430711610486891,0.058052434456928835,0.026217228464419474,0.0,0.03745318352059926,0.22471910112359547,unknown
Q9UBE0,0.03703703703703706,0.053497942386831254,0.12757201646090538,0.18930041152263377,0.24279835390946497,0.42386831275720155,0.1646090534979424,0.012345679012345687,0.0823045267489712,1.0,0.008230452674897125,0.09053497942386832,0.3539094650205761,0.18930041152263377,0.2345679012345679,0.3621399176954732,0.139917695473251,0.0,0.053497942386831254,0.8641975308641975,0.012345679012345687,0.07407407407407407,0.2633744855967078,0.28395061728395055,0.37037037037037035,0.28806584362139914,0.12345679012345676,0.0699588477366255,0.057613168724279844,0.699588477366255,unknown
Q9UHX1-2,0.549407114624506,0.1422924901185771,0.0,0.07114624505928854,0.2490118577075099,0.1857707509881423,0.33596837944664026,0.5415019762845849,0.4189723320158103,0.09881422924901186,0.1383399209486166,0.07114624505928854,0.04743083003952571,0.09881422924901186,0.12648221343873517,0.1383399209486166,0.4980237154150198,1.0,0.5770750988142294,0.07114624505928854,0.3003952569169961,0.0039525691699604775,0.1225296442687747,0.17391304347826086,0.18181818181818182,0.2450592885375494,0.47826086956521735,0.7035573122529644,0.4229249011857708,0.10671936758893281,unknown
P30405,0.4845132743362832,1.0,0.4911504424778761,0.07964601769911504,0.03097345132743363,0.033185840707964605,0.015486725663716817,0.011061946902654867,0.011061946902654867,0.011061946902654867,0.5685840707964602,0.8893805309734514,0.4026548672566372,0.13938053097345135,0.0575221238938053,0.03539823008849558,0.028761061946902658,0.028761061946902658,0.028761061946902658,0.019911504424778764,0.6659292035398231,0.9867256637168141,0.37610619469026546,0.09070796460176991,0.011061946902654867,0.03982300884955753,0.002212389380530974,0.008849557522123895,0.002212389380530974,0.0,MITOCHONDRION
Q14697,0.36649214659685875,0.743455497382199,1.0,0.7905759162303664,0.8481675392670157,0.4083769633507854,0.23036649214659688,0.0837696335078534,0.0,0.005235602094240825,0.25130890052356025,0.8010471204188483,0.7905759162303664,0.6387434554973823,0.5863874345549739,0.36649214659685875,0.2722513089005236,0.08900523560209424,0.07853403141361255,0.0837696335078534,0.32984293193717285,0.7015706806282722,0.9633507853403142,0.806282722513089,0.6596858638743457,0.4921465968586388,0.3193717277486912,0.04188481675392671,0.005235602094240825,0.005235602094240825,unknown
P62266,0.05405405405405406,0.1274131274131274,0.16988416988416988,0.23938223938223943,0.3706563706563707,0.4092664092664093,0.5212355212355212,0.749034749034749,0.7413127413127412,0.0,0.0501930501930502,0.0888030888030888,0.14671814671814673,0.20463320463320464,0.25868725868725867,0.18146718146718147,0.5752895752895753,1.0,0.8841698841698842,0.019305019305019308,0.07722007722007722,0.07722007722007722,0.16988416988416988,0.24324324324324323,0.27027027027027023,0.277992277992278,0.6293436293436292,0.8378378378378377,0.8494208494208493,0.023166023166023172,RIBOSOME
Q9NTK5,0.040404040404040366,0.11111111111111113,0.18181818181818177,0.24242424242424243,0.26262626262626254,0.42424242424242425,0.1515151515151515,0.035353535353535345,0.09595959595959597,0.9292929292929293,0.03030303030303026,0.12626262626262622,0.30808080808080807,0.2222222222222222,0.2171717171717172,0.36868686868686873,0.13636363636363633,0.0,0.06565656565656564,1.0,0.010101010101010109,0.06565656565656564,0.26262626262626254,0.31313131313131304,0.41414141414141414,0.33333333333333326,0.12626262626262622,0.06060606060606059,0.06565656565656564,0.8737373737373736,unknown
Q9Y2Z0,0.19230769230769226,0.16923076923076916,0.2692307692307693,0.3538461538461538,0.4384615384615384,0.43076923076923074,0.21538461538461526,0.030769230769230688,0.22307692307692306,0.9769230769230769,0.06923076923076918,0.21538461538461526,0.5153846153846153,0.3615384615384614,0.3384615384615384,0.5461538461538461,0.24615384615384606,0.0,0.08461538461538458,1.0,0.09230769230769229,0.14615384615384608,0.4538461538461538,0.5384615384615384,0.5538461538461538,0.5461538461538461,0.19999999999999996,0.05384615384615379,0.007692307692307646,0.869230769230769,unknown
Q7KZF4,0.14999999999999997,0.2545454545454546,0.2909090909090909,0.3818181818181818,0.6272727272727272,0.6499999999999999,0.8090909090909092,0.7136363636363636,0.2090909090909091,0.0,0.14999999999999997,0.2681818181818182,0.28181818181818186,0.4454545454545455,0.4636363636363637,0.3363636363636363,0.9772727272727273,0.8909090909090908,0.3454545454545455,0.02272727272727273,0.2090909090909091,0.26363636363636367,0.31818181818181823,0.45,0.4454545454545455,0.49545454545454537,1.0,0.6818181818181818,0.30454545454545456,0.01818181818181818,unknown
Q99426,0.039301310043668096,0.10043668122270742,0.20087336244541487,0.22270742358078607,0.2794759825327511,0.39737991266375544,0.17903930131004367,0.021834061135371167,0.07860262008733622,1.0,0.039301310043668096,0.148471615720524,0.4104803493449781,0.2401746724890829,0.21397379912663753,0.40611353711790393,0.1310043668122271,0.0,0.021834061135371167,0.9126637554585152,0.021834061135371167,0.11790393013100438,0.3275109170305676,0.32314410480349337,0.40611353711790393,0.331877729257642,0.11353711790393013,0.048034934497816574,0.048034934497816574,0.7816593886462881,unknown
O94776,1.0,0.0016528925619834726,0.003305785123966945,0.02809917355371901,0.02809917355371901,0.04132231404958678,0.029752066115702473,0.0,0.07272727272727274,0.0694214876033058,0.34876033057851247,0.09917355371900828,0.0793388429752066,0.08429752066115702,0.07438016528925621,0.0793388429752066,0.08264462809917356,0.051239669421487596,0.1537190082644628,0.20165289256198346,0.7206611570247934,0.009917355371900824,0.024793388429752067,0.06776859504132232,0.0793388429752066,0.05289256198347108,0.06115702479338843,0.04628099173553719,0.06446280991735537,0.12892561983471076,unknown
Q07955,0.5555555555555557,0.003831417624521077,0.0,0.09195402298850576,0.18390804597701155,0.2681992337164752,0.38314176245210735,0.7471264367816094,0.5057471264367818,0.061302681992337175,0.1992337164750958,0.022988505747126433,0.07279693486590039,0.09195402298850576,0.13793103448275865,0.14942528735632188,0.5478927203065135,1.0,0.5593869731800767,0.011494252873563204,0.30268199233716475,0.011494252873563204,0.06896551724137934,0.13409961685823757,0.20306513409961688,0.2183908045977012,0.5517241379310347,0.8237547892720309,0.4789272030651342,0.030651340996168588,unknown
P61353,0.09411764705882353,0.1607843137254902,0.2,0.24705882352941178,0.36470588235294116,0.403921568627451,0.5098039215686274,0.8313725490196078,0.7686274509803921,0.0,0.10980392156862746,0.07450980392156864,0.1372549019607843,0.2196078431372549,0.2627450980392157,0.2,0.5764705882352941,1.0,0.9607843137254901,0.00784313725490196,0.09411764705882353,0.08235294117647057,0.16470588235294117,0.2431372549019608,0.27450980392156865,0.2862745098039216,0.6039215686274509,0.9058823529411764,0.8941176470588236,0.03921568627450981,RIBOSOME
Q99417,0.28461538461538466,0.07692307692307696,0.06153846153846155,0.17692307692307696,0.43076923076923085,0.5384615384615387,0.5923076923076923,0.8538461538461539,1.0,0.27692307692307694,0.10769230769230764,0.16153846153846155,0.34615384615384626,0.23076923076923087,0.25384615384615383,0.41538461538461546,0.5615384615384615,0.7923076923076923,0.7769230769230769,0.5307692307692309,0.1153846153846154,0.0,0.24615384615384614,0.35384615384615387,0.41538461538461546,0.43076923076923085,0.6230769230769231,0.8923076923076924,0.8307692307692308,0.3769230769230771,unknown
P33316,0.6256830601092895,0.9535519125683061,0.4918032786885246,0.09836065573770492,0.07923497267759563,0.1174863387978142,0.06284153005464482,0.07923497267759563,0.07377049180327869,0.07103825136612021,0.7103825136612022,1.0,0.5792349726775956,0.1721311475409836,0.07650273224043716,0.06010928961748634,0.013661202185792351,0.013661202185792351,0.0,0.01912568306010929,0.825136612021858,0.9289617486338797,0.4398907103825136,0.16939890710382513,0.054644808743169404,0.0655737704918033,0.035519125683060114,0.05737704918032788,0.024590163934426233,0.049180327868852465,unknown
P78406,1.0,0.0,0.07407407407407404,0.154320987654321,0.3209876543209875,0.35185185185185175,0.28395061728395055,0.38888888888888873,0.6419753086419752,0.024691358024691332,0.382716049382716,0.12345679012345678,0.22839506172839497,0.24691358024691357,0.265432098765432,0.21604938271604937,0.39506172839506165,0.5246913580246912,0.5185185185185185,0.14197530864197533,0.6234567901234567,0.0061728395061728435,0.14814814814814808,0.2345679012345678,0.2592592592592592,0.24691358024691357,0.36419753086419754,0.5246913580246912,0.6358024691358023,0.08024691358024688,unknown
Q9Y2J2-2,0.45643153526970964,0.8547717842323651,0.8672199170124482,0.7385892116182573,0.4730290456431536,0.26141078838174275,0.09543568464730291,0.020746887966804968,0.0,0.020746887966804968,0.937759336099585,0.7344398340248963,0.6929460580912864,0.7510373443983402,0.2531120331950208,0.13692946058091288,0.12033195020746887,0.06639004149377593,0.06224066390041494,0.1161825726141079,1.0,0.6016597510373444,0.8008298755186721,0.6182572614107884,0.31535269709543573,0.1825726141078838,0.14107883817427386,0.07053941908713694,0.004149377593360992,0.06639004149377593,PM
Q5T3I0,0.13559322033898305,0.08474576271186442,0.11016949152542373,0.19915254237288138,0.4279661016949153,0.5000000000000001,0.6313559322033898,0.8516949152542372,0.7499999999999999,0.0,0.1440677966101695,0.1398305084745763,0.15677966101694918,0.22033898305084748,0.25423728813559326,0.25,0.6016949152542372,1.0,0.8516949152542372,0.05508474576271187,0.11016949152542373,0.08474576271186442,0.16101694915254242,0.25,0.3177966101694915,0.3813559322033898,0.7245762711864406,0.8559322033898304,0.7966101694915255,0.01694915254237288,unknown
Q8N3V7-2,0.6430868167202574,0.6366559485530549,0.4501607717041802,0.23151125401929268,0.09324758842443734,0.08360128617363348,0.06109324758842446,0.0032154340836012896,0.08360128617363348,0.006430868167202579,0.9131832797427656,0.4726688102893891,0.18649517684887462,0.11254019292604504,0.09967845659163992,0.08360128617363348,0.11575562700964634,0.1286173633440515,0.12218649517684892,0.01929260450160774,1.0,0.4051446945337621,0.2282958199356914,0.19614147909967852,0.08681672025723475,0.14147909967845665,0.09324758842443734,0.05466237942122188,0.07395498392282959,0.0,unknown
P63220,0.09734513274336282,0.18584070796460178,0.2300884955752212,0.27876106194690264,0.4646017699115045,0.5132743362831859,0.6017699115044247,0.8097345132743362,0.756637168141593,0.0,0.11504424778761063,0.2168141592920354,0.22566371681415928,0.28761061946902655,0.33185840707964603,0.28318584070796465,0.6991150442477876,1.0,0.6283185840707964,0.07079646017699115,0.13716814159292032,0.16814159292035397,0.22566371681415928,0.3141592920353983,0.3407079646017699,0.3584070796460177,0.6371681415929202,0.8761061946902655,0.8539823008849557,0.0575221238938053,RIBOSOME
P39687,0.06172839506172839,0.06790123456790119,0.1666666666666666,0.24074074074074073,0.3456790123456789,0.611111111111111,0.22839506172839497,0.07407407407407404,0.3456790123456789,1.0,0.0061728395061728435,0.1111111111111111,0.4938271604938271,0.2592592592592592,0.2901234567901234,0.5061728395061728,0.18518518518518515,0.049382716049382706,0.21604938271604937,0.9814814814814815,0.0,0.05555555555555551,0.3333333333333333,0.3703703703703703,0.5061728395061728,0.43209876543209874,0.18518518518518515,0.154320987654321,0.2222222222222222,0.8765432098765431,unknown
P11216,0.02094240837696333,0.07853403141361257,0.1518324607329843,0.3193717277486911,0.5863874345549739,0.680628272251309,0.5706806282722514,0.6963350785340314,0.3664921465968587,0.4607329842931937,0.0,0.052356020942408384,0.18848167539267013,0.3246073298429319,0.4973821989528796,0.4869109947643979,1.0,0.8324607329842932,0.2774869109947644,0.28795811518324604,0.04712041884816755,0.12041884816753927,0.2931937172774869,0.40314136125654443,0.5602094240837697,0.5340314136125655,0.6335078534031413,0.4816753926701571,0.28795811518324604,0.5863874345549739,unknown
P31689,0.0,0.09523809523809532,0.2738095238095239,0.3809523809523811,0.5476190476190476,0.7500000000000001,0.19047619047619047,0.01190476190476208,0.3333333333333334,0.9880952380952381,0.40476190476190477,0.6071428571428571,0.523809523809524,0.40476190476190477,0.26190476190476214,0.19047619047619047,0.11904761904761915,0.03571428571428591,0.1666666666666668,0.6666666666666667,0.04761904761904766,0.10714285714285723,0.5595238095238096,0.5476190476190476,0.5595238095238096,0.392857142857143,0.20238095238095255,0.01190476190476208,0.04761904761904766,1.0,unknown
O95347,0.14583333333333337,0.005208333333333303,0.031249999999999997,0.11458333333333334,0.2552083333333334,0.33333333333333337,0.453125,0.8333333333333335,0.8958333333333334,0.026041666666666657,0.09374999999999999,0.031249999999999997,0.08333333333333331,0.13541666666666669,0.16145833333333331,0.14583333333333337,0.5052083333333333,0.9166666666666669,1.0,0.026041666666666657,0.08854166666666669,0.0,0.11979166666666669,0.1875,0.25000000000000006,0.23958333333333331,0.47395833333333337,0.7135416666666666,0.8750000000000001,0.16666666666666674,unknown
P32119,0.9400000000000002,0.33,0.31,0.41,0.57,0.6800000000000002,0.43000000000000016,0.3500000000000001,0.16,0.6199999999999999,0.0,0.31,0.6800000000000002,0.3400000000000001,0.29,0.4699999999999999,0.5499999999999999,0.42,0.9800000000000002,0.9099999999999999,0.5599999999999999,0.3,0.6599999999999999,0.64,0.6800000000000002,0.5199999999999999,0.22999999999999995,0.16,0.22000000000000008,1.0,unknown
P24941,0.7900000000000001,0.0,0.19999999999999996,0.29000000000000004,0.3800000000000001,0.5599999999999999,0.39999999999999997,0.5199999999999999,0.7100000000000001,0.48000000000000004,0.17999999999999994,0.15999999999999992,0.44,0.33000000000000007,0.3800000000000001,0.41,0.3800000000000001,0.5399999999999999,0.59,1.0,0.35999999999999993,0.029999999999999957,0.35999999999999993,0.5499999999999999,0.5699999999999998,0.49999999999999994,0.43,0.4699999999999999,0.4599999999999999,0.7400000000000001,unknown
P46779,0.07346938775510205,0.1795918367346939,0.21224489795918366,0.27755102040816326,0.37142857142857144,0.3959183673469388,0.546938775510204,0.8775510204081632,0.7428571428571429,0.00816326530612245,0.08163265306122448,0.08979591836734693,0.14285714285714285,0.2979591836734694,0.2653061224489796,0.20816326530612247,0.6244897959183674,1.0,0.9020408163265305,0.0,0.0979591836734694,0.08163265306122448,0.18775510204081636,0.2489795918367347,0.27755102040816326,0.2653061224489796,0.653061224489796,0.946938775510204,0.9591836734693877,0.0163265306122449,RIBOSOME
P35580,0.9047619047619047,0.6428571428571428,0.28571428571428564,0.1714285714285714,0.13333333333333333,0.19999999999999998,0.05714285714285713,0.0,0.19999999999999998,0.3571428571428571,0.32380952380952377,0.16666666666666669,0.24761904761904766,0.1523809523809524,0.13333333333333333,0.19047619047619047,0.12380952380952379,0.16190476190476186,1.0,0.4761904761904761,0.9619047619047618,0.24761904761904766,0.2571428571428571,0.2571428571428571,0.23809523809523805,0.1952380952380952,0.10476190476190476,0.07142857142857142,0.18095238095238092,0.48571428571428577,unknown
P61088,0.19999999999999996,0.11333333333333333,0.17333333333333328,0.25333333333333335,0.30666666666666664,0.39333333333333337,0.20666666666666664,0.22000000000000006,0.26,0.6733333333333332,0.07333333333333339,0.2133333333333334,0.45999999999999996,0.2933333333333334,0.26,0.39333333333333337,0.18000000000000005,0.12000000000000009,0.0,1.0,0.14,0.11333333333333333,0.32000000000000006,0.3999999999999999,0.3999999999999999,0.24666666666666676,0.20666666666666664,0.22666666666666666,0.19999999999999996,0.7066666666666667,unknown
P46940,0.05755395683453242,0.4172661870503597,0.6690647482014389,0.6690647482014389,0.44604316546762596,0.41007194244604317,0.07913669064748202,0.0,0.1366906474820144,0.841726618705036,0.2446043165467626,0.41007194244604317,0.6402877697841727,0.5611510791366906,0.2877697841726618,0.3309352517985611,0.1366906474820144,0.0,0.1654676258992806,1.0,0.2733812949640288,0.3453237410071942,0.7482014388489208,0.6978417266187051,0.4892086330935252,0.3309352517985611,0.09352517985611514,0.02877697841726621,0.02158273381294966,0.841726618705036,unknown
O00299,0.06770833333333333,0.2135416666666667,0.34375000000000006,0.40625,0.3750000000000001,0.48958333333333337,0.16145833333333331,0.0,0.05729166666666665,0.8229166666666667,0.04687499999999997,0.19791666666666669,0.47395833333333337,0.2864583333333333,0.30729166666666663,0.45833333333333337,0.18229166666666666,0.01562499999999998,0.06770833333333333,1.0,0.06770833333333333,0.18229166666666666,0.47395833333333337,0.453125,0.4270833333333333,0.34895833333333337,0.12500000000000003,0.06250000000000003,0.05729166666666665,0.7968750000000001,unknown
O95292,0.4,0.5488372093023256,0.7395348837209302,0.7488372093023254,0.8697674418604652,0.5674418604651162,0.35348837209302325,0.1627906976744186,0.06511627906976745,0.004651162790697674,0.32093023255813957,0.5116279069767442,0.5023255813953489,1.0,0.8325581395348837,0.3906976744186046,0.558139534883721,0.2372093023255814,0.14418604651162792,0.009302325581395349,0.45581395348837206,0.46976744186046515,0.6883720930232557,0.8930232558139535,0.6465116279069767,0.5395348837209303,0.5441860465116278,0.20930232558139533,0.05116279069767442,0.0,unknown
O95865,0.22302158273381292,0.6115107913669063,0.8129496402877696,0.8129496402877696,0.6115107913669063,0.6330935251798561,0.21582733812949637,0.007194244604316552,0.05035971223021582,0.8129496402877696,0.4748201438848921,0.5683453237410071,0.8776978417266186,0.6834532374100719,0.4388489208633094,0.5323741007194244,0.22302158273381292,0.0,0.007194244604316552,1.0,0.46043165467625896,0.5467625899280576,0.9208633093525179,0.8489208633093523,0.5827338129496402,0.4532374100719424,0.18705035971223016,0.06474820143884888,0.02877697841726621,0.7697841726618705,unknown
P50479,0.5473684210526317,0.6157894736842106,0.3894736842105264,0.2315789473684211,0.24210526315789474,0.2947368421052632,0.09999999999999999,0.14736842105263162,0.24736842105263157,0.17368421052631577,0.8578947368421053,0.45263157894736844,0.42105263157894735,0.26315789473684215,0.22105263157894733,0.24736842105263157,0.13684210526315793,0.0,0.04736842105263155,0.33684210526315794,1.0,0.3894736842105264,0.3789473684210526,0.3,0.2315789473684211,0.2894736842105264,0.10526315789473684,0.015789473684210506,0.03684210526315786,0.20526315789473687,unknown
Q9UNF1,0.008928571428571374,0.0,0.09821428571428567,0.2767857142857143,0.47321428571428575,0.6696428571428571,0.5625,0.8303571428571429,0.8839285714285713,0.6785714285714285,0.08035714285714286,0.11607142857142855,0.4821428571428572,0.3303571428571428,0.3571428571428571,0.5178571428571429,0.44642857142857145,0.5178571428571429,0.5267857142857143,1.0,0.08035714285714286,0.026785714285714246,0.33928571428571436,0.4821428571428572,0.5446428571428571,0.45535714285714274,0.5089285714285714,0.5446428571428571,0.4821428571428572,0.9464285714285714,unknown
Q01082-3,0.5816326530612244,0.5646258503401359,0.282312925170068,0.14285714285714282,0.09863945578231291,0.13265306122448975,0.09523809523809522,0.027210884353741492,0.16326530612244897,0.10544217687074829,0.7789115646258503,0.4251700680272108,0.2312925170068027,0.08503401360544215,0.054421768707482984,0.1020408163265306,0.03061224489795916,0.0,0.19047619047619044,0.26190476190476186,1.0,0.3333333333333333,0.13945578231292513,0.12585034013605437,0.10544217687074829,0.07823129251700679,0.034013605442176846,0.08843537414965984,0.08503401360544215,0.2006802721088435,unknown
Q9Y680-2,0.36363636363636365,0.716577540106952,0.9465240641711231,0.7914438502673796,0.9090909090909091,0.5240641711229946,0.25668449197860965,0.106951871657754,0.03208556149732619,0.09090909090909091,0.2834224598930481,0.7860962566844919,0.839572192513369,1.0,0.8128342245989305,0.3850267379679145,0.4064171122994653,0.1657754010695187,0.04812834224598931,0.1122994652406417,0.4064171122994653,0.679144385026738,0.9197860962566846,0.9679144385026738,0.679144385026738,0.5080213903743316,0.4598930481283422,0.13903743315508021,0.0,0.0374331550802139,unknown
Q96BJ3,0.5026737967914439,0.9786096256684492,0.9732620320855615,0.8823529411764705,0.5561497326203209,0.304812834224599,0.10160427807486633,0.03208556149732619,0.0,0.06417112299465239,0.7593582887700535,0.7005347593582888,0.8342245989304814,0.7593582887700535,0.37967914438502676,0.2941176470588236,0.19786096256684496,0.09625668449197862,0.1122994652406417,0.3903743315508021,1.0,0.6844919786096257,0.8930481283422459,0.7914438502673798,0.374331550802139,0.2459893048128342,0.1550802139037433,0.0695187165775401,0.005347593582887705,0.1497326203208556,unknown
Q969X5-2,0.40217391304347827,0.6684782608695652,0.9402173913043478,0.8097826086956521,0.8586956521739131,0.6086956521739131,0.532608695652174,0.4402173913043478,0.10326086956521739,0.027173913043478264,0.31521739130434784,0.7336956521739131,0.625,1.0,0.8369565217391305,0.4402173913043478,0.7228260869565218,0.4891304347826087,0.1467391304347826,0.021739130434782608,0.45108695652173914,0.5706521739130435,0.798913043478261,0.9836956521739131,0.7336956521739131,0.6141304347826088,0.7500000000000001,0.37500000000000006,0.06521739130434782,0.0,unknown
Q14011,0.21276595744680854,0.1446808510638298,0.21276595744680854,0.3148936170212766,0.425531914893617,0.8595744680851064,0.3914893617021277,0.39574468085106385,0.3106382978723405,0.0,0.3361702127659575,0.1829787234042553,0.15744680851063833,0.21276595744680854,0.23829787234042557,0.1829787234042553,0.625531914893617,1.0,0.7914893617021277,0.008510638297872334,0.2212765957446809,0.09787234042553193,0.17446808510638295,0.2765957446808511,0.28085106382978725,0.2978723404255319,0.6680851063829787,0.9191489361702128,0.7914893617021277,0.012765957446808508,unknown
P07900,0.04615384615384619,0.11794871794871797,0.2102564102564103,0.2769230769230769,0.3282051282051282,0.5538461538461538,0.18974358974358976,0.025641025641025664,0.1333333333333334,1.0,0.030769230769230795,0.14358974358974358,0.48205128205128195,0.2769230769230769,0.2820512820512821,0.4512820512820513,0.16923076923076924,0.0,0.08205128205128208,0.9794871794871794,0.041025641025641026,0.10769230769230771,0.36410256410256414,0.3743589743589743,0.4512820512820513,0.37948717948717947,0.15384615384615383,0.07692307692307691,0.06666666666666665,0.8717948717948717,unknown
P38606-2,0.18421052631578952,0.8333333333333335,0.7017543859649122,0.5614035087719298,0.7631578947368421,0.6228070175438596,0.1929824561403508,0.008771929824561412,0.12280701754385963,0.4473684210526316,0.25438596491228066,1.0,0.6842105263157895,0.5614035087719298,0.4561403508771929,0.4298245614035088,0.21052631578947362,0.0,0.13157894736842105,0.736842105263158,0.3947368421052631,0.9385964912280701,0.7982456140350878,0.7017543859649122,0.48245614035087725,0.38596491228070184,0.14912280701754385,0.035087719298245584,0.026315789473684233,0.5263157894736842,unknown
Q15785,0.08064516129032265,0.0,0.32258064516129037,0.2983870967741935,0.6532258064516128,0.49193548387096775,0.33064516129032256,0.30645161290322587,0.5080645161290324,0.1774193548387096,0.09677419354838718,0.12903225806451613,0.2741935483870968,0.28225806451612906,0.30645161290322587,0.2741935483870968,0.28225806451612906,0.32258064516129037,0.26612903225806467,1.0,0.11290322580645172,0.024193548387096794,0.35483870967741943,0.3951612903225807,0.3790322580645161,0.3790322580645161,0.35483870967741943,0.2903225806451613,0.1774193548387096,0.7338709677419355,unknown
