"data","method","f1score","precision","recall","accuracy","quadloss"
"itzhak2017","SVM",0.729102214989312,0.721990121806298,0.787815181894129,0.796511627906977,0.176895968892845
"itzhak2017","SVM",0.719301684154625,0.720263417138417,0.773910154173312,0.808139534883721,0.162646763974001
"itzhak2017","SVM",0.707591976068971,0.713035820388762,0.774338307890939,0.790697674418605,0.403599642902479
"itzhak2017","SVM",0.799716599190283,0.798044825165208,0.87466203387256,0.813953488372093,0.416500439059484
"itzhak2017","SVM",0.67974641166298,0.657212475633528,0.757493211039424,0.773255813953488,0.371609930917092
"itzhak2017","SVM",0.722986333370121,0.738611233084508,0.775751902853957,0.784883720930233,0.310814217257369
"itzhak2017","SVM",0.703130917416632,0.70505685597149,0.781188767372978,0.767441860465116,0.291574105790688
"itzhak2017","SVM",0.780075654436453,0.75726419549949,0.849383899512269,0.813953488372093,1.26733413497895
"itzhak2017","SVM",0.749294622812664,0.722007512468039,0.843751424014582,0.808139534883721,0.958890020263482
"itzhak2017","SVM",0.746954672381413,0.731403614713111,0.809665284793655,0.831395348837209,0.17596999962872
"itzhak2017","SVM",0.800067039442039,0.769810752877613,0.888190172400699,0.837209302325581,0.419810153984735
"itzhak2017","SVM",0.741584576029021,0.717883290267011,0.826064236718922,0.808139534883721,0.365133949278671
"itzhak2017","SVM",0.69200869831279,0.687327187233034,0.772051363627102,0.761627906976744,0.19863896888968
"itzhak2017","SVM",0.706047077594296,0.711396589521589,0.791007845741479,0.779069767441861,0.848807947488287
"itzhak2017","SVM",0.744838157420593,0.725133221456751,0.831898875977823,0.784883720930233,0.433427865205016
"itzhak2017","SVM",0.790911199888355,0.777599807599808,0.828246776401462,0.848837209302326,0.397867883335173
"itzhak2017","SVM",0.732616827462274,0.728065159772477,0.810813040546673,0.790697674418605,0.325897563026668
"itzhak2017","SVM",0.733089988714989,0.721555543939265,0.821251993620415,0.802325581395349,0.427158808917875
"itzhak2017","SVM",0.734254518504788,0.716664510006901,0.791468277122963,0.808139534883721,0.883920996402789
"itzhak2017","SVM",0.735175980675474,0.748519427774747,0.788863256626415,0.831395348837209,0.412319842521717
"itzhak2017","SVM",0.755672814956337,0.752792967266651,0.805754917597023,0.825581395348837,0.376897292951344
"itzhak2017","SVM",0.729041476239619,0.7203070375437,0.787434495329232,0.796511627906977,0.351346708506751
"itzhak2017","SVM",0.802198065344617,0.773537234042553,0.87431841799621,0.848837209302326,0.287456634652198
"itzhak2017","SVM",0.772497224410668,0.789814634230179,0.823810473152578,0.831395348837209,0.271058548442171
"itzhak2017","SVM",0.737830115529277,0.743986238629096,0.782346989054306,0.819767441860465,0.395517354430767
"itzhak2017","SVM",0.731751375834373,0.723930296756384,0.795504883791148,0.808139534883721,0.989921195483941
"itzhak2017","SVM",0.747335893440966,0.745150335775336,0.826416419837472,0.808139534883721,0.41420431817351
"itzhak2017","SVM",0.761072665716116,0.756274226862462,0.839186056419689,0.808139534883721,0.310189584242474
"itzhak2017","SVM",0.801989207186576,0.788189797079026,0.859900698716488,0.854651162790698,0.322317098498195
"itzhak2017","SVM",0.729900559149781,0.764991181657848,0.749636401610086,0.819767441860465,0.409336267787405
"itzhak2017","SVM",0.7075983037833,0.68667328042328,0.772512767506349,0.784883720930233,0.308401898154496
"itzhak2017","SVM",0.771600109228479,0.760080494583864,0.822189967713074,0.837209302325581,0.162693080912217
"itzhak2017","SVM",0.764327296009192,0.771244094070181,0.822594364699628,0.819767441860465,0.432853152462309
"itzhak2017","SVM",0.779901758698352,0.777259777259777,0.828405293536873,0.837209302325581,0.194742583177035
"itzhak2017","SVM",0.738260347812574,0.704698248905566,0.817904633164582,0.802325581395349,0.21499014430964
"itzhak2017","SVM",0.741160884312225,0.726359044584952,0.810078249022408,0.813953488372093,0.238743556224209
"itzhak2017","SVM",0.762071627206733,0.752879403794038,0.820877003113845,0.813953488372093,1.01410478895351
"itzhak2017","SVM",0.756601426418193,0.754330065359477,0.827313549024075,0.813953488372093,0.387985958552793
"itzhak2017","SVM",0.698792662037308,0.683107864357864,0.758850748452802,0.779069767441861,0.214669500974798
"itzhak2017","SVM",0.688422002262998,0.688552188552189,0.72092164539212,0.790697674418605,0.325930770541481
"itzhak2017","SVM",0.780007347313173,0.779986720204112,0.831830523277892,0.837209302325581,0.196411842973584
"itzhak2017","SVM",0.704439954038861,0.710938667321646,0.757530212263845,0.813953488372093,0.318859671558522
"itzhak2017","SVM",0.771567350655401,0.759531341674199,0.830018227386648,0.831395348837209,0.230398004753403
"itzhak2017","SVM",0.725297633773872,0.730347593582888,0.765415432520696,0.802325581395349,0.370613264024058
"itzhak2017","SVM",0.728691684075014,0.754420471127788,0.766865102519788,0.802325581395349,0.88469543091732
"itzhak2017","SVM",0.760255674457794,0.75370811697538,0.829481848560796,0.813953488372093,0.163118128201788
"itzhak2017","SVM",0.721485633198119,0.707357804232804,0.809272256769048,0.813953488372093,0.166838035252018
"itzhak2017","SVM",0.753232237442764,0.744649009474591,0.807623224728488,0.825581395348837,0.962468833016921
"itzhak2017","SVM",0.753759486700663,0.739349995048524,0.81738247132984,0.831395348837209,0.145775060644699
"itzhak2017","SVM",0.726823162442778,0.718091630591631,0.793422001974634,0.825581395348837,1.17386372369005
"itzhak2017","SVM",0.725140417746627,0.719135494135494,0.782571034015193,0.802325581395349,0.966923401013499
"itzhak2017","SVM",0.722670368462436,0.702133011324188,0.793624235199973,0.784883720930233,0.420938690274234
"itzhak2017","SVM",0.78698173515167,0.809361356236356,0.838527212339793,0.825581395348837,0.976472293804043
"itzhak2017","SVM",0.729170623615068,0.71245543020809,0.807247308033572,0.813953488372093,0.37695876318611
"itzhak2017","SVM",0.772462979407424,0.7839519968744,0.827987605747554,0.808139534883721,0.186641201391739
"itzhak2017","SVM",0.794632682132682,0.764079562084881,0.883433963697122,0.848837209302326,0.152643442402761
"itzhak2017","SVM",0.797468870589171,0.804781152113469,0.85649635452267,0.819767441860465,0.537885411051465
"itzhak2017","SVM",0.739790228806299,0.76,0.808069415964153,0.796511627906977,0.36189149784115
"itzhak2017","SVM",0.755061119119354,0.780283311990629,0.795639690504902,0.831395348837209,0.160410642700693
"itzhak2017","SVM",0.717899986565035,0.682445515789506,0.796351674641148,0.831395348837209,1.30877120581663
"itzhak2017","SVM",0.76165151623747,0.758322208775548,0.793979289502396,0.848837209302326,0.939641962193025
"itzhak2017","SVM",0.77216307959772,0.781944444444444,0.820259003940005,0.819767441860465,0.323671711219832
"itzhak2017","SVM",0.779654956899539,0.802976965280997,0.816339143312828,0.831395348837209,0.913611056830221
