"Data","Method","F1-score","Precision","Recall","Accuracy","Quadloss"
"nikolovski2014","KNN",0.686751050881486,0.724305555555556,0.693847818847819,0.727272727272727,0.544809418430044
"nikolovski2014","KNN",0.660970695970696,0.672916666666667,0.665542790542791,0.672727272727273,0.474975920953229
"nikolovski2014","KNN",0.619886363636364,0.740421826625387,0.612262737262737,0.654545454545455,0.560045454415317
"nikolovski2014","KNN",0.678653945033255,0.759424603174603,0.673534798534799,0.690909090909091,0.538401613037467
"nikolovski2014","KNN",0.540545334295334,0.645343137254902,0.527555777555778,0.581818181818182,0.572139593693504
"nikolovski2014","KNN",0.579410173160173,0.6203125,0.57273976023976,0.6,0.575722088066426
"nikolovski2014","KNN",0.605485677768286,0.604761904761905,0.636467698967699,0.636363636363636,0.509245292616847
"nikolovski2014","KNN",0.691460006800119,0.728472222222222,0.678280053280053,0.690909090909091,0.534679736654242
"nikolovski2014","KNN",0.683416583416583,0.726430799592564,0.670267232767233,0.654545454545455,0.535527329960138
"nikolovski2014","KNN",0.606814019314019,0.65625,0.587079587079587,0.636363636363636,0.578976846361069
"nikolovski2014","KNN",0.683387260887261,0.764880952380952,0.669184981684982,0.690909090909091,0.539535504526689
"nikolovski2014","KNN",0.61414627039627,0.668530701754386,0.601044788544788,0.654545454545455,0.572433426039548
"nikolovski2014","KNN",0.552666083916084,0.573798076923077,0.569076756576757,0.563636363636364,0.586556214056463
"nikolovski2014","KNN",0.625872356307139,0.663244047619048,0.633325008325008,0.654545454545455,0.543087862248734
"nikolovski2014","KNN",0.635931899641577,0.801360544217687,0.643086080586081,0.690909090909091,0.538616336674961
"nikolovski2014","KNN",0.625160256410256,0.676436920922215,0.603188478188478,0.654545454545455,0.543735800242575
"nikolovski2014","KNN",0.661889834303627,0.799632352941177,0.627289377289377,0.727272727272727,0.538966675241398
"nikolovski2014","KNN",0.576985922574158,0.671202571937866,0.604249916749917,0.618181818181818,0.510407506977031
"nikolovski2014","KNN",0.583308358308358,0.602083333333333,0.599525474525475,0.618181818181818,0.585222667255185
"nikolovski2014","KNN",0.724019961519962,0.781770833333333,0.721840659340659,0.745454545454545,0.49001345297418
"nikolovski2014","KNN",0.562989787989788,0.588040023701788,0.570304695304695,0.545454545454545,0.6278170561875
"nikolovski2014","KNN",0.612820512820513,0.630128205128205,0.608995171495171,0.618181818181818,0.548681978067651
"nikolovski2014","KNN",0.707852332852333,0.769791666666667,0.68964368964369,0.727272727272727,0.531937301424497
"nikolovski2014","KNN",0.547669045513873,0.554220085470085,0.567162004662005,0.545454545454545,0.495238962263859
"nikolovski2014","KNN",0.611714644051601,0.637877747252747,0.63020313020313,0.618181818181818,0.524536387434169
"nikolovski2014","KNN",0.619001831501832,0.624427655677656,0.628746253746254,0.654545454545455,0.517237225481877
"nikolovski2014","KNN",0.687527472527472,0.701190476190476,0.69773976023976,0.690909090909091,0.547510415764834
"nikolovski2014","KNN",0.703992673992674,0.741300366300366,0.689352314352314,0.672727272727273,0.557263389404682
"nikolovski2014","KNN",0.592356254856255,0.6423023055376,0.575861638361638,0.636363636363636,0.482500842758421
"nikolovski2014","KNN",0.703653846153846,0.735416666666667,0.689872627372627,0.672727272727273,0.518722380015232
"nikolovski2014","KNN",0.643035714285714,0.686688311688312,0.638736263736264,0.654545454545455,0.574407376671947
"nikolovski2014","KNN",0.654324841824842,0.755208333333333,0.628746253746254,0.654545454545455,0.469666196523369
"nikolovski2014","KNN",0.607020757020757,0.692577030812325,0.587079587079587,0.636363636363636,0.554241219169457
"nikolovski2014","KNN",0.697469197469197,0.741720085470085,0.715055777555778,0.709090909090909,0.548180956246832
"nikolovski2014","KNN",0.668543956043956,0.729464285714286,0.639964202464202,0.636363636363636,0.56186676282604
"nikolovski2014","KNN",0.628742474001095,0.766493055555556,0.620650183150183,0.690909090909091,0.470845928892659
"nikolovski2014","KNN",0.696493783993784,0.741208791208791,0.726273726273726,0.690909090909091,0.527590089535588
"nikolovski2014","KNN",0.735750360750361,0.837745098039216,0.713453213453213,0.727272727272727,0.517008357996641
"nikolovski2014","KNN",0.591334320213631,0.6515625,0.591429403929404,0.636363636363636,0.596893085307039
"nikolovski2014","KNN",0.743065268065268,0.760141941391941,0.742528305028305,0.763636363636364,0.526689757090658
"nikolovski2014","KNN",0.781132947512258,0.855876068376068,0.750915750915751,0.763636363636364,0.511523487537151
"nikolovski2014","KNN",0.472267770543633,0.541071428571429,0.477355977355977,0.509090909090909,0.637261129155866
"nikolovski2014","KNN",0.625174825174825,0.656850961538462,0.620358807858808,0.636363636363636,0.562676685318341
"nikolovski2014","KNN",0.576858974358974,0.566369047619048,0.605477855477855,0.6,0.569400925545119
"nikolovski2014","KNN",0.589195265282222,0.585119047619048,0.613740426240426,0.6,0.571868363835617
"nikolovski2014","KNN",0.74421805046805,0.821022727272727,0.72993672993673,0.745454545454545,0.50310406069858
"nikolovski2014","KNN",0.624768518518519,0.665482954545454,0.623855311355311,0.636363636363636,0.596731100808579
"nikolovski2014","KNN",0.602480158730159,0.711622807017544,0.602647352647353,0.636363636363636,0.560484243967089
"nikolovski2014","KNN",0.633122895622896,0.66264880952381,0.631722444222444,0.654545454545455,0.571160152540024
"nikolovski2014","KNN",0.680061142561142,0.770663265306122,0.706272893772894,0.763636363636364,0.52037236165071
"nikolovski2014","KNN",0.685983931111367,0.711160714285714,0.678134365634366,0.690909090909091,0.5451672911592
"nikolovski2014","KNN",0.575757575757576,0.682417440660475,0.558150183150183,0.636363636363636,0.508701516272096
"nikolovski2014","KNN",0.669373389768127,0.741132478632479,0.663628038628039,0.654545454545455,0.521984672472593
"nikolovski2014","KNN",0.658286459916895,0.749597338935574,0.622648185148185,0.636363636363636,0.572113224123987
"nikolovski2014","KNN",0.59802623940555,0.647395833333333,0.582500832500833,0.672727272727273,0.591479789393381
"nikolovski2014","KNN",0.586101677696505,0.686706349206349,0.601273726273726,0.581818181818182,0.596248914394558
"nikolovski2014","KNN",0.493155513468013,0.551535087719298,0.485368797868798,0.563636363636364,0.610876491313651
"nikolovski2014","KNN",0.609353616813294,0.648344017094017,0.59494671994672,0.636363636363636,0.574919699736845
"nikolovski2014","KNN",0.593523907654342,0.608630952380952,0.585331335331335,0.618181818181818,0.517305591032476
"nikolovski2014","KNN",0.695036907536908,0.786029411764706,0.673534798534799,0.690909090909091,0.541234458219841
"nikolovski2014","KNN",0.70655525030525,0.755191499676794,0.712225274725275,0.727272727272727,0.495041210054051
"nikolovski2014","KNN",0.710636030636031,0.736011904761905,0.713827838827839,0.709090909090909,0.525604837659111
"nikolovski2014","KNN",0.649208852741461,0.683653846153846,0.660277222777223,0.654545454545455,0.551868928897821
"nikolovski2014","KNN",0.603505291005291,0.630208333333333,0.623480685980686,0.636363636363636,0.508008933694209
"nikolovski2014","KNN",0.588852399197227,0.625248015873016,0.598297535797536,0.618181818181818,0.600170446089839
"nikolovski2014","KNN",0.762456293706294,0.770695970695971,0.76023976023976,0.727272727272727,0.535813628143463
"nikolovski2014","KNN",0.575108225108225,0.732785087719298,0.55952380952381,0.654545454545455,0.56153902674776
"nikolovski2014","KNN",0.616378968253968,0.654761904761905,0.629828504828505,0.636363636363636,0.548177189165472
"nikolovski2014","KNN",0.635182489923869,0.673277243589744,0.625478687978688,0.6,0.588699683350041
"nikolovski2014","KNN",0.570207450852612,0.635069444444444,0.555028305028305,0.618181818181818,0.605380319610082
"nikolovski2014","KNN",0.639906995427018,0.7640625,0.625228937728938,0.654545454545455,0.495686125081369
"nikolovski2014","KNN",0.603012265512265,0.663725490196078,0.598443223443223,0.618181818181818,0.531249884502996
