"Data","Method","DataSplit","F1-score","Precision","Recall","Accuracy","Quadloss"
"nikolovski2014","WithoutCNN","Cross_validation",0.741654189291965,0.741583333260078,0.742916666666667,0.730964467005076,0.580536393233572
"nikolovski2014","WithoutCNN","Cross_validation",0.777113398682342,0.772161425965774,0.785267857142857,0.771573604060914,1.3136432075128
"nikolovski2014","WithoutCNN","Cross_validation",0.735363138735626,0.732886904761905,0.745039682539683,0.741116751269036,0.845931363375958
"nikolovski2014","WithoutCNN","Cross_validation",0.761498234740526,0.759887420845051,0.766974206349206,0.766497461928934,1.6369496940335
"nikolovski2014","WithoutCNN","Cross_validation",0.750921239234082,0.744311939887598,0.765992063492063,0.746192893401015,1.20123642301381
"nikolovski2014","WithoutCNN","Cross_validation",0.759911951743347,0.754852264939303,0.768730158730159,0.766497461928934,0.401108857643372
"nikolovski2014","WithoutCNN","Cross_validation",0.716109334580928,0.712000231161271,0.727271825396825,0.710659898477157,1.51836998262135
"nikolovski2014","WithoutCNN","Cross_validation",0.801757987411694,0.79349103773847,0.817410714285714,0.786802030456853,0.919331600417068
"nikolovski2014","WithoutCNN","Cross_validation",0.700320945456652,0.695897435897436,0.711349206349206,0.710659898477157,1.33879937894186
"nikolovski2014","WithoutCNN","Cross_validation",0.766937706691266,0.769586640050635,0.767261904761905,0.766497461928934,0.649554737950429
"nikolovski2014","WithoutCNN","Cross_validation",0.792818775356084,0.796685985797828,0.796795634920635,0.786802030456853,0.3827954498603
"nikolovski2014","WithoutCNN","Cross_validation",0.784988181155229,0.790203096124149,0.785267857142857,0.781725888324873,0.265768838673134
"nikolovski2014","WithoutCNN","Cross_validation",0.744956493206426,0.760214723603992,0.737847222222222,0.736040609137056,1.33270066748816
"nikolovski2014","WithoutCNN","Cross_validation",0.750724984726706,0.748600917816034,0.758313492063492,0.751269035532995,0.966650457820059
"nikolovski2014","WithoutCNN","Cross_validation",0.759303269682211,0.75195399113082,0.769027777777778,0.766497461928934,0.721434828824741
"nikolovski2014","WithoutCNN","Cross_validation",0.769031035844268,0.767257317575764,0.778998015873016,0.771573604060914,0.591468274027815
"nikolovski2014","WithoutCNN","Cross_validation",0.723082904349513,0.727601346022399,0.721081349206349,0.710659898477157,0.880040742044527
"nikolovski2014","WithoutCNN","Cross_validation",0.764846445824707,0.763113275613276,0.775843253968254,0.771573604060914,0.541909766207232
"nikolovski2014","WithoutCNN","Cross_validation",0.732174721637869,0.724841298769074,0.748878968253968,0.736040609137056,0.498633408790464
"nikolovski2014","WithoutCNN","Cross_validation",0.737454043376392,0.739251923550704,0.742123015873016,0.720812182741117,1.20438376126985
"nikolovski2014","WithoutCNN","Cross_validation",0.76290699170838,0.768334985602834,0.771111111111111,0.761421319796954,0.790152533543456
"nikolovski2014","WithoutCNN","Cross_validation",0.733286551563112,0.734935829125407,0.736240079365079,0.741116751269036,1.16349662971661
"nikolovski2014","WithoutCNN","Cross_validation",0.76982436511422,0.765887388209764,0.779593253968254,0.761421319796954,0.674247120253736
"nikolovski2014","WithoutCNN","Cross_validation",0.752726462664824,0.751614946044294,0.755248015873016,0.736040609137056,0.926434550998296
"nikolovski2014","WithoutCNN","Cross_validation",0.749103767442799,0.74090062457366,0.760684523809524,0.741116751269036,1.1971056489698
"nikolovski2014","WithoutCNN","Cross_validation",0.720919185243463,0.715362197715139,0.733095238095238,0.705583756345178,1.40032142509031
"nikolovski2014","WithoutCNN","Cross_validation",0.73062625507345,0.722693067801764,0.741607142857143,0.730964467005076,1.01534824948205
"nikolovski2014","WithoutCNN","Cross_validation",0.752292771375124,0.748418188092101,0.760605158730159,0.756345177664975,1.0172814023267
"nikolovski2014","WithoutCNN","Cross_validation",0.731842299730416,0.724287385478747,0.743521825396825,0.736040609137056,0.775938675346387
"nikolovski2014","WithoutCNN","Cross_validation",0.744874637862659,0.741184568355621,0.752748015873016,0.736040609137056,1.11613623699665
"nikolovski2014","WithoutCNN","Cross_validation",0.797135616212619,0.797078910845522,0.799494047619048,0.776649746192893,0.384956935098003
"nikolovski2014","WithoutCNN","Cross_validation",0.747078069983564,0.744158472926855,0.75280753968254,0.746192893401015,2.22425279774373
"nikolovski2014","WithoutCNN","Cross_validation",0.776080496562463,0.770615802829959,0.786468253968254,0.771573604060914,1.54224137211668
"nikolovski2014","WithoutCNN","Cross_validation",0.785518592818252,0.782257139069838,0.797599206349206,0.771573604060914,1.02245504551122
"nikolovski2014","WithoutCNN","Cross_validation",0.77941296388675,0.782268787501874,0.77905753968254,0.786802030456853,0.680055349633081
"nikolovski2014","WithoutCNN","Cross_validation",0.773821036964537,0.771081349206349,0.781537698412698,0.766497461928934,0.739417697938986
"nikolovski2014","WithoutCNN","Cross_validation",0.775335030712243,0.774400806011846,0.779742063492064,0.791878172588833,1.02082907323413
"nikolovski2014","WithoutCNN","Cross_validation",0.773354634340459,0.768187796567191,0.779414682539683,0.766497461928934,0.790342170876086
"nikolovski2014","WithoutCNN","Cross_validation",0.732101370348653,0.71619321891061,0.756736111111111,0.736040609137056,1.40095469088692
"nikolovski2014","WithoutCNN","Cross_validation",0.794069549878047,0.783218547388749,0.808045634920635,0.802030456852792,0.934703224080698
"nikolovski2014","WithoutCNN","Cross_validation",0.746337910855136,0.737665652938991,0.76453373015873,0.746192893401015,1.23079761143756
"nikolovski2014","WithoutCNN","Cross_validation",0.731199385240083,0.73185175204912,0.731170634920635,0.725888324873096,1.01494894241159
"nikolovski2014","WithoutCNN","Cross_validation",0.765205732412582,0.762849378881988,0.770833333333333,0.756345177664975,1.34015571509043
"nikolovski2014","WithoutCNN","Cross_validation",0.765726665847286,0.757167832167832,0.776964285714286,0.751269035532995,1.15282416871206
"nikolovski2014","WithoutCNN","Cross_validation",0.731380301312077,0.727221077744336,0.74265873015873,0.725888324873096,1.13735189751607
"nikolovski2014","WithoutCNN","Cross_validation",0.771360593252856,0.760228120383211,0.788720238095238,0.756345177664975,1.53226329767971
"nikolovski2014","WithoutCNN","Cross_validation",0.733383889765541,0.726028138528139,0.745634920634921,0.730964467005076,1.07000831881585
"nikolovski2014","WithoutCNN","Cross_validation",0.775891824583685,0.773821184218781,0.783105158730159,0.771573604060914,1.28153742316384
"nikolovski2014","WithoutCNN","Cross_validation",0.735010205749992,0.72520646152849,0.757688492063492,0.720812182741117,1.92882808052793
"nikolovski2014","WithoutCNN","Cross_validation",0.712721799750458,0.704825886832466,0.725625,0.690355329949239,1.50619540939625
"nikolovski2014","WithoutCNN","Cross_validation",0.760238423616858,0.760377910928911,0.763938492063492,0.751269035532995,1.02514976033594
"nikolovski2014","WithoutCNN","Cross_validation",0.792470144329754,0.797021876932591,0.788938492063492,0.796954314720812,0.78004064970371
"nikolovski2014","WithoutCNN","Cross_validation",0.800751201443805,0.810624098124098,0.793700396825397,0.802030456852792,0.642507791990424
"nikolovski2014","WithoutCNN","Cross_validation",0.709741926610042,0.713556763285024,0.710109126984127,0.720812182741117,0.521185589401539
"nikolovski2014","WithoutCNN","Cross_validation",0.758910546977412,0.770877473329757,0.755367063492064,0.756345177664975,0.663766566122973
"nikolovski2014","WithoutCNN","Cross_validation",0.782653703444168,0.779559828716175,0.798720238095238,0.786802030456853,0.674948142049461
"nikolovski2014","WithoutCNN","Cross_validation",0.703569726480767,0.706145398751261,0.715456349206349,0.685279187817259,2.19166619891091
"nikolovski2014","WithoutCNN","Cross_validation",0.72408337925725,0.721113445378151,0.729771825396825,0.725888324873096,1.43752349249832
"nikolovski2014","WithoutCNN","Cross_validation",0.718869980117592,0.712137370235824,0.73202380952381,0.705583756345178,1.51226684709492
"nikolovski2014","WithoutCNN","Cross_validation",0.779814755739522,0.790428351573187,0.771210317460318,0.786802030456853,0.820012547405319
"nikolovski2014","WithoutCNN","Cross_validation",0.756689460174243,0.748078657453657,0.768492063492064,0.761421319796954,1.26676263666521
"nikolovski2014","WithoutCNN","Cross_validation",0.777276770180428,0.771157390081539,0.792351190476191,0.786802030456853,0.861095495825257
"nikolovski2014","WithoutCNN","Cross_validation",0.691803524533788,0.687722338935574,0.703849206349206,0.705583756345178,0.951963599620732
"nikolovski2014","WithoutCNN","Cross_validation",0.770371922180934,0.758286197137941,0.790168650793651,0.776649746192893,1.35551263003621
"nikolovski2014","WithoutCNN","Cross_validation",0.722009057233084,0.704573606801,0.749642857142857,0.725888324873096,1.0757857308796
"nikolovski2014","WithoutCNN","Cross_validation",0.750195249692183,0.747903138528139,0.755664682539682,0.736040609137056,1.00909225413323
"nikolovski2014","WithoutCNN","Cross_validation",0.762440178845269,0.7635781274996,0.764623015873016,0.751269035532995,1.14566998728242
"nikolovski2014","WithoutCNN","Cross_validation",0.779568049218285,0.771438627870892,0.788958333333333,0.771573604060914,0.843355661211288
"nikolovski2014","WithoutCNN","Cross_validation",0.750803696229573,0.752960750288053,0.760099206349206,0.746192893401015,2.09192734068005
"nikolovski2014","WithoutCNN","Cross_validation",0.776997468303146,0.776207827260459,0.787142857142857,0.751269035532995,0.891213459611089
"nikolovski2014","WithoutAttention","Cross_validation",0.768769198998602,0.770139876598178,0.769295634920635,0.761421319796954,0.154185874768062
"nikolovski2014","WithoutAttention","Cross_validation",0.780019309099636,0.775520461220926,0.787093253968254,0.781725888324873,0.618698804971008
"nikolovski2014","WithoutAttention","Cross_validation",0.764220480175449,0.768596681096681,0.768611111111111,0.751269035532995,1.0199916192704
"nikolovski2014","WithoutAttention","Cross_validation",0.78114872566607,0.779050195328968,0.788125,0.771573604060914,0.0621157064472273
"nikolovski2014","WithoutAttention","Cross_validation",0.749725697662445,0.749758150780948,0.753938492063492,0.771573604060914,0.306797718242801
"nikolovski2014","WithoutAttention","Cross_validation",0.775093078088267,0.781681886919849,0.773670634920635,0.771573604060914,0.272121640241308
"nikolovski2014","WithoutAttention","Cross_validation",0.748536996484126,0.756895778441831,0.746914682539683,0.756345177664975,0.682784480190944
"nikolovski2014","WithoutAttention","Cross_validation",0.724656001999137,0.718956487633813,0.73328373015873,0.715736040609137,1.05386151101296
"nikolovski2014","WithoutAttention","Cross_validation",0.797350539001672,0.796944676700111,0.80015873015873,0.786802030456853,0.166479199963262
"nikolovski2014","WithoutAttention","Cross_validation",0.75949213405637,0.772230356835341,0.753769841269841,0.751269035532995,0.883087944358203
"nikolovski2014","WithoutAttention","Cross_validation",0.792040870990105,0.791603535353535,0.79265873015873,0.791878172588833,0.3775357383778
"nikolovski2014","WithoutAttention","Cross_validation",0.796278887826475,0.798912989465315,0.797301587301587,0.791878172588833,0.300620609530292
"nikolovski2014","WithoutAttention","Cross_validation",0.777967306943363,0.778513394817743,0.783313492063492,0.781725888324873,0.153195022291963
"nikolovski2014","WithoutAttention","Cross_validation",0.774830011514613,0.782435935502845,0.772361111111111,0.766497461928934,0.654389415251636
"nikolovski2014","WithoutAttention","Cross_validation",0.830909624040053,0.850490908875964,0.820744047619048,0.822335025380711,0.0464221394294939
"nikolovski2014","WithoutAttention","Cross_validation",0.746302119617999,0.742723708072973,0.756081349206349,0.751269035532995,0.370620520656578
"nikolovski2014","WithoutAttention","Cross_validation",0.803338440544496,0.802794524238741,0.804652777777778,0.802030456852792,0.32122542134552
"nikolovski2014","WithoutAttention","Cross_validation",0.771662098633791,0.780922142233252,0.76905753968254,0.781725888324873,0.218750965699675
"nikolovski2014","WithoutAttention","Cross_validation",0.765807843445393,0.771161178568924,0.766974206349206,0.771573604060914,0.174765180862165
"nikolovski2014","WithoutAttention","Cross_validation",0.773664851987878,0.769838542065672,0.781964285714286,0.756345177664975,0.124572556752553
"nikolovski2014","WithoutAttention","Cross_validation",0.741848686703816,0.743759806019113,0.742420634920635,0.720812182741117,1.05243741691413
"nikolovski2014","WithoutAttention","Cross_validation",0.821499229754908,0.829657485523854,0.81655753968254,0.812182741116751,0.106259846780834
"nikolovski2014","WithoutAttention","Cross_validation",0.799845179521392,0.812476873815267,0.793521825396825,0.781725888324873,1.30415873315709
"nikolovski2014","WithoutAttention","Cross_validation",0.770593438033118,0.779988573817526,0.768402777777778,0.781725888324873,0.110495683037861
"nikolovski2014","WithoutAttention","Cross_validation",0.779926174728189,0.79096216178283,0.776527777777778,0.766497461928934,0.289436354849422
"nikolovski2014","WithoutAttention","Cross_validation",0.777539821047136,0.787010928383211,0.777361111111111,0.776649746192893,0.128474272220516
"nikolovski2014","WithoutAttention","Cross_validation",0.738997701933858,0.748538806254767,0.735099206349206,0.725888324873096,0.463329024318587
"nikolovski2014","WithoutAttention","Cross_validation",0.764223497064643,0.765061903226797,0.764920634920635,0.761421319796954,0.0765783789107814
"nikolovski2014","WithoutAttention","Cross_validation",0.760369462692267,0.76749670501305,0.757827380952381,0.746192893401015,0.482184229270416
"nikolovski2014","WithoutAttention","Cross_validation",0.761979632278443,0.771868484776093,0.759265873015873,0.766497461928934,0.196176476036513
"nikolovski2014","WithoutAttention","Cross_validation",0.724031778557104,0.733745245510099,0.718938492063492,0.741116751269036,0.174728641315126
"nikolovski2014","WithoutAttention","Cross_validation",0.760239078142292,0.769304158066735,0.755426587301587,0.756345177664975,0.108880818169815
"nikolovski2014","WithoutAttention","Cross_validation",0.740191231170286,0.73722498567849,0.747390873015873,0.746192893401015,0.322617962006016
"nikolovski2014","WithoutAttention","Cross_validation",0.760678184657227,0.756931390977444,0.766765873015873,0.771573604060914,0.769660181593105
"nikolovski2014","WithoutAttention","Cross_validation",0.806752063992918,0.805706941867656,0.809325396825397,0.807106598984772,0.207048965659802
"nikolovski2014","WithoutAttention","Cross_validation",0.787626123989877,0.787484506102212,0.794355158730159,0.781725888324873,0.123296912863301
"nikolovski2014","WithoutAttention","Cross_validation",0.797552686904333,0.791262434186241,0.813313492063492,0.791878172588833,0.22559856064442
"nikolovski2014","WithoutAttention","Cross_validation",0.781850175967823,0.788383217659534,0.778194444444444,0.781725888324873,0.196317565308751
"nikolovski2014","WithoutAttention","Cross_validation",0.795455811454669,0.801556989522106,0.802380952380952,0.786802030456853,0.051452010973523
"nikolovski2014","WithoutAttention","Cross_validation",0.768364118922858,0.760761447703057,0.784355158730159,0.771573604060914,0.452113314141578
"nikolovski2014","WithoutAttention","Cross_validation",0.779571512804402,0.778896659990783,0.780952380952381,0.771573604060914,0.516324073567936
"nikolovski2014","WithoutAttention","Cross_validation",0.782037460842294,0.787645448558972,0.78765873015873,0.796954314720812,0.22843819549857
"nikolovski2014","WithoutAttention","Cross_validation",0.781659631621667,0.776775527509801,0.78875,0.771573604060914,0.0742221586336634
"nikolovski2014","WithoutAttention","Cross_validation",0.785078736492259,0.791282062600642,0.780545634920635,0.781725888324873,0.184099917811283
"nikolovski2014","WithoutAttention","Cross_validation",0.756085558340788,0.75144653787136,0.765694444444444,0.751269035532995,0.413677665311314
"nikolovski2014","WithoutAttention","Cross_validation",0.761515827640975,0.762746851362923,0.76530753968254,0.756345177664975,1.0104412255333
"nikolovski2014","WithoutAttention","Cross_validation",0.762273258547813,0.767761914948457,0.767420634920635,0.776649746192893,0.487281099619498
"nikolovski2014","WithoutAttention","Cross_validation",0.757321054418578,0.765948229651646,0.751825396825397,0.746192893401015,0.235884889647652
"nikolovski2014","WithoutAttention","Cross_validation",0.721528153692257,0.727448863568647,0.71890873015873,0.715736040609137,0.702464917106062
"nikolovski2014","WithoutAttention","Cross_validation",0.765381664122277,0.775186535591284,0.75781746031746,0.761421319796954,0.261218763377048
"nikolovski2014","WithoutAttention","Cross_validation",0.789827374943654,0.799147676709891,0.787539682539683,0.796954314720812,0.11137763151025
"nikolovski2014","WithoutAttention","Cross_validation",0.789492310459363,0.795858391657494,0.786914682539683,0.786802030456853,0.113741209413389
"nikolovski2014","WithoutAttention","Cross_validation",0.7677110874602,0.775716032870638,0.773363095238095,0.761421319796954,0.016608713343995
"nikolovski2014","WithoutAttention","Cross_validation",0.803751903407867,0.810829918575361,0.80078373015873,0.796954314720812,0.355046162391324
"nikolovski2014","WithoutAttention","Cross_validation",0.7657383641085,0.763428663025241,0.778928571428571,0.771573604060914,0.282432649027969
"nikolovski2014","WithoutAttention","Cross_validation",0.768171973498711,0.777205433455433,0.767003968253968,0.771573604060914,0.0844739329452813
"nikolovski2014","WithoutAttention","Cross_validation",0.761836683884865,0.770130654369785,0.756706349206349,0.751269035532995,0.272701513782298
"nikolovski2014","WithoutAttention","Cross_validation",0.758992944279739,0.753910473391856,0.765992063492063,0.746192893401015,0.443623545062421
"nikolovski2014","WithoutAttention","Cross_validation",0.770614109322141,0.772215948302905,0.771160714285714,0.756345177664975,0.352601144094993
"nikolovski2014","WithoutAttention","Cross_validation",0.790980246014471,0.796059269405784,0.789563492063492,0.786802030456853,0.0519761186617913
"nikolovski2014","WithoutAttention","Cross_validation",0.779152057393932,0.781280629442723,0.780426587301587,0.771573604060914,0.64750537255898
"nikolovski2014","WithoutAttention","Cross_validation",0.777104322037265,0.773833173017104,0.786021825396825,0.771573604060914,0.68214204517352
"nikolovski2014","WithoutAttention","Cross_validation",0.755452345212357,0.772193555968036,0.749563492063492,0.746192893401015,1.29666161877869
"nikolovski2014","WithoutAttention","Cross_validation",0.799772287333263,0.799973305679827,0.805813492063492,0.791878172588833,0.377308640733868
"nikolovski2014","WithoutAttention","Cross_validation",0.779072832835873,0.784193519104846,0.775902777777778,0.786802030456853,0.213551042994019
"nikolovski2014","WithoutAttention","Cross_validation",0.741088165271781,0.740768460340829,0.745337301587301,0.746192893401015,0.249935224580687
"nikolovski2014","WithoutAttention","Cross_validation",0.755837218578405,0.757005757667664,0.759742063492064,0.751269035532995,0.214494871054734
"nikolovski2014","WithoutAttention","Cross_validation",0.770169964552657,0.768711843711844,0.77764880952381,0.756345177664975,0.878516573762685
"nikolovski2014","WithoutAttention","Cross_validation",0.770746611599574,0.776472684474535,0.768194444444444,0.756345177664975,0.340799185654955
"nikolovski2014","WithoutAttention","Cross_validation",0.76967069352137,0.778846153846154,0.763253968253968,0.756345177664975,0.0199856715685617
"nikolovski2014","WithoutAttention","Cross_validation",0.757504822114053,0.769785258601048,0.74890873015873,0.756345177664975,0.316635507555478
"nikolovski2014","WithoutAttention","Cross_validation",0.747706292186695,0.758945540935672,0.74218253968254,0.736040609137056,0.551883736474421
"nikolovski2014","WithoutAttention","Cross_validation",0.795091911605269,0.792132175156472,0.804404761904762,0.786802030456853,0.446940091916717
"nikolovski2014","WithoutAttention","Cross_validation",0.780633995714321,0.779355590062112,0.787857142857143,0.771573604060914,0.141138940390335
"nikolovski2014","WithoutAttention","Cross_validation",0.808392785455119,0.810786043666478,0.809593253968254,0.791878172588833,0.382452648637457
"nikolovski2014","WithoutAttention","Cross_validation",0.797921811852018,0.803027930470434,0.797599206349206,0.781725888324873,0.496206189356832
"nikolovski2014","WithoutAttention","Cross_validation",0.770058859677195,0.782646963824289,0.766378968253968,0.781725888324873,0.0920711466692931
"nikolovski2014","WithoutAttention","Cross_validation",0.752910284549049,0.756369964389428,0.75640873015873,0.751269035532995,0.372901847891733
"nikolovski2014","WithoutAttention","Cross_validation",0.780277975086741,0.788605895781538,0.779087301587302,0.776649746192893,0.273354379753649
"nikolovski2014","WithoutAttention","Cross_validation",0.785932790680401,0.786955266955267,0.789345238095238,0.776649746192893,0.10452188679421
"nikolovski2014","WithoutAttention","Cross_validation",0.793140752270075,0.794243237920564,0.796230158730159,0.776649746192893,0.758283099892562
"nikolovski2014","WithoutAttention","Cross_validation",0.792393311961452,0.804389518648883,0.788005952380952,0.776649746192893,0.650486444968081
"nikolovski2014","WithoutAttention","Cross_validation",0.779165042966776,0.795834511974657,0.770178571428571,0.751269035532995,0.397592942661942
"nikolovski2014","WithoutAttention","Cross_validation",0.77447623704446,0.783260003711349,0.769355158730159,0.761421319796954,0.147181421128066
"nikolovski2014","WithoutAttention","Cross_validation",0.724695381614738,0.730208333333333,0.722718253968254,0.715736040609137,0.633864150817868
"nikolovski2014","WithoutAttention","Cross_validation",0.763629595864562,0.774793841955387,0.75531746031746,0.761421319796954,0.107149081230017
"nikolovski2014","WithoutAttention","Cross_validation",0.763104286253774,0.760953114309321,0.766825396825397,0.756345177664975,0.131492708131903
"nikolovski2014","WithoutAttention","Cross_validation",0.77489214930834,0.787406244549102,0.770902777777778,0.776649746192893,0.333093934743336
"nikolovski2014","WithoutAttention","Cross_validation",0.75079045997291,0.748146608120012,0.755664682539683,0.746192893401015,0.49808666273423
"nikolovski2014","WithoutAttention","Cross_validation",0.76647826051942,0.757952193200927,0.776964285714286,0.761421319796954,0.16381458318056
"nikolovski2014","WithoutAttention","Cross_validation",0.74696085442951,0.748136418852531,0.752093253968254,0.751269035532995,0.884373302024611
"nikolovski2014","WithoutAttention","Cross_validation",0.775951039141624,0.780470202668534,0.777390873015873,0.771573604060914,1.12315534685862
"nikolovski2014","WithoutAttention","Cross_validation",0.762362953459412,0.771916114930821,0.755367063492064,0.756345177664975,0.153148980348854
"nikolovski2014","WithoutAttention","Cross_validation",0.757625681453603,0.759322757188611,0.756676587301587,0.761421319796954,0.328054082206022
"nikolovski2014","WithoutAttention","Cross_validation",0.772151849532313,0.770661854485384,0.776081349206349,0.756345177664975,1.16085756572473
"nikolovski2014","WithoutAttention","Cross_validation",0.739489787935533,0.749243106509693,0.732509920634921,0.730964467005076,1.03944447906107
"nikolovski2014","WithoutAttention","Cross_validation",0.807609841772195,0.812509528360886,0.809434523809524,0.802030456852792,0.243153609388964
"nikolovski2014","WithoutAttention","Cross_validation",0.77985863996178,0.778020957504653,0.784861111111111,0.766497461928934,1.30882585196395
"nikolovski2014","WithoutAttention","Cross_validation",0.780312987792854,0.781247844296625,0.781904761904762,0.761421319796954,0.296983108841272
"nikolovski2014","WithoutAttention","Cross_validation",0.773053516531777,0.787519213877909,0.765426587301587,0.766497461928934,0.0569407878212458
"nikolovski2014","DeepSP","Cross_validation",0.758689673074785,0.760334325117607,0.763343253968254,0.746192893401015,0.136204341078086
"nikolovski2014","DeepSP","Cross_validation",0.776707080097997,0.781255915032571,0.782361111111111,0.781725888324873,0.583677503281689
"nikolovski2014","DeepSP","Cross_validation",0.800357426463704,0.807410413660414,0.801646825396825,0.802030456852792,0.188971339498838
"nikolovski2014","DeepSP","Cross_validation",0.773375097923531,0.776779832486354,0.771765873015873,0.761421319796954,0.665574549137645
"nikolovski2014","DeepSP","Cross_validation",0.767221124979746,0.78394873145713,0.765396825396825,0.741116751269036,2.02663579014386
"nikolovski2014","DeepSP","Cross_validation",0.76173619514428,0.752180796177507,0.773303571428571,0.751269035532995,0.653206461253997
"nikolovski2014","DeepSP","Cross_validation",0.788496258965838,0.792685615436106,0.790486111111111,0.776649746192893,0.0738574389654423
"nikolovski2014","DeepSP","Cross_validation",0.776879523675187,0.784234265951791,0.774970238095238,0.776649746192893,0.168630702805179
"nikolovski2014","DeepSP","Cross_validation",0.808497426185795,0.805898109405274,0.813482142857143,0.791878172588833,0.257181610898777
"nikolovski2014","DeepSP","Cross_validation",0.758880848597853,0.766572548673906,0.752837301587302,0.766497461928934,0.287214975941033
"nikolovski2014","DeepSP","Cross_validation",0.810344942408834,0.816497402927609,0.805724206349206,0.796954314720812,0.354263654243348
"nikolovski2014","DeepSP","Cross_validation",0.79822710278746,0.792286276930734,0.805813492063492,0.791878172588833,0.605020728621276
"nikolovski2014","DeepSP","Cross_validation",0.767002760631235,0.763559472934473,0.777886904761905,0.761421319796954,0.390867153348673
"nikolovski2014","DeepSP","Cross_validation",0.746882697044335,0.749919148201988,0.749206349206349,0.730964467005076,0.33442440535552
"nikolovski2014","DeepSP","Cross_validation",0.777518650049138,0.777196811473127,0.778630952380952,0.766497461928934,0.438489232906788
"nikolovski2014","DeepSP","Cross_validation",0.791838989383632,0.783246565665044,0.804464285714286,0.766497461928934,0.656891593768016
"nikolovski2014","DeepSP","Cross_validation",0.813115886770174,0.811530539901743,0.819583333333333,0.807106598984772,0.239052666802537
"nikolovski2014","DeepSP","Cross_validation",0.727345147372687,0.723453561439831,0.734503968253968,0.715736040609137,0.282359228846027
