"Data","Method","F1-score","Precision","Recall","Accuracy","Quadloss"
"nikolovski2014","LessLayer",0.772184065934066,0.764903846153846,0.802052114552114,0.781818181818182,0.387646298910944
"nikolovski2014","LessLayer",0.636346732977168,0.633630952380952,0.649433899433899,0.654545454545455,0.0847375210174263
"nikolovski2014","LessLayer",0.755985861964123,0.757088744588745,0.784194971694972,0.763636363636364,0.172199472669517
"nikolovski2014","LessLayer",0.646794871794872,0.699483082706767,0.639735264735265,0.672727272727273,0.140938902414399
"nikolovski2014","LessLayer",0.692926864801865,0.700532106782107,0.705835830835831,0.672727272727273,0.785205903178035
"nikolovski2014","LessLayer",0.71100357975358,0.733585164835165,0.710851648351648,0.709090909090909,0.165291420244835
"nikolovski2014","LessLayer",0.661263736263736,0.699107142857143,0.663773726273726,0.654545454545455,0.184497591029315
"nikolovski2014","LessLayer",0.67663351141612,0.701121794871795,0.692328504828505,0.654545454545455,0.283673834796116
"nikolovski2014","LessLayer",0.691458149338584,0.702083333333333,0.710331335331335,0.690909090909091,0.101651170764508
"nikolovski2014","LessLayer",0.686444805194805,0.710795454545455,0.700715950715951,0.690909090909091,0.413985091138509
"nikolovski2014","LessLayer",0.755817711700065,0.766639957264957,0.773372460872461,0.745454545454545,0.502783037970892
"nikolovski2014","LessLayer",0.731064487042748,0.746130952380952,0.731310356310356,0.745454545454545,0.118273578432786
"nikolovski2014","LessLayer",0.748790445665446,0.758661477411477,0.769709457209457,0.727272727272727,0.178112813890085
"nikolovski2014","LessLayer",0.737038655788656,0.803077405051089,0.720092407592408,0.745454545454545,0.175633894242043
"nikolovski2014","LessLayer",0.75922619047619,0.788690476190476,0.775120712620713,0.745454545454545,0.408164913887559
"nikolovski2014","LessLayer",0.643202133011916,0.64905303030303,0.648205960705961,0.636363636363636,0.486263234360008
"nikolovski2014","LessLayer",0.697267316017316,0.77779077540107,0.715742590742591,0.709090909090909,0.300877145633502
"nikolovski2014","LessLayer",0.708303924336533,0.697159090909091,0.74521312021312,0.690909090909091,0.249543300933089
"nikolovski2014","LessLayer",0.657698135198135,0.727255036630037,0.643772893772894,0.709090909090909,0.385998348146253
"nikolovski2014","LessLayer",0.839955937782025,0.849130036630037,0.852106227106227,0.836363636363636,0.269619866574364
"nikolovski2014","LessLayer",0.699494255744256,0.720501893939394,0.700715950715951,0.672727272727273,0.410475388021625
"nikolovski2014","LessLayer",0.722960322688584,0.770238095238095,0.715742590742591,0.727272727272727,0.0874792270785762
"nikolovski2014","LessLayer",0.689514652014652,0.698809523809524,0.703837828837829,0.709090909090909,0.175872219016141
"nikolovski2014","LessLayer",0.65330810493854,0.666666666666667,0.662025474525475,0.654545454545455,0.256741961861299
"nikolovski2014","LessLayer",0.728367003367003,0.762987012987013,0.737803862803863,0.745454545454545,0.296573971206369
"nikolovski2014","LessLayer",0.706401931401931,0.768253968253968,0.694243256743257,0.709090909090909,0.207314397598575
"nikolovski2014","LessLayer",0.705238095238095,0.719047619047619,0.713827838827839,0.690909090909091,0.0783276786156422
"nikolovski2014","LessLayer",0.79715679435507,0.8640625,0.807088744588745,0.836363636363636,0.433594202057372
"nikolovski2014","LessLayer",0.682331557331557,0.685606060606061,0.710331335331335,0.690909090909091,0.172786095084577
"nikolovski2014","LessLayer",0.781173687423687,0.834940794499618,0.788919413919414,0.763636363636364,0.270847994953327
"nikolovski2014","LessLayer",0.720342921973357,0.748660714285714,0.704378954378954,0.727272727272727,0.263558181140884
"nikolovski2014","LessLayer",0.641458541458541,0.665909090909091,0.626852314352314,0.618181818181818,0.110509148712259
"nikolovski2014","LessLayer",0.720277910495302,0.716369047619048,0.728417415917416,0.690909090909091,0.225949761732988
"nikolovski2014","LessLayer",0.662351537351537,0.670856227106227,0.678425740925741,0.727272727272727,0.0153796594113475
"nikolovski2014","LessLayer",0.801242148655942,0.868100649350649,0.776640026640027,0.818181818181818,0.220318059988711
"nikolovski2014","LessLayer",0.690243160623595,0.691071428571429,0.734140859140859,0.709090909090909,0.124869180309316
"nikolovski2014","LessLayer",0.67489010989011,0.695684523809524,0.66743672993673,0.690909090909091,0.480052396707854
"nikolovski2014","LessLayer",0.701105307735743,0.71875,0.699342324342324,0.672727272727273,0.417477399846365
"nikolovski2014","LessLayer",0.75625,0.85171568627451,0.759844322344322,0.745454545454545,0.173949567466414
"nikolovski2014","LessLayer",0.639331501831502,0.663988095238095,0.633637196137196,0.690909090909091,0.414352144252783
"nikolovski2014","LessLayer",0.676540616246499,0.68015873015873,0.70698051948052,0.727272727272727,0.493318880427286
"nikolovski2014","LessLayer",0.80255698005698,0.861607142857143,0.778388278388278,0.818181818181818,0.211896985839784
"nikolovski2014","LessLayer",0.607507076257076,0.591918498168498,0.632950382950383,0.636363636363636,0.175892216865297
"nikolovski2014","LessLayer",0.752821091951527,0.763392857142857,0.772831335331335,0.763636363636364,0.159699392012937
"nikolovski2014","LessLayer",0.643360805860806,0.685159448394743,0.659194971694972,0.672727272727273,0.192145379875772
"nikolovski2014","LessLayer",0.623684829663091,0.660218253968254,0.613865301365301,0.636363636363636,0.38159038422044
"nikolovski2014","LessLayer",0.692299548277809,0.708333333333333,0.688270063270063,0.690909090909091,0.119197747166782
"nikolovski2014","LessLayer",0.714157509157509,0.703273809523809,0.732767232767233,0.690909090909091,0.16742587135238
"nikolovski2014","LessLayer",0.679286916786917,0.680952380952381,0.711559274059274,0.690909090909091,0.256836765903606
"nikolovski2014","LessLayer",0.63368040005971,0.656610576923077,0.631202131202131,0.654545454545455,0.122108627609283
"nikolovski2014","LessLayer",0.720512820512821,0.759469696969697,0.721694971694972,0.745454545454545,0.178802863198802
"nikolovski2014","LessLayer",0.75545288045288,0.745748001998002,0.775807525807526,0.745454545454545,0.263772031315658
"nikolovski2014","LessLayer",0.655243271221532,0.678571428571429,0.649579587079587,0.690909090909091,0.293817253410216
"nikolovski2014","LessLayer",0.646644088669951,0.661706349206349,0.676760739260739,0.636363636363636,0.688430018935754
"nikolovski2014","LessLayer",0.71540651614181,0.753517316017316,0.704524642024642,0.745454545454545,0.471823078306738
"nikolovski2014","LessLayer",0.82134324009324,0.858934815184815,0.818161005661006,0.818181818181818,0.17756449059367
"nikolovski2014","LessLayer",0.793795787545788,0.806272893772894,0.794205794205794,0.763636363636364,0.471699131787692
"nikolovski2014","LessLayer",0.633628408628409,0.705214056776557,0.619276556776557,0.636363636363636,0.688311449777475
"nikolovski2014","LessLayer",0.636088755593066,0.685829274891775,0.615780053280053,0.654545454545455,0.309249711555137
"nikolovski2014","LessLayer",0.577447552447552,0.566588966588967,0.623334998334998,0.618181818181818,0.483169109586827
"nikolovski2014","LessLayer",0.665492448372883,0.708858543417367,0.702089577089577,0.690909090909091,0.17438679501097
"nikolovski2014","LessLayer",0.695192307692308,0.755288461538462,0.67041292041292,0.672727272727273,0.482994761622535
"nikolovski2014","LessLayer",0.726992753623188,0.786151960784314,0.705752580752581,0.745454545454545,0.123291356719371
"nikolovski2014","LessLayer",0.637473009446694,0.652529761904762,0.657009657009657,0.618181818181818,0.369501046237491
"nikolovski2014","LessLayer",0.75029656646036,0.773313492063492,0.750936563436563,0.763636363636364,0.459520680229905
"nikolovski2014","LessLayer",0.691276778776779,0.706184440559441,0.717345154845155,0.709090909090909,0.294943129123361
"nikolovski2014","LessLayer",0.743980516609827,0.743080357142857,0.77947052947053,0.763636363636364,0.264129831695497
"nikolovski2014","LessLayer",0.581730769230769,0.600607725607726,0.574342324342324,0.581818181818182,0.311048759475985
"nikolovski2014","LessLayer",0.668385278514589,0.67604739010989,0.678280053280053,0.690909090909091,0.0724001404048764
"nikolovski2014","LessLayer",0.670856227106227,0.70106456043956,0.670641858141858,0.654545454545455,0.452510043847731
"nikolovski2014","LessLayer",0.686630867001711,0.713528138528139,0.676760739260739,0.654545454545455,0.48844833154784
"nikolovski2014","LessLayer",0.739910270888532,0.782142857142857,0.718718781218781,0.745454545454545,0.18330117386305
"nikolovski2014","LessLayer",0.725366348211176,0.737594696969697,0.742528305028305,0.727272727272727,0.109982554809893
"nikolovski2014","LessLayer",0.770498432726694,0.792673992673993,0.772977022977023,0.781818181818182,0.16793864621269
"nikolovski2014","LessLayer",0.730982905982906,0.772919584500467,0.721861471861472,0.763636363636364,0.543352730486505
"nikolovski2014","LessLayer",0.710947385947386,0.716964285714286,0.718198468198468,0.727272727272727,0.22723423898536
"nikolovski2014","LessLayer",0.809546703296703,0.830654761904762,0.811667499167499,0.818181818181818,0.263719431205436
"nikolovski2014","LessLayer",0.760569291819292,0.78636988011988,0.798534798534799,0.8,0.299268203357662
"nikolovski2014","LessLayer",0.692008824508825,0.706236471861472,0.694617882117882,0.672727272727273,0.184336582066612
"nikolovski2014","LessLayer",0.756274928774929,0.813616071428571,0.744276556776557,0.745454545454545,0.175848490780696
"nikolovski2014","LessLayer",0.69000913538957,0.732242063492063,0.699113386613387,0.709090909090909,0.400795916740387
