"Data","Method","F1-score","Precision","Recall","Accuracy","Quadloss"
"nikolovski2014","InceptionNet",0.728677156177156,0.731791125541126,0.728334165834166,0.745454545454545,0.313906332839469
"nikolovski2014","InceptionNet",0.773914027149321,0.817036435786436,0.776327838827839,0.763636363636364,0.434227766095198
"nikolovski2014","InceptionNet",0.785251785251785,0.818177655677656,0.808691308691309,0.8,0.139399148503938
"nikolovski2014","InceptionNet",0.628134715109977,0.667113095238095,0.606164668664669,0.654545454545455,0.0673061071470579
"nikolovski2014","InceptionNet",0.694126887605149,0.741300366300366,0.66743672993673,0.690909090909091,0.0688238025322338
"nikolovski2014","InceptionNet",0.706317987567988,0.735342261904762,0.712225274725275,0.727272727272727,0.675237974343682
"nikolovski2014","InceptionNet",0.660646645021645,0.689583333333333,0.670121545121545,0.654545454545455,0.337572142702142
"nikolovski2014","InceptionNet",0.671624343398537,0.773809523809524,0.681401931401931,0.709090909090909,0.330765199077537
"nikolovski2014","InceptionNet",0.567636027765338,0.562847222222222,0.611263736263736,0.636363636363636,0.81753815574856
"nikolovski2014","InceptionNet",0.713279967159278,0.807514880952381,0.68964368964369,0.727272727272727,0.120003657313828
"nikolovski2014","InceptionNet",0.749163336663337,0.794534632034632,0.771228771228771,0.763636363636364,0.194904930859986
"nikolovski2014","InceptionNet",0.756684519184519,0.750892857142857,0.776494338994339,0.781818181818182,0.269959434692503
"nikolovski2014","InceptionNet",0.773117078999432,0.781463675213675,0.782987845487846,0.781818181818182,0.277327353442205
"nikolovski2014","InceptionNet",0.741331585081585,0.738757076257076,0.77741008991009,0.727272727272727,0.43889348398493
"nikolovski2014","InceptionNet",0.71788628038628,0.715719696969697,0.728334165834166,0.745454545454545,0.132325148811465
"nikolovski2014","InceptionNet",0.750133381111642,0.769757326007326,0.749167499167499,0.763636363636364,0.109212310170022
"nikolovski2014","InceptionNet",0.772001527883881,0.824842171717172,0.765505328005328,0.763636363636364,0.591478242735878
"nikolovski2014","InceptionNet",0.651751579622424,0.718154761904762,0.644709457209457,0.654545454545455,0.381777414401693
"nikolovski2014","InceptionNet",0.784369334369334,0.820535714285714,0.772977022977023,0.781818181818182,0.0989510085427585
"nikolovski2014","InceptionNet",0.779008029008029,0.781331168831169,0.783528971028971,0.745454545454545,0.126546410539838
"nikolovski2014","InceptionNet",0.693869047619048,0.706944444444444,0.721549284049284,0.709090909090909,0.339285829209165
"nikolovski2014","InceptionNet",0.77126920014851,0.771300054112554,0.790834165834166,0.781818181818182,0.17106422677277
"nikolovski2014","InceptionNet",0.686178867428867,0.725675366300366,0.689498001998002,0.709090909090909,0.170983208078125
"nikolovski2014","InceptionNet",0.738848369826631,0.7765625,0.730082417582418,0.763636363636364,0.290085311037248
"nikolovski2014","InceptionNet",0.814552114552115,0.819444444444444,0.838848651348651,0.8,0.416473666994101
"nikolovski2014","InceptionNet",0.684503274503275,0.70014880952381,0.689789377289377,0.745454545454545,0.229395251652763
"nikolovski2014","InceptionNet",0.701027914737592,0.726334776334776,0.707500832500833,0.727272727272727,0.146263643781883
"nikolovski2014","InceptionNet",0.705509768009768,0.715338827838828,0.719801032301032,0.709090909090909,0.17120683202313
"nikolovski2014","InceptionNet",0.658131499726327,0.727083333333333,0.681110556110556,0.672727272727273,0.460439638698779
"nikolovski2014","InceptionNet",0.739252749166542,0.758522727272727,0.747419247419247,0.745454545454545,0.41495828512019
"nikolovski2014","InceptionNet",0.577251683501683,0.654450757575758,0.577464202464202,0.636363636363636,0.376522872775492
"nikolovski2014","InceptionNet",0.729892521271832,0.777901785714286,0.707500832500833,0.727272727272727,0.150378617972955
"nikolovski2014","InceptionNet",0.63208928752407,0.604960317460317,0.701777389277389,0.654545454545455,0.352740742241723
"nikolovski2014","InceptionNet",0.670886752136752,0.693681318681319,0.70260989010989,0.709090909090909,0.220687802356237
"nikolovski2014","InceptionNet",0.654566035816036,0.668452380952381,0.66974691974692,0.654545454545455,0.342744168242506
"nikolovski2014","InceptionNet",0.679883110392856,0.704092261904762,0.678280053280053,0.690909090909091,0.0876843334035708
"nikolovski2014","InceptionNet",0.625833936178764,0.626934523809524,0.639443889443889,0.636363636363636,0.242564587880477
"nikolovski2014","InceptionNet",0.714930902430903,0.742731227106227,0.721694971694972,0.727272727272727,0.248776277401214
"nikolovski2014","InceptionNet",0.637797619047619,0.656684981684982,0.649059274059274,0.672727272727273,0.111938477875907
"nikolovski2014","InceptionNet",0.723833996463307,0.745392628205128,0.71697052947053,0.727272727272727,0.0480196023380915
"nikolovski2014","InceptionNet",0.723351648351648,0.787202380952381,0.718718781218781,0.727272727272727,0.153864970839876
"nikolovski2014","InceptionNet",0.663967698967699,0.660849567099567,0.668518981018981,0.672727272727273,0.203328396251322
"nikolovski2014","InceptionNet",0.667147435897436,0.728021978021978,0.633637196137196,0.672727272727273,0.0869806550100126
"nikolovski2014","InceptionNet",0.744755244755245,0.779793735676089,0.729562104562105,0.745454545454545,0.365868383661604
"nikolovski2014","InceptionNet",0.690419781368057,0.771205357142857,0.678571428571428,0.763636363636364,0.217578894726509
"nikolovski2014","InceptionNet",0.750711951447246,0.790476190476191,0.733079420579421,0.745454545454545,0.125317859803529
"nikolovski2014","InceptionNet",0.618042143042143,0.679464285714286,0.617528305028305,0.672727272727273,0.211246189716982
"nikolovski2014","InceptionNet",0.676970443349754,0.73499503968254,0.708583083583084,0.709090909090909,0.344471035099159
"nikolovski2014","InceptionNet",0.770935592185592,0.801181457431457,0.779990842490842,0.781818181818182,0.501225959758316
"nikolovski2014","InceptionNet",0.719191919191919,0.802036199095023,0.734286546786547,0.727272727272727,0.446602133574894
"nikolovski2014","InceptionNet",0.819083694083694,0.869070512820513,0.827235264735265,0.818181818181818,0.22334603921468
"nikolovski2014","InceptionNet",0.693502331002331,0.748511904761905,0.67041292041292,0.690909090909091,0.0853880567120559
"nikolovski2014","InceptionNet",0.611671842650104,0.666002747252747,0.60791292041292,0.654545454545455,0.190636965440686
"nikolovski2014","InceptionNet",0.594426406926407,0.574918300653595,0.639277389277389,0.618181818181818,0.44096386817296
"nikolovski2014","InceptionNet",0.753903735153735,0.761240842490842,0.774204961704962,0.763636363636364,0.207868355314501
"nikolovski2014","InceptionNet",0.837285272199065,0.868452380952381,0.8248001998002,0.836363636363636,0.161634620581706
"nikolovski2014","InceptionNet",0.759367444150053,0.761052489177489,0.768481518481518,0.745454545454545,0.402734201513747
"nikolovski2014","InceptionNet",0.771846544260337,0.816964285714286,0.758782883782884,0.763636363636364,0.317203162885426
"nikolovski2014","InceptionNet",0.721173370533984,0.738257575757576,0.743610556110556,0.727272727272727,0.31903295379415
"nikolovski2014","InceptionNet",0.744670463944658,0.867857142857143,0.70277639027639,0.763636363636364,0.0953480718315069
"nikolovski2014","InceptionNet",0.673390355164549,0.705357142857143,0.673014485514486,0.690909090909091,0.18345441799004
"nikolovski2014","InceptionNet",0.72751554001554,0.750412087912088,0.746732434232434,0.745454545454545,0.275089653859714
"nikolovski2014","InceptionNet",0.65903028131289,0.675,0.702464202464202,0.690909090909091,0.436688337929103
"nikolovski2014","InceptionNet",0.670887445887446,0.699977718360071,0.679507992007992,0.709090909090909,0.2341363526942
"nikolovski2014","InceptionNet",0.711572231531909,0.697222222222222,0.758637196137196,0.745454545454545,0.177346198708707
"nikolovski2014","InceptionNet",0.728098290598291,0.770260989010989,0.737949550449551,0.763636363636364,0.338346683091764
"nikolovski2014","InceptionNet",0.767690642690643,0.784722222222222,0.785797535797536,0.745454545454545,0.402481609803523
"nikolovski2014","InceptionNet",0.673351648351648,0.695970695970696,0.665834165834166,0.727272727272727,0.068381794271462
"nikolovski2014","InceptionNet",0.670846011878621,0.687202380952381,0.695991508491508,0.672727272727273,0.194204997411201
"nikolovski2014","InceptionNet",0.681953463203463,0.689285714285714,0.705211455211455,0.727272727272727,0.218643103699459
"nikolovski2014","InceptionNet",0.792620061098322,0.7875,0.821511821511822,0.781818181818182,0.582682501644315
"nikolovski2014","InceptionNet",0.668664668664669,0.649918831168831,0.708812021312021,0.654545454545455,0.250436359909126
"nikolovski2014","InceptionNet",0.702355977355977,0.725378787878788,0.695991508491508,0.709090909090909,0.304484458434082
"nikolovski2014","InceptionNet",0.650974025974026,0.666450216450216,0.687604062604063,0.654545454545455,0.238495871146882
"nikolovski2014","InceptionNet",0.663214285714286,0.687132352941176,0.660943223443223,0.690909090909091,0.25485726878981
"nikolovski2014","InceptionNet",0.687196271470465,0.793154761904762,0.651640026640027,0.727272727272727,0.109487156537789
"nikolovski2014","InceptionNet",0.697974308300395,0.70906862745098,0.701694139194139,0.763636363636364,0.127088229857548
"nikolovski2014","InceptionNet",0.698412565695174,0.712351190476191,0.697594072594073,0.690909090909091,0.185588149296778
"nikolovski2014","InceptionNet",0.645903010033445,0.646153846153846,0.652555777555778,0.672727272727273,0.32024487413598
"nikolovski2014","InceptionNet",0.688634004884005,0.758333333333333,0.7250666000666,0.709090909090909,0.492312931105765
"nikolovski2014","InceptionNet",0.772575475599669,0.80746336996337,0.785568598068598,0.781818181818182,0.317292067016045
"nikolovski2014","InceptionNet",0.625300193309938,0.691592261904762,0.612803862803863,0.672727272727273,0.202914215201406
"nikolovski2014","InceptionNet",0.757138875617136,0.756181318681319,0.765651015651016,0.763636363636364,0.103036581201359
"nikolovski2014","InceptionNet",0.656719322344322,0.689308608058608,0.668664668664669,0.690909090909091,0.337531196184004
"nikolovski2014","InceptionNet",0.692478850287775,0.716319444444444,0.701111388611389,0.690909090909091,0.566639550860607
"nikolovski2014","InceptionNet",0.714989358467619,0.7421918767507,0.707500832500833,0.745454545454545,0.107980455725126
"nikolovski2014","InceptionNet",0.63999333999334,0.669354603729604,0.636467698967699,0.654545454545455,0.226622574085471
"nikolovski2014","InceptionNet",0.69708850931677,0.8,0.737262737262737,0.745454545454545,0.40902229471115
"nikolovski2014","InceptionNet",0.610827922077922,0.598200757575758,0.652264402264402,0.6,0.365930105278662
"nikolovski2014","InceptionNet",0.666951566951567,0.696279761904762,0.659194971694972,0.690909090909091,0.258966480316393
"nikolovski2014","InceptionNet",0.688794538794539,0.720914502164502,0.684627872127872,0.672727272727273,0.207101431803627
"nikolovski2014","InceptionNet",0.678187975817286,0.681770833333333,0.72292291042291,0.709090909090909,0.374361682503526
"nikolovski2014","InceptionNet",0.702231866362301,0.755803571428571,0.757950382950383,0.727272727272727,0.345388237545623
"nikolovski2014","InceptionNet",0.667213804713805,0.747610294117647,0.639735264735265,0.690909090909091,0.455138882402206
"nikolovski2014","InceptionNet",0.725754673168466,0.808854166666667,0.70764652014652,0.745454545454545,0.20765686127855
"nikolovski2014","InceptionNet",0.673737373737374,0.772128851540616,0.694222444222444,0.672727272727273,0.171093138843015
"nikolovski2014","InceptionNet",0.663983701483701,0.653472222222222,0.687604062604062,0.672727272727273,0.0950886428877852
"nikolovski2014","InceptionNet",0.619851444851445,0.677827380952381,0.596694971694972,0.618181818181818,0.245311994117459
"nikolovski2014","InceptionNet",0.772862554112554,0.762784090909091,0.789460539460539,0.763636363636364,0.265399455103809
"nikolovski2014","InceptionNet",0.635088440970794,0.632665945165945,0.669039294039294,0.672727272727273,0.156546533821461
"nikolovski2014","DenseNet",0.78482717197551,0.800568181818182,0.792291042291042,0.745454545454545,0.381399597456628
"nikolovski2014","DenseNet",0.748170995670996,0.75625,0.748876123876124,0.709090909090909,0.309721486327685
"nikolovski2014","DenseNet",0.747327586206897,0.803794642857143,0.740780053280053,0.727272727272727,0.412928298941677
"nikolovski2014","DenseNet",0.794686563436563,0.810765623265623,0.815018315018315,0.781818181818182,0.265034815364782
"nikolovski2014","DenseNet",0.646981307326135,0.6875,0.638361638361638,0.672727272727273,0.425822401430553
"nikolovski2014","DenseNet",0.702684543717152,0.685606060606061,0.731018981018981,0.690909090909091,0.275489619611339
"nikolovski2014","DenseNet",0.680817793317793,0.721153846153846,0.683004495504495,0.709090909090909,0.321665108087935
"nikolovski2014","DenseNet",0.70836038961039,0.728769841269841,0.731539294039294,0.709090909090909,0.484182452230172
"nikolovski2014","DenseNet",0.681501831501832,0.716269841269841,0.681776556776557,0.690909090909091,0.244707705948442
"nikolovski2014","DenseNet",0.755944055944056,0.805082417582418,0.731164668664669,0.727272727272727,0.298924018872055
"nikolovski2014","DenseNet",0.722440753690754,0.753059440559441,0.741154678654679,0.709090909090909,0.10375985833034
"nikolovski2014","DenseNet",0.8040164002664,0.8625,0.814789377289377,0.818181818181818,0.309226156151274
"nikolovski2014","DenseNet",0.846153846153846,0.87759324009324,0.85196053946054,0.818181818181818,0.139050800395857
"nikolovski2014","DenseNet",0.698208511918189,0.734559884559885,0.68477355977356,0.690909090909091,0.144586510738004
"nikolovski2014","DenseNet",0.637167653546964,0.6765625,0.63011988011988,0.672727272727273,0.293915805031495
"nikolovski2014","DenseNet",0.79349025974026,0.812019230769231,0.800824175824176,0.8,0.0963746342733135
"nikolovski2014","DenseNet",0.748106060606061,0.774431818181818,0.744671994671995,0.727272727272727,0.515439743552667
"nikolovski2014","DenseNet",0.710762385762386,0.746807359307359,0.742778055278055,0.690909090909091,0.17202306971185
"nikolovski2014","DenseNet",0.622311854811855,0.684920634920635,0.630494505494505,0.654545454545455,0.228097387640739
