,R1_Con_03,R1_Con_06,R1_Con_12,R1_Con_24,R1_Con_80,R2_Con_03,R2_Con_06,R2_Con_12,R2_Con_24,R2_Con_80,R3_Con_03,R3_Con_06,R3_Con_12,R3_Con_24,R3_Con_80,markers
P80723;P80723-2,0.00033487242519908715,0.000307410832073255,0.0004482634948888234,0.0005588758273593325,0.0005797145199374778,0.000306789696749733,0.0003304559293577549,0.0005437926445042774,0.0006436252541469382,0.0006897631306107807,0.00024253589909666883,0.0002699797482761819,0.0004673450511826831,0.0006500495873196231,0.0007006795729134482,Plasma membrane
P35613;P35613-2;P35613-4;P35613-3,0.000157722992503875,0.0001776053752481261,0.0002995647969350936,0.0005203541884932847,0.0009680562616338286,0.00014071015284165228,0.00019992792107319184,0.000390396964188448,0.0006020753249828642,0.0010863648075234652,0.00010845037817040247,0.0001275548282153354,0.0002588850218578116,0.0004883912834494634,0.0009368349739859456,Plasma membrane
Q6YHK3;Q6YHK3-4;Q6YHK3-2,0.00019676718121282622,0.00020664996772674132,0.0003144252141862859,0.0004747306321002164,0.0008661645295098033,0.00018377434505703795,0.0002178634262179454,0.00037809802183126254,0.0005445196250510656,0.0010188200688692668,0.00013612469872937655,0.0001570089289890216,0.0002571476029812425,0.0004404013532946743,0.0009888300393752797,Plasma membrane
P16070;P16070-11;P16070-10;P16070-16;P16070-17;P16070-6;P16070-4;P16070-3;P16070-7;P16070-5;P16070-18;P16070-12;P16070-14;P16070-13;P16070-8,0.00015502670042562533,0.00019243148211623158,0.00029170262937064595,0.000489472780746042,0.0009833780793149101,0.00012523711192608656,0.00018718523168856816,0.00037959894142014023,0.0005932752652090329,0.0011859665061484163,8.669825791851695e-05,0.0001227590943570087,0.0002358214210306111,0.00043744539459391154,0.0009724664675793271,Plasma membrane
P08174;P08174-2;P08174-4;P08174-3;P08174-5;P08174-6;P08174-7,0.0002189306725207425,0.000225134636816188,0.0003186744073078389,0.0004626160555899095,0.0008618677734209722,0.00020914317352227965,0.00022503774168577097,0.0004156386439637538,0.0005592791590270041,0.0010124872387316344,0.00014219030630753987,0.00015955205033547562,0.0002597972450327244,0.0004332849086136382,0.000917855719846995,Plasma membrane
P13987,0.0002738327629074662,0.0003150700376324862,0.0003963747176562884,0.0005372536929768791,0.0007562615082754394,0.00024420339308583755,0.00030822499218035893,0.00047847500674094647,0.0006025687761437718,0.0008721474488605363,0.0001850793336370666,0.00021792367505413612,0.0003149346225778776,0.0005169165163554346,0.000841033566254928,Plasma membrane
P21926,0.00024917230690397546,0.00026942148220359356,0.0003684168867853407,0.000534310622794465,0.0008636495562080066,0.00020908822738695956,0.000268625160166241,0.00042757154799879886,0.0005979988057241817,0.0008951823705584456,0.0001539779501256422,0.00018562891542012113,0.00032385588609049016,0.0005133329845237218,0.0008902782782706567,Plasma membrane
P48960;P48960-3;P48960-2,0.0003742966661485613,0.0003957666309942311,0.0004328913867398851,0.0005289406388315505,0.0007064714949263255,0.0003372464852310803,0.0003869797255799253,0.0004744963089526129,0.000622115910799249,0.000856276458803536,0.00029075189980432427,0.00028381811948436936,0.000328084353129853,0.00046418674639939753,0.0006180803547631644,Plasma membrane
P98082;P98082-3;P98082-2,0.00013240492121196755,0.0002717273130974682,0.0004570787959269391,0.0006189655869710654,0.0008170236542909939,0.00014159890724675447,0.00024942537457712003,0.0005714849997072299,0.0007517664487413131,0.0010163660456913172,0.00010813342073016164,0.00018142595891489804,0.00037148718392760556,0.0006330923271483526,0.0007333979208096955,Plasma membrane
Q14118,0.00017483078722597807,0.00019855293972591116,0.0003278982065768532,0.0005356465658551716,0.001149525397238281,0.00014483878670453105,0.00020055062812583856,0.0003187094625127733,0.0005576034938144625,0.0012333135763661401,0.00010717974330487934,0.00013724330296226132,0.00023404575741599163,0.00043331262282916003,0.0010966413396935808,Plasma membrane
