Protein_ID,Map1_01K,Map1_03K,Map1_06K,Map1_12K,Map1_24K,Map1_80K,Map2_01K,Map2_03K,Map2_06K,Map2_12K,Map2_24K,Map2_80K,Map3_01K,Map3_03K,Map3_06K,Map3_12K,Map3_24K,Map3_80K,Map4_01K,Map4_03K,Map4_06K,Map4_12K,Map4_24K,Map4_80K,Map5_01K,Map5_03K,Map5_06K,Map5_12K,Map5_24K,Map5_80K,markers
Q05A36,0.060477546,0.062786544,0.075050932,0.09854171,0.099723722,0.131033438,0.017411572,0.016463245,0.013957924,0.027501466,0.036914081,0.030694255,0,0.011403014,0.012117655,0.019824505,0.036986088,0.013959283,0,0.023256414,0.035773508,0.044506806,0,0.031957785,0,0,0.021761917,0.046069235,0,0.031827356,unknown
Q9QXG4;A2AQN4;A2AQN5,0.021666373,0.070555506,0.03239835,0.019819936,0.024380678,0.00876662,0,0.043154996,0.031892303,0.02472985,0.035204376,0.010555493,0,0.052907774,0.053501746,0.052561132,0.041130811,0.014648775,0,0.055047084,0.088140615,0.042819741,0.062661816,0,0,0.042654643,0.063806113,0.062830077,0.044165191,0,unknown
O55060;A0A0R4J018;D3Z380;D3Z217;D3YWK6,0.006256077,0.023111117,0.014771356,0.020973848,0.017081402,0.006912328,0,0.058585357,0.016427586,0.022118596,0.03475725,0.004128703,0,0.03761912,0.019980567,0.056986972,0.056779943,0.011986361,0,0.093086865,0.043915993,0.042886938,0.095499665,0.028225947,0,0.056665012,0.039356792,0.107297264,0.08215696,0.00243198,unknown
B2RXR6;E9QNQ2;J3QK13,0,0.020208975,0.02263105,0.027105407,0.023189833,0.00641461,0.114444751,0.042737002,0.022134354,0.023110689,0.006375584,0.008529115,0.200725203,0.054021825,0.070308403,0.01224683,0.007158426,0.020320186,0,0.05617986,0.020371357,0.01323954,0.015526524,0.008834775,0,0.08786333,0.011162013,0.059912584,0.024300576,0.020947196,unknown
Q99JT9;F7ARY2,0.01112625,0.069498775,0.041190116,0.050008237,0.011115908,0.005801465,0.0048659,0.139396789,0.036087799,0.05038583,0.057207759,0,0,0.085672747,0.056319093,0.03476502,0.06225957,0.020895088,0,0,0.013082278,0.023559885,0.048460587,0.009481916,0.004146189,0.029224984,0.008768938,0.030381814,0.07496185,0.021335212,unknown
Q99KN2,0.026424044,0.085570394,0.073760278,0.075474022,0.04512028,0.02020676,0.008628673,0.077091217,0,0,0,0.007238601,0,0.072154763,0.06529278,0.044638314,0.035889734,0.019112798,0,0.042603,0.055395735,0.0377374,0,0.034775528,0,0.021948534,0.040585594,0.083257891,0.008535238,0.01855842,unknown
Q9WVF7,0.04467813,0.010641678,0.007018843,0.007429301,0.011691228,0.03913884,0.195365704,0.014000566,0.012305518,0.02077747,0.038336485,0.027753937,0.117725309,0.012593775,0,0.04152866,0.021916535,0.050495001,0.060856635,0.012992078,0.007389634,0.009138802,0.034525092,0.039975688,0.091199132,0.024470604,0,0.013170288,0.008327413,0.024557655,unknown
Q9D1G2;D3YXP6;Q9D1G2-2,0.012798944,0.070154245,0.036230576,0.033276973,0.034526547,0.012920509,0,0.065814662,0.061231948,0.061787472,0.065237229,0.036696339,0,0.047503598,0.063798946,0.049559599,0.035242507,0.003058629,0,0.034195777,0.020834949,0.029613771,0.041523595,0,0,0.072571408,0.021384111,0.059598597,0.026366858,0.004072212,unknown
P63002;P63002-2,0.021033154,0.046829893,0.018396729,0.022435995,0.023581466,0.017035207,0.040495704,0.027528138,0.018388266,0.033886223,0.032059742,0.025373099,0.027664539,0,0.006779236,0.028776656,0.040655004,0.01137904,0,0.113227873,0.021014735,0.044194464,0.047294354,0.031121362,0.032616796,0.108533484,0.045308075,0.058468295,0.04114336,0.014779112,unknown
O88522;E9Q2Y3;Q7TSS3;Q8VC91;A3KG44;A3KG41;A3KG38;A3KG40,0.011363361,0.007925631,0.034585682,0.039132153,0.027629606,0.014877604,0,0.027124353,0.043574033,0.038118429,0.059039757,0.028279676,0,0.033793207,0.030945126,0.023824923,0.036756338,0.056945533,0,0.068355557,0.084372394,0.077878929,0.048171994,0.03544252,0,0.059815337,0.023138648,0.021663117,0.04276949,0.024476603,unknown
Q91WE1;D3Z479;D3YVT2,0.006893632,0.025321726,0.018563054,0.038433122,0.021930411,0.011805581,0,0.036307561,0.018445929,0.05961819,0.047041843,0,0.011510238,0.026924215,0.040103491,0.061902136,0.068949628,0.007127883,0,0.048584439,0.041146972,0.109464389,0.052528106,0,0,0.047004576,0.053298739,0.08973008,0.051174509,0.006189548,unknown
Q9JL62;D3Z1H9;D3Z1H8,0.028260559,0.04233473,0.023875801,0.015436009,0.01070338,0.006685889,0.018264974,0.055917088,0.037057782,0.048819738,0.051185983,0.019673915,0,0.039232843,0.032416727,0.041225033,0.033606777,0.011641012,0.010678859,0.078746921,0.03858171,0.039938007,0.044973897,0.008214528,0.01823034,0.082725759,0.056147063,0.069722494,0.031481589,0.004220589,unknown
P26450;Q80UI5,0.027334837,0.05215875,0.070249877,0.068158497,0.061368644,0.052939716,0,0.042419407,0.023962632,0.024508991,0.021230839,0.035576715,0,0.030035984,0,0.03208932,0.035574601,0.022781145,0,0.03729822,0.04762091,0.041171342,0.02388443,0.043201429,0,0.040920884,0.017072385,0.061852652,0,0.086587795,unknown
Q8C1W1,0.065452776,0.055936065,0.037727705,0.021293466,0.018298842,0.033796758,0.046851657,0.026546122,0.019146023,0.012707045,0.014317627,0.021975768,0.078806601,0.045093622,0.040335602,0.019013316,0.033114456,0.027708985,0.054934729,0.065080124,0,0.03070495,0.037828911,0.024403371,0.037559475,0.028047456,0.035965649,0.020040791,0.022499894,0.024812216,unknown
Q8CI43,0.012732051,0.074008323,0.094280671,0.042189753,0.023073183,0.013164312,0,0.062866622,0.029547081,0.032677699,0.015795634,0,0,0.082052539,0.054494937,0.060696071,0.044527506,0.019966452,0,0.056848871,0.022499147,0.033932103,0.027677032,0,0,0.077067282,0,0.063697242,0.03007951,0.026125978,unknown
Q9JLQ0,0.055261411,0.03049724,0.02195643,0.020038814,0.02383998,0.021568511,0.022898205,0.029640082,0.035059957,0.04899207,0.060187871,0,0,0,0.029852173,0.040353457,0.050627264,0,0,0.075831004,0.039382011,0.041257868,0.068222079,0.028519183,0.026316946,0.105367787,0.045931577,0.036370969,0.027174104,0.014853008,unknown
Q6NS57;A0A0A0MQA2;Q6NS57-2,0.016992401,0.023677267,0.015100124,0.007203167,0.00767576,0.008092986,0.006749755,0.044594339,0.042646287,0.056966918,0.045802349,0.047259307,0.029458846,0.047486489,0.049012826,0.061158223,0.059898519,0,0.040007166,0.072860139,0,0.002167208,0.080241515,0.040064302,0.038826364,0.071420866,0.02098101,0.021949595,0.013836339,0.027869932,unknown
Q8VDU0;Q3UPG3,0.01440731,0.066002161,0.038505621,0.042811461,0.040372085,0.022999365,0.015669789,0.06419784,0.051371355,0.048249498,0.029311762,0.028690335,0,0.026761183,0.041571331,0.035575099,0.049687504,0.002107621,0,0.044875255,0.044433714,0.036461996,0.057471158,0.031315049,0,0.031764221,0.031998074,0.040185111,0.053985712,0.009218389,unknown
A0A0A6YXK7,0.018151239,0.009456525,0.018108399,0.016222495,0,0.032033351,0,0.008619184,0.017353106,0.025612898,0.028580053,0.05835777,0,0.017458344,0.021119325,0.018058108,0.028111603,0.06638194,0.044771815,0.054862562,0.061657403,0.048539896,0.054464893,0.086212332,0,0.065153542,0,0,0.089151547,0.111561669,unknown
Q9R1C0,0.128971335,0.025659047,0.010847292,0,0,0,0.138629883,0,0.022595802,0.058609555,0.032465352,0,0.087818491,0.019464946,0.011079841,0,0.009040401,0.012323564,0.148251283,0.038387528,0.011053837,0,0,0,0.175941597,0.028541009,0.008720926,0.021548964,0.010049348,0,unknown
Q792Z1,0.040654115,0.00837761,0.014484649,0.025421027,0.027862294,0.032115236,0.066591946,0.092317668,0.096202956,0.021098728,0.057326511,0.016115864,0.067972334,0.076029088,0.078867301,0.039970655,0.043546197,0,0,0,0.008287379,0.031171185,0.056414108,0.013085407,0.034967589,0,0,0.027708094,0.019813284,0.003598773,unknown
E9Q8D0;F6QYD2,0,0.025914447,0.035839144,0.020209308,0.030088075,0.163127666,0,0,0,0.005606426,0.009068588,0.114961145,0,0,0,0.009252309,0.015472469,0.195617667,0,0,0,0.022588645,0.033800896,0.118733449,0,0,0,0.023690218,0.034873103,0.141156444,unknown
A0A087WPL5;O70133;O70133-3,0.098023151,0.027462644,0.009184592,0.012123266,0.031091767,0.036732981,0.085884172,0.013135596,0.007737701,0.009210181,0.015900536,0.031115112,0.102458547,0.01938286,0,0.005461643,0.016401987,0.031919139,0.109910731,0,0,0.005893959,0.026119006,0.047626637,0.140554469,0.025415987,0,0.015843971,0.03974483,0.035664535,unknown
Q9CQ85;E9PXB9;Z4YN86;B0QZS8,0.006991032,0.086160821,0.095783416,0.020980975,0,0,0.005904499,0.075764296,0.113080647,0.015634999,0,0,0.008569202,0.048294839,0.108368364,0.014228589,0,0,0.013549834,0.060984863,0.074877207,0.019923339,0,0,0.009308578,0.085855695,0.100604817,0.03513399,0,0,unknown
Q80WR1,0.009642932,0.011119669,0.018931048,0.034886135,0.040995477,0.016182677,0.009078849,0.028327025,0.043233903,0.047769059,0.055944001,0.026394691,0.007529442,0.036225026,0.048579057,0.047373431,0.088081556,0,0.016025259,0.022036527,0.029782523,0.078546901,0.009838248,0.038053248,0.009991919,0.030846556,0.061426583,0.033615958,0.068818596,0.030723703,unknown
Q9DA75;B1ARS3,0.013485856,0.019152829,0.034811774,0.042893147,0.047239324,0.018310806,0.009295633,0.021139158,0,0.05355386,0.053863842,0.034127629,0,0.025308844,0.021359291,0.042285375,0.033415888,0.051781888,0,0.019184277,0.034575596,0.062296915,0.077604802,0.041490202,0,0,0.033474291,0.122009998,0.077027194,0.010311581,unknown
O55003,0,0.059885798,0.099066431,0.0214051,0,0,0,0.102135885,0.120229946,0.025582371,0,0,0,0.051249131,0.070012515,0.035110917,0.008763251,0,0,0.094590488,0.101341633,0.011321405,0,0,0,0.07300089,0.122976735,0.003327504,0,0,unknown
F8WI56;D3Z7D3;Q8BWT5,0.039978176,0.060815306,0.0474569,0.032344185,0.023230839,0.051915452,0,0.019649979,0,0,0.044335374,0.108827503,0,0.022939712,0,0.04452838,0.050078119,0.064804821,0,0.028548755,0.042211226,0.031829861,0.051740776,0.083449874,0.016719303,0.025326952,0.029547212,0.030209255,0.021390271,0.028121769,unknown
P60603,0.014171483,0.098606612,0.139922292,0.028306148,0.001928575,0,0.003796618,0.023987838,0.067576559,0.011860844,0,0,0.006604612,0.041821147,0.057930565,0.009181557,0,0,0.011728237,0.133159332,0.126814474,0.008746762,0,0,0.015923768,0.081013555,0.111681668,0.005237355,0,0,unknown
Q3U276,0.007187252,0.067966257,0.151886906,0.021214584,0.002226159,0,0,0.079053828,0.184385746,0.015072966,0,0,0,0.059046801,0.08874173,0.02361872,0.011988207,0,0,0.070600928,0.069773019,0.014619675,0,0,0,0.048105601,0.073034338,0.011477282,0,0,unknown
O54931-3,0.120593779,0.044164759,0.03622694,0.025616183,0,0,0.026961998,0.097677534,0.027798979,0.021114555,0,0,0.023926645,0.114768143,0.021479047,0.021403241,0.028662959,0.015378225,0,0.082985716,0.033962107,0.06794083,0.025137463,0,0,0.052946827,0.086909973,0,0.024344097,0,unknown
Q3UNZ8;A0A0A6YWV6,0.008120362,0.070464148,0.064644966,0.01667314,0,0,0.011336051,0.111364012,0.107801537,0.007926862,0,0,0,0.083578598,0.122770555,0.014070121,0.009975403,0,0,0.112603545,0.061489361,0.015857035,0,0,0.007638741,0.075952158,0.073122994,0.02461041,0,0,unknown
Q7TN33;D3YU11;D6RHP1;D6RGB9,0.013437715,0.014542611,0.013354588,0.018757844,0.030080438,0.051878192,0.044342496,0.012103064,0.018765926,0.038839948,0.046700071,0.06025324,0.05020526,0.014578402,0.012003774,0.033753036,0.016856314,0.096488541,0.042544874,0.007522188,0.01690365,0.040725316,0.059289197,0.062795541,0,0.012118073,0.017852683,0.062952559,0.059236088,0.031118371,unknown
P49222;Q3UV95,0,0.119936125,0.051854273,0.021852535,0,0,0.005669323,0.238573728,0.016046572,0.030637227,0.014175521,0,0,0.12306438,0.041494633,0.023142203,0,0,0,0.051783445,0.023963615,0.064237442,0,0,0,0.048019701,0.024038379,0.101510898,0,0,unknown
I7HPY1;I7HJS7;Q9D8T0;I7HLV5,0,0.037743301,0.0714806,0.041873171,0.013961314,0.011516693,0.008578839,0.036202566,0.121750846,0.033870593,0.009791052,0,0,0.045328942,0.080155932,0.045575783,0.040642558,0.014553732,0,0.059748932,0.08165044,0.055081397,0.021142137,0.005434536,0,0.023146035,0.090989998,0.027436577,0.015272712,0.007071315,unknown
Q6S5C2;A0A0R4J0H5;Q6S5C2-2,0.012251843,0.055745481,0.071892432,0.0319933,0.014694812,0,0,0.028336361,0.044671766,0.038729096,0.017184028,0,0,0,0.044139932,0.034720685,0.02553267,0.012206753,0,0.103550445,0.085918982,0.064237487,0.022131243,0.010935784,0,0.0876486,0.072872857,0.078919581,0.035230552,0.006455312,unknown
Q8VEB1;Q3TST4,0,0.020020092,0.02362538,0.054128562,0.045503329,0,0.009227806,0.033947307,0.031155298,0.065008592,0.043848418,0.056283378,0,0,0.043448494,0.050644147,0.077925551,0.061482394,0,0.030495721,0,0.047352232,0.063755098,0.037078057,0,0,0.031032933,0.068082637,0.060396033,0.045558542,unknown
Q9Z0V1;Q9Z0V1-2;Q9Z0V1-3,0,0,0.038478369,0.078319812,0.081071589,0.0304499,0,0.013309907,0.045167494,0.047773092,0.024918818,0,0,0.037477895,0.037596547,0.04674604,0.068081568,0.030223986,0,0.016999509,0.028691952,0.047648745,0.076585594,0.040875139,0,0,0.0457655,0.043535792,0.077052608,0.043230144,unknown
Q8BW75,0,0.150839176,0.17304386,0.022099678,0.001905949,0,0.006371888,0.054996679,0.008216667,0.009545414,0,0,0.004423936,0.042780936,0.06559399,0.009425907,0.007899481,0,0,0.063052169,0.159741384,0.019676197,0,0,0,0.090143817,0.09830098,0.010228622,0.001713271,0,unknown
V9GXT3;V9GX91;E9Q842,0,0.043846879,0.05117452,0.051047723,0.033222503,0.058600782,0,0,0.037632237,0.04371695,0.053076482,0,0,0.021629144,0.034731549,0.02661025,0.038543301,0.039488803,0,0.055861331,0.06930969,0.048685533,0,0,0,0.062645778,0.073991804,0.057076082,0.057678761,0.0414299,unknown
Q62181,0,0.030682586,0.049152752,0.052378911,0.047894747,0.022294393,0.051716284,0.019267291,0.030886127,0.064327716,0.042798169,0,0,0,0.033028232,0.038746191,0.086731501,0.026586673,0,0.021652389,0.035713709,0.114332289,0.033693549,0,0,0.039927084,0.048901689,0.052406708,0.036947505,0.019933504,unknown
Q9ESU7;P51912,0,0.019406168,0.048003081,0.051478965,0.021437292,0,0.014151501,0.033793235,0.056138516,0.06358986,0.044081589,0.027524829,0,0.029067317,0,0.069080823,0.03107802,0.028919996,0,0.020400945,0.094058908,0.078283966,0.026540263,0,0.029085549,0.033027461,0.047867429,0.044179317,0.056541094,0.032263875,unknown
A0A0A0MQJ8;Q9Z2B2-2;Q9Z2B2,0,0.06494421,0.120144941,0.016202589,0,0,0.012188587,0.094757696,0.1100155,0.021362157,0,0,0,0.050659522,0.073094571,0.012896047,0,0,0,0.07717591,0.090746158,0.009844486,0,0,0,0.094778226,0.128139275,0.012735503,0.01031462,0,unknown
Q9EQH4;Q9EQH4-2;Q9EQH4-5;Q9EQH4-3;Q9EQH4-4,0.062562605,0.008297657,0,0,0.016998667,0.066067852,0.064948458,0.008703866,0.006330363,0.006146391,0.009774001,0.04833958,0.141602015,0.008670312,0,0,0.009853244,0.05420855,0.085389549,0,0,0.00945703,0.03426933,0.116437049,0.092985442,0.016249786,0,0.007629447,0.037804561,0.087274244,unknown
Q69ZB3,0,0,0.006862894,0.012267562,0.03973265,0.143283651,0,0,0,0.010924406,0.031240668,0.071979662,0,0,0,0.014228038,0.035248638,0.128357417,0,0.020854753,0,0.034157324,0.01966823,0.172726618,0,0,0,0.015844535,0.015289664,0.227333291,unknown
Q8R2S9,0.155405466,0.013323714,0.005663241,0.006446989,0.011946476,0.012060536,0.162040819,0.004276963,0,0.00901736,0.006797214,0.011381855,0.230935854,0.020176302,0,0,0,0,0.133322328,0.0340812,0,0,0.004705469,0.031445044,0.093619062,0.037895819,0.00245262,0,0,0.013005671,unknown
Q811G0;Q811G0-2,0,0.031516594,0.029080002,0.020670519,0.027986188,0.097176411,0.03082274,0.013308447,0.030214329,0.01500699,0.036665994,0.071088379,0,0,0,0,0.047752192,0.215028498,0,0,0,0.031882672,0.052908221,0.051428441,0,0.008967807,0.042135067,0.05046942,0.042814927,0.05307616,unknown
Q9JJC9,0.030705077,0.038507103,0.034040366,0.053498773,0.066868364,0.018736673,0,0,0.024366204,0.084639807,0.053740081,0,0,0,0,0.039803309,0,0.019423414,0.046168427,0.045054476,0.062512439,0.050483526,0.069936101,0.04237458,0.047450053,0.022212664,0.027506115,0.039275495,0.060320261,0.022376695,unknown
Q811B5;Q3V0R7,0.154879688,0,0,0,0,0,0.056741707,0,0,0.02401766,0.029026395,0.037758697,0.065773215,0,0,0,0.060036494,0.041855682,0.197027507,0.029124166,0,0.023143605,0.048177855,0.066604862,0.046296634,0.023218995,0,0.036128385,0.028460969,0.031727483,unknown
Q9DAM5;A2A9V7;A2A9V5,0.004378721,0.095337197,0.175969734,0.01902201,0.007661645,0.010420781,0.012846851,0.059903353,0.079024191,0,0,0,0,0,0.077138488,0.012608547,0,0,0,0.064857507,0.098054968,0.011864149,0,0,0.007001091,0.126404275,0.137506492,0,0,0,unknown
Q7TSZ8,0.255022871,0.082330465,0.003353324,0,0,0,0.168535673,0.037946898,0.01187071,0.013232092,0.01504048,0.019060918,0.07574549,0.037974574,0,0,0.01143676,0.036932258,0.09244553,0,0,0,0,0.040563655,0.098508302,0,0,0,0,0,unknown
P30051;E9Q387;E9PVS2;Q6PAQ8;Q3UFP5;E9PZ73;Q3USK5;E9QAK6,0.215243779,0.036271297,0.007330662,0.001977515,0,0,0.162037452,0.027033433,0.003594098,0,0,0,0.169571472,0.031178724,0.003102936,0,0,0,0.133679318,0,0,0,0,0,0.208979312,0,0,0,0,0,unknown
Q925N2;Q3UC14,0,0.113810051,0.170976654,0.007758155,0,0,0.007899645,0.092764941,0.061928505,0.009403121,0,0,0.007323579,0.033622832,0.11115266,0.017929958,0,0,0,0.112781575,0.082373175,0,0,0,0,0.028488182,0.141786968,0,0,0,unknown
A6PWY4;A6PWY4-2,0.081740679,0.004321664,0,0,0,0,0.167747902,0.004105357,0,0,0.00345167,0,0.236796206,0.009466247,0,0,0,0.007366642,0.224371981,0,0,0,0,0,0.260631651,0,0,0,0,0,unknown
Q9WVG9;Q9WVG9-2,0.103066494,0.007187162,0.001442468,0,0,0,0.128829776,0.00586558,0,0,0,0,0.174113801,0.026867422,0,0,0,0,0.269601025,0,0,0,0,0,0.28302627,0,0,0,0,0,unknown
Q62511;E0CY81;Q62511-2,0.118097661,0.010773023,0.002328643,0,0,0,0.088529416,0.012973278,0,0,0,0,0.138461652,0.029818075,0,0,0,0,0.286171387,0,0,0,0,0,0.312846866,0,0,0,0,0,unknown
Q80VY9,0.120676492,0.017903209,0,0,0,0,0.133364028,0,0,0,0,0,0.122556651,0.006675482,0.009405034,0.008064184,0,0,0.273018813,0,0,0,0,0,0.295093005,0.013243102,0,0,0,0,unknown
Q91YU3,0.058979052,0,0,0,0.048831323,0,0.085112268,0,0,0,0.134921375,0,0.075836183,0.003274291,0,0,0,0,0.190983156,0,0,0,0.018879601,0,0.071108081,0.007193791,0.029065283,0.044852641,0,0.230962957,unknown
Q7TNK4,0.156308638,0.009401108,0,0,0,0,0.260111382,0.006269686,0,0,0,0,0.110166131,0.012966196,0,0,0,0,0.29441799,0,0,0,0,0,0.150358871,0,0,0,0,0,unknown
Q8CI03;Q8CI03-2;Q8CI03-3,0.143704796,0.036953502,0,0,0,0,0.278626201,0,0,0,0,0,0.224690007,0,0,0,0,0,0.114515104,0,0,0,0,0,0.20151039,0,0,0,0,0,unknown
Q6ZQ89;Q6ZQ89-3;Q6ZQ89-2,0.087606026,0.025213328,0.065116894,0.109029773,0.099118679,0.065081304,0.020038824,0.018786204,0.02528064,0.093122505,0.063388449,0,0.039259848,0,0.02065701,0.056125729,0.026815661,0.026488386,0,0,0.042018088,0.065325793,0.026563434,0,0,0,0.024963423,0,0,0,unknown
A0A0R4J092;Q8K2I4,0.01894565,0.02799404,0.089803304,0.116443638,0.02845774,0.021453621,0,0.032137427,0.058152014,0,0,0,0,0.019902967,0.054898633,0.040722116,0.03957533,0,0,0.021945991,0.042125682,0.058102154,0.047334832,0,0,0.027937947,0.081361963,0.130222519,0.032502653,0.009979779,unknown
Q5FWH2;E0CYD7,0,0.066657416,0.025763732,0.057694725,0.094616456,0.216684338,0,0,0,0.026391132,0.040007733,0.036996449,0,0,0,0.025205121,0.040757292,0.077580584,0,0,0,0,0.024599069,0.050635584,0,0,0,0,0.049775725,0.166634644,unknown
Q91ZE0,0.026227284,0.070875433,0.133848424,0.024736331,0,0,0,0.063211751,0.096003642,0.011538993,0,0,0.002679369,0.053432966,0.076695212,0.010995294,0,0,0,0.086349427,0.09308402,0,0,0,0,0.110420084,0.139901772,0,0,0,unknown
G3X9K3;D3YYK9,0.027886256,0.092144201,0.016725237,0.022350862,0.019774278,0.013122281,0.044710496,0.026853618,0.019126373,0.020300623,0,0,0.131623832,0.025521464,0.02278823,0.027461421,0.06678816,0.018216548,0,0.024290819,0.113106515,0.048298415,0.009930124,0.010958752,0.005145272,0.033963034,0.04301742,0.103806502,0.012089266,0,unknown
Q9Z2M7;Q545N8,0.054027506,0.084878526,0.043056409,0.031383692,0.04731709,0.013319603,0.017862329,0.084208322,0.028749651,0.047056688,0.040711393,0.003975147,0,0.048721726,0.047127897,0.0333957,0.060406311,0.021090478,0,0.026204971,0.034997207,0.033468305,0.011720888,0,0,0.065144513,0.057862329,0.024811505,0.038501815,0,unknown
Q9D061,0,0.042918914,0.02085985,0.013654839,0.013254021,0.012271962,0.00978948,0.058322878,0.023975647,0.070385247,0.059541539,0.035495668,0,0.036063945,0.026005668,0.074317806,0.039360164,0.003514887,0,0.15455822,0.057309488,0.054003545,0.012303292,0.008826435,0,0.050750541,0.027390707,0.055086079,0.033783276,0.006255902,unknown
Q8VBT9;Q8VBT9-3;Q8VBT9-2;A2AC05;A2ABZ8;A2AC02;A2AC03,0.0491461,0.097972887,0.055108977,0.048250787,0.046138199,0.023527783,0.017398192,0.0440459,0.023832101,0.017366437,0.015473489,0.015031565,0.021291704,0.043853606,0.047231981,0.013959835,0.023711256,0.011624963,0,0.07221961,0.056421515,0.034388862,0.0372768,0.012846647,0,0.037026289,0.014773997,0.052049033,0.042052394,0.025979089,unknown
D3YWE6,0.022703591,0.054389856,0.012531506,0.049886761,0.080860232,0.032171259,0.027071475,0,0.030776534,0.094398909,0.076512924,0.025453359,0.07305918,0,0.009831119,0.094085867,0,0.020118427,0.052042779,0.055762535,0,0.020078745,0.02540192,0,0.040517562,0.066169328,0,0,0.036176132,0,unknown
Q9QXJ1;A0A0R4J2C6;A0A0R4J2C1;Q9QXJ1-2;A0A087WR62;A0A087WPS7;A0A087WPI2,0.026952715,0.065164729,0.025960252,0.045290762,0.023623677,0.020022909,0.034077962,0.030598528,0.018692602,0.040106849,0.0409293,0,0,0.044795983,0.039232813,0.026447765,0.035306553,0.005513329,0,0.123396747,0.06062817,0.048425086,0.00959478,0.034306097,0.017582438,0.043353061,0.053105502,0.023197193,0.03208359,0.031610608,unknown
Q9CQC9;Q0VGU0,0.033373679,0.165998346,0.023757696,0.021079039,0.036560446,0.014319386,0.017645361,0.037692428,0,0.012541185,0.032043143,0.013872088,0.00986033,0.02507541,0.019985522,0.04978888,0.011934531,0,0.029178753,0.155590708,0.029546189,0,0.009310092,0.010044598,0.030238566,0.121122047,0.036206931,0.024333944,0.020221077,0.008679626,unknown
Q9WTZ1;D3Z497,0.049999689,0.036800914,0.054675568,0.032882902,0.063541013,0.021581457,0,0.018192354,0.02049524,0.018225189,0.020716211,0.012854451,0,0.029317201,0.029805289,0.012541188,0,0.012203964,0,0.054246051,0.081382832,0.040588474,0.05754641,0.044948427,0,0.079058648,0.058919268,0.037641312,0.070053876,0.04178207,unknown
Q8K0X8,0,0.015028398,0.013980168,0.031513886,0.037075782,0.022670542,0.012748655,0.033759792,0.025629837,0.041483003,0.040961355,0,0.015485898,0.04532628,0.02775661,0.04427946,0.026687937,0.019028875,0.0133556,0.066381828,0.05004931,0.044937864,0.056670715,0.015705131,0.017302502,0.069848673,0.061756079,0.097921796,0.04186578,0.010788245,unknown
Q9ERV1,0.019682805,0.021897591,0.022296658,0.025179561,0.031991511,0.063278078,0,0.020629745,0.025485438,0.043307433,0.048347253,0.045378674,0,0.027220741,0.027184667,0.031666094,0.066132423,0.038723797,0.03036518,0.030778527,0.013740387,0.03293845,0.050861151,0.054856332,0.023903448,0.040103622,0.018756158,0.058745546,0.067794075,0.018754655,unknown
Q91ZZ3,0.020898973,0.069781537,0.026040443,0.029538547,0.029417762,0,0.03142286,0.053562684,0.024006704,0.081505184,0.085393351,0.009853654,0.075123486,0,0.031606529,0.041474814,0,0,0,0.129196706,0.046751389,0.042956613,0.00644178,0,0,0.110680442,0.03070811,0.01417671,0.006624514,0.00283721,unknown
Q9QYI5;Q3TB24;Q9QYI5-2,0.017190353,0.02447991,0.040620821,0.040195921,0.058744011,0.039081109,0.029442675,0.019064861,0.043520037,0.053663758,0.066740263,0.042801858,0.052198249,0.02807257,0.014366223,0.060720106,0.033703161,0.03483034,0,0.019434109,0.020162004,0.038056402,0.054503841,0.032060979,0.054612496,0.015522553,0.0259092,0,0.037033461,0.003268729,unknown
B2KFM4;P35710-2,0.105091654,0.036168969,0.031026732,0.023244269,0.031714921,0.01858362,0.084815061,0.01938325,0.020020783,0.023354987,0.025286401,0.02303803,0.098043331,0.02992896,0,0.025233213,0,0.018162819,0.124764001,0.022021667,0.017347631,0,0.026347992,0,0.089725007,0.032762038,0.022498913,0.035717775,0.015717977,0,unknown
Q9ERH4;Q9ERH4-2,0.12402267,0.008801937,0,0,0.006715694,0.011707913,0.108665421,0,0,0.005647878,0.011061929,0.097814154,0.103319342,0.009074333,0,0.00393796,0.021004363,0.109161843,0.182683159,0,0,0,0.002391925,0.033464546,0.110803853,0,0,0,0.012472912,0.037248169,unknown
F6Y616;D3Z3J6;G3UZ67,0,0.043944369,0.023098353,0.021606007,0.027649854,0.027768843,0.016234636,0.018187583,0.02755927,0.04717625,0.040953535,0,0,0.021781803,0.023148251,0.046382481,0.017115151,0.020134388,0,0.07292843,0.051952678,0.049807047,0.0935096,0.03981662,0,0.057301786,0.018775616,0.125958913,0.042871169,0.024337368,unknown
Q8BS45,0.012912483,0.047556831,0.028260785,0.013980631,0.009833022,0.03687865,0.014889108,0.055636217,0.049119411,0.015964965,0,0.051764455,0,0.050143512,0.023668848,0.024209529,0.019638514,0.034278755,0,0.064554706,0.028383016,0.012242963,0.032713972,0,0,0.032381415,0.042060822,0.023097333,0.030199969,0.245630089,unknown
A0A0R4J259;Q7TMK9-2;G3UZI2;G3UZ48;G3UXJ6,0.013905759,0.00870319,0.009613603,0.036648353,0.061967126,0.086522423,0.024361844,0.017990432,0.018495479,0.035474341,0.056483238,0.089372539,0.019096513,0.019235327,0,0.037137155,0.106894105,0.114632243,0.021979117,0.0091883,0.012147695,0.029340686,0,0.057556092,0.018894199,0.01004112,0.017290456,0.023255762,0,0.043772903,unknown
