Protein_ID,Map1_01K,Map1_03K,Map1_06K,Map1_12K,Map1_24K,Map1_80K,Map2_01K,Map2_03K,Map2_06K,Map2_12K,Map2_24K,Map2_80K,Map3_01K,Map3_03K,Map3_06K,Map3_12K,Map3_24K,Map3_80K,Map4_01K,Map4_03K,Map4_06K,Map4_12K,Map4_24K,Map4_80K,Map5_01K,Map5_03K,Map5_06K,Map5_12K,Map5_24K,Map5_80K,markers
Q9JHU4,0.035933502,0.033468612,0.027480846,0.021714178,0.020526644,0.042309915,0.031500327,0.028590651,0.023921697,0.026553274,0.025193007,0.037577913,0.035113887,0.03249181,0.028040499,0.027503301,0.026105033,0.032581631,0.035146706,0.051950105,0.03839321,0.033370154,0.03264986,0.043971599,0.03818334,0.043141621,0.035841953,0.035002474,0.030386204,0.045356049,Large Protein Complex
P14873,0.009154551,0.0241204,0.023398158,0.027617684,0.036424423,0.08419887,0.007114173,0.01816004,0.016866747,0.019359636,0.025124085,0.070357377,0.009015071,0.024524287,0.02467193,0.026056434,0.034487678,0.117063545,0.009581863,0.02190789,0.022591092,0.028020862,0.033554265,0.08119988,0.009767836,0.021956868,0.024436625,0.032165147,0.037336542,0.079766043,unknown
Q6ZWQ0;E9QP46,0.083283613,0.022667931,0.019953085,0.025519556,0.024765202,0.013676816,0.093740953,0.021283567,0.020408599,0.031488074,0.023001588,0.012170802,0.094804095,0.021200671,0.016926549,0.028626087,0.030252922,0.01681609,0.099595488,0.01484192,0.01554032,0.023575643,0.021756075,0.014127771,0.107478905,0.020651692,0.01768339,0.024947573,0.023737291,0.015477733,unknown
A3KGU7;A3KGU9,0.016911252,0.036252121,0.052014676,0.044739254,0.027325963,0.032082931,0.009951617,0.038186931,0.035961848,0.030690446,0.025108111,0.028262895,0.012586079,0.040843809,0.043910787,0.037231406,0.031725513,0.039000936,0.012400139,0.041125818,0.044192796,0.040361397,0.030317533,0.033428931,0.013261661,0.036836799,0.046380691,0.045301206,0.035942221,0.037664233,Actin binding proteins
F7ACR9,0.010810425,0.034485352,0.04863571,0.046975804,0.032601382,0.036986644,0.011775274,0.032061798,0.035937199,0.036515651,0.025458755,0.03346563,0.012740581,0.034842027,0.043475368,0.041847471,0.03507295,0.040695139,0.005609157,0.036904334,0.042492228,0.043921211,0.034483066,0.041433638,0.007984012,0.032132675,0.042784884,0.04196179,0.034371034,0.041538811,unknown
P63260;Q4KL81,0.023145906,0.039626534,0.033775076,0.03708296,0.025647706,0.014437414,0.020344571,0.058341299,0.042940607,0.039366607,0.029014384,0.018906616,0.024236672,0.06316852,0.051577001,0.047458391,0.034870483,0.017213685,0.022138069,0.044555869,0.041897803,0.034517725,0.030434701,0.016769642,0.018998828,0.034480593,0.04011235,0.047195369,0.026935584,0.020809036,Actin binding proteins
Q61879;Q3UH59;Q5SV64,0.019576273,0.05119099,0.054142584,0.047557827,0.019590918,0.007074361,0.013973879,0.057159517,0.043503329,0.033251613,0.021599579,0.010137371,0.015360677,0.068522025,0.059774268,0.043976485,0.028005212,0.016049006,0.014341138,0.055458408,0.054407326,0.039265202,0.024401339,0.010676543,0.014432389,0.047493613,0.052587928,0.039673018,0.02349333,0.013323852,Actin binding proteins
P10126;Q58E64;D3YZ68;D3Z3I8,0.041083997,0.028813175,0.02425888,0.02957446,0.033303667,0.042200548,0.032058423,0.029963803,0.02666309,0.033192375,0.032675064,0.044904921,0.037190569,0.029870273,0.028287526,0.032967615,0.032845809,0.044966549,0.040957116,0.035211592,0.030050082,0.027627384,0.033185487,0.035764067,0.039108282,0.029154666,0.025462435,0.031106092,0.025543639,0.042008414,Large Protein Complex
Q62261;A0A0A0MQG2,0.021525891,0.034358387,0.048302179,0.041217483,0.022019824,0.017825623,0.01225071,0.04231945,0.037636089,0.031989591,0.022837622,0.017733648,0.014706925,0.044076524,0.045046169,0.034646894,0.031141423,0.023618544,0.015028839,0.051827172,0.053230662,0.04675335,0.030230348,0.026334416,0.016788299,0.041981051,0.055829396,0.050803297,0.037399643,0.030540548,Actin binding proteins
P63038,0.009221347,0.05983168,0.086213781,0.029345958,0.001291909,0.000139131,0.01153745,0.097292848,0.113221218,0.033472586,0.001679912,0.000209482,0.012075475,0.073742457,0.105103649,0.030552975,0.0013358,0.000915527,0.010915653,0.063483406,0.072857547,0.020774725,0.001182888,0.00020632,0.01094515,0.058689557,0.071937241,0.02023139,0.001124838,0.000468099,Mitochondrion
P58252,0.015826587,0.021210768,0.020989066,0.023353223,0.038217124,0.096842666,0.010650912,0.018099688,0.01854837,0.024608212,0.030713582,0.090092646,0.011030312,0.023053002,0.022634012,0.026125812,0.033462417,0.085856563,0.014549824,0.02328856,0.022079758,0.021674625,0.032334115,0.078967979,0.011768657,0.019916189,0.019627845,0.018414425,0.030157349,0.095905713,Large Protein Complex
P99024,0.020003602,0.049148278,0.045150689,0.038080192,0.031226345,0.021512976,0.016719263,0.038225713,0.035878451,0.033281259,0.029162295,0.022538801,0.01722043,0.048893779,0.042937855,0.036457273,0.017409673,0.023089563,0.01869326,0.05375601,0.052181381,0.044184247,0.03313639,0.019247284,0.014539057,0.043718318,0.054515591,0.055577308,0.029786795,0.013727924,unknown
P05213,0.02079409,0.037165857,0.034197635,0.031569665,0.02530573,0.016589149,0.018685949,0.049629457,0.039778232,0.037966865,0.03370427,0.025336447,0.017160488,0.055928835,0.04725195,0.047154127,0.033657958,0.02138575,0.026369961,0.050924303,0.04479127,0.038242847,0.031498779,0.019805943,0.01800261,0.045407976,0.044431643,0.045720345,0.026217793,0.015324075,Large Protein Complex
P63017;Q504P4,0.035903493,0.027287127,0.025402181,0.026178487,0.022377279,0.020442594,0.039695859,0.036821281,0.033239663,0.038623695,0.035968339,0.033409883,0.04461455,0.037039398,0.034237402,0.039817445,0.044282953,0.037566269,0.043523964,0.035132346,0.030697787,0.031761109,0.033505678,0.02791495,0.036039448,0.029183125,0.028502614,0.03531104,0.030518356,0.025001686,unknown
Q8BTM8;B7FAU9;B7FAV1,0.031621442,0.047195939,0.045446659,0.03319559,0.017288343,0.008537464,0.01441537,0.066655914,0.044862208,0.028513874,0.020144822,0.010903777,0.014570952,0.06967388,0.053172815,0.035580231,0.025155826,0.014164484,0.017654491,0.062033254,0.057624417,0.037211399,0.025037714,0.013428523,0.016698801,0.057300627,0.058041882,0.036333705,0.023235488,0.014300109,Actin binding proteins
P56480,0.009288614,0.062565448,0.076453344,0.024651995,0.000971426,0.000256716,0.011695365,0.084725676,0.093445462,0.028816686,0.000898602,0.000212379,0.013822456,0.069310838,0.093506987,0.028685246,0.000888814,0.000402732,0.015690023,0.084395677,0.090285309,0.025232009,0.000756647,6.58E-05,0.012211617,0.068393554,0.081996198,0.019478292,0.000747754,0.000148331,Mitochondrion
Q91ZX7;A0A0R4J0I9,0.004942866,0.019046502,0.043040598,0.069911422,0.069325675,0.041997811,0.002506026,0.015183198,0.023163806,0.045948321,0.047729203,0.030950041,0.001023377,0.013787123,0.022879075,0.0443408,0.055396449,0.043164052,0.000784166,0.014659177,0.026474197,0.059000239,0.060116574,0.041522384,0.001081137,0.01260197,0.025188705,0.050589645,0.061931602,0.05171386,unknown
P08113;Q3UAD6;F7C312,0.029142136,0.026508032,0.039405216,0.047394963,0.036222078,0.012534836,0.012607306,0.030574981,0.049708468,0.064529241,0.03657891,0.012095294,0.016769568,0.025193344,0.050039307,0.068494575,0.037150001,0.015792807,0.014525381,0.029125594,0.048281137,0.059749414,0.041616319,0.015871578,0.013059452,0.025130327,0.041107458,0.049795904,0.036106284,0.014890091,ER
Q9D0E1;Q9D0E1-2;B8JK33;B8JK32,0.078859486,0.017439445,0.007274536,0.011662827,0.019345395,0.027933289,0.092295641,0.013404389,0.006081331,0.015894037,0.022345678,0.042502691,0.100475344,0.018472629,0.006068466,0.014989505,0.024726528,0.032232001,0.120217812,0.0148545,0.008278971,0.016446762,0.028871176,0.039167278,0.086990746,0.022514037,0.007959725,0.028401835,0.03476215,0.039531791,Large Protein Complex
P14733,0.121028336,0.026332247,0.008542763,0.003859301,0.002251578,0.001274605,0.138790327,0.024582262,0.011203865,0.011557442,0.008301077,0.003930847,0.151194308,0.032945999,0.009987124,0.010194922,0.007416174,0.003754123,0.147677716,0.023844417,0.010451953,0.00759584,0.006767843,0.003117555,0.157479419,0.03096328,0.011330462,0.010311289,0.00790594,0.005406985,unknown
P62806;B2RTM0,0.092672047,0.030974304,0.012799565,0.01039863,0.0080136,0.005866061,0.177951875,0.039411918,0.016062986,0.009060078,0.006510937,0.003885886,0.149756612,0.041251839,0.009421194,0.007533196,0.005680623,0.002938489,0.128819821,0.022397161,0.010948438,0.007359687,0.004116508,0.004544137,0.131548978,0.030903093,0.011769354,0.008225426,0.004360144,0.004817414,Large Protein Complex
P20029,0.029632657,0.023339938,0.036769139,0.041008144,0.031629284,0.011459028,0.026221403,0.031948132,0.050302766,0.065694483,0.037858652,0.013459833,0.025525925,0.026636323,0.049046172,0.067592254,0.051592081,0.019492183,0.026386396,0.024896583,0.037351837,0.044389462,0.040133053,0.014341886,0.022986977,0.023763212,0.033341873,0.044552367,0.033536802,0.015111158,ER
Q68FD5;Q5SXR6,0.01166063,0.031663238,0.043766049,0.055271391,0.040138166,0.021187322,0.007451155,0.042362532,0.039943047,0.04540371,0.038157364,0.026970942,0.008342516,0.044577479,0.051223664,0.050357063,0.038231375,0.02266485,0.008079441,0.031609412,0.039072408,0.043801036,0.046320101,0.022709256,0.007609404,0.028246622,0.035791704,0.053816739,0.041350601,0.022220784,Large Protein Complex
A0A0R4J0K2;K3W4R5;A2AGT5;A2AGT5-3;Z4YL78;A2AGT5-2,0.016077954,0.033750182,0.036182419,0.033504063,0.035276121,0.061445832,0.014120583,0.019977351,0.021066356,0.028551565,0.033622779,0.069993407,0.01978451,0.022322723,0.023250447,0.028212789,0.04011164,0.057296551,0.014194708,0.024866437,0.02711394,0.03145693,0.040314326,0.068809139,0.014207738,0.022702325,0.029592215,0.035183464,0.03852779,0.058483715,unknown
Q68FG2,0.005964912,0.034134781,0.05462079,0.053017509,0.032038628,0.049801309,0.006503087,0.027503817,0.028305136,0.027369835,0.024856958,0.039702889,0.003727066,0.031696766,0.038257044,0.035741275,0.030688852,0.051905816,0.003384883,0.035095464,0.041495736,0.044599482,0.035407124,0.05666425,0.004931615,0.027383973,0.039603286,0.037958236,0.038151016,0.059488467,Actin binding proteins
Q99P72;Q99P72-3,0.006085895,0.019142259,0.032165793,0.058266037,0.081977977,0.06203692,0.00428831,0.013400391,0.020613852,0.038437111,0.044520001,0.047463185,0.005513789,0.014254677,0.026559177,0.044607857,0.046745307,0.07679677,0.005794582,0.015090468,0.021604547,0.038876392,0.050819063,0.047178809,0.00495544,0.011533677,0.021445018,0.044318856,0.046666699,0.048841141,ER_high_curvature
F8VQC7;A0A087WQ25;A0A087WPX0;A0A087WRS1;A0A087WP85;Q61595;A0A087WQD0;A0A087WP14;A0A087WPW5;A0A087WP48;Q61595-11;Q61595-15;Q61595-10;Q61595-4;Q61595-7;Q61595-8;Q61595-12,0.03081215,0.021066361,0.035879295,0.046665937,0.029742211,0.011373965,0.028628644,0.021637687,0.039413208,0.064775943,0.033778892,0.013757746,0.031491509,0.017696782,0.037001172,0.065386743,0.050463699,0.016212164,0.032515741,0.022720091,0.041675661,0.054357028,0.038305874,0.014828516,0.03287308,0.021074671,0.034774038,0.061408234,0.035430544,0.014252411,unknown
Q03265;D3Z6F5,0.012981182,0.066229291,0.083451313,0.026435172,0.001188999,0.000484863,0.011502602,0.086771801,0.098784507,0.028574841,0.001272011,0.000290934,0.013194126,0.068851995,0.095259496,0.028859368,0.001344196,0.000507668,0.019342442,0.071366422,0.076058416,0.027454778,0.000744282,0.000141566,0.016693872,0.06749252,0.072401067,0.021068253,0.001070917,0.000181099,Mitochondrion
E9PVA8,0.009938508,0.015211354,0.021525643,0.035271186,0.048967279,0.074198659,0.013691897,0.014562214,0.01867224,0.030158377,0.036883548,0.076428395,0.015074094,0.015547313,0.018773837,0.032073433,0.054691466,0.05035487,0.013301993,0.01717556,0.022471782,0.035570881,0.046476807,0.073662203,0.011865552,0.017181254,0.022273084,0.034159315,0.051676528,0.072160728,unknown
Q01853,0.029406463,0.035333483,0.03420348,0.037860234,0.035091653,0.029104542,0.017605185,0.02643709,0.029380081,0.041804253,0.031994771,0.025173714,0.020414803,0.030212561,0.030782692,0.039541315,0.025733586,0.030671304,0.029730367,0.037068792,0.039028344,0.048036125,0.042158936,0.034033466,0.027609596,0.031852604,0.038406915,0.045915354,0.041911244,0.033497045,unknown
Q99PV0,0.073014765,0.016687016,0.007177048,0.010737983,0.021946418,0.037640647,0.082069888,0.012602648,0.005427138,0.012122082,0.020928789,0.045994487,0.08985215,0.015249496,0.003996433,0.01072809,0.03035302,0.042496866,0.103858023,0.010480772,0.006691646,0.014456541,0.031724809,0.052752305,0.106882993,0.017030623,0.006286925,0.019390803,0.033714342,0.057705253,unknown
P11499;Q71LX8,0.024115227,0.043545165,0.033187593,0.038938147,0.032331311,0.014272677,0.016657587,0.054210342,0.042238826,0.041107031,0.035428486,0.019487859,0.016535485,0.059879494,0.051153868,0.048297767,0.0363693,0.022585816,0.016519048,0.042336665,0.040742289,0.039099385,0.032673354,0.015508572,0.015263585,0.039280191,0.041253397,0.042378931,0.028168871,0.016433733,unknown
O35737;Q811L7;Q8C2Q7,0.107628304,0.029783844,0.017605467,0.023744932,0.032918017,0.036875033,0.054609379,0.013666153,0.013662754,0.027599979,0.032038522,0.027373378,0.074851913,0.017251403,0.013417884,0.031957796,0.026212049,0.019051463,0.086670561,0.026400411,0.016657992,0.021932126,0.031649052,0.027173686,0.076756776,0.02106821,0.010595996,0.020208544,0.031544249,0.029094128,Large Protein Complex
P20152;Q5FWJ3;A0A0A6YWC8,0.0285297,0.029756147,0.019238438,0.022379387,0.026219441,0.028197224,0.014183991,0.026064754,0.025950245,0.051160202,0.057529488,0.040708788,0.01857248,0.031953907,0.023829828,0.044831095,0.041694164,0.042685567,0.021445238,0.046978632,0.033997985,0.039583792,0.046690352,0.035288717,0.017419359,0.039615934,0.028528696,0.035761818,0.039900197,0.041304433,unknown
P20357,0.021355034,0.035417257,0.019067725,0.0200842,0.025627199,0.060407107,0.021032497,0.021687227,0.017997366,0.024458727,0.029690778,0.052185313,0.034181187,0.029627043,0.023520087,0.027042885,0.03493828,0.070015617,0.031701322,0.04733374,0.029795071,0.026921209,0.032923872,0.055839444,0.027969937,0.037655701,0.022177792,0.024760019,0.031500461,0.063085902,unknown
Q60932-2;Q60932;F2Z471,0.016057211,0.085624804,0.098643649,0.038619158,0.004502705,0.001988146,0.0108856,0.086596748,0.100540675,0.027089471,0.004370971,0.002154592,0.013039151,0.068069064,0.114954953,0.034582118,0.004257115,0.003478692,0.014072536,0.054973853,0.063683166,0.014614915,0.003068914,0.001644113,0.011169373,0.050914251,0.056044727,0.009663901,0.003093039,0.001602389,Mitochondrion
P14211;B2MWM9,0.028939471,0.025567511,0.040055129,0.048569038,0.04293635,0.017139273,0.014475142,0.030944016,0.049592936,0.066847824,0.043071927,0.016173599,0.017522715,0.027307555,0.04511806,0.067494103,0.03064375,0.023480622,0.015785998,0.023407427,0.039833049,0.049078076,0.041531505,0.018441812,0.011987344,0.022386856,0.035566945,0.049664467,0.038901476,0.017536024,ER
B2M1R6;P61979-3;H3BKD0;D3Z5X4,0.086771858,0.024062852,0.011471935,0.016452556,0.025234604,0.032252936,0.086345644,0.017559361,0.013236328,0.027187749,0.032146721,0.029648292,0.090492778,0.02169973,0.011005805,0.024999848,0.025357733,0.032886169,0.077530446,0.027572695,0.015006809,0.024695409,0.029132099,0.023968815,0.067754574,0.030182751,0.011586945,0.023313933,0.026689822,0.033752805,Large Protein Complex
Q6P4T2,0.075206694,0.014246156,0.005537033,0.01053678,0.019823735,0.03542097,0.093738063,0.013748752,0.006252675,0.013373205,0.022222577,0.046521181,0.094529036,0.016419227,0.004173768,0.011112175,0.028681082,0.040488072,0.098811812,0.011793253,0.005744636,0.015525007,0.030056977,0.050243407,0.105148459,0.01735776,0.006231184,0.018708839,0.035994814,0.052352669,unknown
P23116,0.009384708,0.019182763,0.018282489,0.021725605,0.036738108,0.114111905,0.006581956,0.013527267,0.015349673,0.022292604,0.030881998,0.107145601,0.004499856,0.015642911,0.01593918,0.020823383,0.034164969,0.114579355,0.005093474,0.01776613,0.015886808,0.020235608,0.030211121,0.088713788,0.004520415,0.014614521,0.013938234,0.017441079,0.0320701,0.118654393,Large Protein Complex
Q5EBP8;P49312;P49312-2,0.091506553,0.022649149,0.009881565,0.013392997,0.025726827,0.025320183,0.093346436,0.013691413,0.008022348,0.01702968,0.024360838,0.034320999,0.107955163,0.021751799,0.00762369,0.016903589,0.00865932,0.035822537,0.133068345,0.013239586,0.006846757,0.015758259,0.027229415,0.028213978,0.08686114,0.018031055,0.009603954,0.023395189,0.028047958,0.03173928,Large Protein Complex
E9QNN1;O70133-2;Q3UR42,0.093101626,0.020660127,0.008187864,0.011658672,0.020762641,0.027353845,0.096857377,0.015768564,0.005715871,0.011836907,0.017804871,0.028907869,0.107441979,0.019701385,0.004822599,0.009996426,0.018378019,0.022595084,0.117064345,0.01348995,0.006739383,0.015232693,0.026439371,0.035834574,0.11822928,0.020857001,0.008517424,0.025237158,0.030955825,0.03985127,unknown
E9PVZ8,0.004418074,0.091333981,0.103101119,0.034085933,0.010559411,0.005063328,0.003071563,0.051128302,0.092013887,0.038462974,0.013286786,0.002383129,0.002332374,0.042294898,0.083509103,0.041638848,0.015822118,0.005969452,0.000353133,0.061400244,0.087069661,0.036041556,0.009389257,0.003745862,0.000396331,0.038491601,0.06510394,0.035650312,0.014364496,0.007518324,Golgi
P27661,0.100346751,0.03880115,0.014888052,0.00831138,0.007357899,0.004937069,0.110016986,0.027445662,0.010860944,0.007946178,0.003629419,0.004078389,0.115555877,0.03197264,0.007139996,0.005343584,0.001017163,0.002477056,0.180181345,0.026300603,0.015935725,0.01064791,0.00731514,0.004256349,0.170944788,0.047472405,0.015182496,0.009349922,0.005050054,0.005237067,unknown
Q6ZQ08;Q6ZQ08-4,0.007601101,0.011886073,0.020332365,0.037464525,0.060835503,0.077184298,0.00689291,0.013683948,0.018607556,0.03703947,0.046928137,0.072786212,0.007291267,0.012641686,0.018923361,0.034664785,0.060666886,0.052362513,0.0058647,0.014894125,0.018191284,0.03522684,0.055703232,0.069852984,0.005904044,0.013046015,0.017286023,0.034871691,0.059360107,0.07200636,Large Protein Complex
A0A0A6YY91,0.002019828,0.014608286,0.030553926,0.052774749,0.056119312,0.031666029,0.002396033,0.019761932,0.027532498,0.041877795,0.045286041,0.02728484,0.002967415,0.01931143,0.033404352,0.053095525,0.065782693,0.04246274,0.003065653,0.021047395,0.034063594,0.050780512,0.059651387,0.03785748,0.003275337,0.016616675,0.035735876,0.064754322,0.05730807,0.046938274,unknown
Q8VIJ6,0.099144769,0.018981828,0.009275419,0.0108387,0.014673802,0.019381416,0.101222626,0.016224202,0.008884763,0.012777406,0.015344169,0.026364329,0.112241845,0.019103115,0.005444265,0.011621892,0.018624549,0.023943297,0.1193216,0.015050825,0.008059074,0.016855081,0.024856238,0.028411158,0.116613805,0.021612526,0.010033883,0.02791661,0.033576652,0.033600158,unknown
P27773,0.037811741,0.026667335,0.040401114,0.048974156,0.036029638,0.016056933,0.018175725,0.032111518,0.051020129,0.064443058,0.04116532,0.015769573,0.022493957,0.027577178,0.044651225,0.062411962,0.052665207,0.020476955,0.017352794,0.022474382,0.034444068,0.044659838,0.038348877,0.016856374,0.014782213,0.021730534,0.031691831,0.050609838,0.033222591,0.014923936,ER
E9PWE8;Q3TT92,0.010581234,0.039943092,0.034077943,0.02974269,0.018097751,0.012070749,0.008567582,0.037103263,0.029248593,0.03988728,0.03554382,0.018227432,0.010697618,0.043144055,0.039082936,0.038931916,0.02684705,0.016656497,0.023005895,0.083730622,0.054928522,0.048203217,0.048055481,0.021599112,0.01628732,0.065435888,0.053083455,0.042354484,0.037871494,0.016993009,unknown
G5E924,0.104092048,0.02315343,0.010727962,0.014769025,0.022221698,0.025079722,0.100560711,0.01510331,0.005801753,0.012001092,0.018618051,0.027461211,0.11104922,0.022558354,0.004456549,0.012225135,0.019157413,0.029493004,0.115042866,0.011116539,0.005190437,0.014968174,0.025967594,0.034771635,0.094349162,0.020824099,0.007817424,0.023147503,0.032579812,0.035695069,Large Protein Complex
Q9Z1X4-3;Q9Z1X4;Q9Z1X4-2;Q45VK5,0.071097204,0.016622292,0.009103566,0.014981417,0.027366291,0.064258389,0.072544386,0.011263308,0.006178097,0.01433901,0.025321264,0.068233726,0.078004407,0.014520349,0.005620844,0.013086183,0.027847214,0.069636786,0.067916052,0.009514557,0.005771739,0.014364159,0.03001578,0.065626152,0.066032069,0.012708724,0.005160879,0.020733081,0.032270383,0.059861693,unknown
Q8VDD5,0.076318815,0.041061173,0.031135389,0.021873546,0.009469226,0.00430768,0.018216316,0.052723784,0.040778668,0.033293858,0.024510264,0.010455879,0.018806721,0.056046134,0.050380152,0.037635132,0.026165091,0.01130075,0.022061354,0.061505791,0.053104691,0.04223828,0.025970934,0.011161084,0.02520436,0.056839689,0.053125852,0.0462743,0.025714881,0.012320204,Actin binding proteins
P16858;D2KHZ9;A0A0A0MQF6;S4R257;D3YYI5,0.034717719,0.036112697,0.030991752,0.038780376,0.043596493,0.03943481,0.026155829,0.045803486,0.030612008,0.040519793,0.037594645,0.03884582,0.019043166,0.038262857,0.027214118,0.032663141,0.025961221,0.029722494,0.029586441,0.026869679,0.033013608,0.034030564,0.038929346,0.041566887,0.02180901,0.022520277,0.02835335,0.037796142,0.038289551,0.03120272,unknown
P19096;A0A0U1RNJ1,0.011591635,0.050689116,0.038065846,0.035135819,0.026977252,0.015541395,0.012169589,0.053461615,0.037803299,0.035937463,0.027200592,0.018611097,0.008659507,0.057942421,0.048186166,0.043274783,0.037383223,0.019965491,0.010577852,0.053556132,0.052390422,0.040596801,0.031596333,0.021932495,0.009600477,0.049831462,0.054203749,0.039917679,0.033728216,0.023472071,unknown
B2RVD5;Q8CGP1;Q8CBB6,0.071019941,0.027631557,0.010157701,0.008540274,0.006336793,0.005139529,0.157384704,0.046639555,0.018854686,0.013168876,0.008899249,0.006707666,0.153910533,0.044474148,0.012934318,0.010477923,0.012827917,0.004776135,0.131066669,0.024435116,0.012356763,0.011205731,0.0069616,0.004216936,0.104048361,0.036264634,0.017201226,0.017468417,0.008076938,0.006816106,unknown
Q8C8R3-4;Q8C8R3;Q8C8R3-5,0.003399922,0.036161786,0.052532627,0.047620582,0.030835556,0.045203334,0.001562972,0.028648312,0.029524267,0.025790443,0.020537356,0.029661741,0.001263966,0.036861492,0.042488226,0.032640341,0.027622546,0.048926583,0.000303271,0.041145212,0.055866368,0.043110383,0.031992627,0.043862083,0.00202536,0.040917851,0.059207158,0.051967751,0.040045421,0.048274464,unknown
P38647,0.006988416,0.064268731,0.089489143,0.024586777,0.000831819,5.48E-05,0.009926415,0.092200413,0.11271813,0.029636463,0.000766893,1.59E-05,0.011874198,0.074750655,0.110843087,0.028337941,0.000935884,3.81E-05,0.008829731,0.06896065,0.072184863,0.022807641,0.000572793,4.06E-06,0.007538537,0.065779542,0.073869169,0.020511251,0.000673755,4.20E-06,Mitochondrion
P52480,0.018755273,0.038703084,0.038366525,0.031976405,0.026979636,0.012291109,0.014138815,0.057046634,0.040998411,0.043512502,0.040251252,0.024638312,0.016309616,0.058392867,0.048553024,0.045420788,0.033610957,0.023375096,0.015605087,0.042201046,0.045151541,0.037576735,0.034790032,0.01765024,0.01482315,0.045320942,0.041634507,0.047370582,0.030682899,0.013872934,unknown
O55143;J3KMM5;O55143-2,0.040985044,0.022379109,0.037081903,0.051807389,0.047072871,0.025572588,0.034666164,0.020976289,0.034882776,0.054450055,0.035324252,0.020858699,0.037401663,0.018161158,0.032999283,0.050559292,0.043699914,0.021840673,0.03617007,0.019256183,0.028235883,0.043256375,0.031165302,0.022550335,0.038212411,0.018389736,0.030131754,0.041742154,0.034536197,0.025634477,ER
O88569;O88569-2;A0A0N4SUM2,0.07667462,0.021782232,0.009816124,0.014709306,0.018882299,0.020972102,0.083096136,0.014366737,0.008728236,0.017101998,0.02165195,0.029151434,0.106348505,0.027831419,0.0077164,0.016945263,0.021306736,0.033850846,0.126995233,0.01798289,0.009484797,0.015463222,0.026306392,0.029106464,0.102757482,0.022802003,0.007573553,0.025266781,0.029366366,0.035962473,Large Protein Complex
Q8K310;Q5BL18;A0A087WSU2,0.116182583,0.027028983,0.008842232,0.014672684,0.022695336,0.025621974,0.090493036,0.013454878,0.005832404,0.014566219,0.022653291,0.026782719,0.099158828,0.018355683,0.004496722,0.012489643,0.018143956,0.02201811,0.122247586,0.016256432,0.007372606,0.013963173,0.024845642,0.032867244,0.104944532,0.021723794,0.008520887,0.015697833,0.030108786,0.037962207,unknown
Q8VEK3;G3XA10,0.076400406,0.020027116,0.009764119,0.014507555,0.026470011,0.057516621,0.07590398,0.015828357,0.006566797,0.01447566,0.02512631,0.054336065,0.077448869,0.019035084,0.006067837,0.013640651,0.034376829,0.065353106,0.080538645,0.012196357,0.006620038,0.012571742,0.026766885,0.050648452,0.075356032,0.015134016,0.007328364,0.0147022,0.028584112,0.056707784,Large Protein Complex
Q6P5E4,0.031827092,0.024602522,0.042127277,0.0539396,0.035886199,0.015295856,0.016226803,0.026481664,0.042363925,0.062486989,0.036454153,0.014393787,0.01579442,0.019180485,0.040422612,0.057553489,0.044116721,0.017779051,0.019464463,0.024238326,0.037152464,0.060305019,0.043928205,0.01822467,0.014623616,0.024079491,0.042580517,0.0598598,0.043362658,0.015248125,ER
Q64511,0.162224472,0.028175686,0.006927746,0.002764785,0.002834201,0.00412732,0.161932548,0.018549008,0.003730847,0.002307212,0.002595741,0.0055479,0.160973614,0.024019174,0.001469189,0.001260531,0.002070958,0.00422491,0.168426144,0.015220573,0.004459807,0.003138514,0.003947583,0.007576936,0.153407371,0.025685852,0.006591525,0.004679598,0.004446229,0.006684024,unknown
Q61543;Q53WR6;F8WHM5,0.009612746,0.056121863,0.077166424,0.044309128,0.029259188,0.023956347,0.008954629,0.044624539,0.070263783,0.052060951,0.02733761,0.017685135,0.011143397,0.033460822,0.059072772,0.044642735,0.030725241,0.013682756,0.008981014,0.041770679,0.054899646,0.0339582,0.021928014,0.017007912,0.009978197,0.033063526,0.048876516,0.036187304,0.021716628,0.017552298,Golgi
P09103,0.032453025,0.025120114,0.040263554,0.04993995,0.036984416,0.015612354,0.014381861,0.033499651,0.051609982,0.062682242,0.038113727,0.015021587,0.018906724,0.027030588,0.047540978,0.063560233,0.055903107,0.019184156,0.014116397,0.025841438,0.036785317,0.045454254,0.038839403,0.019261402,0.009515267,0.019635663,0.042004304,0.042373126,0.035913854,0.022451327,ER
P26043;Q7TSG6,0.016445465,0.018140709,0.021124435,0.030868955,0.034964402,0.034699955,0.014916892,0.025778352,0.027272825,0.038327401,0.04464455,0.048066702,0.019337679,0.031620541,0.036778995,0.049030541,0.055389445,0.05119483,0.016029309,0.024470036,0.02986858,0.040743959,0.042525496,0.036909479,0.015429432,0.023737588,0.030891572,0.053522659,0.041885256,0.045383958,unknown
Q8CGC7,0.019038018,0.025512195,0.03284669,0.037678267,0.039307229,0.066620753,0.012384277,0.022937299,0.02606339,0.03383619,0.029126596,0.065844155,0.012793412,0.023698744,0.028580326,0.036078854,0.036359566,0.078398526,0.012561948,0.020156699,0.024705669,0.029234941,0.032288676,0.065912344,0.012989266,0.017708331,0.025022749,0.034561646,0.031075668,0.066677577,Large Protein Complex
