true_label,pred_label,pred_prob
Plasma Membrane,Plasma Membrane,0.7455985844135284
Plasma Membrane,Plasma Membrane,0.6400593891739845
Plasma Membrane,Plasma Membrane,0.5607607662677765
Plasma Membrane,Plasma Membrane,0.7479796558618546
Plasma Membrane,Plasma Membrane,0.6624118462204933
Plasma Membrane,Plasma Membrane,0.662028431892395
Plasma Membrane,Plasma Membrane,0.603084497153759
Plasma Membrane,Plasma Membrane,0.6915132403373718
Plasma Membrane,Plasma Membrane,0.690761610865593
Plasma Membrane,"ER, Mitochondrion",0.5405028387904167
Plasma Membrane,"ER, peroxisome",0.5420696958899498
Plasma Membrane,Plasma Membrane,0.49909326434135437
Plasma Membrane,Plasma Membrane,0.6582765206694603
Plasma Membrane,Plasma Membrane,0.7297253459692001
Plasma Membrane,Plasma Membrane,0.4231372959911823
Plasma Membrane,Plasma Membrane,0.6670497059822083
Plasma Membrane,Plasma Membrane,0.5691380128264427
Plasma Membrane,Plasma Membrane,0.7586358189582825
Plasma Membrane,Plasma Membrane,0.6917392760515213
Plasma Membrane,Plasma Membrane,0.6156645342707634
Plasma Membrane,Plasma Membrane,0.6097604036331177
Plasma Membrane,Plasma Membrane,0.7998691201210022
Plasma Membrane,Plasma Membrane,0.48409342020750046
Plasma Membrane,Plasma Membrane,0.44687823206186295
Plasma Membrane,Plasma Membrane,0.6642719656229019
Plasma Membrane,Mitochondria membrane,0.8426379561424255
Plasma Membrane,"ER, peroxisome",0.5065327882766724
Plasma Membrane,Plasma Membrane,0.6979855895042419
Plasma Membrane,Plasma Membrane,0.47970447689294815
Plasma Membrane,Plasma Membrane,0.5363079607486725
Plasma Membrane,"ER, peroxisome",0.6236599013209343
Plasma Membrane,Plasma Membrane,0.6387845501303673
Plasma Membrane,Plasma Membrane,0.46206559240818024
Plasma Membrane,Plasma Membrane,0.7630960792303085
Plasma Membrane,"ER, peroxisome",0.4452858865261078
Cytosol_4,Cytosol_4,0.5213811695575714
Cytosol_4,Cytosol_5,0.521480605006218
Cytosol_4,Cytosol_3,0.42376719415187836
Cytosol_4,Cytosol_3,0.44926367700099945
Cytosol_4,Cytosol_5,0.39753054827451706
Cytosol_4,Cytosol_4,0.5251710191369057
Cytosol_4,Cytosol_4,0.605185866355896
Cytosol_4,Cytosol_4,0.4965464696288109
Cytosol_4,Cytosol_4,0.7043196260929108
Cytosol_4,Cytosol_4,0.5769198834896088
Cytosol_4,Cytosol_5,0.4995492622256279
Cytosol_4,Cytosol_4,0.8212213814258575
Cytosol_4,Cytosol_4,0.5844148993492126
Cytosol_4,Cytosol_4,0.4728292003273964
Cytosol_4,Cytosol_3,0.4672094136476517
Cytosol_4,Cytosol_4,0.6568148881196976
Cytosol_4,Cytosol_3,0.5496853515505791
Cytosol_4,Cytosol_4,0.6068264544010162
Cytosol_4,Cytosol_4,0.3602759540081024
Cytosol_4,Cytosol_4,0.5524760708212852
Cytosol_4,Cytosol_3,0.6116355210542679
Cytosol_4,Cytosol_4,0.47596291452646255
Cytosol_4,Cytosol_4,0.7678694725036621
Cytosol_4,Cytosol_5,0.5791348814964294
Cytosol_4,Cytosol_4,0.6913641840219498
Cytosol_4,Cytosol_4,0.6569666787981987
Cytosol_4,Cytosol_4,0.6884185150265694
Cytosol_4,Cytosol_4,0.6084271743893623
Cytosol_4,Cytosol_3,0.5572291240096092
Cytosol_4,Cytosol_4,0.5579041540622711
Cytosol_4,Cytosol_4,0.6510808169841766
Cytosol_4,Cytosol_3,0.47004183381795883
Cytosol_4,Cytosol_4,0.5295296311378479
Cytosol_4,Cytosol_4,0.5572008714079857
Cytosol_4,Cytosol_3,0.4620908424258232
Cytosol_4,Cytosol_4,0.6236793547868729
Cytosol_4,Cytosol_5,0.4888063073158264
Cytosol_4,Cytosol_4,0.7164032161235809
Cytosol_4,Cytosol_4,0.6865994706749916
Cytosol_4,Cytosol_3,0.4445822313427925
Cytosol_4,Cytosol_5,0.454757422208786
Cytosol_4,Cytosol_4,0.7325798571109772
Cytosol_4,Cytosol_4,0.6668574288487434
Cytosol_3,Cytosol_1,0.4072333537042141
Cytosol_3,Cytosol_5,0.43723665177822113
Cytosol_3,Cytosol_4,0.4555768482387066
Cytosol_3,Cytosol_3,0.6105293408036232
Cytosol_3,Cytosol_3,0.4167637825012207
Cytosol_3,Cytosol_3,0.3491336405277252
Cytosol_3,Cytosol_3,0.6158603802323341
Cytosol_3,Cytosol_3,0.5245020315051079
Cytosol_3,Cytosol_3,0.4044489488005638
Cytosol_3,Cytosol_3,0.49489108473062515
Cytosol_3,Cytosol_3,0.5776683837175369
Cytosol_3,Cytosol_4,0.4930255338549614
Cytosol_3,Cytosol_2,0.5621750429272652
Cytosol_3,Cytosol_3,0.5823811814188957
Cytosol_3,Cytosol_5,0.43087372183799744
Cytosol_3,Cytosol_5,0.4837300553917885
Cytosol_3,Cytosol_3,0.4182297810912132
Cytosol_3,Cytosol_3,0.6056965738534927
Cytosol_3,Cytosol_3,0.5342718586325645
