cv_index,true_label,pred_label,pred_prob
2.0,Cytosol_1,Cytosol_2,0.5244554281234741
5.0,Cytosol_4,Cytosol_5,0.4297754764556885
5.0,Cytosol_5,Cytosol_3,0.4820973575115204
5.0,"ER, Mitochondrion","ER, Mitochondrion",0.45758068561553955
2.0,Cytosol_4,Cytosol_4,0.4828389286994934
5.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.4924265146255493
5.0,"ER, Mitochondrion","Golgi, Endo/Lyosome",0.6669337153434753
4.0,"ER, Mitochondrion","ER, Mitochondrion",0.5295804142951965
5.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.8742940425872803
1.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.7531186938285828
3.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9822813272476196
3.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.894622266292572
5.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.5178940296173096
4.0,Cytosol_3,Cytosol_3,0.37042805552482605
3.0,Cytosol_5,Cytosol_3,0.41985589265823364
1.0,"ER, peroxisome","ER, peroxisome",0.6282348036766052
4.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.499519407749176
3.0,"ER, Mitochondrion","ER, Mitochondrion",0.591316819190979
1.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.3199611008167267
3.0,"ER, peroxisome","ER, peroxisome",0.6117377281188965
4.0,Cytosol_4,Cytosol_4,0.5202585458755493
5.0,Cytosol_5,Cytosol_5,0.59931480884552
1.0,"ER, peroxisome","ER, peroxisome",0.5314743518829346
4.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.6626704335212708
1.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9285594820976257
4.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9016424417495728
1.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.6311988234519958
1.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.8194490075111389
3.0,"ER, peroxisome",Plasma Membrane,0.638899028301239
4.0,Cytosol_4,Cytosol_4,0.5236972570419312
3.0,Cytosol_4,Cytosol_4,0.554360032081604
5.0,Cytosol_4,Cytosol_4,0.6180442571640015
4.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9461626410484314
3.0,Mitochondria matrix,Mitochondria matrix,0.9454705715179443
5.0,"ER, peroxisome","ER, peroxisome",0.7113748788833618
1.0,Cytosol_5,Cytosol_5,0.3502148389816284
5.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.6536480188369751
5.0,Cytosol_5,Cytosol_5,0.5295470356941223
4.0,Mitochondria matrix,"ER, Mitochondrion",0.37196215987205505
2.0,Cytosol_4,Cytosol_4,0.5967929363250732
4.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.6199953556060791
5.0,Cytosol_2,Cytosol_2,0.7211717367172241
4.0,"ER, peroxisome",Plasma Membrane,0.6386250853538513
1.0,Cytosol_3,Cytosol_3,0.554557204246521
4.0,"ER, peroxisome",Plasma Membrane,0.7661414742469788
1.0,Plasma Membrane,Mitochondria membrane,0.4965669512748718
5.0,Cytosol_5,Cytosol_5,0.6439457535743713
2.0,"ER, Mitochondrion","ER, Mitochondrion",0.9560277462005615
3.0,Nucleosol,Nucleosol,0.9765194654464722
1.0,"ER, peroxisome","ER, peroxisome",0.6466390490531921
2.0,Cytosol_2,Cytosol_1,0.603609561920166
4.0,Mitochondria membrane,Plasma Membrane,0.6080877184867859
5.0,Mitochondria membrane,Mitochondria membrane,0.8797706365585327
1.0,Nucleosol,Mitochondria matrix,0.5210883021354675
5.0,Cytosol_1,Cytosol_1,0.6573681831359863
1.0,Cytosol_2,Cytosol_1,0.7368858456611633
3.0,Cytosol_3,Cytosol_3,0.6382814049720764
2.0,Cytosol_1,Cytosol_2,0.6283298134803772
4.0,Cytosol_1,Cytosol_1,0.5221863985061646
1.0,Mitochondria membrane,Mitochondria membrane,0.7980806827545166
1.0,Cytosol_1,Cytosol_1,0.6399585604667664
5.0,Cytosol_2,Cytosol_2,0.5296413898468018
4.0,Cytosol_2,Cytosol_2,0.5126897096633911
2.0,Cytosol_2,Cytosol_2,0.8654645681381226
2.0,Cytosol_2,Cytosol_2,0.6897917985916138
1.0,Cytosol_2,Cytosol_1,0.3619566559791565
3.0,Mitochondria membrane,Mitochondria membrane,0.7973446846008301
1.0,"ER, Mitochondrion","ER, Mitochondrion",0.42908695340156555
2.0,Mitochondria matrix,Mitochondria matrix,0.752020537853241
4.0,Mitochondria membrane,"ER, peroxisome",0.44467979669570923
3.0,Mitochondria membrane,Mitochondria membrane,0.5275934338569641
3.0,Mitochondria membrane,Mitochondria membrane,0.8532748222351074
5.0,Mitochondria membrane,Mitochondria membrane,0.551858127117157
1.0,Mitochondria membrane,Mitochondria matrix,0.3571459650993347
4.0,Nucleosol,Nucleosol,0.884840726852417
2.0,Mitochondria membrane,Mitochondria membrane,0.6348720788955688
4.0,Mitochondria membrane,Mitochondria membrane,0.7708774209022522
2.0,Mitochondria membrane,Mitochondria membrane,0.7377429604530334
1.0,Mitochondria membrane,Mitochondria membrane,0.714486837387085
1.0,Mitochondria membrane,Mitochondria matrix,0.6994390487670898
2.0,Mitochondria membrane,Mitochondria membrane,0.942875325679779
1.0,Mitochondria membrane,Mitochondria membrane,0.6409006118774414
3.0,Mitochondria membrane,Mitochondria membrane,0.7905195951461792
2.0,Mitochondria membrane,Mitochondria membrane,0.6151819825172424
5.0,Mitochondria membrane,Mitochondria matrix,0.5145692825317383
2.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.8785731196403503
4.0,Cytosol_3,Cytosol_3,0.4728138744831085
1.0,Nucleosol,Nucleosol,0.8538898825645447
1.0,Nucleosol,Nucleosol,0.9617553353309631
5.0,Mitochondria membrane,Mitochondria membrane,0.6209148168563843
2.0,Mitochondria matrix,Mitochondria matrix,0.4925876557826996
4.0,Cytosol_4,Cytosol_4,0.36390814185142517
3.0,Cytosol_5,Cytosol_5,0.6346783638000488
2.0,Nucleosol,Nucleosol,0.9876234531402588
1.0,"ER, peroxisome",Plasma Membrane,0.6192384362220764
2.0,"ER, Mitochondrion","ER, peroxisome",0.5266080498695374
4.0,Cytosol_5,Cytosol_5,0.3796403110027313
5.0,Cytosol_4,Cytosol_5,0.5928177833557129
1.0,"ER, Mitochondrion","ER, Mitochondrion",0.4954598546028137
4.0,Cytosol_4,Cytosol_4,0.6169518232345581
3.0,Cytosol_5,Cytosol_2,0.5454368591308594
4.0,Cytosol_1,Cytosol_1,0.34075915813446045
4.0,Cytosol_3,Cytosol_3,0.48994699120521545
5.0,Cytosol_4,Cytosol_4,0.5765713453292847
3.0,Nucleus (speckles),Nucleus (speckles),0.9793535470962524
1.0,Nucleosol,Nucleosol,0.9604003429412842
1.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.844115674495697
4.0,Nucleosol,Nucleosol,0.8838754296302795
1.0,Plasma Membrane,Mitochondria membrane,0.5956266522407532
5.0,Mitochondria matrix,Mitochondria matrix,0.5824933052062988
1.0,Cytosol_5,Cytosol_5,0.6471224427223206
2.0,Cytosol_4,Cytosol_3,0.39133304357528687
5.0,Cytosol_3,Cytosol_3,0.5178592205047607
1.0,Nucleosol,Nucleus (speckles),0.6194904446601868
4.0,Cytosol_5,Cytosol_5,0.45988550782203674
4.0,Cytosol_4,Cytosol_5,0.39515358209609985
4.0,Cytosol_5,Cytosol_5,0.4484322667121887
3.0,Cytosol_2,Cytosol_2,0.49132418632507324
1.0,Nucleus (speckles),Nucleus (speckles),0.7492676377296448
2.0,Plasma Membrane,Plasma Membrane,0.8714320659637451
4.0,Cytosol_3,Cytosol_1,0.46808937191963196
5.0,Nucleosol,Nucleosol,0.9607277512550354
5.0,"ER, Mitochondrion","ER, Mitochondrion",0.5514993071556091
2.0,"ER, peroxisome","ER, Mitochondrion",0.49523550271987915
1.0,"ER, Mitochondrion","ER, peroxisome",0.4686652719974518
2.0,"ER, peroxisome","ER, peroxisome",0.5182995200157166
1.0,Cytosol_5,Cytosol_5,0.3058120906352997
3.0,Mitochondria membrane,Mitochondria membrane,0.6000953316688538
1.0,Nucleosol,Nucleosol,0.9806679487228394
5.0,"ER, peroxisome","ER, Mitochondrion",0.5133612751960754
2.0,"ER, peroxisome","ER, peroxisome",0.4905102252960205
3.0,Cytosol_2,Cytosol_2,0.37908050417900085
2.0,Cytosol_2,Cytosol_1,0.49098268151283264
3.0,Plasma Membrane,Plasma Membrane,0.5392184853553772
3.0,Cytosol_5,Cytosol_5,0.5894749760627747
1.0,Cytosol_4,Cytosol_4,0.7022581696510315
1.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.6379398703575134
2.0,"ER, peroxisome",Plasma Membrane,0.8032163381576538
4.0,Cytosol_1,Cytosol_1,0.5240043997764587
4.0,Cytosol_1,Cytosol_1,0.5800670385360718
3.0,Cytosol_2,Cytosol_2,0.39572617411613464
4.0,Cytosol_1,Cytosol_1,0.39447858929634094
5.0,Cytosol_1,Cytosol_3,0.3817673921585083
1.0,Cytosol_5,Cytosol_5,0.49530884623527527
4.0,Plasma Membrane,Plasma Membrane,0.5762593746185303
1.0,Cytosol_5,Cytosol_4,0.4049893021583557
3.0,Nucleosol,Nucleosol,0.9407976269721985
5.0,Cytosol_1,Cytosol_1,0.7901648283004761
4.0,"ER, peroxisome","ER, peroxisome",0.5803017020225525
4.0,"ER, Mitochondrion","ER, Mitochondrion",0.5793783664703369
3.0,"ER, peroxisome","ER, peroxisome",0.5855767726898193
1.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.7460259199142456
2.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.7668218016624451
4.0,Nucleus (speckles),Nucleus (speckles),0.8667661547660828
5.0,Nucleus (speckles),Nucleus (speckles),0.8943256139755249
1.0,"Nucleosol, Ribosome",Nucleus (Nucleolus),0.4759029448032379
2.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.7358804941177368
5.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.6447868347167969
1.0,Nucleus (speckles),Nucleus (Nucleolus),0.7865103483200073
3.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.835136353969574
2.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.6754356622695923
3.0,Cytosol_3,Cytosol_5,0.4962455928325653
4.0,"ER, peroxisome","ER, peroxisome",0.5294332504272461
1.0,Cytosol_2,Cytosol_1,0.4401969611644745
4.0,Cytosol_4,Cytosol_4,0.7119159698486328
2.0,Cytosol_2,Cytosol_2,0.9428045153617859
3.0,"ER, peroxisome","ER, peroxisome",0.8586698174476624
3.0,Cytosol_5,Cytosol_5,0.73223477602005
2.0,"ER, Mitochondrion","ER, peroxisome",0.48763617873191833
5.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.9756709337234497
2.0,"ER, peroxisome",Nucleus (Nucleolus),0.44587212800979614
1.0,"ER, peroxisome","ER, peroxisome",0.6437416672706604
4.0,"ER, Mitochondrion","ER, Mitochondrion",0.5055136680603027
1.0,Cytosol_4,Cytosol_4,0.7217338681221008
3.0,Mitochondria membrane,Mitochondria membrane,0.7478312253952026
1.0,"ER, peroxisome","ER, peroxisome",0.4968360662460327
3.0,"ER, peroxisome","ER, peroxisome",0.5215027928352356
2.0,"ER, peroxisome","ER, peroxisome",0.7056159973144531
2.0,"ER, peroxisome","ER, peroxisome",0.48189231753349304
3.0,"Golgi, Endo/Lyosome",Nucleus (Nucleolus),0.5817293524742126
1.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.662247359752655
3.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.9555853605270386
2.0,"Nucleosol, Ribosome",Nucleus (Nucleolus),0.7483181953430176
2.0,Nucleosol,Nucleosol,0.6312692761421204
2.0,Nucleosol,Nucleosol,0.5386587977409363
1.0,Cytosol_2,Cytosol_1,0.5859032273292542
1.0,Cytosol_1,Cytosol_1,0.7457181215286255
1.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.3130366802215576
3.0,Mitochondria matrix,Mitochondria matrix,0.6616683602333069
5.0,Cytosol_4,Cytosol_4,0.5897059440612793
1.0,Nucleosol,Cytosol_5,0.4743671417236328
2.0,Cytosol_2,Cytosol_3,0.5590006709098816
2.0,Cytosol_4,Cytosol_3,0.4903888404369354
2.0,Mitochondria membrane,Mitochondria membrane,0.9733869433403015
5.0,"ER, Mitochondrion","ER, Mitochondrion",0.9058332443237305
4.0,"ER, peroxisome","ER, peroxisome",0.7237160205841064
4.0,"ER, peroxisome","ER, peroxisome",0.7691380977630615
2.0,Cytosol_5,Cytosol_4,0.2952539324760437
1.0,"ER, peroxisome","ER, peroxisome",0.5059109330177307
1.0,"ER, Mitochondrion","ER, Mitochondrion",0.5523475408554077
1.0,Mitochondria membrane,Mitochondria membrane,0.688873827457428
2.0,"ER, peroxisome","ER, peroxisome",0.5597383379936218
4.0,"ER, peroxisome","ER, peroxisome",0.7580799460411072
2.0,"ER, Mitochondrion","ER, Mitochondrion",0.7819361686706543
3.0,Mitochondria membrane,Mitochondria membrane,0.6143500804901123
3.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.5461466908454895
5.0,Cytosol_3,Cytosol_3,0.415396511554718
1.0,Cytosol_3,Cytosol_3,0.2591114640235901
5.0,Cytosol_1,Cytosol_2,0.5376617312431335
4.0,"Nucleosol, Ribosome",Nucleus (speckles),0.8012493252754211
3.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.6534354090690613
4.0,"ER, Mitochondrion","ER, Mitochondrion",0.8725723624229431
4.0,Cytosol_5,Cytosol_5,0.39745795726776123
2.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.7448539733886719
5.0,Nucleosol,Nucleosol,0.9766210317611694
2.0,Cytosol_4,Cytosol_5,0.5244704484939575
5.0,Cytosol_4,Cytosol_4,0.9051309823989868
1.0,Cytosol_5,Cytosol_4,0.537278413772583
1.0,Cytosol_5,Cytosol_5,0.4593987464904785
1.0,"ER, peroxisome","ER, peroxisome",0.4428185820579529
1.0,Cytosol_4,Cytosol_4,0.477051705121994
4.0,"ER, peroxisome","ER, peroxisome",0.8014170527458191
1.0,"ER, peroxisome","ER, peroxisome",0.4317784905433655
4.0,"ER, peroxisome","ER, peroxisome",0.7918819189071655
2.0,Cytosol_4,Cytosol_4,0.539887011051178
4.0,Cytosol_4,Cytosol_3,0.45036590099334717
2.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.5816027522087097
2.0,Cytosol_2,Cytosol_2,0.8308850526809692
1.0,Cytosol_4,Cytosol_4,0.615869402885437
1.0,Cytosol_5,Cytosol_5,0.42754408717155457
3.0,Mitochondria matrix,Nucleus (Nucleolus),0.3534025549888611
5.0,Cytosol_2,Cytosol_2,0.46211788058280945
3.0,Cytosol_1,Cytosol_1,0.41976428031921387
2.0,Cytosol_2,Cytosol_3,0.5078171491622925
2.0,Cytosol_5,Cytosol_5,0.39129117131233215
5.0,Cytosol_1,Cytosol_1,0.8697873950004578
2.0,Cytosol_1,Cytosol_1,0.72932368516922
2.0,Cytosol_1,Cytosol_1,0.6559029221534729
3.0,Cytosol_1,Cytosol_1,0.6357573866844177
2.0,Cytosol_1,Cytosol_1,0.796237051486969
1.0,Cytosol_1,Cytosol_1,0.7590121626853943
1.0,Cytosol_2,Cytosol_3,0.5773159861564636
5.0,"Golgi, Endo/Lyosome","Nucleosol, Ribosome",0.986641526222229
5.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9095705151557922
1.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.8081966638565063
4.0,Plasma Membrane,Plasma Membrane,0.7676705718040466
5.0,Cytosol_1,Cytosol_4,0.4825453460216522
2.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.6904017925262451
2.0,"ER, Mitochondrion","ER, Mitochondrion",0.9768291115760803
1.0,Mitochondria membrane,Mitochondria membrane,0.747046947479248
3.0,"Golgi, Endo/Lyosome","ER, Mitochondrion",0.7410532832145691
1.0,"ER, Mitochondrion","ER, Mitochondrion",0.49493786692619324
5.0,"ER, Mitochondrion","ER, Mitochondrion",0.9253041744232178
4.0,Cytosol_5,Cytosol_5,0.8075130581855774
2.0,Cytosol_4,Cytosol_4,0.4329448938369751
5.0,Cytosol_2,Cytosol_2,0.6718319058418274
4.0,Cytosol_2,Cytosol_2,0.6941149234771729
5.0,Cytosol_4,Cytosol_4,0.6490767598152161
2.0,Cytosol_4,Cytosol_4,0.4660071134567261
2.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.7286447286605835
1.0,"ER, peroxisome",Mitochondria membrane,0.5062955021858215
3.0,Plasma Membrane,Plasma Membrane,0.8339824080467224
2.0,Cytosol_3,Cytosol_2,0.3409495949745178
2.0,Plasma Membrane,Plasma Membrane,0.811651885509491
4.0,Cytosol_5,Cytosol_5,0.590376079082489
1.0,"ER, peroxisome","ER, peroxisome",0.5644872784614563
4.0,Cytosol_2,Cytosol_2,0.515066385269165
2.0,Cytosol_1,Cytosol_1,0.8718369007110596
4.0,Cytosol_3,Cytosol_3,0.32493311166763306
5.0,Cytosol_5,Cytosol_5,0.7677889466285706
1.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.7935956716537476
2.0,Nucleosol,Nucleosol,0.8223403096199036
3.0,Cytosol_1,Cytosol_1,0.5721399188041687
4.0,"ER, peroxisome","ER, peroxisome",0.4051324129104614
3.0,"Nucleosol, Ribosome","ER, Mitochondrion",0.8278564214706421
1.0,"ER, Mitochondrion","ER, peroxisome",0.6102908253669739
3.0,"ER, peroxisome","ER, peroxisome",0.45827701687812805
2.0,"ER, peroxisome","ER, peroxisome",0.650524377822876
5.0,"ER, peroxisome","ER, peroxisome",0.7491883635520935
4.0,Cytosol_2,Cytosol_2,0.8847817778587341
2.0,Cytosol_5,Cytosol_2,0.37166309356689453
5.0,"ER, peroxisome",Plasma Membrane,0.7395281791687012
5.0,Cytosol_5,Cytosol_5,0.5383126139640808
1.0,Cytosol_4,Cytosol_4,0.6241342425346375
2.0,Cytosol_5,Cytosol_4,0.45806482434272766
5.0,Cytosol_4,Cytosol_4,0.6489719152450562
5.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.968844473361969
3.0,Mitochondria matrix,Mitochondria matrix,0.5097468495368958
2.0,Plasma Membrane,Plasma Membrane,0.7440881729125977
3.0,Plasma Membrane,Plasma Membrane,0.7634634971618652
3.0,Plasma Membrane,Plasma Membrane,0.7756732702255249
2.0,Plasma Membrane,Plasma Membrane,0.7447843551635742
3.0,"ER, peroxisome","ER, peroxisome",0.5979611873626709
4.0,Mitochondria matrix,"ER, Mitochondrion",0.5493291616439819
3.0,Plasma Membrane,Plasma Membrane,0.754521906375885
2.0,Mitochondria matrix,Mitochondria membrane,0.8054332137107849
2.0,Cytosol_5,Cytosol_2,0.6881715059280396
1.0,Cytosol_4,Cytosol_3,0.4999041259288788
1.0,Cytosol_5,Cytosol_3,0.4948980510234833
2.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.7528681755065918
2.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.7468928694725037
5.0,"ER, peroxisome","ER, peroxisome",0.7872321009635925
5.0,"ER, peroxisome","ER, peroxisome",0.6425361633300781
4.0,"ER, peroxisome",Plasma Membrane,0.4437757134437561
5.0,"ER, Mitochondrion","ER, peroxisome",0.5082272887229919
3.0,Nucleosol,Nucleosol,0.9704317450523376
5.0,Nucleus (speckles),Nucleus (speckles),0.9032421708106995
3.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.618273138999939
4.0,Nucleus (speckles),Mitochondria matrix,0.4909426271915436
4.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.5266356468200684
5.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.407929927110672
5.0,Cytosol_3,Cytosol_5,0.6059998273849487
5.0,Mitochondria matrix,Mitochondria matrix,0.9991883635520935
3.0,Mitochondria membrane,Mitochondria membrane,0.5652143359184265
4.0,Mitochondria membrane,Mitochondria membrane,0.7773040533065796
3.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.7946011424064636
2.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.8047686815261841
1.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.9008925557136536
3.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.8541107177734375
3.0,Cytosol_1,Cytosol_3,0.5124508738517761
3.0,"ER, peroxisome","ER, peroxisome",0.8437138199806213
1.0,Cytosol_4,Cytosol_5,0.7426279783248901
2.0,Cytosol_3,Cytosol_4,0.5679519176483154
1.0,Cytosol_3,Cytosol_3,0.6307253241539001
3.0,Cytosol_4,Cytosol_4,0.646370530128479
4.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.9194576144218445
2.0,Cytosol_1,Cytosol_1,0.8286741375923157
5.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.9945805668830872
4.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.7499148845672607
5.0,"Golgi, Endo/Lyosome","Nucleosol, Ribosome",0.9667415618896484
5.0,Nucleosol,Nucleosol,0.9972192049026489
3.0,Cytosol_2,Cytosol_1,0.4417502284049988
2.0,Cytosol_1,Cytosol_1,0.7973112463951111
4.0,Mitochondria membrane,Mitochondria membrane,0.752537190914154
3.0,Cytosol_5,Cytosol_2,0.49186956882476807
5.0,Mitochondria membrane,Mitochondria membrane,0.5215190649032593
1.0,Mitochondria membrane,Mitochondria membrane,0.7085070013999939
4.0,Cytosol_5,Cytosol_3,0.2457546889781952
4.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.6344950795173645
2.0,Nucleus (speckles),Nucleus (speckles),0.600094199180603
4.0,Nucleus (Nucleolus),Nucleus (speckles),0.4684561789035797
1.0,Nucleus (speckles),Nucleus (Nucleolus),0.38032159209251404
2.0,"ER, Mitochondrion","Golgi, Endo/Lyosome",0.7153761386871338
1.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9022079706192017
4.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.7899488806724548
1.0,"ER, Mitochondrion","ER, Mitochondrion",0.2794363498687744
5.0,Cytosol_1,Cytosol_1,0.5679663419723511
1.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9067795872688293
2.0,Mitochondria membrane,Plasma Membrane,0.6330692172050476
5.0,Nucleosol,Nucleosol,0.9757532477378845
3.0,Nucleosol,Nucleosol,0.8473901152610779
5.0,"ER, peroxisome","ER, Mitochondrion",0.5136070251464844
2.0,Cytosol_1,Cytosol_1,0.5259334444999695
3.0,"ER, peroxisome","ER, Mitochondrion",0.4764726161956787
3.0,Mitochondria matrix,Mitochondria membrane,0.5896784663200378
4.0,Nucleosol,Nucleosol,0.4184962213039398
2.0,Nucleosol,Nucleosol,0.8927101492881775
3.0,Plasma Membrane,Plasma Membrane,0.7889835238456726
5.0,"Golgi, Endo/Lyosome","Nucleosol, Ribosome",0.558536171913147
5.0,Mitochondria matrix,Mitochondria matrix,0.9377886652946472
5.0,Mitochondria matrix,Mitochondria matrix,0.8092776536941528
1.0,"ER, Mitochondrion",Plasma Membrane,0.4784785211086273
2.0,Mitochondria matrix,Mitochondria matrix,0.648731529712677
3.0,Nucleus (Nucleolus),Plasma Membrane,0.5859882831573486
1.0,Cytosol_5,Cytosol_5,0.6765382289886475
4.0,Nucleosol,Nucleosol,0.6810157895088196
1.0,Mitochondria membrane,Mitochondria membrane,0.8749793171882629
5.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.5541920065879822
4.0,Nucleus (speckles),Nucleus (speckles),0.7276517748832703
1.0,Cytosol_3,Cytosol_3,0.2738276720046997
2.0,Cytosol_5,Cytosol_1,0.8535652756690979
3.0,Nucleus (speckles),Nucleus (Nucleolus),0.545355498790741
3.0,Cytosol_2,Cytosol_3,0.49986156821250916
2.0,"ER, peroxisome","Nucleosol, Ribosome",0.5274991393089294
5.0,Cytosol_3,Cytosol_3,0.4697932302951813
4.0,Cytosol_2,Cytosol_2,0.5128760933876038
4.0,"ER, Mitochondrion","ER, Mitochondrion",0.742761492729187
4.0,Cytosol_1,Cytosol_3,0.4185532331466675
5.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.987958550453186
3.0,Nucleosol,"ER, Mitochondrion",0.5621582269668579
2.0,Cytosol_5,Cytosol_5,0.6049938201904297
5.0,Cytosol_5,Cytosol_5,0.4730127155780792
3.0,Cytosol_4,Cytosol_3,0.4624779522418976
3.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9716708064079285
4.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9645989537239075
5.0,Cytosol_5,Cytosol_5,0.728281557559967
3.0,Cytosol_5,Cytosol_5,0.9136432409286499
5.0,"ER, peroxisome","ER, peroxisome",0.47765496373176575
1.0,"ER, peroxisome","Golgi, Endo/Lyosome",0.6573601961135864
5.0,Plasma Membrane,Plasma Membrane,0.6141369938850403
1.0,Plasma Membrane,Plasma Membrane,0.7204131484031677
3.0,Cytosol_3,Cytosol_3,0.5656365156173706
3.0,Cytosol_3,Cytosol_3,0.5343534350395203
3.0,Nucleosol,Nucleosol,0.9896787405014038
5.0,"ER, peroxisome","ER, peroxisome",0.8502102494239807
3.0,"ER, peroxisome","ER, Mitochondrion",0.5505237579345703
2.0,Cytosol_1,Cytosol_1,0.9508902430534363
1.0,Nucleosol,Nucleosol,0.5971688628196716
1.0,Nucleosol,Nucleosol,0.9799841046333313
5.0,Mitochondria membrane,Mitochondria membrane,0.7178216576576233
2.0,Plasma Membrane,Plasma Membrane,0.7199117541313171
4.0,Plasma Membrane,Plasma Membrane,0.7460270524024963
2.0,Cytosol_5,Cytosol_3,0.39373767375946045
4.0,Mitochondria membrane,Mitochondria membrane,0.4792616069316864
1.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.7864910960197449
3.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9482460021972656
4.0,"Nucleosol, Ribosome","Golgi, Endo/Lyosome",0.7491657733917236
5.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.6203110218048096
1.0,"ER, Mitochondrion",Plasma Membrane,0.3678726553916931
3.0,Plasma Membrane,"ER, peroxisome",0.6856565475463867
3.0,Plasma Membrane,Plasma Membrane,0.46821340918540955
2.0,Cytosol_4,Cytosol_4,0.5893310904502869
3.0,Cytosol_1,Cytosol_2,0.4865855872631073
5.0,Cytosol_3,Cytosol_2,0.7498428225517273
4.0,"ER, Mitochondrion","ER, Mitochondrion",0.47861525416374207
5.0,Cytosol_5,Cytosol_5,0.6670732498168945
2.0,Cytosol_5,Cytosol_5,0.48788711428642273
5.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.7818822860717773
3.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9787943363189697
1.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.958169162273407
5.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.9592635035514832
2.0,Cytosol_5,Cytosol_5,0.3665215075016022
3.0,Nucleus (Nucleolus),Nucleus (Nucleolus),0.8905540108680725
3.0,Cytosol_4,Cytosol_3,0.45991167426109314
5.0,Cytosol_4,Cytosol_4,0.6838640570640564
2.0,"Nucleosol, Ribosome","Nucleosol, Ribosome",0.8600853681564331
5.0,"Golgi, Endo/Lyosome","Golgi, Endo/Lyosome",0.6016511917114258
